Fuel,AnnualSum
No_fuel,0.0
AZ_coal,9.211875573479304e7
AZ_naturalgas,1.2440287320415652e8
AZ_uranium,3.536897682157924e8
CA_N_naturalgas,25969.93853860406
CA_N_uranium,5.969008377501032e8
CA_S_naturalgas,17624.11073173537
MT_WY_CO_coal,4.0522108017482674e8
MT_WY_CO_naturalgas,587543.7920943152
NM_coal,1.9817848200219125e7
NM_naturalgas,208658.8372844668
PNW_coal,0.0
PNW_naturalgas,2.779940193235269e8
PNW_uranium,1.0360815291428533e8
UT_NV_coal,2.2545646414389774e8
UT_NV_naturalgas,1.896844247436309e8
CA_S_uranium,1.6992391281826615e9
MT_WY_CO_uranium,2.992050118866502e-8
NM_uranium,-5.234645175105673e-9
UT_NV_uranium,3.69312898948806e-7
None,0.0
