BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.4445909947557282e8,1.4850461805974508e7,-1.749038874989089e7,0.0,0.0,7144.792068096413,0.0,2.1302739781276785e7,-1.6830261050012577e6,-1.614460309999999e8,1.7223843254716507e8,9.00856981458514e6,-1.1081732920665173e7,0.0,0.0,13216.271075648321,0.0,1.9769597127855368e7,-2.1827546971588796e6,-1.877653281428571e8,2.412744416832025e8,1.1530865214548161e7,-1.3929751858064046e7,0.0,0.0,19834.050578143753,0.0,6.242911029081393e7,-4.6202950953645455e6,-2.967042042857143e8,2.1425060115439418e8,3.556180103957751e6,-4.284130754441381e6,0.0,0.0,3240.811857142858,0.0,-5.379289264345876e7,-3.254219386594635e6,-1.5647877928571424e8,5.5283406632501125e7,1.7411630391717805e6,-2.0484271037050278e6,0.0,0.0,1642.4325533086592,0.0,-7.420486170513923e6,-701379.6871501362,-4.685591914285714e7,3.024615752180069e8,966551.1437155264,-1.2010007194611789e6,0.0,0.0,6156.912371874091,0.0,-3.169459564348362e6,-5.071057990284622e6,-2.939927650000002e8,1.8408915324078068e8,7.520196840498709e6,-8.847290395391105e6,0.0,0.0,1595.8424000754724,0.0,-3.9118608821625024e7,-4.804020420949004e6,-1.3884102628571436e8
t1,12646.450309039872,4945.1196909601285,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-17094.0,8894.131289140883,0.0,-0.0,0.0,0.0,57.951,0.0,10819.953453985741,-455.03574312662016,-19317.0,21017.011670821237,2811.552042441124,-0.0,0.0,0.0,100.593,0.0,10508.63504601426,-906.79175927662,-33531.0,30045.94745904168,0.0,-244.3225237740783,0.0,0.0,0.0,0.0,-11648.268072802557,-645.3568624650479,-17508.0,5986.8799715124915,0.0,-0.0,0.0,0.0,0.0,0.0,-619.3944271974437,-106.48554431504793,-5261.0,36411.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-32299.0,21148.051372633105,542.5724744418877,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-15065.0
t2,12970.896181920747,4778.67381807925,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-17252.0,9255.172420036883,571.1,-0.0,0.0,0.0,60.984,0.0,10898.419712695319,-457.67613273219746,-20328.0,21081.988094194447,1459.7982673830702,-0.0,0.0,0.0,96.477,0.0,10430.168787304683,-909.4321488821975,-32159.0,29737.285463586897,0.0,-0.0,0.0,0.0,0.0,0.0,-11085.480861336837,-634.8046022500657,-18017.0,6562.1149227632295,0.0,-0.0,0.0,0.0,0.0,0.0,-1182.1816386631635,-95.93328410006569,-5284.0,38713.00407021327,244.21143126173752,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34845.0,21406.25335423975,98.37049283524205,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14879.0
t3,12864.309767751838,4435.260232248158,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16802.0,8915.345129360092,0.0,-0.0,0.0,0.0,61.89,0.0,12152.645708118085,-499.8808374781736,-20630.0,20922.361861064655,1383.466200681596,-0.0,0.0,0.0,91.866,0.0,9175.942791881916,-951.6368536281736,-30622.0,30144.51196982651,0.0,-409.25522022031697,0.0,0.0,0.0,0.0,-10949.992553134913,-632.2641964712797,-18153.0,6694.062825186367,0.0,-0.0,0.0,0.0,0.0,0.0,-1317.669946865088,-93.3928783212796,-5283.0,39774.615501475004,64.6,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35727.0,20975.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14350.0
t4,12772.367494224747,4376.202505775252,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16651.0,9711.291329754837,810.0599523007575,-0.0,0.0,0.0,63.492000000000004,0.0,11041.65263863446,-462.49592069004956,-21164.0,21103.591750660817,1942.1763248136926,-0.0,0.0,0.0,97.548,0.0,10286.935861365542,-914.2519368400494,-32516.0,30380.975438025554,0.0,-653.0732949326218,0.0,0.0,0.0,0.0,-10887.803982324356,-631.0981607685817,-18209.0,6789.085360294227,0.0,-0.0,0.0,0.0,0.0,0.0,-1379.858517675645,-92.22684261858166,-5317.0,39225.21406077236,1.001440702644639,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,20577.39623350886,341.2276135661307,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14293.0
t5,12709.57439124967,4502.99560875033,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16715.0,11745.30635793826,798.1771919765279,-0.0,0.0,0.0,66.354,0.0,9933.364474036542,-425.2020239513296,-22118.0,20888.3521819549,1571.1508321829715,-0.0,0.0,0.0,99.23100000000001,0.0,11395.22402596346,-876.9580401013295,-33077.0,31542.66843818467,0.0,-1958.581780226189,0.0,0.0,0.0,0.0,-10716.205960106488,-627.8806978519966,-18240.0,6983.46591959551,0.0,-0.0,0.0,0.0,0.0,0.0,-1551.4565398935133,-89.00937970199664,-5343.0,38506.61550147501,378.6,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34773.0,20056.14287541444,758.4809716605532,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14189.0
t6,14059.566074901044,3289.0039250989544,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16851.0,10328.822742832252,1958.399583499735,-0.0,0.0,0.0,68.97,0.0,11098.206636382274,-464.3989627142635,-22990.0,22403.4881482132,368.73596703333766,-0.0,0.0,0.0,96.549,0.0,10230.381863617728,-916.1549788642635,-32183.0,30711.429075293156,0.0,-1628.8591641931544,0.0,0.0,0.0,0.0,-10460.484,-623.0859111,-17999.0,7310.464953057727,0.0,-126.07186010772692,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5293.0,38421.025492033776,259.1900094412383,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34568.0,19840.722947370024,778.9008997049687,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13994.0
t7,14683.702011638936,0.0,-0.0,0.0,0.0,0.0,0.0,2442.5272300514057,-133.2292416903441,-16993.0,11541.182504513368,0.0,-1075.6447027883705,0.0,0.0,70.062,0.0,13358.8705,-540.470301725,-23354.0,25640.55500431293,0.0,-121.88421469618406,0.0,0.0,90.024,0.0,5277.190769948595,-877.8855595653441,-30008.0,28856.52486815675,0.0,-578.5,0.0,0.0,0.0,0.0,-10217.380771522803,-627.6440966339475,-17433.0,8344.925463932652,0.0,-1009.870956971507,0.0,0.0,0.0,0.0,-2050.2817284771977,-88.77277848394746,-5196.0,38205.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34093.0,20565.29872713866,32.32511993633436,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13972.0
t8,16301.434919838546,0.0,-3958.864919838553,0.0,0.0,0.0,0.0,4950.0,-247.57,-17045.0,17884.930347397047,0.0,-2246.9,0.0,0.0,0.0,0.0,7845.92948931852,-354.9598367155682,-23129.0,33238.867993094835,0.0,-1665.0,0.0,0.0,0.0,0.0,-1031.9851617291247,-357.88283136570686,-30184.0,25073.79696704377,0.0,-1958.581780226189,0.0,0.0,0.0,0.0,-5632.9231215858035,-389.2920652317765,-17093.0,8199.152165998707,0.0,-196.3,0.0,0.0,0.0,0.0,-2764.6843385754178,-102.16782742328908,-5136.0,36130.18065239726,0.0,-314.0,0.0,0.0,0.0,0.0,-1976.791039838779,-471.38961255848744,-33368.0,16002.43051279909,0.0,-276.1156682095575,0.0,0.0,0.0,0.0,-1389.5458275893957,-453.7690170001387,-13883.0
