Fuel,AnnualSum
No_fuel,0.0
AZ_coal,4.790265810629441e7
AZ_naturalgas,2.040018488067657e8
AZ_uranium,3.5216424781852275e8
CA_N_naturalgas,6.790824131965192e7
CA_N_uranium,3.1071438907740495e-8
CA_S_naturalgas,5.5018619460355856e7
MT_WY_CO_coal,4.976089129268518e8
MT_WY_CO_naturalgas,495580.55544947553
NM_coal,2.0641284310936935e7
NM_naturalgas,246673.10982739768
PNW_coal,0.0
PNW_naturalgas,2.9507659972049993e8
PNW_uranium,1.0282593199885699e8
UT_NV_coal,2.7890197254492337e8
UT_NV_naturalgas,2.7023789857588136e8
CA_S_uranium,8.339791636409787e8
MT_WY_CO_uranium,-6.967445417126766e-8
NM_uranium,2.420073329667538e-8
UT_NV_uranium,-5.655630302641531e-8
None,0.0
