Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,1.0253395179727924e8
AZ_uranium,3.5308781096902066e8
CA_N_naturalgas,17063.112463921054
CA_N_uranium,6.446654137260238e8
CA_S_naturalgas,6363.6086988103025
MT_WY_CO_coal,4.0023790183327794e8
MT_WY_CO_naturalgas,636502.5737524244
NM_coal,1.7872629099274457e7
NM_naturalgas,293368.668720378
PNW_coal,0.0
PNW_naturalgas,2.95389258733197e8
PNW_uranium,1.0337596332857125e8
UT_NV_coal,2.05171286828078e8
UT_NV_naturalgas,1.9219550497160035e8
CA_S_uranium,1.6944763684842882e9
MT_WY_CO_uranium,-8.20939468411569e-9
NM_uranium,4.490656561747688e-9
UT_NV_uranium,-1.821009769405976e-7
None,0.0
