Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2
5000,1,1,1,5000,1,8760,8760,1,1250,0
,,,,,,,,2,1187,0
,,,,,,,,3,1141,0
,,,,,,,,4,1112,0
,,,,,,,,5,1103,0
,,,,,,,,6,1120,0
,,,,,,,,7,1157,0
,,,,,,,,8,1157,0
,,,,,,,,9,1116,0
,,,,,,,,10,1076,0
,,,,,,,,11,1026,0
,,,,,,,,12,1017,0
,,,,,,,,13,1005,0
,,,,,,,,14,1015,0
,,,,,,,,15,1107,0
,,,,,,,,16,1163,0
,,,,,,,,17,1325,0
,,,,,,,,18,1517,0
,,,,,,,,19,1549,0
,,,,,,,,20,1524,0
,,,,,,,,21,1489,0
,,,,,,,,22,1439,0
,,,,,,,,23,1348,0
,,,,,,,,24,1245,0
,,,,,,,,25,1167,0
,,,,,,,,26,1104,0
,,,,,,,,27,1066,0
,,,,,,,,28,1054,0
,,,,,,,,29,1076,0
,,,,,,,,30,1135,0
,,,,,,,,31,1223,0
,,,,,,,,32,1287,0
,,,,,,,,33,1289,0
,,,,,,,,34,1299,0
,,,,,,,,35,1279,0
,,,,,,,,36,1270,0
,,,,,,,,37,1226,0
,,,,,,,,38,1250,0
,,,,,,,,39,1279,0
,,,,,,,,40,1357,0
,,,,,,,,41,1452,0
,,,,,,,,42,1611,0
,,,,,,,,43,1643,0
,,,,,,,,44,1614,0
,,,,,,,,45,1572,0
,,,,,,,,46,1512,0
,,,,,,,,47,1411,0
,,,,,,,,48,1300,0
,,,,,,,,49,1218,0
,,,,,,,,50,1147,0
,,,,,,,,51,1106,0
,,,,,,,,52,1091,0
,,,,,,,,53,1107,0
,,,,,,,,54,1161,0
,,,,,,,,55,1241,0
,,,,,,,,56,1301,0
,,,,,,,,57,1287,0
,,,,,,,,58,1221,0
,,,,,,,,59,1145,0
,,,,,,,,60,1099,0
,,,,,,,,61,1106,0
,,,,,,,,62,1146,0
,,,,,,,,63,1210,0
,,,,,,,,64,1289,0
,,,,,,,,65,1444,0
,,,,,,,,66,1623,0
,,,,,,,,67,1656,0
,,,,,,,,68,1626,0
,,,,,,,,69,1582,0
,,,,,,,,70,1521,0
,,,,,,,,71,1415,0
,,,,,,,,72,1301,0
,,,,,,,,73,1220,0
,,,,,,,,74,1153,0
,,,,,,,,75,1114,0
,,,,,,,,76,1097,0
,,,,,,,,77,1110,0
,,,,,,,,78,1156,0
,,,,,,,,79,1244,0
,,,,,,,,80,1315,0
,,,,,,,,81,1328,0
,,,,,,,,82,1253,0
,,,,,,,,83,1187,0
,,,,,,,,84,1179,0
,,,,,,,,85,1159,0
,,,,,,,,86,1169,0
,,,,,,,,87,1160,0
,,,,,,,,88,1237,0
,,,,,,,,89,1420,0
,,,,,,,,90,1616,0
,,,,,,,,91,1656,0
,,,,,,,,92,1626,0
,,,,,,,,93,1582,0
,,,,,,,,94,1526,0
