Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,9.611760271390851e7
AZ_uranium,3.5704284896293765e8
CA_N_naturalgas,3.780422723992378e7
CA_N_uranium,-3.53766160390383e-8
CA_S_naturalgas,2.01792362484985e7
MT_WY_CO_coal,4.9388749081840533e8
MT_WY_CO_naturalgas,51184.027669448915
NM_coal,2.0520636560256153e7
NM_naturalgas,5.804087261694488e6
PNW_coal,0.0
PNW_naturalgas,6.559024102011929e8
PNW_uranium,1.0515350360142846e8
UT_NV_coal,2.98060932234933e8
UT_NV_naturalgas,8.664188632101785e8
CA_S_uranium,2.450521795220182e-8
MT_WY_CO_uranium,4.901555502797713e-9
NM_uranium,-7.783176769748934e-9
UT_NV_uranium,1.1512652601686212e-7
None,0.0
