Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,9.611760271390723e7
AZ_uranium,3.5307802552522427e8
CA_N_naturalgas,17384.19391900771
CA_N_uranium,6.484185897857316e8
CA_S_naturalgas,6167.481243548479
MT_WY_CO_coal,4.022096579401296e8
MT_WY_CO_naturalgas,639547.7013490591
NM_coal,1.788312573927448e7
NM_naturalgas,290104.0471733225
PNW_coal,0.0
PNW_naturalgas,2.956783362188197e8
PNW_uranium,1.0338525091199975e8
UT_NV_coal,2.0510623219924766e8
UT_NV_naturalgas,1.9111066075013486e8
CA_S_uranium,1.6949578583097615e9
MT_WY_CO_uranium,1.8861609125564447e-8
NM_uranium,-1.9551027373011675e-9
UT_NV_uranium,5.67203771917657e-7
None,0.0
