Fuel,AnnualSum
No_fuel,0.0
AZ_coal,4.0059073528698005e7
AZ_naturalgas,2.1812207494419575e8
AZ_uranium,3.5213332050722575e8
CA_N_naturalgas,7.136971119935662e7
CA_N_uranium,5.190912910183528e-9
CA_S_naturalgas,5.168838318753911e7
MT_WY_CO_coal,4.961292176084814e8
MT_WY_CO_naturalgas,557894.4582051135
NM_coal,2.062960465862801e7
NM_naturalgas,248021.12765501597
PNW_coal,0.0
PNW_naturalgas,3.014994074624568e8
PNW_uranium,1.0282077223028561e8
UT_NV_coal,2.79021857434323e8
UT_NV_naturalgas,2.677185385938661e8
CA_S_uranium,8.343790554885492e8
MT_WY_CO_uranium,5.589688626211897e-9
NM_uranium,-1.0218154409435964e-8
UT_NV_uranium,1.467944628821122e-7
None,0.0
