Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.5888675550107026e8
AZ_naturalgas,5.260842415544133e8
AZ_uranium,3.6050872771433175e8
CA_N_naturalgas,192085.24876969538
CA_N_uranium,9.1756661733215e8
CA_S_naturalgas,24476.560782831886
MT_WY_CO_coal,5.476860956973453e8
MT_WY_CO_naturalgas,863323.0344507647
NM_coal,2.5645586805829708e7
NM_naturalgas,181187.8117399712
PNW_coal,0.0
PNW_naturalgas,2.9408999128593e8
PNW_uranium,1.0546566960000062e8
UT_NV_coal,2.986636531877497e8
UT_NV_naturalgas,2.338352036560802e8
CA_S_uranium,1.6401513794565809e9
MT_WY_CO_uranium,2.911577351376938e-9
NM_uranium,-6.708530884573637e-9
UT_NV_uranium,-1.7129842463101127e-8
None,0.0
