BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.7020175939476186e8,1.3510823195507476e7,-1.5914241195328996e7,0.0,0.0,6968.118945632573,0.0,-5.02600964442599e6,-1.320581298031342e6,-1.6145871857142845e8,1.949082210829622e8,1.1246889905168096e7,-1.3721682815328196e7,0.0,0.0,11868.40852877985,0.0,-1.781841490377137e6,-2.904082090953811e6,-1.877593729999999e8,1.720290636439264e8,2.030435341909076e7,-2.4233028560973227e7,0.0,0.0,15978.082085393948,0.0,1.347660324845704e8,-6.190060211556772e6,-2.966923388571429e8,2.2034250772649708e8,2.629217557112818e6,-3.1727484258063547e6,0.0,0.0,2988.2560708187484,0.0,-5.983841785040513e7,-3.4789206920407475e6,-1.5648462657142854e8,5.334942180458906e7,1.6403531531865564e6,-1.9298272379097072e6,0.0,0.0,1623.2747832215405,0.0,-5.525483076885658e6,-676726.3463348497,-4.685936157142856e7,3.101969417197986e8,1.2468116701159035e6,-1.5016064674485573e6,0.0,0.0,5527.63242857143,0.0,-1.0229248068033975e7,-5.731625629717535e6,-2.93986800857143e8,1.9811623795186076e8,7.265377448041892e6,-8.547502875029717e6,0.0,0.0,1499.6283077901746,0.0,-5.236503235444244e7,-5.601535798738288e6,-1.3886904400000006e8
t1,14177.894640264894,4536.875359735102,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17094.0,9863.837029226279,2450.30986293982,-0.0,0.0,0.0,521.559,0.0,6801.095273176286,-319.8011653423821,-19317.0,16700.360403143124,2397.0276408667237,-0.0,0.0,0.0,677.6759106588171,0.0,14527.493226823713,-771.557181492382,-33531.0,29188.438932565594,0.0,-367.8695667393913,0.0,0.0,0.0,0.0,-10737.095169312426,-575.4741965137732,-17508.0,5697.864042687888,0.0,-0.0,0.0,0.0,0.0,0.0,-329.0598426269554,-107.80420006093271,-5261.0,37477.38510820136,0.0,-0.0,0.0,0.0,0.0,0.0,-4214.264830687575,-964.1202775137732,-32299.0,20259.059181736426,212.94442044754757,-0.0,0.0,0.0,0.0,0.0,-4598.168657373045,-808.8349448109327,-15065.0
t2,14504.871514673803,4367.898485326193,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17252.0,9916.136819559977,2347.0068182692257,-0.0,0.0,0.0,548.856,0.0,7871.8318120461545,-355.8314498753531,-20328.0,16651.266616679266,1990.271161392241,-0.0,0.0,0.0,868.293,0.0,13456.756687953846,-807.587466025353,-32159.0,29830.17299381535,0.0,-578.5,0.0,0.0,0.0,0.0,-10642.69135315391,-591.9816406614422,-18017.0,6264.99530332912,0.0,-0.0,0.0,0.0,0.0,0.0,-879.3845742717152,-101.61072905740535,-5284.0,39654.30166750343,0.0,-0.0,0.0,0.0,0.0,0.0,-3819.502072574376,-989.7995949290369,-34845.0,20141.674188883742,86.14965819125428,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14879.0
t3,14400.25685555661,4022.5131444433873,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16802.0,10014.178524378252,723.1335986068643,-0.0,0.0,0.0,557.01,0.0,9754.873685947005,-419.19580893211673,-20630.0,16726.33061021005,2366.1124008190723,-0.0,0.0,0.0,826.794,0.0,11573.714814052995,-870.9518250821168,-30622.0,30621.791753421217,0.0,-578.5,0.0,0.0,0.0,0.0,-11252.358201051506,-637.9335523697157,-18153.0,6397.366533168211,0.0,-0.0,0.0,0.0,0.0,0.0,-1015.3042989484954,-99.0622342197157,-5283.0,39839.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35727.0,19698.823847074997,0.0,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14350.0
t4,14309.679396944197,3962.0906030558026,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16651.0,10124.510000522556,3066.589964258793,-0.0,0.0,0.0,571.428,0.0,7753.3154081012635,-351.8433728826075,-21164.0,16605.75844985409,2260.635847279785,-0.0,0.0,0.0,877.932,0.0,13575.273091898736,-803.5993890326074,-32516.0,30604.51198501841,0.0,-578.5,0.0,0.0,0.0,0.0,-11180.42714004261,-636.5848449757989,-18209.0,6501.94888678319,0.0,-0.0,0.0,0.0,0.0,0.0,-1087.2353599573908,-97.71352682579892,-5317.0,39226.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,19416.965167883092,224.85867919190798,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14293.0
t5,14248.197449840218,4087.5725501597817,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16715.0,12274.364150805564,3898.7879547944394,-0.0,0.0,0.0,597.186,0.0,5627.988,-280.3261056,-22118.0,16754.469842588467,884.56849248573,-0.0,0.0,0.0,469.4432866758068,0.0,15700.6005,-732.0821217499999,-33077.0,31317.881421690105,0.0,-1346.2635547537175,0.0,0.0,0.0,0.0,-11096.604692845534,-635.0131740908538,-18240.0,6700.162582092087,0.0,-89.96291899676635,0.0,0.0,0.0,0.0,-1171.057807154467,-96.14185594085374,-5343.0,38885.215501475,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34773.0,18895.711809788696,642.1120372862997,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14189.0
t6,14422.764919504556,4049.0050804954417,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16851.0,10897.198006549057,4487.026550093751,-0.0,0.0,0.0,620.73,0.0,7322.388112751269,-337.3426693940802,-22990.0,18096.95729829535,0.0,-0.0,0.0,0.0,868.941,0.0,14006.200387248731,-789.0986855440801,-32183.0,30613.750593266603,0.0,-1371.1992526738213,0.0,0.0,0.0,0.0,-10617.520986005187,-626.0303545875972,-17999.0,7030.300550432411,0.0,-0.0,0.0,0.0,0.0,0.0,-1650.141513994813,-87.15903643759725,-5293.0,38680.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34568.0,18680.291881744277,662.5319653307188,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-13994.0
t7,18106.150246415196,507.6197535848083,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16993.0,12157.344486898868,162.45923881413438,-0.0,0.0,0.0,630.558,0.0,10860.022335268794,-456.3840609817949,-23354.0,19304.357912398344,333.0000000022457,-0.0,0.0,0.0,810.216,0.0,10468.566164731208,-908.1400771317949,-30008.0,30050.269247556724,0.0,-1533.699336456727,0.0,0.0,0.0,0.0,-10460.484,-623.0859111,-17433.0,8059.55945555478,0.0,-972.1663626047796,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5196.0,38205.215501475,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34093.0,19320.823847074997,0.0,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-13972.0
t8,20367.501564487324,0.0,-1701.7315644873252,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17045.0,16163.783935286452,0.0,-2246.9,0.0,0.0,0.0,0.0,9627.009234866815,-414.8931701532684,-23129.0,23559.376949776663,0.0,-2129.02201482809,0.0,0.0,0.0,0.0,9525.640933948143,-771.995868896719,-30184.0,27436.49450156947,0.0,-1219.8979442803059,0.0,0.0,0.0,0.0,-8620.219830420318,-503.37672686884173,-17093.0,7959.101022558447,0.0,-931.7079296084464,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5136.0,36863.00367824853,0.0,-0.0,0.0,0.0,0.0,0.0,-2727.000169579682,-768.0035086688417,-33368.0,18997.824389908415,0.0,-0.0,0.0,0.0,0.0,0.0,-4548.251668814959,-566.5727210934507,-13883.0
