Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.3033674643449855e8
AZ_naturalgas,2.060328012557049e8
AZ_uranium,3.5331719177836585e8
CA_N_naturalgas,7.233649050073977e7
CA_N_uranium,2.1616415966949132e-8
CA_S_naturalgas,5.9613231610124394e7
MT_WY_CO_coal,4.771121406754656e8
MT_WY_CO_naturalgas,495732.3735488045
NM_coal,2.065016233524652e7
NM_naturalgas,136539.5312736979
PNW_coal,0.0
PNW_naturalgas,2.8821666668209493e8
PNW_uranium,1.0305657365399992e8
UT_NV_coal,2.794018498359586e8
UT_NV_naturalgas,2.407647410373028e8
CA_S_uranium,8.388207255339723e8
MT_WY_CO_uranium,2.3606109429842468e-8
NM_uranium,-3.141703083603691e-11
UT_NV_uranium,-7.688614178701129e-8
None,0.0
