Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Min_Cap_MW,Var_OM_Cost_per_MWh,region,cluster,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,Var_OM_Cost_per_MWhIn,Resource_Type,MGA
CAISO_EV_Load_Shifting,2,0,0,0.0,0,0,0,0,0.0,CAISO,1,12.0,12.0,1.0,0.0,None,0
