Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.588941601421747e8
AZ_naturalgas,5.080065615114929e8
AZ_uranium,3.604197595722934e8
CA_N_naturalgas,99016.94860777335
CA_N_uranium,9.462780454671456e8
CA_S_naturalgas,18754.455939120056
MT_WY_CO_coal,5.393292296260351e8
MT_WY_CO_naturalgas,1.0984495007689907e6
NM_coal,2.532114754401159e7
NM_naturalgas,132859.59532586814
PNW_coal,0.0
PNW_naturalgas,3.176558711104867e8
PNW_uranium,1.0546566959999967e8
UT_NV_coal,2.94451338354689e8
UT_NV_naturalgas,1.9592385876466873e8
CA_S_uranium,1.6456102747676804e9
MT_WY_CO_uranium,-1.396939401383272e-8
NM_uranium,-2.8430724336535865e-9
UT_NV_uranium,-3.6792942534316223e-7
None,0.0
