Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,9.611760271390913e7
AZ_uranium,3.3907104937826115e8
CA_N_naturalgas,3.664892843156219e7
CA_N_uranium,7.322060999143036e7
CA_S_naturalgas,4.467314225662503e6
MT_WY_CO_coal,3.833842038748804e8
MT_WY_CO_naturalgas,38782.556525877044
NM_coal,1.7198970807398424e7
NM_naturalgas,3.2935040154154315e6
PNW_coal,0.0
PNW_naturalgas,2.5759240002073324e8
PNW_uranium,1.0101276960957633e8
UT_NV_coal,2.4586487938161856e8
UT_NV_naturalgas,3.563492141348421e8
CA_S_uranium,1.2160498077451928e9
MT_WY_CO_uranium,4.222127505881802e-8
NM_uranium,-1.949736162654148e-8
UT_NV_uranium,-3.0982256728401266e-8
None,0.0
