Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,-1150.0,-6697.913030451859,-367.314,-8589.563407817566,919.231,1687.1795,-2600.0,0.0,5260.674,2780.0,0.0,-7153.938,-2387.315,-657.1785,0.0
t2,-1150.0,-3970.5784055785016,-367.314,-5152.900787255261,919.231,1687.1795,0.0,0.0,5260.674,2780.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t3,-1150.0,-7730.8825,-367.314,-4916.711216492098,919.231,1687.1795,0.0,0.0,5260.674,2780.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t4,-1150.0,-7730.8825,-367.314,-3522.6290500357045,919.231,0.0,0.0,0.0,5260.674,2780.0,1058.055279654396,-7153.938,-2387.315,-657.1785,0.0
t5,-1150.0,-7730.8825,-367.314,-7352.083002812358,919.231,346.93645105054355,-2600.0,0.0,5260.674,2780.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t6,-1150.0,-7730.8825,-367.314,-7380.166915581111,919.231,1687.1795,-2600.0,0.0,5260.674,2780.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t7,-1150.0,-7730.8825,-367.314,-4956.590638992231,919.231,0.0,-922.0039575861919,0.0,5260.674,2780.0,1031.3208546055532,-7153.938,-2387.315,-657.1785,0.0
t8,-1150.0,-5380.059930825841,-367.314,-3934.5740825176936,919.231,0.0,0.0,0.0,5260.674,0.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t9,-1150.0,-6953.318839516275,-367.314,-223.15226239708286,919.231,0.0,0.0,0.0,5260.674,0.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t10,-1150.0,0.0,-367.314,-2778.4870301675473,919.231,0.0,0.0,0.0,5260.674,0.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t11,-1150.0,-4452.243009196168,-367.314,-2739.058589715091,919.231,0.0,0.0,0.0,5260.674,0.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t12,-1150.0,-2474.1240366077136,-367.314,-3421.528003009155,919.231,0.0,0.0,0.0,5260.674,0.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t13,-1150.0,-2581.4947323450087,-367.314,-1348.2972733035085,919.231,0.0,0.0,0.0,5260.674,0.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t14,-1150.0,-7730.8825,-367.314,-4711.495203588608,919.231,0.0,0.0,0.0,5260.674,0.0,495.04939826010616,-7153.938,-2387.315,-657.1785,0.0
t15,-1150.0,-6034.674979697992,-367.314,-3736.7811931163556,919.231,0.0,0.0,0.0,5260.674,0.0,1210.0633007347578,-7153.938,-2387.315,-657.1785,0.0
t16,-1150.0,-5857.15169336041,-367.314,-5183.8233653492325,919.231,0.0,-457.9340598547673,0.0,5260.674,0.0,1416.9605,-7153.938,-2387.315,-657.1785,0.0
t17,-1150.0,-7418.193898284843,-367.314,-6383.585109384133,919.231,1687.1795,-2600.0,0.0,5260.674,2780.0,840.2118825917834,-7153.938,-2387.315,-657.1785,-500.0
t18,-1150.0,-3759.8012389243045,-367.314,-8272.826848089624,919.231,1687.1795,-751.6015768165993,0.0,5260.674,2780.0,432.3739895986636,-7153.938,-2387.315,-657.1785,-500.0
t19,-1150.0,-6617.849324185748,-367.314,-9530.453970454359,919.231,1687.1795,-986.6736294375341,0.0,5260.674,2780.0,769.310760110325,-7153.938,-2387.315,-657.1785,-500.0
t20,-1150.0,-4880.183324559015,-367.314,-7052.290870277554,919.231,1687.1795,-1133.242096764892,0.0,5260.674,2780.0,904.2742513478856,-7153.938,-2387.315,-657.1785,-500.0
t21,-1150.0,-6679.080814516044,-367.314,-6434.769541766083,919.231,1687.1795,-1304.8800010487541,0.0,5260.674,2780.0,516.8026243047665,-7153.938,-2387.315,-657.1785,-500.0
t22,-1150.0,-6445.453335989842,-367.314,-6265.068608036555,919.231,1687.1795,-954.2289597764477,0.0,5260.674,2780.0,549.8664016384369,-7153.938,-2387.315,-657.1785,-500.0
t23,-1150.0,-6242.104279177179,-367.314,-6925.61280779012,919.231,1687.1795,-1580.1674914687944,0.0,5260.674,2780.0,836.5644418976049,-7153.938,-2387.315,-657.1785,-500.0
t24,-1150.0,-6263.0921672994455,-367.314,-6338.242430942128,919.231,1687.1795,-2600.0,0.0,5260.674,2780.0,805.4474394547258,-7153.938,-2387.315,-657.1785,-500.0
t25,-1150.0,-5003.873727223852,-367.314,-6441.536374239472,919.231,1687.1795,0.0,0.0,5260.674,2780.0,-1416.9605,-6099.751112978515,-2387.315,-657.1785,0.0
t26,-1150.0,-6984.8727153600275,-367.314,-4418.44127188794,919.231,1687.1795,0.0,0.0,5260.674,2780.0,-1416.9605,-6485.158308708003,-2387.315,-657.1785,0.0
t27,-1150.0,-7730.8825,-367.314,-8190.416392785791,919.231,1687.1795,0.0,0.0,5260.674,2780.0,-1416.9605,-7153.938,-2387.315,-657.1785,-500.0
t28,-1150.0,-4243.079384598329,-367.314,-4057.253482178643,919.231,1687.1795,0.0,0.0,5260.674,2780.0,-1386.7124500985747,-7153.938,-2387.315,-657.1785,0.0
t29,-1150.0,-5579.215798840777,-367.314,-7934.537758878531,919.231,1687.1795,0.0,0.0,5260.674,2780.0,-1098.1405294492708,-7153.938,-2387.315,-657.1785,0.0
t30,-1150.0,-7730.8825,-367.314,-6980.914232197993,919.231,1687.1795,0.0,0.0,5260.674,2780.0,-670.8570005883419,-7153.938,-2387.315,-657.1785,-262.7656148562288
t31,-1150.0,-7730.8825,-367.314,-6571.760407331409,919.231,1687.1795,-1276.0251006032088,0.0,5260.674,2780.0,-213.15319250440803,-7153.938,-2387.315,-657.1785,-500.0
