Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_moderate_0,CA_S_nuclear_1,NM_nuclear_1
t11,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,6566.7456999542355,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.21707434893,0.0,0.0,0.0,15167.294476003672,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t12,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,6566.7456999542355,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.21707434893,0.0,0.0,0.0,15627.084972261518,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t13,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,6566.7456999542355,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.21707434893,0.0,0.0,0.0,21789.222203813428,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t14,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,6566.7456999542355,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.21707434893,0.0,0.0,0.0,15167.294476003672,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t15,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,6566.7456999542355,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2683187833317788e-12,23260.217074348933,0.0,0.0,0.0,15167.294476003672,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t16,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,-6.4236999719469165e-12,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,-1.0168150765821337e-11,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,6566.7456999542355,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.217074348933,0.0,0.0,0.0,30334.588952007343,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t17,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,-6.4236999719469165e-12,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.491399908471,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,5.6537174941695416e-12,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7905676941154525e-12,23260.217074348933,0.0,0.0,0.0,30334.588952007343,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t18,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.49139990846,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,1.6413537196058314e-12,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.217074348933,0.0,0.0,0.0,30334.588952007343,0.0,0.0,2.3874235921539366e-12,11287.386000000002,10706.856000000002
t19,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.49139990846,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,1.4921397450962104e-12,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,-1.7905676941154525e-11,0.0,0.0,0.0,0.0,23260.217074348933,0.0,0.0,0.0,30334.588952007343,0.0,0.0,-7.16227077646181e-12,11287.386000000002,10706.856000000002
t20,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,-2.077285898849368e-11,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.49139990846,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283111,0.0,0.0,-4.641151463147253e-11,0.0,0.0,0.0,0.0,0.0,23260.217074348933,0.0,0.0,0.0,30334.58895200746,0.0,0.0,2.3874235921539366e-12,11287.386000000002,10706.856000000002
t21,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0610771520684164e-11,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.49139990846,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,2.7853275241795924e-11,0.0,0.0,0.0,0.0,-1.1937117960769683e-12,23260.217074348933,0.0,0.0,0.0,30334.58895200746,0.0,0.0,2.3874235921539366e-12,11287.386000000002,10706.856000000002
t22,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33049.25615617739,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.49139990846,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46520.43414869787,0.0,0.0,0.0,30334.588952007452,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t23,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503.993166184504,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.491399908455,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,5.9685589803848416e-12,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46520.43414869787,0.0,0.0,0.0,30334.58895200746,0.0,0.0,-1.1340262062731199e-11,11287.386000000002,10706.856000000002
t24,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32297.8142004734,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,13133.49139990846,0.0,0.0,0.0,16802.863152920367,0.0,0.0,0.0,0.0,0.0,0.0,4.774847184307873e-12,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39327.5386867047,0.0,0.0,0.0,30334.58895200746,0.0,0.0,-2.872965865208244e-11,11287.386000000002,10706.856000000002
t25,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,7352.597692779263,0.0,0.0,0.0,16802.863152920443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46520.43414869787,0.0,0.0,0.0,30334.588952007343,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t26,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,7352.597692779263,0.0,0.0,0.0,16802.86315292045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283105,0.0,0.0,0.0,-2.3874235921539366e-12,0.0,0.0,0.0,0.0,46520.43414869787,0.0,0.0,-1.6711965145077556e-11,30334.58895200734,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t27,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,7352.597692779263,0.0,0.0,0.0,16802.863152920443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46520.43414869787,0.0,0.0,2.3874235921539366e-12,30334.58895200734,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t28,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.460000000001,0.0,34397.95100000001,7352.597692779263,0.0,0.0,0.0,16802.863152920443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071282997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46520.43414869787,0.0,0.0,0.0,30334.588952007343,0.0,0.0,4.774847184307873e-12,11287.386000000002,10706.856000000002
t29,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.460000000001,0.0,34397.95100000001,7352.597692779263,0.0,0.0,0.0,16802.863152920443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46520.43414869787,0.0,0.0,0.0,30334.58895200735,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t30,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.459999999985,0.0,34397.95100000001,7352.597692779263,0.0,0.0,0.0,16802.863152920443,0.0,0.0,4.774847184307873e-12,0.0,0.0,0.0,-3.221813216214286e-11,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46520.434148697874,0.0,0.0,0.0,30334.588952007343,0.0,0.0,4.774847184307873e-12,11287.386000000002,10706.856000000002
t31,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,7352.597692779269,0.0,0.0,0.0,16802.863152920443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42989.054307984974,0.0,0.0,0.0,30334.588952007343,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t32,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,3676.2988463896313,0.0,0.0,0.0,16802.863152920443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.21707434893,0.0,0.0,0.0,15167.294476003672,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t33,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,3676.2988463896313,0.0,0.0,0.0,16802.863152920436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.21707434893,0.0,0.0,0.0,28276.67268893969,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t34,41424.7,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,3676.2988463896313,0.0,0.0,0.0,16802.863152920443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97855.81071283108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.21707434893,0.0,0.0,0.0,15167.294476003672,0.0,0.0,0.0,11287.386000000002,10706.856000000002
