Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.628803720000003e8
AZ_naturalgas,2.321176668643661e8
AZ_uranium,3.606995625980803e8
CA_N_naturalgas,3.4276445037173346e7
CA_N_uranium,1.8424614471435057e-8
CA_S_naturalgas,301159.1768014021
MT_WY_CO_coal,5.122186542688577e8
MT_WY_CO_naturalgas,396094.81663115777
NM_coal,2.4650244970330026e7
NM_naturalgas,85850.44115226212
PNW_coal,0.0
PNW_naturalgas,3.5483058441905326e8
PNW_uranium,1.0546566959999849e8
UT_NV_coal,2.926056242450228e8
UT_NV_naturalgas,3.940287723681466e8
CA_S_uranium,8.572169018443909e8
MT_WY_CO_uranium,-9.571556555343361e-9
NM_uranium,1.555185280566735e-9
UT_NV_uranium,5.278712032995647e-7
None,0.0
