Line,New_Trans_Capacity,Cost_Trans_Capacity
1,2300.0,1.37979621832075e9
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,2980.094113396498,2.0633955974285626e9
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,1417.0,5.668118054455383e8
12,0.0,0.0
13,0.0,0.0
14,598.8168038364422,6.326944502779272e8
15,0.0,0.0
