Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.43658627131197e8
AZ_naturalgas,2.2347384106381342e8
AZ_uranium,3.567549426895772e8
CA_N_naturalgas,9.46406450266098e6
CA_N_uranium,7.37059894675832e8
CA_S_naturalgas,2.193469946364488e6
MT_WY_CO_coal,5.208360933834635e8
MT_WY_CO_naturalgas,220497.21750376569
NM_coal,2.1177804579799253e7
NM_naturalgas,1.180502110786994e6
PNW_coal,0.0
PNW_naturalgas,3.6070579684682083e8
PNW_uranium,1.0546566959999953e8
UT_NV_coal,2.849020371598252e8
UT_NV_naturalgas,3.30847225777688e8
CA_S_uranium,1.2707803612151213e9
MT_WY_CO_uranium,2.597396002812502e-8
NM_uranium,5.3179435784311824e-8
UT_NV_uranium,-4.745658988947195e-9
None,0.0
