BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.6180393251992688e8,5.296026680531258e6,-6.24089151618018e6,0.0,0.0,2022.774433764723,0.0,3.780408561316062e6,-3.211181448599192e6,-1.6143031757142845e8,1.768258225079948e8,1.154598765361834e7,-1.4050957930814246e7,0.0,0.0,6827.7198901750435,0.0,1.6068568440737618e7,-2.622939105712487e6,-1.8777330928571424e8,2.0219427578992015e8,9.374566547345899e6,-1.135127205259735e7,0.0,0.0,8025.23342857143,0.0,1.0218589522518313e8,-5.701727457566136e6,-2.967097632857144e8,2.1840125243757576e8,1.5060943387737572e6,-1.844883334342929e6,0.0,0.0,5474.6007857552995,0.0,-5.791153386932662e7,-3.6499680306085674e6,-1.5650643614285713e8,8.375647593148422e7,535477.6110479478,-629973.659686454,0.0,0.0,658.347807580056,0.0,-3.4801729246726215e7,-2.0049751267842352e6,-4.685593385714286e7,2.9601206769584465e8,451919.0409142086,-560828.5029381261,0.0,0.0,10946.183335577925,0.0,3.562961007672556e6,-5.433156996257375e6,-2.940439084285715e8,1.7655694842817977e8,1.2574214159126466e6,-1.4793193119696698e6,0.0,0.0,2693.6612755702945,0.0,-3.2884570118856557e7,-4.608255217398851e6,-1.3884491885714293e8
t1,19003.979985482863,1489.8581788255321,-0.0,0.0,0.0,0.0,0.0,-2850.8830684084796,-548.9550958999157,-17094.0,10935.025830491382,1336.2487924603088,-0.0,0.0,0.0,0.0,0.0,7385.181028041921,-339.4556509936107,-19317.0,15746.03154228244,0.0,-0.0,0.0,0.0,0.0,0.0,18797.528021940365,-1012.5595642228029,-33531.0,29059.1490263728,0.0,-821.0499097131596,0.0,0.0,0.0,0.0,-10100.258986557596,-629.8401301020451,-17508.0,11753.981507577728,0.0,-0.0,0.0,0.0,0.0,0.0,-6216.220317278848,-276.76119029887985,-5261.0,36411.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-32299.0,19847.614101979918,0.0,-0.0,0.0,0.0,0.0,0.0,-3941.431177737364,-841.1829242425582,-15065.0
t2,19294.503387717075,1442.9328031141356,-0.0,0.0,0.0,0.0,0.0,-2907.5975123951835,-577.838678436027,-17252.0,10142.560027805437,1524.8060885588875,-0.0,0.0,0.0,0.0,0.0,9056.323478072827,-395.6895944371507,-20328.0,15818.281109531674,0.0,-0.0,0.0,0.0,0.0,0.0,17423.039832413655,-1082.3209419453342,-32159.0,28798.816130236286,0.0,-605.7039664737131,0.0,0.0,0.0,0.0,-9535.68629570708,-640.4258680554923,-18017.0,12490.919679657636,0.0,-138.77974327594865,0.0,0.0,0.0,0.0,-6780.793008129362,-287.34692825232696,-5284.0,38853.868736650475,103.34676482453227,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34845.0,19916.91006675453,0.0,-0.0,0.0,0.0,0.0,0.0,-4181.370994254859,-856.5390724996779,-14879.0
t3,18337.274441377707,1691.714541379935,-0.0,0.0,0.0,0.0,0.0,-2636.7731365305044,-590.2158462271366,-16802.0,10727.120203928574,0.0,-0.0,0.0,0.0,0.0,0.0,10341.826569536326,-438.9467734648974,-20630.0,15653.19482214866,0.0,-0.0,0.0,0.0,0.0,0.0,16092.32148306485,-1123.5163052135108,-30622.0,28796.86502704071,0.0,-612.4306315732783,0.0,0.0,0.0,0.0,-9388.24398406872,-643.1904113987115,-18153.0,12614.420393025397,0.0,-113.07360166212707,0.0,0.0,0.0,0.0,-6928.235319767722,-290.1114715955463,-5283.0,39774.61550147501,64.6,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35727.0,19627.958168284582,0.0,-0.0,0.0,0.0,0.0,0.0,-4406.980112234229,-870.9780560503576,-14350.0
t4,18904.388455627803,1640.7302032776659,-0.0,0.0,0.0,0.0,0.0,-3293.9533590568494,-600.1652998486178,-16651.0,11854.155001943242,764.5349670882142,-0.0,0.0,0.0,0.0,0.0,8936.983846813837,-391.6738158452856,-21164.0,15642.1833569835,0.0,-0.0,0.0,0.0,0.0,0.0,17971.69876658266,-1097.8821235661658,-32516.0,29097.862474610643,0.0,-804.5,0.0,0.0,0.0,0.0,-9442.183427781547,-642.179046829096,-18209.0,12518.683739803662,0.0,-38.287756722834956,0.0,0.0,0.0,0.0,-6874.295876054895,-289.10010702593075,-5317.0,38912.21550147501,314.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,19376.623184202774,0.0,-0.0,0.0,0.0,0.0,0.0,-4224.334450503207,-859.2887336995722,-14293.0
t5,18730.376143817495,1606.8461754596535,-0.0,0.0,0.0,0.0,0.0,-3056.2882543744904,-565.9340649026611,-16715.0,10878.456737403225,3654.1418784874404,-0.0,0.0,0.0,0.0,0.0,7943.64949915593,-358.2481150465971,-22118.0,15606.963960813287,0.0,-0.0,0.0,0.0,0.0,0.0,18513.921785357103,-1043.8857461703913,-33077.0,28886.384902680195,0.0,-578.5,0.0,0.0,0.0,0.0,-9425.390997788732,-642.4939048914613,-18240.0,12636.576872798132,0.0,-113.07360166212707,0.0,0.0,0.0,0.0,-6891.08830604771,-289.414965088296,-5343.0,38885.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34773.0,19045.5164016528,0.0,-0.0,0.0,0.0,0.0,0.0,-4010.8882263021023,-845.6281753507014,-14189.0
t6,19414.833056807187,1331.4203109015768,-0.0,0.0,0.0,0.0,0.0,-3295.1656547868647,-600.0877129218968,-16851.0,11356.313555623834,1219.0614397896766,-0.0,0.0,0.0,0.0,0.0,10871.39164276555,-456.76663817906075,-22990.0,17308.683975268992,0.0,-0.0,0.0,0.0,0.0,0.0,16037.29097063095,-1162.9749458999408,-32183.0,28906.4854489001,0.0,-951.9062756724575,0.0,0.0,0.0,0.0,-9310.939298983587,-644.6398742440578,-17999.0,12899.474540955873,0.0,-309.3736016621271,0.0,0.0,0.0,0.0,-7005.540004852855,-291.5609344408925,-5293.0,38680.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34568.0,19076.333301546038,0.0,-0.0,0.0,0.0,0.0,0.0,-4223.122154773191,-859.2111467728512,-13994.0
t7,16305.102900713206,0.0,-0.0,0.0,0.0,0.0,0.0,1058.2412961809428,-370.34419689414904,-16993.0,12483.943700852937,0.0,-0.0,0.0,0.0,0.0,0.0,11342.681852897049,-472.6255537499857,-23354.0,20421.46589485243,0.0,-373.8054789803027,0.0,0.0,0.0,0.0,10927.665350922009,-967.3257667941347,-30008.0,27324.19720331401,0.0,-804.5,0.0,0.0,0.0,0.0,-8425.45448888052,-661.2427144334903,-17433.0,13591.488589586248,0.0,-196.3,0.0,0.0,0.0,0.0,-7891.024814955923,-308.163774630325,-5196.0,38205.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34093.0,18751.169421585386,0.0,-0.0,0.0,0.0,0.0,0.0,-3938.1936961635583,-840.9757254218347,-13972.0
t8,14741.407875564091,0.0,-2087.5678755640915,0.0,0.0,0.0,0.0,4600.0,-208.84,-17045.0,20160.746489581266,0.0,-2246.9,0.0,0.0,0.0,0.0,5488.652159851451,-273.4986494327211,-23129.0,28025.62708027069,0.0,-1665.0,0.0,0.0,0.0,0.0,3997.2534445680176,-173.88052483870877,-30184.0,24596.5851747096,0.0,-578.5,0.0,0.0,0.0,0.0,-6541.856803425089,-383.22837128451096,-17093.0,11211.691844946561,0.0,-80.18500987670177,0.0,0.0,0.0,0.0,-5731.559869428683,-263.94696564117686,-5136.0,35283.066694723224,0.0,-378.6,0.0,0.0,0.0,0.0,-1018.6406520050987,-517.8260427181262,-33368.0,15044.736748039591,0.0,-0.0,0.0,0.0,0.0,0.0,-793.8482795605983,-367.88846847899134,-13883.0
