Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.628803720000003e8
AZ_naturalgas,2.2882875263616437e8
AZ_uranium,3.6069968877976066e8
CA_N_naturalgas,2.7669692200629175e7
CA_N_uranium,5.862912306090398e-9
CA_S_naturalgas,252979.22693075228
MT_WY_CO_coal,5.0958662799958134e8
MT_WY_CO_naturalgas,339037.7452406334
NM_coal,2.4762734126365222e7
NM_naturalgas,394581.84400330536
PNW_coal,0.0
PNW_naturalgas,3.53713970255043e8
PNW_uranium,1.0546566959999849e8
UT_NV_coal,2.967341980932998e8
UT_NV_naturalgas,3.982086006480527e8
CA_S_uranium,8.714623045586092e8
MT_WY_CO_uranium,-6.76304256057119e-10
NM_uranium,3.0277744774585355e-11
UT_NV_uranium,-4.9563399754175025e-8
None,0.0
