BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.6520160095147568e8,1.4447835299784824e7,-1.7017492995835613e7,0.0,0.0,1655.5146519158832,0.0,164096.23408947553,-1.3389764327377463e6,-1.6145871857142845e8,2.085080901642372e8,1.761283098728645e7,-2.119514061524212e7,0.0,0.0,15674.924657057745,0.0,-1.4194974599201117e7,-2.987107861737428e6,-1.877593729999999e8,1.7847611556318e8,2.233353229413103e7,-2.6603501436435092e7,0.0,0.0,21798.50635188861,0.0,1.2833879909783705e8,-5.87440516792201e6,-2.966923388571429e8,2.1794321016615322e8,2.695171662256338e6,-3.249054781123848e6,0.0,0.0,3275.4241458602332,0.0,-5.743212547353641e7,-3.475850426466657e6,-1.5648462657142854e8,5.345257451015269e7,1.5880588135865114e6,-1.8683044854751953e6,0.0,0.0,1639.3659234860602,0.0,-5.667848447936503e6,-646758.1848224088,-4.685936157142856e7,2.966358539794393e8,564321.1929043701,-698756.412759473,0.0,0.0,6080.970005290475,0.0,3.153911665951091e6,-5.674610538397589e6,-2.93986800857143e8,2.00416298978935e8,9.079708461956723e6,-1.0682009948970135e7,0.0,0.0,1565.0308571428575,0.0,-5.436185847720358e7,-5.584660045575061e6,-1.3886904400000006e8
t1,13255.012727665338,4336.557272334661,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-17094.0,8296.418321334213,4416.364309290919,-0.0,0.0,0.0,521.559,0.0,6388.5783399129405,-305.91997053807046,-19317.0,15988.36044203603,2454.9683845649806,-0.0,0.0,0.0,905.337,0.0,14940.01016008706,-757.6759866880705,-33531.0,30150.007662765565,0.0,-1579.2420124854284,0.0,0.0,0.0,0.0,-10495.116803584078,-567.6488466960565,-17508.0,5929.752874334615,0.0,-0.0,0.0,0.0,0.0,0.0,-561.1757294365495,-107.5771448980647,-5261.0,37543.78585210237,0.0,-0.0,0.0,0.0,0.0,0.0,-4285.285466979373,-959.5003851229917,-32299.0,21690.623847074996,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-15065.0
t2,13422.459540431992,4327.110459568008,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-17252.0,8360.032436494157,3597.421453976538,-0.0,0.0,0.0,548.856,0.0,8188.166211961825,-366.4761024325154,-20328.0,16384.16971756194,2584.3471129823993,-0.0,0.0,0.0,868.293,0.0,13140.422288038175,-818.2321185825153,-32159.0,29885.760887806762,0.0,-804.5,0.0,0.0,0.0,0.0,-10472.126116976926,-592.1347708298371,-18017.0,6503.386044248138,0.0,-0.0,0.0,0.0,0.0,0.0,-1122.3305522783576,-97.0554919697808,-5284.0,39586.629292929785,0.0,-0.0,0.0,0.0,0.0,0.0,-3747.121330744717,-994.5079621850562,-34845.0,21504.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14879.0
t3,13267.809409013078,4031.760590986919,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16802.0,8487.41968822494,2742.6764749377267,-0.0,0.0,0.0,557.01,0.0,9244.930042155882,-402.03620531854546,-20630.0,16194.729628439742,2370.6101351846846,-0.0,0.0,0.0,826.794,0.0,12083.658457844118,-853.7922214685454,-30622.0,30204.53197106477,0.0,-578.5,0.0,0.0,0.0,0.0,-10850.037037964486,-622.994933100283,-18153.0,6635.417621873981,0.0,-0.0,0.0,0.0,0.0,0.0,-1257.9041345722098,-94.51348730177106,-5283.0,39988.54695658683,0.0,-0.0,0.0,0.0,0.0,0.0,-3233.636827463306,-1027.910129123512,-35727.0,20975.623847074996,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14350.0
t4,13099.060710884865,4049.5092891151326,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16651.0,9306.664175881007,5212.168392442279,-0.0,0.0,0.0,571.428,0.0,6379.348829178572,-305.60939750185895,-21164.0,15893.75848874703,1552.4352540834016,-0.0,0.0,0.0,877.932,0.0,14949.23967082143,-757.365413651859,-32516.0,30863.33049046749,0.0,-1076.5037407668237,0.0,0.0,0.0,0.0,-10945.644086969982,-632.1826627306872,-18209.0,6732.329757610705,0.0,-0.0,0.0,0.0,0.0,0.0,-1322.0184130300177,-93.31134458068718,-5317.0,39226.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,20918.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14293.0
t5,12989.58659646768,4222.983403532319,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16715.0,10108.49958983828,6064.652515761722,-0.0,0.0,0.0,597.186,0.0,5627.988,-280.3261056,-22118.0,16158.672943471147,1056.729678278855,-0.0,0.0,0.0,893.0790000000001,0.0,15700.6005,-732.0821217499999,-33077.0,30713.68745667121,0.0,-1642.419556275635,0.0,0.0,0.0,0.0,-10237.189471952797,-594.07842844278,-18240.0,6927.467977343002,0.0,-0.0,0.0,0.0,0.0,0.0,-1494.3885732667534,-90.07940407624838,-5343.0,39386.42766247199,0.0,-0.0,0.0,0.0,0.0,0.0,-3609.999954780451,-1003.4277076915316,-34773.0,20814.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14189.0
t6,14310.5697120323,2974.1034485157716,-0.0,0.0,0.0,0.0,0.0,-188.88978629310532,-244.78337425496562,-16851.0,9483.721087672682,6482.026683138203,-0.0,0.0,0.0,620.73,0.0,6720.615241464391,-317.09301227527675,-22990.0,17533.258357851533,0.0,-0.0,0.0,0.0,868.941,0.0,14546.863044828715,-766.0624026802424,-32183.0,30882.89769711005,0.0,-1868.419556275635,0.0,0.0,0.0,0.0,-10391.091113105134,-624.3870277292788,-17999.0,7255.087096474144,0.0,-0.0,0.0,0.0,0.0,0.0,-1876.5713868948658,-85.51570957927873,-5293.0,38680.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34568.0,20619.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13994.0
t7,16274.290223104468,0.0,-0.0,0.0,0.0,0.0,0.0,913.236205906205,-194.52642901067708,-16993.0,10847.480919662194,996.4518363641973,-0.0,0.0,0.0,630.558,0.0,11352.463965823572,-472.9547218499632,-23354.0,20923.562838738177,333.0000000022457,-0.0,0.0,0.0,810.216,0.0,8812.888328270223,-871.6671670106402,-30008.0,30238.391599267983,0.0,-1868.419556275635,0.0,0.0,0.0,0.0,-10311.084898743798,-625.8871442485538,-17433.0,8288.421409700328,0.0,-1048.8279823455712,0.0,0.0,0.0,0.0,-1956.5776012562023,-87.01582609855379,-5196.0,38205.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34093.0,20597.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13972.0
t8,16064.690838274357,0.0,-2796.64346989866,0.0,0.0,0.0,0.0,3980.304517628146,-203.35188600384345,-17045.0,17441.105933326024,0.0,-2246.9,0.0,0.0,0.0,0.0,8305.20864704711,-370.41458037313527,-23129.0,24575.462940709214,0.0,-1665.0,0.0,0.0,0.0,0.0,8017.763475934276,-744.2264166434934,-30184.0,28274.860469269013,0.0,-578.5,0.0,0.0,0.0,0.0,-9971.098581573518,-632.2618876954965,-17093.0,8151.268912663022,0.0,-625.314424691042,0.0,0.0,0.0,0.0,-2296.5639184264824,-93.39056954549655,-5136.0,36685.621577090686,0.0,-0.0,0.0,0.0,0.0,0.0,-2330.505363512826,-987.1162135778582,-33368.0,20391.81227039108,0.0,-0.0,0.0,0.0,0.0,0.0,-5705.108777096706,-803.7034932943727,-13883.0
