Time_Index,BuyPrice_1,BuyPrice_2,SellPrice_1,SellPrice_2
1,0,60.96,0,60.96
2,0,58.74,0,58.74
3,0,56.77,0,56.77
4,0,56.49,0,56.49
5,0,58.45,0,58.45
6,0,61.02,0,61.02
7,0,61.04,0,61.04
8,0,61.04,0,61.04
9,0,40.99,0,40.99
10,0,38.57,0,38.57
11,0,38.56,0,38.56
12,0,38.39,0,38.39
13,0,38.38,0,38.38
14,0,38.38,0,38.38
15,0,38.38,0,38.38
16,0,41.66,0,41.66
17,0,78.34,0,78.34
18,0,82.07,0,82.07
19,0,82.98,0,82.98
20,0,82.98,0,82.98
21,0,82.07,0,82.07
22,0,82.07,0,82.07
23,0,81.12,0,81.12
24,0,74.41,0,74.41
25,0,67.22,0,67.22
26,0,61.85,0,61.85
27,0,57.25,0,57.25
28,0,54.98,0,54.98
29,0,55.34,0,55.34
30,0,64.6,0,64.6
31,0,71.67,0,71.67
32,0,71.72,0,71.72
33,0,51.97,0,51.97
34,0,38.38,0,38.38
35,0,33.95,0,33.95
36,0,33.95,0,33.95
37,0,33.4,0,33.4
38,0,32.74,0,32.74
39,0,33.95,0,33.95
40,0,33.95,0,33.95
41,0,65.26,0,65.26
42,0,73.81,0,73.81
43,0,76.49,0,76.49
44,0,74.26,0,74.26
45,0,73.8,0,73.8
46,0,73.76,0,73.76
47,0,70.86,0,70.86
48,0,63.39,0,63.39
49,0,64.5,0,64.5
50,0,61.59,0,61.59
51,0,60.85,0,60.85
52,0,61.33,0,61.33
53,0,68.56,0,68.56
54,0,78.1,0,78.1
55,0,78.13,0,78.13
56,0,77.9,0,77.9
57,0,59.69,0,59.69
58,0,51.15,0,51.15
59,0,50.73,0,50.73
60,0,51.14,0,51.14
61,0,51.14,0,51.14
62,0,51.14,0,51.14
63,0,51.14,0,51.14
64,0,56.05,0,56.05
65,0,77.43,0,77.43
66,0,82.14,0,82.14
67,0,89.97,0,89.97
68,0,83.2,0,83.2
69,0,82.14,0,82.14
70,0,82.14,0,82.14
71,0,81.34,0,81.34
72,0,75.16,0,75.16
73,0,68.89,0,68.89
74,0,64.17,0,64.17
75,0,60.72,0,60.72
76,0,60.72,0,60.72
77,0,60.72,0,60.72
78,0,71.66,0,71.66
79,0,78.27,0,78.27
80,0,77.67,0,77.67
81,0,65.53,0,65.53
82,0,57.3,0,57.3
83,0,57.04,0,57.04
84,0,57.04,0,57.04
85,0,57.04,0,57.04
86,0,57.04,0,57.04
87,0,57.04,0,57.04
88,0,57.05,0,57.05
89,0,72.7,0,72.7
90,0,79.2,0,79.2
91,0,79.89,0,79.89
92,0,79.4,0,79.4
93,0,79.2,0,79.2
94,0,79.2,0,79.2
95,0,78.83,0,78.83
96,0,73.83,0,73.83
97,0,69.13,0,69.13
98,0,66.09,0,66.09
99,0,59.39,0,59.39
100,0,58.85,0,58.85
101,0,59.93,0,59.93
102,0,66.8,0,66.8
103,0,74.78,0,74.78
104,0,70.94,0,70.94
105,0,62.56,0,62.56
106,0,57.7,0,57.7
107,0,57.39,0,57.39
108,0,57.55,0,57.55
109,0,57.37,0,57.37
110,0,57.37,0,57.37
111,0,57.38,0,57.38
112,0,60.44,0,60.44
113,0,72.72,0,72.72
114,0,75.39,0,75.39
115,0,75.38,0,75.38
116,0,75.38,0,75.38
117,0,75.38,0,75.38
