Sum Range ID,Operator
Del_Amo_Barre_offpeak,<=
Del_Amo_Barre_SSN,<=
Del_Norte_Offshore_Line_HSN,<=
Del_Norte_Offshore_Line_offpeak,<=
Del_Norte_Offshore_Line_SSN,<=
Devers_Red_Bluff_HSN,<=
Devers_Red_Bluff_offpeak,<=
Devers_Red_Bluff_SSN,<=
Dos_Amigos_Panoche_HSN,<=
Dos_Amigos_Panoche_offpeak,<=
Dos_Amigos_Panoche_SSN,<=
Dumbarton_Newark_HSN,<=
Dumbarton_Newark_offpeak,<=
Dumbarton_Newark_SSN,<=
East_Miguel_HSN,<=
East_Miguel_offpeak,<=
East_Miguel_SSN,<=
Eastshore_San_Mateo_HSN,<=
Eastshore_San_Mateo_offpeak,<=
Eastshore_San_Mateo_SSN,<=
Eight_Mile_Tesla_HSN,<=
Eight_Mile_Tesla_offpeak,<=
Eight_Mile_Tesla_SSN,<=
Encina_San_Luis_Rey_HSN,<=
Encina_San_Luis_Rey_offpeak,<=
Encina_San_Luis_Rey_SSN,<=
Etiwanda_Rancho_Vista_HSN,<=
Etiwanda_Rancho_Vista_offpeak,<=
Etiwanda_Rancho_Vista_SSN,<=
Gates_Panoche_HSN,<=
Gates_Panoche_offpeak,<=
Gates_Panoche_SSN,<=
Gates_TB_11_HSN,<=
Gates_TB_11_offpeak,<=
Gates_TB_11_SSN,<=
Gates_TB_12_HSN,<=
Gates_TB_12_offpeak,<=
Gates_TB_12_SSN,<=
Gates_TB_5_HSN,<=
Gates_TB_5_offpeak,<=
Gates_TB_5_SSN,<=
GLW_230_HSN,<=
GLW_230_offpeak,<=
GLW_230_SSN,<=
Grant_Eastshore_2_HSN,<=
Grant_Eastshore_2_offpeak,<=
Grant_Eastshore_2_SSN,<=
Hinson_Del_Amo_HSN,<=
Hinson_Del_Amo_offpeak,<=
Hinson_Del_Amo_SSN,<=
Humboldt_Offshore_Line_HSN,<=
Humboldt_Offshore_Line_offpeak,<=
Humboldt_Offshore_Line_SSN,<=
Internal_San_Diego_HSN,<=
Internal_San_Diego_offpeak,<=
Internal_San_Diego_SSN,<=
Jackson_Waukena_Corcoran_HSN,<=
Jackson_Waukena_Corcoran_offpeak,<=
Jackson_Waukena_Corcoran_SSN,<=
Kasson_Jct_Heinz_HSN,<=
Kasson_Jct_Heinz_offpeak,<=
Kasson_Jct_Heinz_SSN,<=
Kern_TB_4_HSN,<=
Kern_TB_4_offpeak,<=
Kern_TB_4_SSN,<=
Kern_Tevis_Stockdale_Lamont_HSN,<=
Kern_Tevis_Stockdale_Lamont_offpeak,<=
Kern_Tevis_Stockdale_Lamont_SSN,<=
Kramer_Victor_HSN,<=
Kramer_Victor_offpeak,<=
Kramer_Victor_SSN,<=
Lakeville_Ignacio_HSN,<=
Lakeville_Ignacio_offpeak,<=
Lakeville_Ignacio_SSN,<=
Los_Banos_500_230_HSN,<=
Los_Banos_500_230_offpeak,<=
Los_Banos_500_230_SSN,<=
Lugo_500_230_Transformer_HSN,<=
Lugo_500_230_Transformer_offpeak,<=
Lugo_500_230_Transformer_SSN,<=
Lugo_Victorville_HSN,<=
Lugo_Victorville_offpeak,<=
Lugo_Victorville_SSN,<=
Merced_TB_2_HSN,<=
Merced_TB_2_offpeak,<=
Merced_TB_2_SSN,<=
Midway_Q2005_HSN,<=
Midway_Q2005_offpeak,<=
Midway_Q2005_SSN,<=
Midway_Q2011_HSN,<=
Midway_Q2011_offpeak,<=
Midway_Q2011_SSN,<=
Midway_Taft_HSN,<=
Midway_Taft_offpeak,<=
Midway_Taft_SSN,<=
Midway_TB_3_HSN,<=
Midway_TB_3_offpeak,<=
Midway_TB_3_SSN,<=
Moorpark_Pardee_HSN,<=
Moorpark_Pardee_offpeak,<=
Moorpark_Pardee_SSN,<=
Morganhill_Metcalf_HSN,<=
Morganhill_Metcalf_offpeak,<=
Morganhill_Metcalf_SSN,<=
Morro_Bay_Offshore_500_HSN,<=
Morro_Bay_Offshore_500_offpeak,<=
Morro_Bay_Offshore_500_SSN,<=
Moss_Landing_Las_Aguillas_HSN,<=
Moss_Landing_Las_Aguillas_offpeak,<=
Moss_Landing_Las_Aguillas_SSN,<=
Mustang_Henrietta_HSN,<=
Mustang_Henrietta_offpeak,<=
Mustang_Henrietta_SSN,<=
Newark_Los_Esteros_HSN,<=
Newark_Los_Esteros_offpeak,<=
Newark_Los_Esteros_SSN,<=
Newark_Newark_Dist_HSN,<=
Newark_Newark_Dist_offpeak,<=
Newark_Newark_Dist_SSN,<=
North_Magunden_HSN,<=
North_Magunden_offpeak,<=
North_Magunden_SSN,<=
Oceano_Calendar_HSN,<=
Oceano_Calendar_offpeak,<=
Oceano_Calendar_SSN,<=
Oro Loma_El_Nido_HSN,<=
Oro Loma_El_Nido_offpeak,<=
Oro Loma_El_Nido_SSN,<=
Panoche_Los_Banos_HSN,<=
Panoche_Los_Banos_offpeak,<=
Panoche_Los_Banos_SSN,<=
Panoche_Mendota_HSN,<=
Panoche_Mendota_offpeak,<=
Panoche_Mendota_SSN,<=
Panoche_Oro_Loma_HSN,<=
Panoche_Oro_Loma_offpeak,<=
Panoche_Oro_Loma_SSN,<=
Pardee_Sylmar_HSN,<=
Pardee_Sylmar_offpeak,<=
Pardee_Sylmar_SSN,<=
Q2008_Gates_HSN,<=
Q2008_Gates_offpeak,<=
Q2008_Gates_SSN,<=
Red_Bluff_230_HSN,<=
Red_Bluff_230_offpeak,<=
Red_Bluff_230_SSN,<=
Rio_Oso_Brighton_HSN,<=
Rio_Oso_Brighton_offpeak,<=
Rio_Oso_Brighton_SSN,<=
Rio_Oso_Lockeford_HSN,<=
Rio_Oso_Lockeford_offpeak,<=
Rio_Oso_Lockeford_SSN,<=
Rocklin_Pleasant_Grove_HSN,<=
Rocklin_Pleasant_Grove_offpeak,<=
Rocklin_Pleasant_Grove_SSN,<=
San_Luis_Rey_San_Onofre_HSN,<=
San_Luis_Rey_San_Onofre_offpeak,<=
San_Luis_Rey_San_Onofre_SSN,<=
Santa_Rosa_Corona_HSN,<=
Santa_Rosa_Corona_offpeak,<=
Santa_Rosa_Corona_SSN,<=
SCE_Metro_Default_HSN,<=
SCE_Metro_Default_offpeak,<=
SCE_Metro_Default_SSN,<=
Schindler_TB_1_HSN,<=
Schindler_TB_1_offpeak,<=
Schindler_TB_1_SSN,<=
Semitropic_Midway_HSN,<=
Semitropic_Midway_offpeak,<=
Semitropic_Midway_SSN,<=
Serrano_Alberhill_Valley_HSN,<=
Serrano_Alberhill_Valley_offpeak,<=
Serrano_Alberhill_Valley_SSN,<=
Silvergate_Bay_Blvd_HSN,<=
Silvergate_Bay_Blvd_offpeak,<=
Silvergate_Bay_Blvd_SSN,<=
Silvergate_Old_Town_HSN,<=
Silvergate_Old_Town_offpeak,<=
Silvergate_Old_Town_SSN,<=
Smyrna _Q1984_HSN,<=
Smyrna _Q1984_offpeak,<=
Smyrna _Q1984_SSN,<=
Sobrante_Moraga_HSN,<=
Sobrante_Moraga_offpeak,<=
Sobrante_Moraga_SSN,<=
South_Magunden_Off_Peak_offpeak,<=
South_Magunden_On_Peak_HSN,<=
South_Magunden_On_Peak_SSN,<=
Talega_230_HSN,<=
Talega_230_offpeak,<=
Talega_230_SSN,<=
Tesla_Bellota_HSN,<=
Tesla_Bellota_offpeak,<=
Tesla_Bellota_SSN,<=
Tesla_Salado_HSN,<=
Tesla_Salado_offpeak,<=
Tesla_Salado_SSN,<=
Tesla_Tracy_Pump_1_HSN,<=
Tesla_Tracy_Pump_1_offpeak,<=
Tesla_Tracy_Pump_1_SSN,<=
Tesla_Tracy_Pumps_2_HSN,<=
Tesla_Tracy_Pumps_2_offpeak,<=
Tesla_Tracy_Pumps_2_SSN,<=
Trabuco_Capistrano_HSN,<=
Trabuco_Capistrano_offpeak,<=
Trabuco_Capistrano_SSN,<=
Tranquility_Helm_HSN,<=
Tranquility_Helm_offpeak,<=
Tranquility_Helm_SSN,<=
Vaca_Dixon_Tesla_HSN,<=
Vaca_Dixon_Tesla_offpeak,<=
Vaca_Dixon_Tesla_SSN,<=
VEA_138_HSN,<=
VEA_138_offpeak,<=
VEA_138_SSN,<=
Victor_Lugo_HSN,<=
Victor_Lugo_offpeak,<=
Victor_Lugo_SSN,<=
Vincent_Lugo_HSN,<=
Vincent_Lugo_offpeak,<=
Vincent_Lugo_SSN,<=
Windhub_HSN,<=
Windhub_offpeak,<=
Windhub_SSN,<=
Windmaster_Delta_Pumps_HSN,<=
Windmaster_Delta_Pumps_offpeak,<=
Windmaster_Delta_Pumps_SSN,<=
Woodland_Davis_HSN,<=
Woodland_Davis_offpeak,<=
Woodland_Davis_SSN,<=
