Time_Index,Arizona_Solar,BTM_Solar,EdwardsSolarII,FervoFECNevada1,Greater_Imperial_Geothermal,Humboldt_Bay_Offshore_Wind,InState_Biomass,Morro_Bay_Offshore_Wind,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,NW_Ext_Tx_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,RosamondCentral,Southern_Nevada_Geothermal,SummitWind,Tecolote,TulareSolarCenter,Wyoming_Wind,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_DR_RA,CAM_CPE_RA_i,CAM_CPE_RA_ii,Aramis,CALP01RA2027,CHEV01RA2024,CHEV01RA2025,EBMUD01RA2024,GEN01RA2026,HDP01RA2027,HDP01RA2028,HDP01RA2030,HenriettaStorage,MRL01RA2030,NEXT01RA2026,Oberon,OhmConnect,Sanborn,SDGE01RA2024,SENA01RA2027,SUN01RA2031,TPS01RA2024,Tumbleweed,Generic_6hr_battery,Generic_8hr_battery,Generic_RA_Only,Arizona_Li_Battery,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_New_Flow_Battery,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,DaggettSolarPower3,Scarlet,Hybrid_Solar_Test,Hybrid_Wind_Test
1155,0,0,0,0.801,0.881,1,0.85,0.8,0.055,0.81,0,0.169,0.05,0.293,0,0,0.843,0.772,0.145,0,0.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.293
1156,0,0,0,0.801,0.881,1,0.85,0.78,0.067,0.81,0,0.157,0.072,0.23,0,0,0.843,0.519,0.095,0,0.552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.23
1157,0.029,0,0,0.801,0.881,1,0.85,0.75,0.067,0.81,0.003,0.149,0.048,0.147,0.006,0,0.843,0.457,0.072,0,0.506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.006,0.147
1158,0.279,0,0,0.801,0.881,1,0.85,0.7,0.056,0.81,0.202,0.123,0.024,0.084,0.256,0,0.843,0.47,0.005,0,0.348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.256,0.084
1159,0.524,0,0,0.801,0.881,1,0.85,0.64,0.04,0.81,0.488,0.049,0.015,0.02,0.56,0,0.843,0.551,0.005,0.123,0.417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.56,0.02
1160,0.774,0.024,0.167,0.801,0.881,1,0.85,0.56,0.042,0.81,0.751,0.029,0.011,0.007,0.745,0.178,0.843,0.383,0.089,0.661,0.594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.024,0.239,0.745,0.007
1161,0.855,0.159,0.744,0.801,0.881,1,0.85,0.49,0.034,0.81,0.859,0.026,0.014,0.047,0.873,0.658,0.843,0.216,0.122,0.93,0.578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.249,0.851,0.873,0.047
1162,0.901,0.36,0.906,0.801,0.881,1,0.85,0.44,0.038,0.81,0.91,0.029,0.023,0.119,0.915,0.872,0.843,0.066,0.014,0.981,0.362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.771,0.966,0.915,0.119
1163,0.901,0.539,0.953,0.801,0.881,1,0.85,0.42,0.056,0.81,0.921,0.036,0.039,0.344,0.92,0.907,0.843,0.019,0.004,0.981,0.224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.92,0.344
1164,0.854,0.708,0.961,0.801,0.881,1,0.85,0.42,0.116,0.81,0.913,0.056,0.056,0.469,0.9,0.907,0.843,0.004,0.017,0.981,0.317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.937,0.966,0.9,0.469
1165,0.825,0.81,0.961,0.801,0.881,1,0.85,0.43,0.275,0.81,0.909,0.08,0.095,0.549,0.874,0.907,0.843,0,0.066,0.981,0.713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.227,0.966,0.874,0.549
1166,0.816,0.895,0.961,0.801,0.881,1,0.85,0.46,0.199,0.81,0.91,0.107,0.152,0.586,0.888,0.907,0.843,0.067,0.089,0.981,0.451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.224,0.966,0.888,0.586
1167,0.822,0.886,0.961,0.801,0.881,1,0.85,0.51,0.087,0.81,0.904,0.139,0.15,0.627,0.874,0.907,0.843,0.048,0.039,0.981,0.298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.201,0.966,0.874,0.627
1168,0.72,0.839,0.96,0.801,0.881,1,0.85,0.61,0.043,0.81,0.871,0.164,0.195,0.653,0.824,0.907,0.843,0.414,0.192,0.981,0.299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.189,0.966,0.824,0.653
1169,0.562,0.724,0.951,0.801,0.881,0.82,0.85,0.73,0.054,0.81,0.811,0.212,0.241,0.67,0.692,0.907,0.843,0.671,0.277,0.975,0.341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.175,0.966,0.692,0.67
1170,0.369,0.581,0.92,0.801,0.881,0.67,0.85,0.85,0.082,0.81,0.615,0.276,0.299,0.694,0.465,0.907,0.843,0.715,0.177,0.859,0.394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.623,0.966,0.465,0.694
1171,0.077,0.407,0.862,0.801,0.881,0.54,0.85,0.95,0.143,0.81,0.308,0.324,0.371,0.799,0.173,0.864,0.843,0.581,0.128,0.644,0.631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.769,0.966,0.173,0.799
1172,0,0.197,0.674,0.801,0.881,0.45,0.85,0.99,0.282,0.81,0.05,0.416,0.545,0.863,0,0.617,0.843,0.766,0.119,0.155,0.614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.584,0.779,0,0.863
1173,0,0.035,0.126,0.801,0.881,0.38,0.85,1,0.28,0.81,0,0.45,0.582,0.873,0,0.16,0.843,0.617,0.136,0,0.442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.263,0,0.873
1174,0,0,0,0.801,0.881,0.31,0.85,1,0.261,0.81,0,0.381,0.565,0.836,0,0,0.843,0.873,0.275,0,0.422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.836
1175,0,0,0,0.801,0.881,0.25,0.85,0.94,0.288,0.81,0,0.294,0.523,0.799,0,0,0.843,0.946,0.224,0,0.775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.799
1176,0,0,0,0.801,0.881,0.19,0.85,0.87,0.291,0.81,0,0.261,0.453,0.708,0,0,0.843,0.923,0.143,0,0.726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.708
1177,0,0,0,0.801,0.881,0.11,0.85,0.35,0.058,0.81,0,0.365,0.135,0.346,0,0,0.843,0.99,0.171,0,0.202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.346
1178,0,0,0,0.801,0.881,0.15,0.85,0.31,0.064,0.81,0,0.342,0.127,0.317,0,0,0.843,0.808,0.148,0,0.162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.317
1179,0,0,0,0.801,0.881,0.19,0.85,0.26,0.048,0.81,0,0.268,0.124,0.274,0,0,0.843,0.808,0.101,0,0.148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.274
1180,0,0,0,0.801,0.881,0.23,0.85,0.22,0.072,0.81,0,0.18,0.107,0.199,0,0,0.843,0.808,0.092,0,0.163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.199
1181,0.001,0,0,0.801,0.881,0.27,0.85,0.17,0.076,0.81,0,0.146,0.093,0.177,0,0,0.843,0.808,0.081,0,0.173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.177
1182,0.034,0,0,0.801,0.881,0.26,0.85,0.13,0.036,0.81,0.118,0.071,0.085,0.149,0.045,0,0.843,0.808,0.046,0,0.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.045,0.149
1183,0.153,0,0,0.801,0.881,0.25,0.85,0.1,0.018,0.81,0.499,0.04,0.066,0.113,0.125,0,0.843,0.804,0.005,0.041,0.088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.125,0.113
1184,0.376,0.01,0.085,0.801,0.881,0.24,0.85,0.08,0.011,0.81,0.717,0.014,0.042,0.092,0.081,0.13,0.843,0.784,0.262,0.419,0.098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.122,0.083,0.081,0.092
1185,0.636,0.123,0.604,0.801,0.881,0.27,0.85,0.06,0,0.81,0.831,0.036,0.033,0.075,0.171,0.575,0.843,0.771,0.513,0.812,0.148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.717,0.715,0.171,0.075
1186,0.722,0.26,0.889,0.801,0.881,0.28,0.85,0.04,0.009,0.81,0.889,0.084,0.032,0.059,0.146,0.864,0.843,0.742,0.503,0.946,0.183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.966,0.146,0.059
1187,0.648,0.456,0.939,0.801,0.881,0.29,0.85,0.06,0.105,0.81,0.92,0.076,0.032,0.026,0.121,0.907,0.843,0.5,0.334,0.981,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.121,0.026
1188,0.677,0.642,0.956,0.801,0.881,0.31,0.85,0.07,0.138,0.81,0.929,0.085,0.044,0.007,0.241,0.907,0.843,0.314,0.262,0.981,0.243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.241,0.007
1189,0.564,0.769,0.955,0.801,0.881,0.32,0.85,0.07,0.134,0.81,0.837,0.09,0.052,0,0.562,0.907,0.843,0.253,0.21,0.981,0.315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.562,0
1190,0.597,0.825,0.949,0.801,0.881,0.29,0.85,0.09,0.141,0.81,0.691,0.171,0.103,0.002,0.466,0.907,0.843,0.201,0.331,0.981,0.383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.466,0.002
1191,0.493,0.827,0.945,0.801,0.881,0.23,0.85,0.1,0.296,0.81,0.728,0.202,0.112,0.043,0.469,0.907,0.843,0.218,0.325,0.981,0.405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.469,0.043
1192,0.479,0.779,0.947,0.801,0.881,0.18,0.85,0.11,0.364,0.81,0.595,0.113,0.07,0.185,0.594,0.907,0.843,0.234,0.443,0.981,0.459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.594,0.185
1193,0.392,0.67,0.942,0.801,0.881,0.14,0.85,0.12,0.135,0.81,0.577,0.13,0.067,0.411,0.545,0.907,0.843,0.344,0.695,0.966,0.494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.545,0.411
1194,0.266,0.548,0.918,0.801,0.881,0.08,0.85,0.13,0.346,0.81,0.427,0.193,0.095,0.46,0.365,0.907,0.843,0.436,0.708,0.851,0.479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.365,0.46
1195,0.017,0.351,0.827,0.801,0.881,0.04,0.85,0.13,0.172,0.81,0.116,0.384,0.231,0.408,0.07,0.853,0.843,0.515,0.487,0.396,0.426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.934,0.956,0.07,0.408
1196,0,0.164,0.586,0.801,0.881,0.01,0.85,0.15,0.117,0.81,0.003,0.465,0.258,0.38,0,0.566,0.843,0.774,0.366,0.087,0.425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.556,0.732,0,0.38
1197,0,0.022,0.082,0.801,0.881,0,0.85,0.17,0.183,0.81,0,0.396,0.244,0.281,0,0.112,0.843,0.858,0.399,0,0.442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.074,0.154,0,0.281
1198,0,0,0,0.801,0.881,0,0.85,0.18,0.117,0.81,0,0.345,0.191,0.304,0,0,0.843,0.855,0.267,0,0.328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.304
1199,0,0,0,0.801,0.881,0.01,0.85,0.18,0.054,0.81,0,0.262,0.27,0.369,0,0,0.843,0.866,0.221,0,0.305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.369
1200,0,0,0,0.801,0.881,0.03,0.85,0.16,0.051,0.81,0,0.268,0.261,0.374,0,0,0.843,0.882,0.298,0,0.311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.374
1201,0,0,0,0.801,0.881,0.03,0.85,0.14,0.097,0.81,0,0.369,0.223,0.352,0,0,0.843,0.889,0.389,0,0.257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.352
1202,0,0,0,0.801,0.881,0.03,0.85,0.11,0.134,0.81,0,0.362,0.149,0.338,0,0,0.843,0.898,0.753,0,0.199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.338
1203,0,0,0,0.801,0.881,0.03,0.85,0.08,0.056,0.81,0,0.324,0.124,0.338,0,0,0.843,0.906,0.45,0,0.213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.338
1204,0,0,0,0.801,0.881,0.01,0.85,0.05,0.057,0.81,0,0.357,0.141,0.279,0,0,0.843,0.913,0.154,0,0.238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.279
1205,0.002,0,0,0.801,0.881,0.01,0.85,0.02,0.155,0.81,0,0.336,0.103,0.193,0,0,0.843,0.921,0.027,0,0.253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.193
1206,0.225,0,0,0.801,0.881,0,0.85,0,0.123,0.81,0.107,0.336,0.082,0.139,0.226,0,0.843,0.921,0.026,0,0.196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.226,0.139
1207,0.451,0,0,0.801,0.881,0,0.85,0,0.187,0.81,0.39,0.262,0.051,0.06,0.548,0,0.843,0.886,0.027,0.051,0.153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.548,0.06
1208,0.584,0.008,0.078,0.801,0.881,0,0.85,0,0.184,0.81,0.543,0.174,0.042,0.041,0.73,0.135,0.843,0.815,0.187,0.556,0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.164,0.055,0.73,0.041
1209,0.665,0.098,0.613,0.801,0.881,0,0.85,0,0.214,0.81,0.64,0.118,0.024,0.025,0.859,0.566,0.843,0.655,0.05,0.862,0.185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789,0.645,0.859,0.025
1210,0.722,0.267,0.887,0.801,0.881,0,0.85,0,0.229,0.81,0.651,0.103,0.029,0.02,0.831,0.85,0.843,0.475,0.091,0.981,0.258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.927,0.947,0.831,0.02
1211,0.704,0.458,0.936,0.801,0.881,0,0.85,0,0.245,0.81,0.705,0.073,0.038,0.025,0.933,0.907,0.843,0.31,0.2,0.981,0.288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.769,0.966,0.933,0.025
1212,0.717,0.687,0.955,0.801,0.881,0,0.85,0,0.199,0.81,0.727,0.082,0.072,0.042,0.882,0.907,0.843,0.125,0.141,0.981,0.278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.474,0.966,0.882,0.042
1213,0.674,0.785,0.95,0.801,0.881,0.01,0.85,0,0.175,0.81,0.787,0.141,0.143,0.116,0.906,0.907,0.843,0.018,0.28,0.981,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.482,0.966,0.906,0.116
1214,0.744,0.833,0.941,0.801,0.881,0.02,0.85,0,0.176,0.81,0.734,0.248,0.221,0.26,0.795,0.907,0.843,0,0.36,0.981,0.345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.697,0.966,0.795,0.26
1215,0.673,0.836,0.932,0.801,0.881,0.01,0.85,0,0.206,0.81,0.689,0.309,0.211,0.382,0.854,0.907,0.843,0.028,0.159,0.981,0.388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.91,0.966,0.854,0.382
1216,0.608,0.791,0.929,0.801,0.881,0,0.85,0.01,0.345,0.81,0.72,0.248,0.291,0.426,0.82,0.907,0.843,0.141,0.194,0.981,0.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.747,0.966,0.82,0.426
1217,0.493,0.688,0.925,0.801,0.881,0,0.85,0.02,0.339,0.81,0.612,0.286,0.359,0.463,0.663,0.907,0.843,0.188,0.241,0.97,0.331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.899,0.953,0.663,0.463
1218,0.27,0.547,0.9,0.801,0.881,0,0.85,0.02,0.401,0.81,0.49,0.315,0.309,0.473,0.421,0.907,0.843,0.384,0.205,0.848,0.395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67,0.706,0.421,0.473
1219,0.025,0.366,0.838,0.801,0.881,0,0.85,0.02,0.136,0.81,0.102,0.382,0.359,0.437,0.093,0.859,0.843,0.529,0.194,0.568,0.379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.741,0.766,0.093,0.437
1220,0,0.164,0.577,0.801,0.881,0,0.85,0.01,0.088,0.81,0.002,0.463,0.553,0.419,0,0.554,0.843,0.624,0.223,0.091,0.353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.507,0.651,0,0.419
1221,0,0.018,0.069,0.801,0.881,0,0.85,0,0.082,0.81,0,0.403,0.384,0.47,0,0.11,0.843,0.771,0.167,0,0.282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.054,0.087,0,0.47
1222,0,0,0,0.801,0.881,0,0.85,0,0.072,0.81,0,0.344,0.342,0.489,0,0,0.843,0.881,0.136,0,0.285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.489
1223,0,0,0,0.801,0.881,0,0.85,0,0.066,0.81,0,0.29,0.419,0.477,0,0,0.843,0.932,0.153,0,0.374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.477
1224,0,0,0,0.801,0.881,0,0.85,0,0.076,0.81,0,0.261,0.499,0.437,0,0,0.843,0.954,0.284,0,0.308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.437
1225,0,0,0,0.801,0.881,0,0.85,0,0.076,0.81,0,0.239,0.506,0.426,0,0,0.843,0.99,0.21,0,0.216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.426
1226,0,0,0,0.801,0.881,0,0.85,0,0.057,0.81,0,0.227,0.473,0.417,0,0,0.843,0.981,0.194,0,0.191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.417
1227,0,0,0,0.801,0.881,0.02,0.85,0,0.063,0.81,0,0.2,0.42,0.361,0,0,0.843,0.981,0.3,0,0.229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.361
1228,0,0,0,0.801,0.881,0.03,0.85,0,0.072,0.81,0,0.128,0.381,0.276,0,0,0.843,0.973,0.348,0,0.235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.276
1229,0.001,0,0,0.801,0.881,0.03,0.85,0,0.074,0.81,0,0.079,0.341,0.212,0,0,0.843,0.959,0.272,0,0.221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.212
1230,0.106,0,0,0.801,0.881,0.02,0.85,0,0.084,0.81,0.087,0.048,0.292,0.163,0.141,0,0.843,0.973,0.094,0,0.241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.141,0.163
1231,0.367,0,0,0.801,0.881,0,0.85,0,0.108,0.81,0.5,0.022,0.177,0.114,0.409,0,0.843,0.977,0.167,0.065,0.268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.409,0.114
