Fuel,AnnualSum
No_fuel,0.0
AZ_coal,8.803091433694263e7
AZ_naturalgas,1.3176191222267625e8
AZ_uranium,3.40647378172439e8
CA_N_naturalgas,3.426632925104415e7
CA_N_uranium,4.7012242907104634e7
CA_S_naturalgas,2.508933486370304e6
MT_WY_CO_coal,3.8454755333077884e8
MT_WY_CO_naturalgas,27383.850126032896
NM_coal,1.9070387247496594e7
NM_naturalgas,1.5526425374081559e6
PNW_coal,0.0
PNW_naturalgas,2.516441455765058e8
PNW_uranium,1.001742104633247e8
UT_NV_coal,2.6077979360150877e8
UT_NV_naturalgas,3.13239218711451e8
CA_S_uranium,1.1289349991002574e9
MT_WY_CO_uranium,1.8340689792228912e-8
NM_uranium,-2.8571370975782884e-9
UT_NV_uranium,-1.509115439014214e-8
None,0.0
