Costs,TotalCosts_p1,TotalCosts_p2,TotalCosts_p3,TotalCosts_p4,TotalCosts_p5,TotalCosts_p6,TotalCosts_p7,TotalCosts_p8,TotalCosts_p9,TotalCosts_p10,TotalCosts_p11,TotalCosts_p12,TotalCosts_p13,TotalCosts_p14,TotalCosts_p15,TotalCosts_p16,TotalCosts_p17
cFix,1.3781246140506494e11,2.6742261235521368e11,2.6834719219844067e11,2.6777490971127295e11,2.6863895394969992e11,2.8497396582877405e11,2.964406845396979e11,2.856042625237936e11,2.976214613387335e11,2.7454201898289142e11,2.7603464463384515e11,2.7540284828916986e11,2.766758264435259e11,2.90941620644167e11,3.064391937891139e11,2.9549408667049493e11,3.081507533941507e11
cVar,3.3683746301474805e9,6.615542538231259e9,6.481932373668451e9,6.586598602779116e9,6.4249589678147955e9,8.637541299243996e9,7.272737730662236e9,8.624127687824009e9,7.18634665149804e9,6.732175693415679e9,6.581259088893758e9,6.67238382307469e9,6.485953274564547e9,8.59549532847777e9,7.29370559192173e9,8.986263203808592e9,7.206365351016998e9
cFuel,6.960443010130007e9,5.397906481588344e9,7.576584626552264e9,5.4263676314087e9,7.642244591985238e9,6.759406887169993e9,9.350206043937159e9,6.775406948465811e9,9.360440183186049e9,5.566538014867026e9,7.681095178885855e9,5.544778924255415e9,7.692455711406067e9,6.923407367333978e9,9.425312228144629e9,6.771961465961008e9,9.426533285408062e9
cNSE,2.5305009533332723e8,6.525895501937239e8,5.427287738839695e8,6.507370738726755e8,5.418903297444499e8,6.018260887331355e8,3.384757347107852e8,5.995186475152372e8,3.4205313812376946e8,6.812415941773329e8,6.577274639266471e8,6.793320775511848e8,6.535416735537043e8,6.237143331199181e8,3.187529587170692e8,6.234477708743038e8,3.2923939590675646e8
cStart,19946.413668039688,9.934648074447957e8,2.1294636694405484e9,1.0071995425762564e9,2.1309196639394984e9,8.729120661017969e7,3.0565100525934796e9,8.756113217281522e7,2.9620672242296243e9,1.2458941449890673e9,2.3975778762028e9,1.4174435639788888e9,2.429969138546456e9,9.302083819317245e7,3.47676380398217e9,8.185041692456397e7,3.4741871665874743e9
cUnmetRsv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cNetworkExp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cUnmetPolicyPenalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cCO2,8.430327077545059e-10,1.5312780749240397e-9,-3.675995099887277e-10,2.2749692719389452e-11,-1.6627266952114312e-10,6.859006174500067e-9,-4.603404549454252e-12,2.4144911574428766e-12,-2.636525515986975e-12,1.4507947411849936e-9,1.9480168007162033e-12,5.3519493072920085e-11,3.184928043367695e-11,-1.7009355905272436e-10,-1.5889255542764257e-12,1.3450194902543046e-10,-2.6261053221847706e-8
