Time_Index,Arizona_Solar,BANC_Biogas,BANC_Biomass,BANC_CCGT1,BANC_CCGT2,BANC_Geothermal,BANC_Geothermal_New_Planned,BANC_Hydro,BANC_Li_Battery,BANC_Li_Battery_New_Planned,BANC_Peaker1,BANC_Peaker2,BANC_Reciprocating_Engine,BANC_Solar,BANC_Solar_New_Planned,BANC_Wind,BANC_Wind_New_Planned,Baja_California_Wind,CAISO_Adiabatic_CAES_24hr,CAISO_Advanced_CCGT,CAISO_Advanced_CCGT_CCS_95,CAISO_Advanced_Nuclear_SMR,CAISO_Aero_CT,CAISO_Allam_Cycle_100,CAISO_Biogas,CAISO_Biomass,CAISO_CCGT1,CAISO_CCGT1_Retrofit_CCS_90,CAISO_CCGT2,CAISO_CCGT_Remote,CAISO_CHP,CAISO_Coal,CAISO_Enhanced_Geothermal_Systems,CAISO_Flow_Battery_8hr_Dispatch,CAISO_Generic_Energy_Storage_100hr,CAISO_Generic_Energy_Storage_24hr,CAISO_Geothermal,CAISO_Hydro,CAISO_Li_Battery_4hr_Baseline,CAISO_Li_Battery_4hr_Dispatch,CAISO_Li_Battery_8hr_Baseline,CAISO_Li_Battery_8hr_Dispatch,CAISO_New_Pumped_Storage_12hr,CAISO_New_Reciprocating_Engine,CAISO_Nuclear,CAISO_Peaker1,CAISO_Peaker2,CAISO_Pumped_Hydro,CAISO_Reciprocating_Engine,CAISO_ST,CAISO_Solar,CAISO_Wind,Cape_Mendocino_Offshore_Wind,Central_Nevada_Geothermal,Central_Valley_North_Los_Banos_Wind,Customer_PV,Del_Norte_Offshore_Wind,Distributed_Solar,Greater_Imperial_Geothermal,Greater_Imperial_Solar,Greater_Imperial_Wind,Greater_Kramer_Solar,Greater_LA_Solar,Humboldt_Bay_Offshore_Wind,IID_Biogas,IID_Biomass,IID_CCGT1,IID_Geothermal,IID_Geothermal_New_Planned,IID_Li_Battery,IID_Li_Battery_New_Planned,IID_Peaker1,IID_Peaker2,IID_ST,IID_Solar,IID_Solar_New_Planned,Idaho_Wind,InState_Biomass,Inyokern_North_Kramer_Geothermal,LDWP_Biogas,LDWP_CCGT1,LDWP_CCGT2,LDWP_CHP,LDWP_Coal,LDWP_Geothermal,LDWP_Geothermal_New_Planned,LDWP_Hydro,LDWP_Li_Battery,LDWP_Li_Battery_New_Planned,LDWP_Nuclear,LDWP_Peaker1,LDWP_Peaker1_New_Planned,LDWP_Pumped_Hydro,LDWP_ST,LDWP_Solar,LDWP_Solar_New_Planned,LDWP_Wind,LDWP_Wind_New_Planned,Morro_Bay_Offshore_Wind,NW_Biogas,NW_Biomass,NW_CCGT1,NW_CCGT2,NW_Coal,NW_Geothermal,NW_Hydro,NW_Hydro_for_CAISO,NW_Li_Battery,NW_Li_Battery_New_Planned,NW_Nuclear,NW_Nuclear_New_Planned,NW_Peaker1,NW_Peaker1_New_Planned,NW_Peaker2,NW_Pumped_Hydro,NW_Reciprocating_Engine,NW_Solar,NW_Solar_New_Planned,NW_Wind,NW_Wind_New_Planned,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,Northern_Nevada_Geothermal,Pacific_Northwest_Geothermal,Riverside_Solar,SW_Biogas,SW_Biomass,SW_CCGT1,SW_CCGT2,SW_Coal,SW_Geothermal,SW_Hydro,SW_Li_Battery,SW_Li_Battery_New_Planned,SW_Nuclear,SW_Peaker1,SW_Peaker1_New_Planned,SW_Peaker2,SW_Pumped_Hydro,SW_Reciprocating_Engine,SW_ST,SW_Solar,SW_Solar_New_Planned,SW_Wind,SW_Wind_New_Planned,Solano_Wind,Southern_NV_Eldorado_Solar,Southern_NV_Eldorado_Wind,Southern_PGAE_Solar,Tehachapi_Solar,Tehachapi_Wind,Utah_Geothermal,Utah_Wind,Wyoming_Wind
2647,0,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.024235712,0.024235712,0.006137371,0.006137371,0.044242529,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.373013316,0.234943788,0.985933292,0.65,0,0.122482188,0.608450701,0.146455519,0.65,0.532633298,0.044242529,0.495073442,0.434670973,0.926723662,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.327374929,0.327374929,0.450226524,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.169259918,0.169259918,0.289400456,0.289400456,0.924094903,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.032511749,0.032511749,0.224052078,0.224052078,0.102112531,0.65,0.290043317,0.343110849,0.65,0.65,0.532633298,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.102603511,0.102603511,0.432590635,0.432590635,0.012095252,0.606012246,0.916183024,0.383882132,0.455822111,0.550466948,0.65,0.279554156,0.409352802
2648,0.183433188,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.233593683,0.233593683,0,0,0.055303162,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.678425965,0.190225631,0.985933292,0.65,0,0.329099338,0.744827582,0.378343425,0.65,0.862358673,0.055303162,0.87875536,0.843773065,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.606910787,0.606910787,0.382010384,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.422361304,0.422361304,0.259544987,0.259544987,0.876089973,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.22262667,0.22262667,0.073748841,0.073748841,0.079420857,0.65,0.74402416,0.16520152,0.65,0.65,0.862358673,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.300890331,0.300890331,0.399644412,0.399644412,0,0.909018369,0.735357427,0.806152476,0.85004664,0.458722457,0.65,0.252929951,0.429321231
2649,0.70752801,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.725012502,0.725012502,0,0,0.088485058,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.836372259,0.273820174,0.976073959,0.65,0,0.520263127,0.849732876,0.598026704,0.65,0.975518861,0.088485058,0.952064312,0.971617469,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.821277972,0.821277972,0.354723928,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.770670554,0.770670554,0.270011382,0.270011382,0.76807888,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.633312027,0.633312027,0.022583979,0.022583979,0.045383347,0.65,0.895351108,0.012707809,0.65,0.65,0.975518861,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.749083395,0.749083395,0.352422366,0.352422366,0,0.971173472,0.530421751,0.946909258,0.947655117,0.655317796,0.65,0.173057335,0.379400158
2650,0.956473051,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.953750739,0.953750739,0.010674616,0.010674616,0.121666955,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.924321305,0.334097222,0.956355293,0.65,0.011448469,0.662205102,0.975619228,0.75668685,0.65,0.975518861,0.121666955,0.952064312,0.983418491,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.923122174,0.923122174,0.259221332,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.94413527,0.94413527,0.267618622,0.267618622,0.62406409,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.826539826,0.826539826,0.003655537,0.003655537,0.022691674,0.65,0.945793424,0.063539046,0.65,0.65,0.975518861,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.957315948,0.957315948,0.289316939,0.289316939,0,0.971173472,0.265210875,0.9725014,0.947655117,0.838806778,0.65,0.106496821,0.329479084
2651,1,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.999455542,0.999455542,0.02668654,0.02668654,0.14378822,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.960014103,0.317541335,0.966214626,0.65,0.045793876,0.75549761,1,0.866528489,0.65,0.975518861,0.14378822,0.952064312,0.983418491,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.973256246,0.973256246,0.20464842,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.985256153,0.985256153,0.219022439,0.219022439,0.456046835,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.931229086,0.931229086,0.002300499,0.002300499,0,0.65,0.958404003,0.139785901,0.65,0.65,0.975518861,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.999597349,0.999597349,0.220785999,0.220785999,0,0.971173472,0.108495358,0.984313158,0.947655117,0.812594067,0.65,0.053248411,0.309510655
2652,1,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.999455542,0.999455542,0.043498527,0.043498527,0.14378822,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.960014103,0.278049914,0.976073959,0.65,0.057242346,0.800712997,1,0.927551622,0.65,0.975518861,0.14378822,0.952064312,0.983418491,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.98321176,0.98321176,0.150075508,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.985256153,0.985256153,0.151901663,0.151901663,0.300030813,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.976607489,0.976607489,0.002760598,0.002760598,0,0.65,0.958404003,0.203324947,0.65,0.65,0.975518861,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.999597349,0.999597349,0.151757065,0.151757065,0.012095252,0.971173472,0.036165119,0.984313158,0.947655117,0.720849575,0.65,0,0.31949487
2653,1,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.999455542,0.999455542,0.071785192,0.071785192,0.132727588,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.960014103,0.218617367,0.985933292,0.65,0.057242346,0.79327249,1,0.903142369,0.65,0.975518861,0.132727588,0.952064312,0.983418491,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.971202454,0.971202454,0.122789052,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.985256153,0.985256153,0.10744264,0.10744264,0.19201972,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.968475561,0.968475561,0.009214474,0.009214474,0,0.65,0.958404003,0.254156184,0.65,0.65,0.975518861,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.999597349,0.999597349,0.113463961,0.113463961,0.036285757,0.971173472,0.01205504,0.984313158,0.947655117,0.563573304,0.65,0,0.31949487
2654,1,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.999455542,0.999455542,0.0771225,0.0771225,0.088485058,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.932019291,0.142987337,0.985933292,0.65,0.034345407,0.734893129,1,0.842119236,0.65,0.975518861,0.088485058,0.952064312,0.983418491,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.930716755,0.930716755,0.109145824,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.985256153,0.985256153,0.062983617,0.062983617,0.132013558,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.917676741,0.917676741,0.039643454,0.039643454,0,0.65,0.945793424,0.266863994,0.65,0.65,0.975518861,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.999597349,0.999597349,0.08203793,0.08203793,0.036285757,0.971173472,0,0.984313158,0.947655117,0.340765254,0.65,0,0.31949487
2655,1,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.999455542,0.999455542,0.048035772,0.048035772,0.033181897,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.874853508,0.077785369,0.985933292,0.65,0.011448469,0.629581341,1,0.707868343,0.65,0.951130889,0.033181897,0.952064312,0.971617469,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.864562168,0.864562168,0.095502596,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.953209597,0.953209597,0.029639349,0.029639349,0.108011093,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.900096492,0.900096492,0.090338322,0.090338322,0,0.65,0.945793424,0.241448375,0.65,0.65,0.951130889,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.999597349,0.999597349,0.052577664,0.052577664,0,0.971173472,0,0.959705329,0.947655117,0.170382627,0.65,0,0.309510655
2656,1,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.998571796,0.998571796,0.02668654,0.02668654,0,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.780857309,0.044894504,0.985933292,0.65,0,0.481343553,1,0.537003571,0.65,0.875040418,0,0.903509032,0.907695267,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.751139918,0.751139918,0.095502596,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.885811829,0.885811829,0.011114756,0.011114756,0.132013558,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.850943676,0.850943676,0.172473698,0.172473698,0,0.65,0.907961687,0.190617138,0.65,0.65,0.875040418,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.984506296,0.984506296,0.077538512,0.077538512,0,0.921643624,0,0.908521045,0.911644222,0.091744491,0.65,0,0.269573796
2657,0.995780163,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.954739713,0.954739713,0.021349232,0.021349232,0,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.601577369,0.034147651,0.985933292,0.65,0.011448469,0.291324457,1,0.317320292,0.65,0.68481424,0,0.742610163,0.741497542,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.569682586,0.569682586,0.122789052,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.778916698,0.778916698,0,0,0.168017255,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.769716942,0.769716942,0.29599814,0.29599814,0,0.65,0.794466476,0.101662474,0.65,0.65,0.68481424,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.927940219,0.927940219,0.102438203,0.102438203,0,0.719639542,0,0.754968192,0.751490508,0.039319068,0.65,0,0.219652723
2658,0.904063569,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.841122704,0.841122704,0.05337308,0.05337308,0.011060632,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.222329786,0.069389029,0.985933292,0.65,0,0.099588321,1,0.10984164,0.65,0.202907923,0.011060632,0.259913557,0.294042129,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.2524525,0.2524525,0.286507788,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.566217017,0.566217017,0,0,0.156016023,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.609930118,0.609930118,0.388224765,0.388224765,0.045383347,0.65,0.453980843,0.038123428,0.65,0.65,0.202907923,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.778376297,0.778376297,0.176918859,0.176918859,0,0.214629337,0,0.332697847,0.295668396,0.013106356,0.65,0,0.229636938
2659,0.615811417,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.548358796,0.548358796,0.1334327,0.1334327,0.121666955,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0.00356859,0.115176391,0.985933292,0.65,0,0.00171704,1,0,0.65,0,0.121666955,0,0,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.09069471,0.09069471,0.695804629,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.324115796,0.324115796,0,0,0.132013558,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.387790431,0.387790431,0.484220629,0.484220629,0.204225062,0.65,0.075663474,0,0.65,0.65,0,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.497353746,0.497353746,0.250997624,0.250997624,0,0,0,0,0,0.026212712,0.65,0,0.249605367
2660,0.131023706,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0.109085188,0.109085188,0.246316231,0.246316231,0.254394543,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0,0.134633224,0.94649596,0.65,0,0,1,0,0.65,0,0.254394543,0,0,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0.019296747,0.019296747,0.995955645,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0.068960808,0.068960808,0,0,0.132013558,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0.079999446,0.079999446,0.504264196,0.504264196,0.374412613,0.65,0,0,0.65,0.65,0,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0.10533189,0.10533189,0.240740699,0.240740699,0.012095252,0,0,0,0,0.06553178,0.65,0,0.209668508
2661,0,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0,0,0.306626744,0.306626744,0.365000866,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0,0.159140772,0.907058628,0.65,0,0,1,0,0.65,0,0.365000866,0,0,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0,0,1,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0,0,0.052301101,0.052301101,0.084008628,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0,0,0.446061614,0.446061614,0.431141797,0.65,0,0.050831237,0.65,0.65,0,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0,0,0.245248853,0.245248853,0.036285757,0,0,0,0,0.091744491,0.65,0.053248411,0.159747435
2662,0,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0,0,0.307426807,0.307426807,0.409243395,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0,0.183595077,0.956355293,0.65,0,0,1,0,0.65,0,0.409243395,0,0,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0,0,1,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0,0,0.098936764,0.098936764,0.036003698,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0,0,0.361183953,0.361183953,0.431141797,0.65,0,0.139785901,0.65,0.65,0,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0,0,0.271756104,0.271756104,0.048381009,0,0.02411008,0,0,0.091744491,0.65,0.093184719,0.14976322
2663,0,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0,0,0.279140142,0.279140142,0.398182763,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0,0.213904439,0.976073959,0.65,0,0,1,0,0.65,0,0.398182763,0,0,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0,0,0.995955645,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0,0,0.147316827,0.147316827,0,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0,0,0.304179404,0.304179404,0.35172094,0.65,0,0.203324947,0.65,0.65,0,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0,0,0.298289564,0.298289564,0.024190505,0,0.048220159,0,0,0.104850847,0.65,0.119808924,0.209668508
2664,0,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0,0,0.246316231,0.246316231,0.376061498,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0,0.228363489,0.985933292,0.65,0,0,1,0,0.65,0,0.376061498,0,0,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0,0,0.941382733,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0,0,0.212693203,0.212693203,0,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0,0,0.275151653,0.275151653,0.249608409,0.65,0,0.254156184,0.65,0.65,0,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0,0,0.330589269,0.330589269,0.012095252,0,0.072330239,0,0,0.078638136,0.65,0.186369437,0.31949487
2665,0,0.89,0.89,0.66,0.66,0.65,0.65,0.69441,1,1,0.92,0.92,0.56,0,0,0.208155013,0.208155013,0.365000866,1,0.97,0.97,0.75,0.56,0.97,0.941066588,0.881274867,0.97,0.97,0.97,0.97,0.950489804,0.97,0.65,1,1,1,0.994643275,0.59603,1,1,1,1,1,0.56,0.75,0.56,0.56,1,0.56,1,0,0.210351489,0.985933292,0.65,0,0,1,0,0.65,0,0.365000866,0,0,0.996477056,0.89,0.89,1,0.65,0.65,1,1,1,1,1,0,0,0.900453049,0.881274867,0.65,0.89,0.81,0.81,1,0.81,0.65,0.65,0.6963,1,1,0.75,0.78,0.78,1,1,0,0,0.224024079,0.224024079,0,0.89,0.89,0.72,0.72,0.72,0.65,0.72982,0.72982,1,1,1,1,0.87,0.87,0.87,1,0.87,0,0,0.274531872,0.274531872,0.204225062,0.65,0,0.292279612,0.65,0.65,0,0.89,0.89,0.86,0.86,0.5,0.65,0.67337,1,1,1,0.87,0.87,0.87,1,0.87,1,0,0,0.341702394,0.341702394,0,0,0.096440318,0,0,0.052425424,0.65,0.212993643,0.429321231
