Time_Index,Biomass,CA_NW_Coal,CA_Natural_Gas,CA_Natural_Gas_CCS_100,CA_Natural_Gas_CCS_90,CA_Natural_Gas_CCS_95,NW_Natural_Gas,SW_Coal_Fuel,SW_Natural_Gas,Uranium,None
0,0,0.094,0.053,0,0.0053,0.00265,0,0,0,0,0
1,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
2,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
3,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
4,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
5,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
6,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
7,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
8,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
9,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
10,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
11,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
12,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
13,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
14,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
15,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
16,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
17,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
18,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
19,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
20,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
21,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
22,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
23,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
24,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
25,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
26,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
27,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
28,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
29,15,5.8597304,9.362948113,7.218112313,7.432595893,7.325354103,5.170113641,1.26009,5.254589302,0.710021,0
