Costs,TotalCosts_p1,TotalCosts_p2,TotalCosts_p3,TotalCosts_p4,TotalCosts_p5,TotalCosts_p6,TotalCosts_p7,TotalCosts_p8,TotalCosts_p9,TotalCosts_p10,TotalCosts_p11,TotalCosts_p12,TotalCosts_p13,TotalCosts_p14,TotalCosts_p15,TotalCosts_p16,TotalCosts_p17
cFix,1.399730470376169e11,2.5960933116019025e11,2.5954243499441168e11,2.59742181899796e11,2.6055361073522916e11,2.6498383434023938e11,2.7693794815043524e11,2.6651779422770865e11,2.7874275056047394e11,2.6693997175785837e11,2.6499511111815945e11,2.6786653210259857e11,2.66371744963494e11,2.682553827168888e11,2.818967355711798e11,2.719191320770456e11,2.843277047443076e11
cVar,3.2967357955122533e9,6.842106618878298e9,6.508931978922902e9,6.825339115283448e9,6.422528399631511e9,8.515910962127256e9,7.822965389190285e9,8.440065219801545e9,7.68506824601009e9,6.894509962305629e9,6.663007765687079e9,6.836691966499128e9,6.533434362383138e9,8.684217844648602e9,8.007751976879217e9,8.655973431601645e9,7.876028918936871e9
cFuel,6.9741385721061535e9,5.841652315894906e9,7.944099123596966e9,5.883111657053705e9,7.929425693213085e9,8.0137972763203945e9,1.0324938633394314e10,7.983303559426766e9,1.0284923861803862e10,5.9342757677171335e9,8.224246920799816e9,5.896109419138808e9,8.13972021633686e9,8.401983500511138e9,1.0666030824271362e10,8.35077868531446e9,1.0626573737999174e10
cNSE,2.4189551025120303e8,6.837687508035669e8,5.561878919410936e8,6.832388924774776e8,5.513987017516127e8,6.083813396270384e8,3.9757730165321225e8,6.023326908216016e8,3.9110201372217715e8,6.947795358051587e8,5.726426092296265e8,6.939758495855412e8,5.659707477341027e8,6.174486371633509e8,3.938442764263904e8,5.944571852255187e8,3.781377828627162e8
cStart,20923.245955684022,5.49112976700141e8,1.319536644630926e9,6.37216149259562e8,1.4964200668456402e9,2.306511033287681e6,1.3744901336661506e9,2.122109547794358e7,1.390309933885881e9,8.341527742240974e8,1.2181684480814195e9,1.1134776956258721e9,1.6272050647367413e9,3.620130428743587e7,1.340619307474479e9,3.103217641261294e6,1.35197987896337e9
cUnmetRsv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cNetworkExp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cUnmetPolicyPenalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cCO2,-4.552306414495888e-12,-3.5294796219676134e-12,-1.3822008779552102e-10,2.0143220906751495e-10,-2.4837846740829613e-12,1.41984037942398e-10,4.8242862817713715e-11,-3.6351426611769154e-12,-7.588898169678451e-13,-2.800773872328948e-10,9.486122712098064e-13,-2.9335516888604693e-10,6.108511310907191e-11,-6.8282518980795e-11,-8.676512700004636e-12,-9.090866359290865e-11,9.947288064397282e-10
