Time_Index,BANC_Biogas,BANC_Biomass,BANC_CCGT1,BANC_CCGT2,BANC_Hydro,BANC_Peaker1,BANC_Peaker2,BANC_Reciprocating_Engine,CAISO_Advanced_CCGT,CAISO_Advanced_CCGT_CCS_95,CAISO_Advanced_Nuclear_SMR,CAISO_Aero_CT,CAISO_Allam_Cycle_100,CAISO_Biogas,CAISO_Biomass,CAISO_CCGT1,CAISO_CCGT1_Retrofit_CCS_90,CAISO_CCGT2,CAISO_CCGT_Remote,CAISO_CHP,CAISO_Coal,CAISO_Geothermal,CAISO_Hydro,CAISO_New_Reciprocating_Engine,CAISO_Nuclear,CAISO_Peaker1,CAISO_Peaker2,CAISO_Pumped_Hydro,CAISO_Reciprocating_Engine,CAISO_ST,Customer_PV,IID_Biogas,IID_Biomass,IID_CCGT1,IID_Peaker1,IID_Peaker2,IID_ST,InState_Biomass,LDWP_Biogas,LDWP_CCGT1,LDWP_CCGT2,LDWP_CHP,LDWP_Coal,LDWP_Hydro,LDWP_Nuclear,LDWP_Peaker1,LDWP_Peaker1_New_Planned,LDWP_Pumped_Hydro,LDWP_ST,NW_Biogas,NW_Biomass,NW_CCGT1,NW_CCGT2,NW_Coal,NW_Hydro,NW_Hydro_for_CAISO,NW_Nuclear,NW_Nuclear_New_Planned,NW_Peaker1,NW_Peaker1_New_Planned,NW_Peaker2,NW_Pumped_Hydro,NW_Reciprocating_Engine,SW_Biogas,SW_Biomass,SW_CCGT1,SW_CCGT2,SW_Coal,SW_Hydro,SW_Nuclear,SW_Peaker1,SW_Peaker1_New_Planned,SW_Peaker2,SW_Pumped_Hydro,SW_Reciprocating_Engine,SW_ST
11,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2035.37875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,28584.905,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,15852.945,1346.59875,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
12,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2035.37875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,30218.32875,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,17561.892499999998,1346.59875,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
13,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2035.37875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,30196.255,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,15852.945,1346.59875,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
14,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2035.37875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,28518.68625,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,17561.892499999998,1346.59875,731.25,0.0,0.0,0.0,0.0,624.975,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
15,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2035.37875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,24942.81375,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,16563.1875,1346.59875,731.25,0.0,0.0,0.0,0.0,624.975,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
16,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2035.37875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,20108.763750000002,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,14854.24,1346.59875,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
17,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2035.37875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,13619.217499999999,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,16563.1875,1430.1425,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
18,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,986.32875,2331.8225,0.0,793.75,0.0,0.0,0.0,0.0,0.0,6533.692499999999,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,14854.24,1576.69125,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,158.66375,0.0,374.52625,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
19,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,1726.865,3358.58875,0.0,793.75,0.0,0.0,1216.4325,0.0,0.0,1169.88375,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,88.0,508.75,0.0,0.0,1825.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,16563.1875,1731.6149999999998,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,158.66375,0.0,752.405,274.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
20,15.115,0.8275,0.0,0.0,1630.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,1726.865,3677.5387499999997,0.0,793.75,0.0,0.0,1835.0225,0.0,0.0,0.0,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,376.03375,508.75,0.0,0.0,1825.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,18179.760000000002,1833.3275,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,501.6775,0.0,1635.6625,1908.23625,3747.5,0.0,0.0,0.0,1212.0,0.0,0.0
21,15.115,0.8275,0.0,0.0,587.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,1726.865,3830.7625000000003,0.0,793.75,0.0,0.0,1854.0,0.0,0.0,0.0,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,706.87375,508.75,0.0,0.0,0.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,16470.8125,1833.3275,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,601.78,0.0,1635.6625,1908.23625,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
22,15.115,0.8275,0.0,0.0,1630.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,1726.865,4127.20625,0.0,793.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,706.87375,508.75,0.0,0.0,47.6575,0.0,10.362499999999999,478.27,0.0,0.0,0.0,18179.760000000002,1833.3275,731.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9025,5.76,601.78,0.0,1635.6625,1908.23625,3747.5,0.0,0.0,0.0,1212.0,0.0,0.0
23,15.115,0.8275,0.0,0.0,1630.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,1726.865,4964.12,0.0,793.75,0.0,0.0,1854.0,0.0,0.0,0.0,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,706.87375,508.75,0.0,0.0,1825.0,0.0,10.362499999999999,478.27,0.0,0.0,0.0,18088.052499999998,1833.3275,731.25,0.0,0.0,0.0,0.0,624.975,0.0,4.9025,5.76,601.78,0.0,1635.6625,1908.23625,3747.5,0.0,0.0,0.0,1212.0,0.0,0.0
24,15.115,0.8275,0.0,0.0,1630.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.265,353.31000000000006,0.0,0.0,0.0,0.0,600.2900000000001,0.0,1726.865,4964.12,0.0,793.75,0.0,0.0,1854.0,0.0,0.0,0.0,0.0,66.50875,0.0,0.0,0.0,0.0,124.4025,1.20125,0.0,0.0,96.56750000000001,0.0,706.87375,508.75,0.0,0.0,400.40125,0.0,10.362499999999999,478.27,0.0,0.0,0.0,19796.99875,1833.3275,731.25,0.0,0.0,0.0,0.0,624.975,0.0,4.9025,5.76,601.78,0.0,1635.6625,1908.23625,3747.5,0.0,0.0,0.0,1212.0,0.0,0.0
25,14.65625,0.8025,0.0,0.0,391.37375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,9568.60625,0.0,0.0,0.0,1153.2325,0.0,1730.73625,3162.82375,0.0,793.75,0.0,0.0,1854.0,0.0,0.0,0.0,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,12092.619999999999,1316.7775000000001,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,1932.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
26,14.65625,0.8025,0.0,0.0,1088.47875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,9568.60625,0.0,0.0,0.0,1153.2325,0.0,1730.73625,4039.46375,0.0,793.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,10441.913750000002,1316.7775000000001,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,286.8775,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
27,14.65625,0.8025,0.0,0.0,391.37375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,9568.60625,0.0,0.0,0.0,1153.2325,0.0,1730.73625,3925.445,0.0,793.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,10476.255000000001,1316.7775000000001,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,1932.75,3747.5,0.0,0.0,0.0,1212.0,0.0,0.0
28,14.65625,0.8025,0.0,0.0,391.37375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,9568.60625,0.0,0.0,0.0,1153.2325,0.0,1730.73625,2898.67875,0.0,793.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,9625.147500000001,1316.7775000000001,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,286.8775,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
29,14.65625,0.8025,0.0,0.0,391.37375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,9568.60625,0.0,0.0,0.0,1153.2325,0.0,1730.73625,2745.455,0.0,793.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,9602.90875,1225.7075,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,286.8775,3747.5,0.0,0.0,0.0,1212.0,0.0,0.0
30,14.65625,0.8025,0.0,0.0,1326.5100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,9568.60625,0.0,0.0,0.0,1153.2325,0.0,1730.73625,2557.25625,0.0,793.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,23.505,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,10693.074999999999,1113.2075,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,286.8775,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
31,14.65625,0.8025,0.0,0.0,1326.5100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,9426.6725,0.0,0.0,0.0,1153.2325,0.0,1730.73625,2130.0612499999997,0.0,793.75,0.0,0.0,0.0,0.0,0.0,1655.49625,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,12402.02125,966.65875,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,1932.75,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
32,14.65625,0.8025,0.0,0.0,1284.72625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,3972.56625,0.0,0.0,0.0,601.505,0.0,1730.73625,1103.295,0.0,793.75,0.0,0.0,0.0,0.0,0.0,6401.2525000000005,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,1660.0,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,13223.31625,811.735,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,4300.25,317.72875,1635.6625,286.8775,3747.5,0.0,0.0,0.0,623.905,0.0,0.0
33,14.65625,0.8025,0.0,0.0,391.37375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,1387.7099999999998,0.0,0.0,0.0,601.505,0.0,1730.73625,1103.295,0.0,793.75,0.0,0.0,0.0,0.0,0.0,11367.7425,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,713.8,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,12165.943749999999,693.47875,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,1849.1075,56.2125,1635.6625,286.8775,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
34,14.65625,0.8025,0.0,0.0,391.37375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.04874999999998,353.31000000000006,1387.7099999999998,0.0,0.0,0.0,601.505,0.0,1730.73625,1103.295,0.0,793.75,0.0,0.0,0.0,0.0,0.0,17393.75,0.0,64.48750000000001,0.0,0.0,0.0,0.0,124.4025,1.1612500000000001,212.65999999999997,0.0,96.56750000000001,0.0,5.5,508.75,0.0,0.0,0.0,0.0,10.032499999999999,463.63875,2456.77875,145.9025,0.0,10614.146249999998,693.47875,1462.5,0.0,289.02750000000003,5990.70125,0.0,0.0,277.01250000000005,4.7725,5.58,1133.79125,56.2125,1635.6625,286.8775,3747.5,0.0,0.0,0.0,0.0,0.0,0.0
