BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.660463788824431e8,1.716312040131881e7,-2.0211938695764255e7,0.0,0.0,9562.789590332552,0.0,1.7430949720606167e7,-1.548799669622699e6,-1.7888927342857143e8,1.7387975017924652e8,9.093205232495554e6,-1.1183426926612893e7,0.0,0.0,13171.277929314685,0.0,1.816165239070251e7,-2.1956882966181133e6,-1.877686638571428e8,2.393046121076465e8,1.1388350032988107e7,-1.3755704398668708e7,0.0,0.0,19877.91171710888,0.0,6.43449740705428e7,-4.598154581368758e6,-2.9670395514285725e8,2.1396532914627916e8,3.845595165955959e6,-4.642574551733708e6,0.0,0.0,3239.828659418061,0.0,-5.341702797716566e7,-3.2553953262809045e6,-1.5649916628571424e8,5.523381127965525e7,1.758483659895913e6,-2.068804304544981e6,0.0,0.0,1642.432553308659,0.0,-7.359376208715014e6,-708680.430273033,-4.685707642857144e7,3.010106378041814e8,959960.2760000849,-1.1900885935866092e6,0.0,0.0,6096.1659065690865,0.0,-1.62376744036884e6,-5.137965640703853e6,-2.940248725714287e8,1.8235856898489857e8,7.68426054668097e6,-9.040306520198058e6,0.0,0.0,1565.0308571428575,0.0,-3.753740455560198e7,-4.61372291520806e6,-1.3885296057142866e8
t1,14034.926564980338,5404.643435019657,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-18942.0,9444.309491407352,0.0,-0.0,0.0,0.0,57.951,0.0,10250.617082829878,-435.8775742372254,-19317.0,20674.314618310436,2565.7545549066645,-0.0,0.0,0.0,100.593,0.0,11077.971417170123,-887.6335903872255,-33531.0,29801.624935267602,0.0,-0.0,0.0,0.0,0.0,0.0,-11648.268072802555,-645.3568624650479,-17508.0,5986.879971512493,0.0,-0.0,0.0,0.0,0.0,0.0,-619.3944271974453,-106.4855443150479,-5261.0,36393.487177390554,17.728324084463782,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-32299.0,21419.49024736217,271.1335997128235,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-15065.0
t2,14340.99289410868,5272.577105891318,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-19116.0,9094.010838736018,571.1,-0.0,0.0,0.0,60.984,0.0,11065.19322260463,-463.28806134064587,-20328.0,20887.530632553822,1826.6411675414513,-0.0,0.0,0.0,96.477,0.0,10263.39527739537,-915.0440774906458,-32159.0,29859.754643460205,0.0,-122.46917987330835,0.0,0.0,0.0,0.0,-11085.480861336835,-634.8046022500657,-18017.0,6562.11492276323,0.0,-0.0,0.0,0.0,0.0,0.0,-1182.181638663165,-95.93328410006566,-5284.0,38892.61550147501,64.6,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34845.0,21406.253354239732,98.37049283526085,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14879.0
t3,14220.088053877695,4895.481946122301,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-18618.0,9109.936766559733,571.1,-0.0,0.0,0.0,61.89,0.0,11360.29134665522,-473.2181132149481,-20630.0,20876.192293895343,610.6186821248193,-0.0,0.0,0.0,91.866,0.0,9968.297153344782,-924.9741293649481,-30622.0,30015.652390839976,0.0,-280.39564123378767,0.0,0.0,0.0,0.0,-10949.99255313491,-632.2641964712795,-18153.0,6694.062825186369,0.0,-0.0,0.0,0.0,0.0,0.0,-1317.6699468650895,-93.39287832127957,-5283.0,39549.605899685535,289.6096017894774,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35727.0,20975.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14350.0
t4,14118.234812237568,4829.335187762427,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-18450.0,9905.94322509468,239.64561703779128,-0.0,0.0,0.0,63.492000000000004,0.0,11430.499785033924,-475.58062716639154,-21164.0,20909.151352203236,2538.548576147077,-0.0,0.0,0.0,97.548,0.0,9898.088714966078,-927.3366433163915,-32516.0,30306.40214309293,0.0,-578.5,0.0,0.0,0.0,0.0,-10887.803982324354,-631.0981607685817,-18209.0,6789.085360294228,0.0,-0.0,0.0,0.0,0.0,0.0,-1379.8585176756462,-92.22684261858163,-5317.0,39226.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,20577.396233508844,341.22761356614956,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14293.0
t5,14045.920400629366,4973.649599370634,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-18522.0,11940.014169570095,1193.0459926952594,-0.0,0.0,0.0,66.354,0.0,9323.25777113328,-404.67193339863485,-22118.0,20545.623476757766,1283.2427439241465,-0.0,0.0,0.0,99.23100000000001,0.0,12005.33072886672,-856.4279495486348,-33077.0,31427.79420383786,0.0,-1843.7075458793781,0.0,0.0,0.0,0.0,-10716.205960106485,-627.8806978519966,-18240.0,6983.465919595512,0.0,-0.0,0.0,0.0,0.0,0.0,-1551.4565398935147,-89.00937970199661,-5343.0,38480.840762151805,404.3747393232039,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34773.0,20056.14287541444,758.4809716605532,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14189.0
t6,15386.172566338875,3783.397433661122,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-18672.0,10523.60054772623,1661.2086590404388,-0.0,0.0,0.0,68.97,0.0,11204.18596019385,-467.96516696052305,-22990.0,22357.301291386262,524.4683519181071,-0.0,0.0,0.0,96.549,0.0,10124.40253980615,-919.721183110523,-32183.0,30128.11605386186,0.0,-1045.546142761865,0.0,0.0,0.0,0.0,-10460.484,-623.0859111,-17999.0,7310.464953057729,0.0,-126.07186010772853,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5293.0,38402.82510326416,277.39039821085413,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34568.0,19790.427112080015,829.1967349949791,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13994.0
t7,16527.980511520862,0.0,-0.0,0.0,0.0,0.0,0.0,2434.9009728406672,-132.88148436153443,-18830.0,11736.01171393609,0.0,-1196.9147372023401,0.0,0.0,70.062,0.0,13282.749865645212,-537.9088423789613,-23354.0,25432.01468137637,0.0,-0.0,0.0,0.0,90.024,0.0,5360.937661514123,-874.9763428904957,-30008.0,30114.802174091765,0.0,-1769.1342509467563,0.0,0.0,0.0,0.0,-10286.316368963067,-626.3515541819424,-17433.0,8344.925463932654,0.0,-1080.0990968637784,0.0,0.0,0.0,0.0,-1981.3461310369328,-87.4802360319425,-5196.0,38205.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34093.0,20597.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13972.0
t8,18897.5120432508,0.0,-4711.942043250804,0.0,0.0,0.0,0.0,4950.0,-247.57,-18888.0,18080.677333532367,0.0,-2246.9,0.0,0.0,0.0,0.0,7643.366250186404,-348.1435837187725,-23129.0,32998.23741996251,0.0,-1886.8439229663527,0.0,0.0,0.0,0.0,-564.8165865073504,-362.5769104888112,-30184.0,25577.36268865292,0.0,-1995.1342509467563,0.0,0.0,0.0,0.0,-6096.560487162777,-392.6679505433847,-17093.0,8199.152165998708,0.0,-521.9076392471188,0.0,0.0,0.0,0.0,-2445.0694779647506,-96.17504878683908,-5136.0,35995.52681137902,0.0,-314.0,0.0,0.0,0.0,0.0,-1832.768534872473,-480.7582765065456,-33368.0,16002.43051279909,0.0,-0.0,0.0,0.0,0.0,0.0,-1654.1511636790533,-465.27934912003883,-13883.0
