region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
AZ,AZ_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,1.2167357114248483e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5066837778158402e8,0.0,0.0,0.0,5.8947127548474625e7,0.0,0.0,0.0,1.5066837778158402e8,1.2167357114248483e8,2.8994806639099196e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,2.1396738045492917e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.722202075251153e8,0.0,0.0,0.0,7.543483283227628e7,0.0,0.0,0.0,3.722202075251153e8,2.1396738045492917e8,1.5825282707018614e8
CA_S,CA_S_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,5.264121191304337e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.641504736891693e7,0.0,0.0,0.0,1.1374313775050387e7,0.0,0.0,0.0,5.641504736891693e7,5.264121191304337e7,3.7738354558735564e6
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,2.3923919430985802e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5993192047511294e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5993192047511294e8,2.3923919430985802e8,-7.930727383474508e7
PNW,PNW_conventional_hydroelectric_1,6,1,5,0.0,0.0,0.0,1.2939582775574381e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3243446396911626e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3243446396911626e9,1.2939582775574381e9,3.038636213372445e7
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6,0.0,0.0,0.0,2.841866724201017e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.003262290409298e7,0.0,0.0,0.0,1.78219507663618e7,0.0,0.0,0.0,5.003262290409298e7,2.841866724201017e7,2.1613955662082814e7
AZ,AZ_conventional_steam_coal_1,1,1,7,0.0,0.0,0.0,1.1183598142785356e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.964967294632885e8,0.0,0.0,0.0,0.0,1.1183598142785356e9,-1.1183598142785356e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,8,0.0,0.0,0.0,8.601289296780136e8,0.0,0.0,1.2869848305503784e7,1.7621899902655515e8,0.0,1.8130794411703072e7,0.0,0.0,2.570945833409148e8,0.0,0.0,0.0,5.110003734203477e8,0.0,1.4045883355409494e8,0.0,2.570945833409148e8,1.2078074049758706e9,-9.507128216349559e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,9,0.0,0.0,0.0,1.180099639997125e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1567383986953641e8,0.0,0.0,0.0,0.0,1.180099639997125e8,-1.180099639997125e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,10,0.0,0.0,0.0,1.0541994832711688e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3654418524561726e7,0.0,0.0,0.0,0.0,1.0541994832711688e8,-1.0541994832711688e8
AZ,AZ_nuclear_1,1,1,11,0.0,0.0,0.0,1.2355678209959517e9,0.0,0.0,1.260107977371433e6,1.2356933853098312e8,0.0,0.0,0.0,0.0,6.141494020910939e8,0.0,0.0,0.0,9.509612168378991e7,0.0,0.0,0.0,6.141494020910939e8,1.3603972675043063e9,-7.462478654132124e8
AZ,AZ_other_peaker_1,1,1,12,0.0,0.0,0.0,7.232684428177545e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43599070245871e6,0.0,0.0,0.0,0.0,7.232684428177545e6,-7.232684428177545e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,13,0.0,0.0,0.0,8.304885861899866e8,0.0,0.0,12618.357406849209,1.373293605820454e6,0.0,74849.89139796764,0.0,0.0,918224.719514332,0.0,0.0,0.0,6.382061138610456e8,0.0,96019.5813311283,0.0,918224.719514332,8.32045367625943e8,-8.311271429064286e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,14,0.0,0.0,0.0,1.3849020270018008e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74302113804181e8,0.0,0.0,0.0,0.0,1.3849020270018008e8,-1.3849020270018008e8
CA_N,CA_N_nuclear_1,2,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,16,0.0,0.0,0.0,2.2632797913306925e7,0.0,0.0,-6.465727762718287e-10,-1.121364097343758e-7,0.0,-4.902584787116065e-8,0.0,0.0,-1.0343929896927711e-8,0.0,0.0,0.0,3.513566121504748e7,-0.0,-7.694068262867673e-9,0.0,-1.0343929896927711e-8,2.2632797913306758e7,-2.263279791330677e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,17,0.0,0.0,0.0,9.08853896306034e8,0.0,0.0,467.8998487148212,39977.313031429745,0.0,2530.9128180483513,0.0,0.0,26993.177299811592,0.0,0.0,0.0,8.041707930212e8,0.0,2803.6139864089614,0.0,26993.177299811592,9.088996760457186e8,-9.088726828684187e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,18,0.0,0.0,0.0,1.921500723066462e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07748980560467e8,0.0,0.0,0.0,0.0,1.921500723066462e8,-1.921500723066462e8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,19,0.0,0.0,0.0,7.764169713249359e7,0.0,0.0,1870.8048824747873,854953.4660795857,0.0,45610.9494,0.0,0.0,594420.1986535573,0.0,0.0,0.0,3.3045669512797616e7,0.0,61189.86081761905,0.0,594420.1986535573,7.860532221367328e7,-7.801090201501971e7
CA_S,CA_S_other_peaker_1,3,1,20,0.0,0.0,0.0,257334.89463201837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089991702249861e6,0.0,0.0,0.0,0.0,257334.89463201837,-257334.89463201837
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,21,0.0,0.0,0.0,1.8641167530443778e9,0.0,0.0,3.823040982638606e7,9.495210427759781e8,0.0,0.0,0.0,0.0,9.081959549361053e8,0.0,0.0,0.0,4.445187135048587e8,0.0,0.0,0.0,9.081959549361053e8,2.851868205646742e9,-1.9436722507106366e9
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,22,0.0,0.0,0.0,3.232582417088994e8,0.0,0.0,781481.7758293347,2.1584659855527125e7,0.0,1.1218009290476162e6,0.0,0.0,1.3520395987327348e7,0.0,0.0,0.0,2.350581065685508e8,0.0,0.0,0.0,1.3520395987327348e7,3.4674618426930344e8,-3.332257882819761e8
MT_WY_CO,MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,1,23,0.0,0.0,0.0,1.8051986070940155e8,0.0,0.0,5121.376024933378,59061.540356483696,0.0,17868.79316315632,0.0,0.0,46183.665715701194,0.0,0.0,0.0,1.9228290127789253e8,0.0,0.0,0.0,46183.665715701194,1.8060191241894612e8,-1.8055572875323042e8
MT_WY_CO,MT_WY_CO_natural_gas_steam_turbine_1,4,1,24,0.0,0.0,0.0,1.693667987519314e8,0.0,0.0,1469.4505565484567,207483.5927181871,0.0,0.0,0.0,0.0,121327.93820597841,0.0,0.0,0.0,7.093842166925663e7,0.0,0.0,0.0,121327.93820597841,1.6957575179520613e8,-1.6945442385700014e8
MT_WY_CO,MT_WY_CO_other_peaker_1,4,1,25,0.0,0.0,0.0,9.435319887434095e6,0.0,0.0,9123.627904302659,167791.81136731163,0.0,8996.891016705074,0.0,0.0,116466.0511109737,0.0,0.0,0.0,3.067589505267761e7,0.0,0.0,0.0,116466.0511109737,9.621232217722416e6,-9.504766166611442e6
NM,NM_conventional_steam_coal_1,5,1,26,0.0,0.0,0.0,1.3130701093150498e8,0.0,0.0,3.160052777115701e6,3.9435613372110546e7,0.0,0.0,0.0,0.0,4.764490292920078e7,0.0,0.0,0.0,2.0814798359627217e7,0.0,0.0,0.0,4.764490292920078e7,1.739026770807312e8,-1.2625777415153043e8
NM,NM_natural_gas_fired_combined_cycle_1,5,1,27,0.0,0.0,0.0,1.3166014835189134e8,0.0,0.0,63229.101803815545,1.202083469711662e6,0.0,24190.27276882615,0.0,0.0,834615.9640307511,0.0,0.0,0.0,8.93819880209187e7,0.0,0.0,0.0,834615.9640307511,1.3294965119617563e8,-1.3211503523214488e8
NM,NM_natural_gas_fired_combustion_turbine_1,5,1,28,0.0,0.0,0.0,5.098106650464737e7,0.0,0.0,1.5977357621060104e-12,1.517548788942946e-11,0.0,-1.0859890849024808e-11,0.0,0.0,2.056019730230748e-12,0.0,0.0,0.0,8.30159035875522e7,0.0,0.0,0.0,2.056019730230748e-12,5.098106650464737e7,-5.098106650464737e7
NM,NM_natural_gas_steam_turbine_1,5,1,29,0.0,0.0,0.0,4.6712810570896514e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5475937741411142e7,0.0,0.0,0.0,0.0,4.6712810570896514e7,-4.6712810570896514e7
NM,NM_other_peaker_1,5,1,30,0.0,0.0,0.0,44173.04031782606,0.0,0.0,1.2525714274836817,66.15039994255424,0.0,31.54285714285341,0.0,0.0,56.23402231657196,0.0,0.0,0.0,216257.64529482825,0.0,0.0,0.0,56.23402231657196,44271.98614633895,-44215.75212402238
