Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,3.4939810626527315e8
AZ_uranium,3.533948780059267e8
CA_N_naturalgas,8.034161573823771e7
CA_N_uranium,-1.454666787026326e-8
CA_S_naturalgas,7.043109440122625e7
MT_WY_CO_coal,5.520471178930081e8
MT_WY_CO_naturalgas,3.807677032086384e6
NM_coal,2.2927682193087462e7
NM_naturalgas,238605.71697237768
PNW_coal,0.0
PNW_naturalgas,4.444821610467698e8
PNW_uranium,1.0362053635885675e8
UT_NV_coal,2.937127832520399e8
UT_NV_naturalgas,2.900293557412926e8
CA_S_uranium,8.49389554484796e8
MT_WY_CO_uranium,1.7847355451357598e-8
NM_uranium,-4.532641265209322e-9
UT_NV_uranium,7.236785633263512e-8
None,0.0
