Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,2.902374670184721e8
AZ_uranium,3.536537209000729e8
CA_N_naturalgas,8.00089087822057e7
CA_N_uranium,8.030407855919495e-8
CA_S_naturalgas,7.076380135725865e7
MT_WY_CO_coal,5.467276325052909e8
MT_WY_CO_naturalgas,1.6855552022905317e6
NM_coal,2.2195948463298786e7
NM_naturalgas,3.354957584683921e6
PNW_coal,0.0
PNW_naturalgas,4.478123181568358e8
PNW_uranium,1.0360134241563602e8
UT_NV_coal,2.964790182950014e8
UT_NV_naturalgas,3.007657943053229e8
CA_S_uranium,8.41632230729568e8
MT_WY_CO_uranium,4.3886198867804875e-9
NM_uranium,9.95182740481937e-9
UT_NV_uranium,-1.0212278626855946e-7
None,0.0
