Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_conservative_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_conservative_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_conservative_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_conservative_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_conservative_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_conservative_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_conservative_0,CA_S_nuclear_1,NM_nuclear_1
t1,0.0,25622.25562150555,0.0,0.0,19185.732000000004,0.0,5163.982163178534,0.0,0.0,0.0,1250.2627380120528,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,38116.03710585212,0.0,0.0,0.0,49199.62238838106,0.0,0.0,0.0,43154.82893035356,0.0,0.0,-9.549694368615746e-12,34317.523727716674,0.0,0.0,98014.49090726991,0.0,0.0,0.0,0.0,323.6908675716024,0.0,0.0,0.0,108535.31468696613,0.0,0.0,0.0,57565.23238417189,0.0,0.0,-1.5279510989785194e-10,11287.386000000002,10706.856000000002
t2,0.0,25622.25562150555,0.0,0.0,19185.732000000004,0.0,4082.51993005214,0.0,0.0,0.0,1250.2627380120528,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,38116.03710585212,0.0,0.0,0.0,49199.62238838106,0.0,0.0,0.0,43154.82893035356,0.0,0.0,0.0,34317.523727716674,0.0,0.0,98014.49090726994,0.0,0.0,0.0,1.5518253349000588e-11,323.6908675716036,0.0,0.0,0.0,108535.31468696613,0.0,0.0,-1.1220890883123502e-10,57565.23238417183,0.0,0.0,-1.5279510989785194e-10,11287.386000000002,10706.856000000002
t3,0.0,25622.25562150555,0.0,0.0,19185.732000000004,0.0,4082.51993005214,0.0,0.0,0.0,1250.2627380120528,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,-3.066816134378314e-11,35341.698,37434.01103484099,0.0,0.0,0.0,49199.62238838106,0.0,0.0,0.0,43154.82893035356,0.0,0.0,-9.549694368615746e-12,34317.523727716674,0.0,0.0,98014.49090726994,0.0,0.0,0.0,0.0,323.6908675716036,0.0,0.0,0.0,80021.95213608928,0.0,0.0,0.0,57565.23238417183,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t4,0.0,25622.25562150555,0.0,0.0,19185.732000000004,0.0,4082.51993005214,0.0,0.0,0.0,1250.2627380120528,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46000000003,-3.066816134378314e-11,35341.698,38116.03710585213,0.0,0.0,0.0,49199.62238838106,0.0,0.0,0.0,43154.82893035356,0.0,0.0,-9.549694368615746e-12,34317.523727716674,0.0,0.0,98014.49090726994,0.0,0.0,0.0,-2.3874235921539366e-11,323.6908675716033,0.0,0.0,0.0,108535.31468696611,0.0,0.0,0.0,57565.23238417183,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t5,0.0,25622.25562150555,0.0,0.0,19185.732000000004,0.0,4082.51993005214,0.0,0.0,0.0,1250.2627380120528,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.460000000092,0.0,35341.698,38116.03710585212,0.0,0.0,0.0,49199.62238838106,0.0,0.0,0.0,43154.82893035356,0.0,0.0,-9.549694368615746e-12,34317.523727716674,0.0,0.0,98014.4909072699,-1.4028955774847419e-11,0.0,0.0,0.0,323.69086757160363,0.0,0.0,0.0,108535.31468696611,0.0,0.0,0.0,57565.23238417183,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t6,0.0,25622.25562150555,0.0,0.0,19185.732000000004,0.0,4082.519930052141,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,38116.03710585212,0.0,0.0,0.0,49199.62238838106,0.0,0.0,1.432454155292362e-11,43154.82893035356,0.0,0.0,-9.549694368615746e-12,34317.523727716674,0.0,0.0,98014.49090727001,0.0,0.0,0.0,0.0,323.6908675716036,0.0,0.0,0.0,63145.77928180662,0.0,0.0,0.0,57565.232384171846,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t7,0.0,25622.25562150555,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,36205.39381484431,0.0,0.0,0.0,49199.62238838106,0.0,0.0,0.0,43154.82893035356,0.0,0.0,9.549694368615746e-12,18506.259346708175,0.0,0.0,98014.49090726994,0.0,0.0,0.0,0.0,323.69086757160363,0.0,0.0,0.0,108535.31468696613,0.0,0.0,0.0,57565.232384171846,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t8,0.0,1127.4208606144384,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,19058.01855292606,0.0,0.0,0.0,27649.17675697757,0.0,0.0,0.0,0.0,0.0,0.0,6.266986929404084e-12,0.0,0.0,0.0,98014.49090726994,0.0,0.0,0.0,0.0,323.6908675716036,0.0,0.0,0.0,54267.657343483064,0.0,0.0,0.0,57565.23238417183,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t9,0.0,1127.4208606144384,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,19058.01855292606,0.0,0.0,0.0,24599.81119419053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98014.49090726994,0.0,0.0,0.0,0.0,323.6908675716036,0.0,0.0,0.0,54267.657343483064,0.0,0.0,0.0,57565.23238417183,0.0,0.0,-4.774847184307873e-12,11287.386000000002,10706.856000000002
t10,0.0,1127.4208606144384,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,19058.01855292606,0.0,0.0,0.0,24599.81119419053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98014.49090726995,0.0,0.0,0.0,0.0,323.6908675716036,0.0,0.0,0.0,69536.86886534422,0.0,0.0,0.0,57565.23238417183,0.0,0.0,1.432454155292362e-11,11287.386000000002,10706.856000000002
