Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.233779909034485e8
AZ_naturalgas,3.238216835194886e8
AZ_uranium,3.3969646633057225e8
CA_N_naturalgas,2.4109087847557854e7
CA_N_uranium,1.8095619545865922e-7
CA_S_naturalgas,2.7671426677868e6
MT_WY_CO_coal,4.3544606043336445e8
MT_WY_CO_naturalgas,-2.1972184549261748e-9
NM_coal,1.8896814164087687e7
NM_naturalgas,1.3567059863481065e6
PNW_coal,0.0
PNW_naturalgas,3.1762952209773576e8
PNW_uranium,9.989001960569562e7
UT_NV_coal,2.789212961412577e8
UT_NV_naturalgas,3.319243574080046e8
CA_S_uranium,4.72120977905972e-8
MT_WY_CO_uranium,-1.7441573518794946e-8
NM_uranium,-1.9704449177447615e-8
UT_NV_uranium,-8.673642891305368e-8
None,0.0
