Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_conservative_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_conservative_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_conservative_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_conservative_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_conservative_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_conservative_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_conservative_0,CA_S_nuclear_1,NM_nuclear_1
t1,40969.9,54635.990205081835,0.0,0.0,19185.732000000004,0.0,16172.703563322975,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,1747.484257800222,0.0,0.0,0.0,0.0,26856.019083113417,0.0,12039.460000000006,0.0,35341.698,58097.858,22840.16,0.0,1100.091652034554,44606.48453683127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102365.50954810972,0.0,0.0,0.0,59234.24158918725,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t2,40969.9,54635.990205081835,0.0,0.0,19185.732000000004,0.0,16172.703563322975,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,870.8209710675179,0.0,0.0,0.0,0.0,25389.750038749033,0.0,12039.46,0.0,35341.698,58097.858,22840.16,0.0,1100.0916520345324,44606.48453683127,0.0,0.0,1.9099388737231493e-11,0.0,0.0,0.0,1.241460267920047e-10,0.0,0.0,0.0,3.40207861881936e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102365.50954810972,0.0,0.0,0.0,59234.241589187266,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t3,40969.9,54635.990205081835,0.0,0.0,19185.732000000004,0.0,16172.703563322975,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,85.07153661472977,0.0,0.0,0.0,0.0,25389.750038749033,0.0,12039.46,0.0,35341.698,58097.858,22840.16,0.0,1100.0916520345324,44606.48453683127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8537172624965024e-12,102365.50954810972,0.0,0.0,2.3874235921539366e-12,59234.241589187266,0.0,0.0,-1.9547030660760356e-11,11287.386000000002,10706.856000000002
t4,40969.9,54635.990205081835,0.0,0.0,19185.732000000004,0.0,16172.703563322975,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,85.07153661472977,0.0,0.0,0.0,0.0,25389.75003874903,0.0,12039.460000000045,0.0,35341.698,58097.858,22840.16,0.0,1100.0916520345324,44606.48453683125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.455067260598298e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.601879517920679e-11,0.0,0.0,102365.50954810972,0.0,0.0,0.0,59234.241589187244,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t5,40969.9,54635.990205081835,0.0,0.0,19185.732000000004,0.0,16172.703563322975,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,85.07153661472977,0.0,0.0,0.0,0.0,20380.241519497435,0.0,12039.46,0.0,35341.698,58097.858,22840.16,0.0,1100.0916520345324,44606.48453683127,0.0,0.0,1.9099388737231493e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7905676941154525e-12,0.0,0.0,0.0,0.0,1.1223164619877934e-11,4.604281400588661e-12,0.0,0.0,102365.50954810972,0.0,0.0,0.0,59234.241589187266,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t6,40969.9,54635.990205081835,0.0,0.0,19185.732000000004,0.0,16172.703563322979,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,10000.605650354955,0.0,12039.46,0.0,35341.698,58097.858,22840.16,0.0,1100.0916520345324,44606.48453683127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0743406164692715e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101921.23896141394,0.0,0.0,0.0,59234.241589187266,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t7,40969.9,54635.990205081835,0.0,0.0,19185.732000000004,0.0,2758.5902130993395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29045.626800000002,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,10000.605650354955,0.0,12039.46,0.0,35341.698,58097.858,22840.16,0.0,1100.0916520345322,44606.48453683127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.962306204310153e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89681.36883641942,0.0,0.0,0.0,59234.241589187266,0.0,0.0,-1.7219292658410268e-10,11287.386000000002,7494.799200000001
t8,40969.9,9260.66206747941,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39944.23280565206,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,10000.605650354955,0.0,12039.46,0.0,35341.698,29048.929,0.0,0.0,0.0,22303.242268415634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51182.754774054825,0.0,0.0,0.0,29617.120794593633,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t9,40969.9,9260.66206747941,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36326.02552462267,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,10000.605650354955,0.0,12039.46,0.0,35341.698,29048.929,0.0,0.0,0.0,22303.242268415634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51182.754774054825,0.0,0.0,0.0,29617.120794593633,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t10,40969.9,9260.66206747941,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,10000.605650354955,0.0,12039.46,0.0,35341.698,29048.929,0.0,0.0,0.0,22303.242268415634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51182.754774054825,0.0,0.0,0.0,29617.120794593633,0.0,0.0,0.0,11287.386000000002,10706.856000000002
