Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,-4600.0,0.0,-767.3140000000001,-19080.70339732029,1838.231,1687.1795,-7999.2066345382345,0.0,10521.673999999999,5560.0,444.2442606696452,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t2,-4600.0,-524.3855978208982,-767.3140000000001,-18964.158259521082,1838.231,1687.1795,-7292.758452620183,0.0,10521.673999999999,5560.0,1035.782848816092,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t3,-4600.0,-2839.3427652902546,-767.3140000000001,-19121.180730734464,1838.231,1687.1795,-7770.876005810762,0.0,10521.673999999999,5560.0,1141.0608427931934,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t4,-4600.0,-958.1234515462763,-767.3140000000001,-18733.69654439861,1838.231,1687.1795,-8427.714073039284,0.0,10521.673999999999,5560.0,1021.983847122956,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t5,-4600.0,-595.6037444353368,-767.3140000000001,-19527.33516015648,1838.231,1687.1795,-7863.85139968625,0.0,10521.673999999999,5560.0,1088.9291039157558,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t6,-4600.0,-4156.924619101426,-767.3140000000001,-20273.629786008194,1838.231,1687.1795,-8441.020115698866,0.0,10521.673999999999,5560.0,1305.8335738348821,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t7,-4600.0,-7730.8825,-767.3140000000001,-20219.290975762262,1838.231,1687.1795,-8846.337987619947,0.0,10521.673999999999,5560.0,-39.60778631854462,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t8,-4600.0,0.0,0.0,-10571.957072654437,1838.231,0.0,-3722.6941651331595,0.0,10164.588030738032,4174.714466925622,-218.95750300992967,-6059.371323179372,-4774.3150000000005,-1314.1785,0.0
t9,-4510.48279558902,2419.3364004743034,0.0,-10232.91930670286,1282.2800243063148,0.0,0.0,0.0,0.0,5560.0,0.0,0.0,-4774.3150000000005,0.0,0.0
t10,-4219.25952289462,6560.882232594424,0.0,-6590.044433093455,0.0,0.0,0.0,0.0,0.0,4632.130641506515,0.0,0.0,-3045.5896279814433,0.0,0.0
