Sum Range ID,Operator
Northern_California_Flow_Battery_132_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_135_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_138_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_141_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_144_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_149_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_150_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_155_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_157_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_158_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_159_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_166_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_172_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_178_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_179_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_180_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_25_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_26_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_29_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_31_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_35_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_38_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_41_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_44_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_5_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_51_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_57_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_68_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_70_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_73_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_76_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_80_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_82_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_83_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_84_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_85_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_92_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_94_GenericTxBuildPotential,<=
Northern_California_Flow_Battery_96_GenericTxBuildPotential,<=
Northern_California_Geothermal_100_GenericTxBuildPotential,<=
Northern_California_Geothermal_35_GenericTxBuildPotential,<=
Northern_California_Geothermal_5_GenericTxBuildPotential,<=
Northern_California_Geothermal_70_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_100_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_112_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_113_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_114_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_116_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_121_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_122_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_126_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_127_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_130_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_132_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_135_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_138_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_141_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_144_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_149_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_150_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_155_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_157_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_158_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_159_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_166_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_172_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_178_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_179_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_180_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_25_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_26_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_29_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_31_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_35_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_38_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_41_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_44_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_5_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_51_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_57_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_68_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_70_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_73_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_76_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_80_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_82_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_83_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_84_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_85_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_92_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_94_GenericTxBuildPotential,<=
Northern_California_Li_Battery_4hr_96_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_100_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_112_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_113_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_114_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_116_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_121_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_122_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_126_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_127_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_130_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_132_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_135_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_138_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_141_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_144_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_149_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_150_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_155_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_157_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_158_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_159_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_166_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_172_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_178_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_179_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_180_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_25_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_26_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_29_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_31_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_35_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_38_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_41_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_44_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_5_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_51_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_57_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_68_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_70_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_73_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_76_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_80_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_82_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_83_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_84_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_85_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_92_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_94_GenericTxBuildPotential,<=
Northern_California_Li_Battery_8hr_96_GenericTxBuildPotential,<=
Northern_California_Pumped_Storage_5_GenericTxBuildPotential,<=
Northern_California_Solar_100_GenericTxBuildPotential,<=
Northern_California_Solar_112_GenericTxBuildPotential,<=
Northern_California_Solar_113_GenericTxBuildPotential,<=
Northern_California_Solar_114_GenericTxBuildPotential,<=
Northern_California_Solar_116_GenericTxBuildPotential,<=
Northern_California_Solar_121_GenericTxBuildPotential,<=
Northern_California_Solar_122_GenericTxBuildPotential,<=
Northern_California_Solar_126_GenericTxBuildPotential,<=
Northern_California_Solar_127_GenericTxBuildPotential,<=
Northern_California_Solar_130_GenericTxBuildPotential,<=
Northern_California_Solar_132_GenericTxBuildPotential,<=
Northern_California_Solar_135_GenericTxBuildPotential,<=
Northern_California_Solar_138_GenericTxBuildPotential,<=
Northern_California_Solar_141_GenericTxBuildPotential,<=
Northern_California_Solar_144_GenericTxBuildPotential,<=
Northern_California_Solar_149_GenericTxBuildPotential,<=
Northern_California_Solar_150_GenericTxBuildPotential,<=
Northern_California_Solar_155_GenericTxBuildPotential,<=
Northern_California_Solar_157_GenericTxBuildPotential,<=
Northern_California_Solar_158_GenericTxBuildPotential,<=
Northern_California_Solar_159_GenericTxBuildPotential,<=
Northern_California_Solar_166_GenericTxBuildPotential,<=
Northern_California_Solar_172_GenericTxBuildPotential,<=
Northern_California_Solar_178_GenericTxBuildPotential,<=
Northern_California_Solar_179_GenericTxBuildPotential,<=
Northern_California_Solar_180_GenericTxBuildPotential,<=
Northern_California_Solar_25_GenericTxBuildPotential,<=
Northern_California_Solar_26_GenericTxBuildPotential,<=
Northern_California_Solar_29_GenericTxBuildPotential,<=
Northern_California_Solar_31_GenericTxBuildPotential,<=
Northern_California_Solar_35_GenericTxBuildPotential,<=
Northern_California_Solar_38_GenericTxBuildPotential,<=
Northern_California_Solar_41_GenericTxBuildPotential,<=
Northern_California_Solar_44_GenericTxBuildPotential,<=
Northern_California_Solar_5_GenericTxBuildPotential,<=
Northern_California_Solar_51_GenericTxBuildPotential,<=
Northern_California_Solar_57_GenericTxBuildPotential,<=
Northern_California_Solar_68_GenericTxBuildPotential,<=
Northern_California_Solar_70_GenericTxBuildPotential,<=
Northern_California_Solar_73_GenericTxBuildPotential,<=
Northern_California_Solar_76_GenericTxBuildPotential,<=
Northern_California_Solar_80_GenericTxBuildPotential,<=
Northern_California_Solar_82_GenericTxBuildPotential,<=
Northern_California_Solar_83_GenericTxBuildPotential,<=
Northern_California_Solar_84_GenericTxBuildPotential,<=
Northern_California_Solar_85_GenericTxBuildPotential,<=
Northern_California_Solar_92_GenericTxBuildPotential,<=
Northern_California_Solar_94_GenericTxBuildPotential,<=
Northern_California_Solar_96_GenericTxBuildPotential,<=
Northern_California_Wind_159_GenericTxBuildPotential,<=
Northern_California_Wind_26_GenericTxBuildPotential,<=
Northern_California_Wind_35_GenericTxBuildPotential,<=
Northern_California_Wind_5_GenericTxBuildPotential,<=
Northern_California_Wind_76_GenericTxBuildPotential,<=
Northern_California_Wind_83_GenericTxBuildPotential,<=
Northern_Nevada_Geothermal_19_GenericTxBuildPotential,<=
Pacific_Northwest_Geothermal_5_GenericTxBuildPotential,<=
Riverside_East_Pumped_Storage_59_GenericTxBuildPotential,<=
Riverside_Flow_Battery_129_GenericTxBuildPotential,<=
Riverside_Flow_Battery_59_GenericTxBuildPotential,<=
Riverside_Flow_Battery_60_GenericTxBuildPotential,<=
Riverside_Flow_Battery_9_GenericTxBuildPotential,<=
Riverside_Li_Battery_4hr_129_GenericTxBuildPotential,<=
Riverside_Li_Battery_4hr_59_GenericTxBuildPotential,<=
Riverside_Li_Battery_4hr_60_GenericTxBuildPotential,<=
Riverside_Li_Battery_4hr_9_GenericTxBuildPotential,<=
Riverside_Li_Battery_8hr_129_GenericTxBuildPotential,<=
Riverside_Li_Battery_8hr_59_GenericTxBuildPotential,<=
Riverside_Li_Battery_8hr_60_GenericTxBuildPotential,<=
Riverside_Li_Battery_8hr_9_GenericTxBuildPotential,<=
Riverside_Solar_129_GenericTxBuildPotential,<=
Riverside_Solar_59_GenericTxBuildPotential,<=
Riverside_Solar_60_GenericTxBuildPotential,<=
Riverside_Solar_9_GenericTxBuildPotential,<=
Riverside_West_Pumped_Storage_9_GenericTxBuildPotential,<=
San_Diego_Pumped_Storage_119_GenericTxBuildPotential,<=
Solano_Wind_122_GenericTxBuildPotential,<=
Solano_Wind_126_GenericTxBuildPotential,<=
Solano_Wind_85_GenericTxBuildPotential,<=
Solano_Wind_94_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Flow_Battery_15_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Flow_Battery_16_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Flow_Battery_19_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Flow_Battery_2_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Flow_Battery_40_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Flow_Battery_42_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_4hr_15_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_4hr_16_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_4hr_19_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_4hr_2_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_4hr_40_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_4hr_42_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_8hr_15_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_8hr_16_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_8hr_19_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_8hr_2_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_8hr_40_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Li_Battery_8hr_42_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Solar_15_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Solar_16_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Solar_19_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Solar_2_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Solar_40_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Solar_42_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Wind_15_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Wind_16_GenericTxBuildPotential,<=
Southern_NV_Eldorado_Wind_2_GenericTxBuildPotential,<=
Southern_PGAE_Adiabatic_CAES_12_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_102_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_109_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_111_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_117_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_118_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_12_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_124_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_136_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_139_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_140_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_145_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_147_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_148_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_151_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_152_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_154_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_160_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_161_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_162_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_163_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_164_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_165_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_168_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_169_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_17_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_170_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_173_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_174_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_175_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_176_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_177_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_181_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_22_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_23_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_24_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_27_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_3_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_33_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_34_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_37_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_39_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_43_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_45_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_46_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_47_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_49_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_52_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_54_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_61_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_69_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_72_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_74_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_75_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_79_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_8_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_93_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_95_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_98_GenericTxBuildPotential,<=
Southern_PGAE_Flow_Battery_99_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_102_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_109_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_111_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_117_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_118_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_12_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_124_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_136_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_139_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_140_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_145_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_147_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_148_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_151_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_152_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_154_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_160_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_161_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_162_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_163_GenericTxBuildPotential,<=
Southern_PGAE_Li_Battery_4hr_164_GenericTxBuildPotential,<=
