BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.500296067960966e8,6.770670877318036e6,-7.984375842344325e6,0.0,0.0,12877.066881274575,0.0,3.3904833644574225e7,-3.823359113954436e6,-1.7891025342857143e8,1.605973216000329e8,1.121306369761485e7,-1.3673038063637221e7,0.0,0.0,14883.10200304115,0.0,3.3653700059189074e7,-4.0465573952025403e6,-1.877593729999999e8,2.0094027463904414e8,9.830546543730108e6,-1.1921226448465168e7,0.0,0.0,19786.52204787368,0.0,1.0421040516459762e8,-6.387447563811694e6,-2.966923388571429e8,2.2123660123920056e8,2.186978535137882e6,-2.685223559233061e6,0.0,0.0,13014.968748649513,0.0,-6.0638962187392205e7,-3.62778242503321e6,-1.5648462657142854e8,8.094515892348439e7,607372.4268655708,-714555.7958928096,0.0,0.0,3047.8457259128877,0.0,-3.196588505073594e7,-2.015776778018534e6,-4.685936157142856e7,3.27535919056964e8,1.0035947972574481e6,-1.2471873739732408e6,0.0,0.0,23575.291854255334,0.0,-2.6560122979691908e7,-6.768977935267576e6,-2.93986800857143e8,1.972782978054814e8,1.4656444877604777e6,-1.7242876316467894e6,0.0,0.0,9034.155091706623,0.0,-5.2603968650540866e7,-5.555676166145939e6,-1.3886904400000006e8
t1,15606.302321483421,1165.3925796067897,-0.0,0.0,0.0,0.0,0.0,2727.567998192223,-557.2628992824347,-18942.0,4911.843174143341,2246.9,-0.0,0.0,0.0,0.0,0.0,12759.30820640209,-601.0513805454303,-19317.0,16390.425665530205,1506.8912774101054,-0.0,0.0,0.0,0.0,0.0,16565.64220342329,-931.9591463635782,-33531.0,28796.55759930806,0.0,-539.9581514856745,0.0,0.0,0.0,0.0,-10119.112827233002,-629.4866205893812,-17508.0,11795.79087520638,0.0,-0.0,0.0,0.0,0.0,0.0,-6255.549672766997,-279.2412024393812,-5261.0,39951.427134836216,314.0,-0.0,0.0,0.0,0.0,0.0,-6744.216490489976,-1222.2106443462385,-32299.0,24873.947311527438,0.0,-0.0,0.0,0.0,0.0,0.0,-8933.639417527624,-875.3078939998121,-15065.0
t2,15767.419256562835,1021.9202602558425,-0.0,0.0,0.0,0.0,0.0,2877.104517197128,-550.444034015811,-19116.0,4862.403770531278,3222.3233079214533,-0.0,0.0,0.0,0.0,0.0,12847.284711488868,-604.0117899416005,-20328.0,16758.97151116152,0.0,-0.0,0.0,0.0,0.0,0.0,16328.129179331601,-928.1006904931246,-32159.0,28161.372710840285,0.0,-84.5606395930795,0.0,0.0,0.0,0.0,-9417.163908430275,-642.6481628169324,-18017.0,12533.901336236657,0.0,-0.0,0.0,0.0,0.0,0.0,-6957.498591569725,-292.40274466693234,-5284.0,41197.06706233637,378.6,-0.0,0.0,0.0,0.0,0.0,-5417.083297664074,-1313.583764672302,-34845.0,25017.753039670133,1088.700585009271,-0.0,0.0,0.0,0.0,0.0,-10260.772610353526,-966.6810143258756,-14879.0
t3,15157.537153522919,1317.5650495681273,-0.0,0.0,0.0,0.0,0.0,2701.3559649090994,-558.4581680001451,-18618.0,4837.546104547928,2246.9,-0.0,0.0,0.0,0.0,0.0,14194.913390440392,-649.3594949883192,-20630.0,16447.213476856068,0.0,-0.0,0.0,0.0,0.0,0.0,15156.24905266811,-981.4625295241775,-30622.0,28668.061774409533,0.0,-575.108583364593,0.0,0.0,0.0,0.0,-9295.014731154079,-644.938459890861,-18153.0,12657.340810586786,0.0,-0.0,0.0,0.0,0.0,0.0,-7079.647768845922,-294.693041740861,-5283.0,42913.56412658869,273.9333333336838,-0.0,0.0,0.0,0.0,0.0,-6200.877957585682,-1259.6195023366993,-35727.0,24739.69470242219,0.0,-0.0,0.0,0.0,0.0,0.0,-9476.977950431918,-912.7167519902729,-14350.0
t4,14973.733794206462,1278.4811974436898,-0.0,0.0,0.0,0.0,0.0,2753.849472408041,-556.0644640581934,-18450.0,5762.2880987405315,3683.1945145856853,-0.0,0.0,0.0,0.0,0.0,12304.256269543936,-585.7388828701535,-21164.0,16437.03554739843,0.0,-0.0,0.0,0.0,0.0,0.0,16994.412666065626,-915.4482134640599,-32516.0,28567.01150585414,0.0,-291.7652154209556,0.0,0.0,0.0,0.0,-9423.721074479678,-642.5252159535061,-18209.0,12560.221223323828,0.0,-0.0,0.0,0.0,0.0,0.0,-6950.941425520323,-292.2797978035061,-5317.0,42404.57014792047,44.248637957199996,-0.0,0.0,0.0,0.0,0.0,-6065.906498589064,-1268.9122872886164,-35114.0,24454.300526583644,372.65841978708124,-0.0,0.0,0.0,0.0,0.0,-9611.949409428536,-922.00953694219,-14293.0
t5,15250.336876572723,1212.1101966722972,-0.0,0.0,0.0,0.0,0.0,2621.645874861305,-562.0929481063246,-18522.0,5549.2304869921645,5289.191063060345,-0.0,0.0,0.0,0.0,0.0,11850.032710040347,-570.4542600928577,-22118.0,16402.352251618948,0.0,-0.0,0.0,0.0,0.0,0.0,17580.839823115948,-906.1920747348953,-33077.0,29027.62093466344,0.0,-626.4862626508234,0.0,0.0,0.0,0.0,-9520.422609847254,-640.712062165364,-18240.0,12677.559850574742,0.0,-189.85331640663094,0.0,0.0,0.0,0.0,-6854.239890152747,-290.46664401536395,-5343.0,42486.44524494416,64.6,-0.0,0.0,0.0,0.0,0.0,-6541.905488082148,-1236.1397568620175,-34773.0,24103.571962352442,110.6154640985996,-0.0,0.0,0.0,0.0,0.0,-9135.950419935452,-889.2370065155911,-14189.0
t6,16549.37216355863,836.487819197303,-0.0,0.0,0.0,0.0,0.0,1881.9625260559196,-595.8225088118501,-18672.0,5688.740595260917,2818.0,-0.0,0.0,0.0,0.0,0.0,15165.27144837697,-682.012043637885,-22990.0,18105.2299208647,123.96506453604161,-0.0,0.0,0.0,0.0,0.0,15005.284433584711,-1051.4794189854483,-32183.0,28539.30392855926,0.0,-578.5,0.0,0.0,0.0,0.0,-9317.282998684599,-644.5209298746638,-17999.0,12939.99567090581,0.0,-295.34065786574615,0.0,0.0,0.0,0.0,-7057.3795013154,-294.2755117246637,-5293.0,43299.583263152985,0.0,-0.0,0.0,0.0,0.0,0.0,-7501.734556520864,-1229.8487066321275,-34568.0,23053.067307782436,0.0,-0.0,0.0,0.0,0.0,0.0,-8176.121351496736,-882.9459562857011,-13994.0
t7,16810.053834382587,355.767034255673,-0.0,0.0,0.0,0.0,0.0,2243.514854018492,-579.3357226567568,-18830.0,5532.388801725001,0.0,-0.0,0.0,0.0,0.0,0.0,18619.870499999997,-798.2593017249999,-23354.0,20774.192200157504,0.0,-804.0853632391481,0.0,0.0,0.0,0.0,11189.13305399911,-1151.2398909174701,-30008.0,27668.095119929367,0.0,-946.2157862632712,0.0,0.0,0.0,0.0,-8631.499972041882,-657.3793616242148,-17433.0,13541.637129298078,0.0,-295.34065786574615,0.0,0.0,0.0,0.0,-7743.162527958118,-307.1339434742147,-5196.0,44698.22558623009,0.0,-0.0,0.0,0.0,0.0,0.0,-9254.686161589016,-1350.5394246410697,-34093.0,21398.80642072323,0.0,-0.0,0.0,0.0,0.0,0.0,-6423.169746428584,-1003.6366742946433,-13972.0
t8,10203.986228860449,0.0,-97.3,0.0,0.0,0.0,0.0,9246.17955903138,-464.8657878918309,-18888.0,15655.502364683483,0.0,-2246.9,0.0,0.0,0.0,0.0,10221.238312635664,-500.8406773191475,-23129.0,28380.122676052906,0.0,-1665.0,0.0,0.0,0.0,0.0,3841.245800754306,-372.3684768072116,-30184.0,26381.929596567796,0.0,-578.5,0.0,0.0,0.0,0.0,-8241.429860873539,-468.9997356942541,-17093.0,11237.00312716402,0.0,-120.3370599597564,0.0,0.0,0.0,0.0,-5703.882524717721,-276.78354248654273,-5136.0,40333.574282752714,0.0,-314.0,0.0,0.0,0.0,0.0,-5824.018947089203,-827.555335663511,-33368.0,18048.21754941962,0.0,-0.0,0.0,0.0,0.0,0.0,-3539.3323397408876,-625.8852096787285,-13883.0
