Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.1085753283625512e8
AZ_naturalgas,9.066883647721198e7
AZ_uranium,3.4078209762601197e8
CA_N_naturalgas,3.512469034849854e7
CA_N_uranium,6.998599117369501e7
CA_S_naturalgas,7.012761147559832e6
MT_WY_CO_coal,3.8365721605987847e8
MT_WY_CO_naturalgas,31446.301625232514
NM_coal,1.91652036438318e7
NM_naturalgas,1.5725144729241193e6
PNW_coal,0.0
PNW_naturalgas,2.508821330066715e8
PNW_uranium,1.0090959616738057e8
UT_NV_coal,2.665487559171766e8
UT_NV_naturalgas,3.4043320448944664e8
CA_S_uranium,1.243429185338687e9
MT_WY_CO_uranium,-1.751302385244458e-8
NM_uranium,-6.728488697537782e-9
UT_NV_uranium,5.699306943052206e-9
None,0.0
