Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.8848999494976547e7
AZ_naturalgas,6.2185140750845484e7
AZ_uranium,3.581514227183902e8
CA_N_naturalgas,486982.6189580366
CA_N_uranium,9.209537621689806e8
CA_S_naturalgas,1.9467730607372548e6
MT_WY_CO_coal,5.2123861377525055e8
MT_WY_CO_naturalgas,187669.2482634751
NM_coal,2.165541797006422e7
NM_naturalgas,2.706864619301231e6
PNW_coal,0.0
PNW_naturalgas,3.566194031917619e8
PNW_uranium,1.0546562450876562e8
UT_NV_coal,2.8566831086656857e8
UT_NV_naturalgas,4.69006124748156e8
CA_S_uranium,1.485812596525754e9
MT_WY_CO_uranium,-7.161439548042383e-9
NM_uranium,-3.176821472550273e-9
UT_NV_uranium,-8.169442148098227e-8
None,0.0
