Time_Index,Arizona_Solar,BANC_Biogas,BANC_Biomass,BANC_CCGT1,BANC_CCGT2,BANC_Geothermal,BANC_Geothermal_New_Planned,BANC_Hydro,BANC_Li_Battery,BANC_Li_Battery_New_Planned,BANC_Peaker1,BANC_Peaker2,BANC_Reciprocating_Engine,BANC_Solar,BANC_Solar_New_Planned,BANC_Wind,BANC_Wind_New_Planned,Baja_California_Wind,CAISO_Adiabatic_CAES_24hr,CAISO_Advanced_CCGT,CAISO_Advanced_CCGT_CCS_95,CAISO_Advanced_Nuclear_SMR,CAISO_Aero_CT,CAISO_Allam_Cycle_100,CAISO_Biogas,CAISO_Biomass,CAISO_CCGT1,CAISO_CCGT1_Retrofit_CCS_90,CAISO_CCGT2,CAISO_CCGT_Remote,CAISO_CHP,CAISO_Coal,CAISO_Enhanced_Geothermal_Systems,CAISO_Flow_Battery_8hr_Dispatch,CAISO_Generic_Energy_Storage_100hr,CAISO_Generic_Energy_Storage_24hr,CAISO_Geothermal,CAISO_Hydro,CAISO_Li_Battery_4hr_Baseline,CAISO_Li_Battery_4hr_Dispatch,CAISO_Li_Battery_8hr_Baseline,CAISO_Li_Battery_8hr_Dispatch,CAISO_New_Pumped_Storage_12hr,CAISO_New_Reciprocating_Engine,CAISO_Nuclear,CAISO_Peaker1,CAISO_Peaker2,CAISO_Pumped_Hydro,CAISO_Reciprocating_Engine,CAISO_ST,CAISO_Shed_DR_Existing,CAISO_Solar,CAISO_Wind,Cape_Mendocino_Offshore_Wind,Central_Nevada_Geothermal,Central_Valley_North_Los_Banos_Wind,Customer_PV,Del_Norte_Offshore_Wind,Distributed_Solar,Greater_Imperial_Geothermal,Greater_Imperial_Solar,Greater_Imperial_Wind,Greater_Kramer_Solar,Greater_LA_Solar,Humboldt_Bay_Offshore_Wind,IID_Biogas,IID_Biomass,IID_CCGT1,IID_Geothermal,IID_Geothermal_New_Planned,IID_Li_Battery,IID_Li_Battery_New_Planned,IID_Peaker1,IID_Peaker2,IID_ST,IID_Solar,IID_Solar_New_Planned,Idaho_Wind,InState_Biomass,Inyokern_North_Kramer_Geothermal,LDWP_Biogas,LDWP_CCGT1,LDWP_CCGT2,LDWP_CHP,LDWP_Coal,LDWP_Geothermal,LDWP_Geothermal_New_Planned,LDWP_Hydro,LDWP_Li_Battery,LDWP_Li_Battery_New_Planned,LDWP_Nuclear,LDWP_Peaker1,LDWP_Peaker1_New_Planned,LDWP_Pumped_Hydro,LDWP_ST,LDWP_Solar,LDWP_Solar_New_Planned,LDWP_Wind,LDWP_Wind_New_Planned,Morro_Bay_Offshore_Wind,NW_Biogas,NW_Biomass,NW_CCGT1,NW_CCGT2,NW_Coal,NW_Geothermal,NW_Hydro,NW_Hydro_for_CAISO,NW_Li_Battery,NW_Li_Battery_New_Planned,NW_Nuclear,NW_Nuclear_New_Planned,NW_Peaker1,NW_Peaker1_New_Planned,NW_Peaker2,NW_Pumped_Hydro,NW_Reciprocating_Engine,NW_Solar,NW_Solar_New_Planned,NW_Wind,NW_Wind_New_Planned,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,Northern_Nevada_Geothermal,Pacific_Northwest_Geothermal,Riverside_Solar,SW_Biogas,SW_Biomass,SW_CCGT1,SW_CCGT2,SW_Coal,SW_Geothermal,SW_Hydro,SW_Li_Battery,SW_Li_Battery_New_Planned,SW_Nuclear,SW_Peaker1,SW_Peaker1_New_Planned,SW_Peaker2,SW_Pumped_Hydro,SW_Reciprocating_Engine,SW_ST,SW_Solar,SW_Solar_New_Planned,SW_Wind,SW_Wind_New_Planned,Shed_ag_Pumping,Shed_com_HVAC fans,Shed_com_IT equipment,Shed_com_Lighting,Shed_com_Office Equipment,Shed_com_Refrigeration,Shed_com_Space cooling,Shed_com_Space heating,Shed_com_Water heating,Shed_ind_Ind. cooling,Shed_ind_Ind. heat,Shed_ind_Process,Shed_ind_Pumping,Shed_res_Appliances,Shed_res_Electronics,Shed_res_Lighting,Shed_res_Pool pumps,Shed_res_Refrigeration,Shed_res_Spa heater,Shed_res_Space cooling,Shed_res_Space heating,Shed_res_Water heating,Solano_Wind,Southern_NV_Eldorado_Solar,Southern_NV_Eldorado_Wind,Southern_PGAE_Solar,Tehachapi_Solar,Tehachapi_Wind,Utah_Geothermal,Utah_Wind,Wyoming_Wind
106,0.5765043048,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.5130846897,0.5130846897,0.0960715443,0.0960715443,0.3539402338,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.7998542465,0.2375892537,0.1676086595,0.93,0.0343454073,0.5334271001,0.0,0.6224359571,0.93,0.9130856537,0.3539402338,0.9282627043,0.9204797075,0.0,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.7872323286,0.7872323286,0.1227890521,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.6341259493,0.6341259493,0.1678019392,0.1678019392,0.5280542302,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4810452519,0.4810452519,0.0133567246,0.0133567246,0.2155708986,0.93,0.8322982128,0.0889546645,0.93,0.93,0.9130856537,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.6012345602,0.6012345602,0.2805015741,0.2805015741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4797596949,0.0,0.8701328314,0.9116442224,0.4849351687,0.93,0.1331210266,0.2895422256
107,0.5240948225,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.6099274688,0.6099274688,0.0747223122,0.0747223122,0.2986370723,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.8334838243,0.1529196862,0.1577493266,0.93,0.0228969382,0.6667838752,0.0,0.7688914764,0.93,0.9257673989,0.2986370723,0.0,0.9332641479,0.0,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.834816139,0.834816139,0.0,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.5760752052,0.5760752052,0.136418191,0.136418191,0.4680480676,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4631749226,0.4631749226,0.0032206979,0.0032206979,0.0,0.93,0.8449087918,0.0635390461,0.93,0.93,0.9257673989,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.5543969795,0.5543969795,0.3492421953,0.3492421953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2651303577,0.1084953581,0.8957249735,0.0,0.301446186,0.93,0.1464331293,0.2595895816
108,0.5371971931,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.5991637298,0.5991637298,0.0701850667,0.0701850667,0.2765158077,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.864995141,0.1080157538,0.1676086595,0.93,0.0457938764,0.7051311023,0.0,0.842119236,0.93,0.0,0.2765158077,0.0,0.9204797075,0.0,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.8614404974,0.8614404974,0.1500755081,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.6780718824,0.6780718824,0.151670106,0.151670106,0.4320443701,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5213028129,0.5213028129,0.0027605982,0.0027605982,0.2382625722,0.93,0.0,0.0,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.6013582882,0.6013582882,0.4056902322,0.4056902322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0120952523,0.7322647975,0.0602751989,0.9085210445,0.0,0.1965953387,0.93,0.1996815399,0.2695737963
109,0.838551716,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.6663170698,0.6663170698,0.0832598701,0.0832598701,0.28757644,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.7877096926,0.0968680524,0.0,0.93,0.103036222,0.7097098757,0.0104905293,0.8543238627,0.93,0.0,0.28757644,0.7426101634,0.0,0.0,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.9008840782,0.9008840782,0.1773619641,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.7124802884,0.7124802884,0.2004824088,0.2004824088,0.4440456026,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7214283197,0.7214283197,0.0013802991,0.0013802991,0.294991756,0.93,0.8322982128,0.0,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.7870461432,0.7870461432,0.4530870128,0.4530870128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0483810091,0.1262525513,0.0241100796,0.0,0.0,0.1703826268,0.93,0.2795541559,0.3294790843
110,0.9433706805,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.7242034385,0.7242034385,0.084859995,0.084859995,0.3428796015,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.7826055819,0.1028540245,0.1971866583,0.93,0.1602785676,0.649613475,0.031471588,0.7933007296,0.93,0.9130856537,0.3428796015,0.6807259832,0.9332641479,0.0,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.8758357769,0.8758357769,0.1364322801,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.8616388709,0.8616388709,0.2155182036,0.2155182036,0.5040517652,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7839993424,0.7839993424,0.0029432548,0.0029432548,0.3971042869,0.93,0.6557501071,0.0762468553,0.93,0.93,0.9130856537,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.9068865001,0.9068865001,0.5198618689,0.5198618689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0725715137,0.6438880116,0.0,0.0,0.0,0.1834889828,0.93,0.3061783612,0.3794001577
111,0.0,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.6555394916,0.6555394916,0.1032721065,0.1032721065,0.4534859246,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.7003146375,0.1254564083,0.2563426558,0.93,0.2289693822,0.5580380071,0.0524526466,0.6590498369,0.93,0.8877221633,0.4534859246,0.6064649668,0.9204797075,0.0199295411,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.8096811896,0.8096811896,0.1091458241,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.7733244858,0.7733244858,0.2342589169,0.2342589169,0.5760591602,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.788672649,0.788672649,0.0196892001,0.0196892001,0.4878709811,0.93,0.5422548962,0.0889546645,0.93,0.93,0.8877221633,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.8639996363,0.8639996363,0.5508161167,0.5508161167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1088572705,0.1641283167,0.0361651194,0.1151646394,0.8993247058,0.1965953387,0.93,0.3328025665,0.4193370164
112,0.93026831,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.6604758438,0.6604758438,0.1110096019,0.1110096019,0.5862135122,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.6082298365,0.1467707169,0.3154986533,0.93,0.2747632587,0.3703082981,0.0839242346,0.4759804378,0.93,0.798949947,0.5862135122,0.8292480159,0.0127844404,0.0597886233,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.6823975999,0.6823975999,0.0818593681,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.7260284689,0.7260284689,0.2529996303,0.2529996303,0.6240640902,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7401171771,0.7401171771,0.0271546035,0.0271546035,0.4992168179,0.93,0.4918125803,0.0,0.93,0.93,0.798949947,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.8354641209,0.8354641209,0.5105921944,0.5105921944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1451430274,0.0631262756,0.0723302387,0.0767764263,0.8377271233,0.0,0.93,0.3594267719,0.4492896605
113,0.0262047411,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.1631796037,0.1631796037,0.0736484458,0.0736484458,0.6193954091,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.4113962572,0.1620825763,0.345076652,0.93,0.0,0.1928808291,0.1153958226,0.2318879056,0.93,0.4819063172,0.6193954091,0.2599135572,0.0,0.0996477056,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.3075817126,0.3075817126,0.0,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.1815044381,0.1815044381,0.2510391108,0.2510391108,0.6600677877,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1794267099,0.1794267099,0.0403608184,0.0403608184,0.4197959605,0.93,0.3783173695,0.1016624737,0.93,0.93,0.4819063172,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.0906590537,0.0906590537,0.3523262624,0.3523262624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1326054377,0.6525996235,0.5913367929,0.0,0.93,0.3461146692,0.4293212311
114,0.0131023706,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.0528031074,0.0528031074,0.0613737049,0.0613737049,0.5972741445,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.0537500197,0.1892117537,0.3549359849,0.93,0.0,0.0234662136,0.1363768813,0.0244092532,0.93,0.0,0.5972741445,0.0,0.0,0.1494715584,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.0019296747,0.0019296747,0.1227890521,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.0293069647,0.0293069647,0.2377477153,0.2377477153,0.6960714852,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0750525264,0.0750525264,0.0785660846,0.0785660846,0.0,0.93,0.1008846319,0.177909329,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.0164058723,0.0164058723,0.27650015,0.27650015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1209525228,0.0,0.1808255968,0.1407567815,0.0862366156,0.1834889828,0.93,0.3061783612,0.4093528018
115,0.0,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.0212911463,0.0212911463,0.0995349234,0.0995349234,0.541970983,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.0,0.2260935576,0.3647953178,0.93,0.3549025425,0.0,0.1468674106,0.0,0.93,0.0,0.541970983,0.0,0.0,0.1893306406,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.0,0.0,0.2455781042,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.0,0.0,0.2676031845,0.2676031845,0.7320751827,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0172090036,0.0172090036,0.1134057666,0.1134057666,0.3744126134,0.93,0.0,0.4193577041,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.0010820117,0.0010820117,0.2194580153,0.2194580153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1330477751,0.0,0.0,0.0,0.0,0.0,0.93,0.3328025665,0.0
116,0.0,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.0,0.0,0.2177557622,0.2177557622,0.4645465569,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.0,0.2400481662,0.3352173191,0.93,0.4235933572,0.0,0.1363768813,0.0,0.93,0.0,0.4645465569,0.0,0.0,0.2192249523,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.0,0.0,0.3820103843,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.0,0.0,0.2750130217,0.2750130217,0.7560776477,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1565519324,0.1565519324,0.2836459192,0.93,0.0,0.4574811317,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.0,0.0,0.1802650277,0.1802650277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1451430274,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.2995264403
117,0.0,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.0,0.0,0.318364552,0.318364552,0.4092433953,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.0,0.2302058416,0.2859206545,0.93,0.412144888,0.0,0.1468674106,0.0,0.93,0.0,0.4092433953,0.0,0.0,0.2291897228,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.0,0.0,0.4638697523,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.0,0.0,0.2787179404,0.2787179404,0.0,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.198607331,0.198607331,0.2042250619,0.93,0.0,0.4828967501,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.0,0.0,0.1402595238,0.1402595238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1330477751,0.0,0.168770557,0.0,0.0,0.1703826268,0.93,0.0,0.1597474348
118,0.0,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.0,0.0,0.3060898111,0.3060898111,0.3871221307,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.0,0.2048486737,0.2464833229,0.93,0.3320056043,0.0,0.0,0.0,0.93,0.0,0.3871221307,0.0,0.0,0.2391544934,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.0,0.0,0.0,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.0,0.0,0.3031240918,0.3031240918,0.6840702527,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2527557137,0.2527557137,0.147495878,0.93,0.0,0.5083123686,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.0,0.0,0.1121447145,0.1121447145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1088572705,0.0,0.0,0.0,0.0,0.1572762709,0.93,0.3727388745,0.0698895027
119,0.0,0.93,0.93,0.75,0.75,0.93,0.93,0.0,1.0,1.0,0.34,0.34,0.81,0.0,0.0,0.251116606,0.251116606,0.2986370723,1.0,0.52,0.52,1.0,0.81,0.52,0.968002244,0.931066906,0.52,0.52,0.52,0.52,0.949450983,0.52,0.93,1.0,1.0,1.0,0.998046444,0.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.81,0.81,1.0,0.81,1.0,1.0,0.0,0.1841224832,0.226764657,0.93,0.2518663205,0.0,0.1573579399,0.0,0.93,0.0,0.2986370723,0.0,0.0,0.2590840345,0.93,0.93,0.67,0.93,0.93,1.0,1.0,0.54,0.54,1.0,0.0,0.0,0.4229400683,0.931066906,0.93,0.93,0.74,0.74,1.0,0.74,0.93,0.93,0.0,1.0,1.0,1.0,0.78,0.78,1.0,1.0,0.0,0.0,0.3218648051,0.3218648051,0.5880603927,0.93,0.93,1.0,1.0,1.0,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3104063573,0.3104063573,0.1134583677,0.93,0.0,0.4956045594,0.93,0.93,0.0,0.93,0.93,0.7,0.7,0.95,0.93,0.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,0.46,0.0,0.0,0.0862140887,0.0862140887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.084666766,0.0,0.2049356764,0.0,0.0,0.144169915,0.93,0.3993630799,0.0199684294
