region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
AZ,AZ_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,1.2167357114248483e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65722727273216e7,0.0,0.0,0.0,5.67886895148018e7,0.0,0.0,0.0,9.65722727273216e7,1.2167357114248483e8,-2.5101298415163234e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,2.1396738045492917e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7325709696246177e8,0.0,0.0,0.0,2.126718287312052e7,0.0,0.0,0.0,1.7325709696246177e8,2.1396738045492917e8,-4.07102834924674e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,5.264121191304337e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.612315915191186e7,0.0,0.0,0.0,3.250542747494472e6,0.0,0.0,0.0,2.612315915191186e7,5.264121191304337e7,-2.6518052761131514e7
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,2.3923919430985802e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2177402934884349e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2177402934884349e8,2.3923919430985802e8,-1.1746516496101454e8
PNW,PNW_conventional_hydroelectric_1,6,1,5,0.0,0.0,0.0,1.2939582775574381e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.906217057618153e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.906217057618153e8,1.2939582775574381e9,-3.033365717956228e8
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6,0.0,0.0,0.0,2.841866724201017e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159202914410223e7,0.0,0.0,0.0,1.723498570355403e7,0.0,0.0,0.0,4.159202914410223e7,2.841866724201017e7,1.3173361902092062e7
AZ,AZ_conventional_steam_coal_1,1,1,7,0.0,0.0,0.0,1.1183598142785356e9,0.0,0.0,6.875649837532958e6,1.3746272318195346e8,0.0,0.0,0.0,0.0,2.474918283828508e8,0.0,0.0,0.0,2.035201823347722e8,0.0,1.6261099294040376e8,0.0,2.474918283828508e8,1.4253091802384257e9,-1.1778173518555748e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,8,0.0,0.0,0.0,8.601289296780136e8,0.0,0.0,1.8759665158087917e7,2.512525066896681e8,0.0,2.188878062873966e7,0.0,0.0,2.1363850131189257e8,0.0,0.0,0.0,5.292652425091686e8,0.0,4.933845801268594e7,0.0,2.1363850131189257e8,1.2013683401671953e9,-9.877298388553028e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,9,0.0,0.0,0.0,1.180099639997125e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1980841129475206e8,0.0,0.0,0.0,0.0,1.180099639997125e8,-1.180099639997125e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,10,0.0,0.0,0.0,1.0541994832711688e8,0.0,0.0,6.040811982333581e-8,1.1333131825867903e-5,0.0,0.0,0.0,0.0,-4.219641798502281e-7,0.0,0.0,0.0,4.5214774017382115e7,0.0,2.2008644384010925e-6,0.0,-4.219641798502281e-7,1.0541994832713048e8,-1.054199483271309e8
