Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.2334998545757717e8
AZ_naturalgas,2.126631686707248e8
AZ_uranium,3.371433031762952e8
CA_N_naturalgas,2.5395417970478076e7
CA_N_uranium,1.006374851633903e8
CA_S_naturalgas,2.664608646411343e6
MT_WY_CO_coal,3.8018199076959145e8
MT_WY_CO_naturalgas,30995.78515056011
NM_coal,1.8803300766492195e7
NM_naturalgas,1.2159939000264243e6
PNW_coal,0.0
PNW_naturalgas,2.6349571937279198e8
PNW_uranium,1.001722630225712e8
UT_NV_coal,2.721267782955439e8
UT_NV_naturalgas,3.066665078761893e8
CA_S_uranium,6.90606195822271e8
MT_WY_CO_uranium,2.511052226150668e-10
NM_uranium,-8.76772787706255e-9
UT_NV_uranium,-7.202805732353659e-8
None,0.0
