Time_Index,BuyPrice_1,SellPrice_1
1,43.78,42.78
2,45.06,44.06
3,44.85,43.85
4,42.22,41.22
5,41.9,40.9
6,44.32,43.32
7,47.69,46.69
8,46.66,45.66
9,38.08,37.08
10,24.75,23.75
11,21.31,20.31
12,19.5,18.5
13,17.86,16.86
14,17.35,16.35
15,20.91,19.91
16,29.75,28.75
17,39.09,38.09
18,59.27,58.27
19,59.11,58.11
20,57.0,56.0
21,53.63,52.63
22,51.86,50.86
23,48.69,47.69
24,46.73,45.73
25,43.57,42.57
26,42.98,41.98
27,42.21,41.21
28,42.22,41.22
29,43.0,42.0
30,46.21,45.21
31,53.86,52.86
32,54.15,53.15
33,46.26,45.26
34,36.95,35.95
35,34.4,33.4
36,32.89,31.89
37,31.5,30.5
38,31.98,30.98
39,34.01,33.01
40,39.79,38.79
41,50.53,49.53
42,73.35,72.35
43,68.61,67.61
44,64.09,63.09
45,60.68,59.68
46,57.4,56.4
47,53.41,52.41
48,50.95,49.95
49,71.7,70.7
50,44.44,43.44
51,42.08,41.08
52,41.84,40.84
53,42.75,41.75
54,45.93,44.93
55,55.67,54.67
56,54.74,53.74
57,46.01,45.01
58,40.76,39.76
59,38.51,37.51
60,36.55,35.55
61,35.19,34.19
62,35.79,34.79
63,38.68,37.68
64,43.8,42.8
65,55.58,54.58
66,76.67,75.67
67,71.97,70.97
68,66.17,65.17
69,63.97,62.97
70,59.25,58.25
71,55.4,54.4
72,52.06,51.06
73,50.37,49.37
74,48.73,47.73
75,44.45,43.45
76,43.77,42.77
77,44.83,43.83
78,49.22,48.22
79,59.06,58.06
80,58.61,57.61
81,45.91,44.91
82,38.87,37.87
83,36.5,35.5
84,35.22,34.22
85,33.63,32.63
86,33.55,32.55
87,35.87,34.87
88,41.08,40.08
89,52.77,51.77
90,73.42,72.42
91,72.22,71.22
92,65.01,64.01
93,62.42,61.42
94,58.39,57.39
95,54.87,53.87
96,52.27,51.27
97,71.91,70.91
98,51.2,50.2
99,47.18,46.18
100,44.5,43.5
101,44.82,43.82
102,48.11,47.11
103,53.24,52.24
104,58.16,57.16
105,47.03,46.03
106,41.42,40.42
107,38.8,37.8
108,37.58,36.58
109,36.17,35.17
110,37.72,36.72
111,39.61,38.61
112,44.64,43.64
113,53.36,52.36
114,63.64,62.64
115,63.43,62.43
116,58.85,57.85
117,55.45,54.45
118,52.16,51.16
119,49.48,48.48
120,47.07,46.07
121,47.93,46.93
122,41.78,40.78
123,40.65,39.65
124,40.98,39.98
125,42.13,41.13
126,45.58,44.58
127,51.09,50.09
128,52.93,51.93
129,45.59,44.59
130,38.98,37.98
131,34.98,33.98
132,32.81,31.81
133,30.33,29.33
134,31.02,30.02
135,34.25,33.25
136,40.13,39.13
137,51.16,50.16
138,72.33,71.33
139,65.94,64.94
140,62.66,61.66
141,58.68,57.68
142,55.34,54.34
143,51.78,50.78
144,50.06,49.06
145,47.39,46.39
146,46.16,45.16
147,42.11,41.11
148,41.53,40.53
149,42.87,41.87
150,45.85,44.85
151,51.68,50.68
152,55.87,54.87
153,45.48,44.48
154,40.24,39.24
155,38.07,37.07
156,36.61,35.61
157,34.84,33.84
158,35.46,34.46
159,36.83,35.83
160,41.41,40.41
161,51.66,50.66
162,71.97,70.97
163,68.63,67.63
164,63.85,62.85
165,59.27,58.27
166,55.59,54.59
167,52.69,51.69
168,49.88,48.88
169,62.52,61.52
170,51.54,50.54
171,45.7,44.7
172,45.71,44.71
173,47.27,46.27
174,51.48,50.48
175,59.97,58.97
176,64.69,63.69
177,50.17,49.17
178,43.85,42.85
179,40.83,39.83
180,39.92,38.92
181,38.15,37.15
182,37.97,36.97
183,39.82,38.82
184,43.67,42.67
185,53.28,52.28
186,70.8,69.8
187,65.97,64.97
188,63.4,62.4
189,59.83,58.83
190,55.85,54.85
191,51.54,50.54
192,49.45,48.45
193,44.08,43.08
194,43.3,42.3
195,42.04,41.04
196,41.99,40.99
197,43.64,42.64
198,47.64,46.64
199,57.08,56.08
200,59.48,58.48
201,48.61,47.61
202,40.71,39.71
203,37.64,36.64
204,35.69,34.69
205,33.29,32.29
206,32.81,31.81
207,35.03,34.03
208,39.92,38.92
209,52.4,51.4
210,72.56,71.56
211,67.37,66.37
212,64.34,63.34
213,61.09,60.09
214,57.76,56.76
215,53.17,52.17
216,50.79,49.79
217,46.0,45.0
218,40.37,39.37
219,39.86,38.86
220,39.93,38.93
221,41.63,40.63
222,45.79,44.79
223,57.17,56.17
224,58.02,57.02
225,46.86,45.86
226,37.88,36.88
227,34.17,33.17
228,32.89,31.89
229,30.42,29.42
230,29.27,28.27
231,31.93,30.93
232,38.84,37.84
233,49.11,48.11
234,69.88,68.88
235,68.1,67.1
236,63.33,62.33
237,60.51,59.51
238,55.96,54.96
239,52.3,51.3
240,49.59,48.59
241,51.1,50.1
242,45.27,44.27
243,44.34,43.34
244,44.14,43.14
245,46.06,45.06
246,50.86,49.86
247,58.59,57.59
248,62.62,61.62
249,50.75,49.75
250,37.09,36.09
251,33.69,32.69
252,31.24,30.24
253,28.65,27.65
254,28.88,27.88
255,31.75,30.75
256,38.59,37.59
257,50.2,49.2
258,69.46,68.46
259,67.51,66.51
260,64.23,63.23
261,59.72,58.72
262,56.52,55.52
263,52.8,51.8
264,50.22,49.22
265,48.7,47.7
266,44.23,43.23
267,43.52,42.52
268,43.79,42.79
269,45.09,44.09
270,47.92,46.92
271,57.57,56.57
272,59.14,58.14
273,49.67,48.67
274,38.28,37.28
275,35.96,34.96
276,33.27,32.27
277,31.48,30.48
278,31.79,30.79
279,33.45,32.45
280,38.94,37.94
281,50.14,49.14
282,69.43,68.43
283,66.61,65.61
284,62.44,61.44
285,59.47,58.47
286,55.82,54.82
287,51.91,50.91
288,50.45,49.45
289,48.24,47.24
290,43.6,42.6
291,42.67,41.67
292,42.91,41.91
293,43.66,42.66
294,47.2,46.2
295,53.71,52.71
296,55.09,54.09
297,43.65,42.65
298,28.77,27.77
299,26.06,25.06
300,24.3,23.3
301,22.62,21.62
302,23.02,22.02
303,24.6,23.6
304,30.87,29.87
305,46.07,45.07
306,66.55,65.55
307,65.66,64.66
308,61.84,60.84
309,58.46,57.46
310,54.47,53.47
311,50.12,49.12
312,48.07,47.07
313,47.13,46.13
314,45.93,44.93
315,43.46,42.46
316,41.5,40.5
317,42.67,41.67
318,46.01,45.01
319,55.84,54.84
320,55.57,54.57
321,45.36,44.36
322,35.84,34.84
323,32.64,31.64
324,30.24,29.24
325,29.25,28.25
326,29.88,28.88
327,32.18,31.18
328,37.72,36.72
329,49.18,48.18
330,71.93,70.93
331,68.44,67.44
332,65.08,64.08
333,60.46,59.46
334,54.9,53.9
335,51.45,50.45
336,49.32,48.32
337,47.7,46.7
338,47.35,46.35
339,44.79,43.79
340,44.14,43.14
341,45.4,44.4
342,48.39,47.39
343,60.58,59.58
344,62.35,61.35
345,47.16,46.16
346,39.37,38.37
347,36.49,35.49
348,35.27,34.27
349,34.19,33.19
350,34.46,33.46
351,36.25,35.25
352,41.09,40.09
353,52.39,51.39
354,71.79,70.79
355,69.16,68.16
356,66.3,65.3
357,61.82,60.82
358,56.31,55.31
359,52.4,51.4
360,50.01,49.01
361,61.25,60.25
362,46.61,45.61
363,43.09,42.09
364,43.04,42.04
365,44.47,43.47
366,47.43,46.43
367,56.29,55.29
368,60.8,59.8
369,46.19,45.19
370,36.86,35.86
371,33.73,32.73
372,31.97,30.97
373,30.33,29.33
374,30.0,29.0
375,32.7,31.7
376,38.14,37.14
377,51.3,50.3
378,69.01,68.01
379,67.38,66.38
380,63.8,62.8
381,60.45,59.45
382,55.75,54.75
383,52.02,51.02
384,50.53,49.53
385,53.89,52.89
386,47.2,46.2
387,42.7,41.7
