Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,-4600.0,-634.5512349239466,-767.3140000000001,-20641.6005,919.231,0.0,-7277.503811748247,2400.0,10521.673999999999,5560.0,0.0,-7153.938,-2387.315,-1314.1785,-500.0
t2,-4600.0,-1513.4523993599646,-767.3140000000001,-20641.6005,919.231,671.3494646404647,-6561.065592606605,2400.0,10521.673999999999,5560.0,564.2492824519018,-7153.938,-2387.315,-1314.1785,-500.0
t3,-4600.0,-4018.6399042685775,-767.3140000000001,-20641.6005,919.231,0.0,-6869.970217765055,2400.0,10521.673999999999,5560.0,559.6783421224936,-7153.938,-2387.315,-1314.1785,-500.0
t4,-4600.0,-2979.636448400219,-767.3140000000001,-20641.6005,919.231,0.0,-6960.432823736422,2400.0,10521.673999999999,5560.0,538.0034829656877,-7153.938,-2387.315,-1314.1785,-371.07978972730257
t5,-4600.0,-873.4174171689078,-767.3140000000001,-20641.6005,919.231,445.94326693820545,-7048.016639900753,2400.0,10521.673999999999,5560.0,727.2162447550385,-7153.938,-2387.315,-1314.1785,-500.0
t6,-4600.0,-4064.2239156158607,-767.3140000000001,-20641.6005,919.231,1353.1781177715125,-7782.823291067923,2400.0,10521.673999999999,5560.0,844.6177592779396,-7153.938,-2387.315,-1314.1785,-500.0
t7,-4600.0,-7730.8825,-767.3140000000001,-20641.6005,919.231,1687.1795,-7900.719552438798,2400.0,10521.673999999999,5560.0,1762.3319812210177,-7153.938,-2387.315,-1314.1785,-500.0
t8,-4600.0,-582.7724858879947,-767.3140000000001,-13553.708731540833,919.231,0.0,0.0,0.0,10521.673999999999,5560.0,-281.29542641279517,-6414.970331844934,-2387.315,-1314.1785,0.0
t9,-4600.0,0.0,0.0,-13914.056530974996,919.231,0.0,0.0,0.0,0.0,4718.150809286328,-1389.5889502086543,-1423.2782922360257,-2387.315,-1314.1785,0.0
t10,-4600.0,1569.5559098842064,0.0,-12276.629191371847,919.231,0.0,0.0,0.0,0.0,3662.262262819491,-643.9326737244212,0.0,-2387.315,-357.4180329830746,0.0
t11,-4600.0,2672.2000137435393,0.0,-12015.395226049957,855.3094966428137,0.0,0.0,0.0,0.0,3213.477109106201,-472.34702514195703,0.0,-2387.315,0.0,0.0
t12,-4600.0,2097.085917234288,0.0,-12219.678895038887,60.99140240567381,0.0,0.0,0.0,0.0,5277.504731024183,-1118.8091445017083,0.0,-2387.315,0.0,0.0
t13,-4600.0,3019.917844240793,0.0,-11237.474895741072,0.0,0.0,0.0,0.0,0.0,5560.0,-1379.1100304579356,0.0,-802.7443595203256,0.0,0.0
t14,-4225.902118570263,1875.8275118469974,0.0,-17345.880322934816,0.0,0.0,0.0,0.0,0.0,5560.0,-1137.481295596747,0.0,-99.20134275431556,0.0,0.0
t15,-2524.3809222780337,2510.1854033388054,0.0,-19914.12380152998,0.0,0.0,0.0,0.0,2063.0272947328817,5560.0,0.0,0.0,-55.03254420958254,0.0,0.0
t16,-2084.454281286713,6959.278926980802,0.0,-19628.23213429119,0.0,0.0,0.0,0.0,9216.418165023033,5560.0,329.30353281559326,464.3048603336514,0.0,0.0,0.0
t17,-4131.507513248604,4313.236364590783,0.0,-20641.6005,0.0,1687.1795,-8172.4956275754375,1421.1467350148184,10521.673999999999,5560.0,-1851.9786728598508,1205.9383131829054,0.0,0.0,-500.0
t18,-4600.0,0.0,-767.3140000000001,-20641.6005,65.29272629497981,1687.1795,-9401.577490679105,2400.0,10521.673999999999,5560.0,-932.4722368865631,4327.692930631834,-2387.315,0.0,-500.0
t19,-4600.0,0.0,-767.3140000000001,-20641.6005,0.0,1687.1795,-10400.0,2400.0,10521.673999999999,5560.0,-233.47413935614549,2831.5731014561934,-1825.5453937922439,0.0,-500.0
t20,-4600.0,0.0,-767.3140000000001,-20641.6005,0.0,1687.1795,-9712.179874623178,2400.0,10521.673999999999,5560.0,0.0,1338.2177954352044,-1869.3660249196337,-71.90058034314481,-500.0
t21,-4600.0,0.0,-767.3140000000001,-20641.6005,0.0,1687.1795,-9059.479602866286,2400.0,10521.673999999999,5560.0,-223.12918169423423,4444.572028115958,-1535.643962920509,0.0,-500.0
t22,-4600.0,0.0,-767.3140000000001,-20641.6005,0.0,1687.1795,-9397.921796497925,2400.0,10521.673999999999,5560.0,-601.2210691823021,5679.426516395483,-707.6808773097342,0.0,-500.0
t23,-4600.0,0.0,-767.3140000000001,-20641.6005,0.0,1687.1795,-9514.471851584622,2400.0,10521.673999999999,5560.0,-982.9023005179363,6835.18855884495,0.0,0.0,-500.0
t24,-4600.0,0.0,-767.3140000000001,-20641.6005,0.0,1687.1795,-9462.093805033875,2400.0,10521.673999999999,5560.0,-896.264105619839,7153.938,-654.3887219366273,0.0,-500.0
t25,-4600.0,0.0,-767.3140000000001,-20641.6005,919.231,0.0,-7939.156387187347,2400.0,10521.673999999999,5560.0,1856.1039090346078,-7153.938,-2387.315,-1314.1785,0.0
t26,-4600.0,-694.012000774016,-767.3140000000001,-20641.6005,919.231,0.0,-6976.767482587116,2400.0,10521.673999999999,5560.0,1740.3525112050354,-7153.938,-2387.315,-1314.1785,0.0
t27,-4600.0,-4866.138643843522,-767.3140000000001,-20641.6005,919.231,0.0,-7186.740839857124,2400.0,10521.673999999999,5560.0,1263.8379612589065,-7153.938,-2387.315,-1314.1785,9.740884091131043
t28,-4600.0,-2124.138348323967,-767.3140000000001,-20641.6005,919.231,-40.461267808334654,-6179.180122822947,2400.0,10521.673999999999,5560.0,990.6593959516854,-7153.938,-2387.315,-1314.1785,0.0
t29,-4600.0,-591.6944289856812,-767.3140000000001,-20641.6005,919.231,0.0,-5203.431489011528,2400.0,10521.673999999999,5560.0,950.0769162540855,-7153.938,-2387.315,-1314.1785,0.0
t30,-4600.0,-5308.245641385921,-767.3140000000001,-20641.6005,919.231,0.0,-5224.420859452433,2400.0,10521.673999999999,5560.0,1008.3639184855633,-7153.938,-2387.315,-1314.1785,0.0
t31,-4600.0,-5926.774900312936,-767.3140000000001,-20641.6005,919.231,0.0,-4589.035341333199,2400.0,10521.673999999999,5560.0,0.0,-7153.938,-2387.315,-1314.1785,0.0
t32,-4600.0,-4756.017194211142,-767.3140000000001,-20641.6005,919.231,0.0,0.0,2400.0,10521.673999999999,5560.0,0.0,-7153.938,-2387.315,-1314.1785,0.0
t33,-4600.0,0.0,-767.3140000000001,-20641.6005,919.231,0.0,2193.6609373623132,2400.0,8754.720214728139,2460.8935625685717,-708.3562322475796,-7153.938,-2387.315,-1314.1785,0.0
t34,-4600.0,0.0,0.0,-20014.896225029894,919.231,0.0,3833.635651897955,2400.0,4821.738384776919,5560.0,-1331.8754609964021,-6930.537857548357,-2387.315,-1314.1785,0.0
t35,-4600.0,0.0,0.0,-20641.6005,919.231,0.0,2036.3998203280826,2400.0,5077.96281057488,4065.7564501504203,-1348.3831163382636,-5004.31511158918,-2387.315,-1314.1785,0.0
t36,-4600.0,0.0,0.0,-20641.6005,919.231,0.0,0.0,2400.0,5267.742515104036,2404.6482166746923,-1773.0982492251965,-2600.3131301241956,-2387.315,-1314.1785,0.0
t37,-4600.0,0.0,0.0,-20641.6005,919.231,0.0,0.0,691.492694866475,5481.677077949335,2309.361292689429,-2572.757651342418,-306.97219430232155,-2387.315,-1314.1785,0.0
t38,-3062.9023524360764,0.0,-767.3140000000001,-20641.6005,531.6813135511596,0.0,-2473.287848079835,0.0,5605.909654663341,3413.2471227287238,0.0,-1754.5044107744295,-2387.315,0.0,0.0
