Fuel,AnnualSum
No_fuel,0.0
AZ_coal,6.666681173046e7
AZ_naturalgas,1.702221285998212e8
AZ_uranium,3.577639553097229e8
CA_N_naturalgas,3.663662114661488e7
CA_N_uranium,-6.432663967491359e-9
CA_S_naturalgas,1.1337256971330872e7
MT_WY_CO_coal,5.1059864009054583e8
MT_WY_CO_naturalgas,49792.292270420854
NM_coal,2.0579427874387722e7
NM_naturalgas,1.7125168591590428e6
PNW_coal,0.0
PNW_naturalgas,6.746904985437958e8
PNW_uranium,1.0546515362314261e8
UT_NV_coal,2.955608257585225e8
UT_NV_naturalgas,8.245602866872131e8
CA_S_uranium,-5.116836408152878e-7
MT_WY_CO_uranium,3.97785804295836e-9
NM_uranium,-2.5814443915805896e-9
UT_NV_uranium,-9.809331751355066e-8
None,0.0
