Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,cluster,heat_rate_mmbtu_mwh,fom_per_mwyr,vom_per_mwh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,fom_per_mwyr_std,num_units,region,technology,Cap_Size,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Start_Fuel_MMBTU_per_MW,Fuel,Start_Cost_per_MW,CO2_Capture_Fraction_Startup,Commit,CO2_Capture_Fraction,CCS_Disposal_Cost_per_Metric_Ton,cost_case,tech_detail,basis_year,capex_mw,Inv_Cost_per_MWyr,Max_Cap_MW,regional_cost_multiplier,interconnect_annuity,interconnect_capex_mw,plant_inv_cost_mwyr,Min_Power,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Model,LINK_STAGES
CA_S_other_peaker_1,3,0,1,23.9,1,12.529,816.988,1.852,6.039,3.385,373.478,33.0,CA_S,Other_peaker,0.72,816,1.85,12.53,0.0,CA_S_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
MT_WY_CO_conventional_steam_coal_1,4,0,1,5323.9,1,10.832,24773.487,0.746,0.539,0.758,8252.326,35.0,MT_WY_CO,Conventional Steam Coal,152.11,24773,0.75,10.83,16.5,MT_WY_CO_coal,129.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.2,24,12,1,1
MT_WY_CO_natural_gas_fired_combined_cycle_1,4,0,1,3490.5,1,8.173,8124.469,1.755,1.685,1.208,1888.029,40.0,MT_WY_CO,Natural Gas Fired Combined Cycle,87.26,8124,1.76,8.17,2.0,MT_WY_CO_naturalgas,79.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,6,8,1,1
MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,0,1,2875.3,1,11.919,5546.31,6.153,3.329,3.318,4068.294,56.0,MT_WY_CO,Natural Gas Fired Combustion Turbine,51.34,5546,6.15,11.92,3.5,MT_WY_CO_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,4.8,4.8,0,0,1,1
MT_WY_CO_natural_gas_steam_turbine_1,4,0,1,0.0,1,12.342,14104.807,0.523,4.044,2.062,4454.398,0.0,MT_WY_CO,Natural Gas Steam Turbine,1.0,14104,0.52,12.34,13.7,MT_WY_CO_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
MT_WY_CO_other_peaker_1,4,0,1,462.0,1,10.204,1817.966,3.297,1.414,1.839,704.446,82.0,MT_WY_CO,Other_peaker,5.63,1817,3.3,10.2,0.0,MT_WY_CO_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
NM_conventional_steam_coal_1,5,0,1,0.0,1,9.939,37987.049,1.368,0.025,0.013,66.408,0.0,NM,Conventional Steam Coal,1.0,37987,1.37,9.94,16.5,NM_coal,129.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.2,24,12,1,1
NM_natural_gas_fired_combined_cycle_1,5,0,1,1102.6,1,8.015,8870.285,2.513,1.828,0.886,1991.17,16.0,NM,Natural Gas Fired Combined Cycle,68.91,8870,2.51,8.02,2.0,NM_naturalgas,79.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,6,8,1,1
NM_natural_gas_fired_combustion_turbine_1,5,0,1,1228.4,1,11.179,3698.32,7.462,3.598,2.431,3968.969,15.0,NM,Natural Gas Fired Combustion Turbine,81.89,3698,7.46,11.18,3.5,NM_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,4.8,4.8,0,0,1,1
NM_natural_gas_steam_turbine_1,5,0,1,0.0,1,14.304,18176.457,0.552,4.883,2.397,8899.119,0.0,NM,Natural Gas Steam Turbine,1.0,18176,0.55,14.3,13.7,NM_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
NM_other_peaker_1,5,0,1,2.1,1,12.165,1230.331,1.37,0.0,0.0,134313.992,1.0,NM,Other_peaker,2.1,1230,1.37,12.16,0.0,NM_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
PNW_conventional_steam_coal_1,6,0,1,0.0,1,11.385,19826.044,0.544,0.0,0.0,0.0,1.0,PNW,Conventional Steam Coal,1.0,19826,0.54,11.38,16.5,PNW_coal,129.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.2,24,12,1,1
PNW_natural_gas_fired_combined_cycle_1,6,0,1,5601.0,1,7.347,7994.43,1.281,0.663,1.06,3284.43,47.0,PNW,Natural Gas Fired Combined Cycle,119.17,7994,1.28,7.35,2.0,PNW_naturalgas,79.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,6,8,1,1
PNW_natural_gas_fired_combustion_turbine_1,6,0,1,793.3,1,11.228,7364.453,6.085,1.239,1.142,3825.946,14.0,PNW,Natural Gas Fired Combustion Turbine,56.66,7364,6.08,11.23,3.5,PNW_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,4.8,4.8,0,0,1,1
PNW_nuclear_1,6,0,1,1151.0,1,10.456,60740.264,0.078,0.0,0.0,0.0,1.0,PNW,Nuclear,1151.0,60740,0.08,10.46,0.0,PNW_uranium,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.6,48,48,1,1
PNW_other_peaker_1,6,0,1,276.7,1,11.238,19732.661,1.93,29.255,14.345,265660.64,46.0,PNW,Other_peaker,6.02,19732,1.93,11.24,0.0,PNW_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
UT_NV_conventional_steam_coal_1,7,0,1,981.9,1,10.855,32420.701,1.112,0.917,0.875,5370.816,7.0,UT_NV,Conventional Steam Coal,140.26,32420,1.11,10.86,16.5,UT_NV_coal,129.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.2,24,12,1,1
UT_NV_natural_gas_fired_combined_cycle_1,7,0,1,7351.4,1,7.419,9061.865,1.648,1.877,0.937,3337.275,46.0,UT_NV,Natural Gas Fired Combined Cycle,159.81,9061,1.65,7.42,2.0,UT_NV_naturalgas,79.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,6,8,1,1
UT_NV_natural_gas_fired_combustion_turbine_1,7,0,1,1923.2,1,11.197,2924.682,2.844,1.99,1.618,3748.327,42.0,UT_NV,Natural Gas Fired Combustion Turbine,45.79,2924,2.84,11.2,3.5,UT_NV_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,4.8,4.8,0,0,1,1
UT_NV_natural_gas_steam_turbine_1,7,0,1,108.0,1,12.609,11156.737,0.339,4.878,2.907,9543.908,1.0,UT_NV,Natural Gas Steam Turbine,108.0,11156,0.34,12.61,13.7,UT_NV_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
UT_NV_other_peaker_1,7,0,1,91.6,1,12.196,1865.147,1.885,1.414,5.019,851.507,40.0,UT_NV,Other_peaker,2.29,1865,1.88,12.2,0.0,UT_NV_naturalgas,69.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,3.6,0,0,1,1
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,NaturalGas_2-on-1 Combined Cycle (F-Frame)_Moderate,500.0,31591,2.07,6.17,0.0,AZ_naturalgas,79.0,0.0,0,0.0,0,Moderate,2-on-1 Combined Cycle (F-Frame),2038.0,1289110.827,118609,-1.0,1.035,8269.955,100000.0,110340.0,0.5,3.0,3.0,6,8,1,1
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,NaturalGas_2-on-1 Combined Cycle (F-Frame) 95% CCS_Conservative,500.0,65119,4.93,7.22,0.0,AZ_naturalgas,79.0,0.95,0,0.95,5,Conservative,2-on-1 Combined Cycle (F-Frame) 95% CCS,2038.0,2686470.397,239325,-1.0,1.04,8269.955,100000.0,231056.0,0.5,3.0,3.0,6,8,1,1
AZ_naturalgas_combustion_turbine_fframe_moderate_0,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,NaturalGas_Combustion Turbine (F-Frame)_Moderate,100.0,25510,7.44,9.72,3.5,AZ_naturalgas,69.0,0.0,0,0.0,0,Moderate,Combustion Turbine (F-Frame),2038.0,1158334.814,107176,-1.0,1.032,8269.955,100000.0,98907.0,0.6,4.8,4.8,0,0,1,1
AZ_nuclear_nuclear__large_conservative_0,1,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,Nuclear_Nuclear - Large_Conservative,1000.0,218662,3.64,10.5,0.0,AZ_uranium,0.0,0.0,1,0.0,0,Conservative,Nuclear - Large,2038.0,12067289.256,813210,-1.0,1.052,6352.809,100000.0,806858.0,0.7,0.6,0.6,48,48,1,1
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,2,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_N,NaturalGas_2-on-1 Combined Cycle (F-Frame)_Moderate,500.0,31591,2.07,6.17,0.0,CA_N_naturalgas,79.0,0.0,0,0.0,0,Moderate,2-on-1 Combined Cycle (F-Frame),2038.0,1289110.827,134067,-1.0,1.18,8269.955,100000.0,125798.0,0.5,3.0,3.0,6,8,1,1
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,2,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_N,NaturalGas_2-on-1 Combined Cycle (F-Frame) 95% CCS_Conservative,500.0,65119,4.93,7.22,0.0,CA_N_naturalgas,79.0,0.95,0,0.95,5,Conservative,2-on-1 Combined Cycle (F-Frame) 95% CCS,2038.0,2686470.397,277094,-1.0,1.21,8269.955,100000.0,268825.0,0.5,3.0,3.0,6,8,1,1
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,2,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_N,NaturalGas_Combustion Turbine (F-Frame)_Moderate,100.0,25510,7.44,9.72,3.5,CA_N_naturalgas,69.0,0.0,0,0.0,0,Moderate,Combustion Turbine (F-Frame),2038.0,1158334.814,119868,-1.0,1.165,8269.955,100000.0,111599.0,0.6,4.8,4.8,0,0,1,1
CA_N_nuclear_nuclear__large_conservative_0,2,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_N,Nuclear_Nuclear - Large_Conservative,1000.0,218662,3.64,10.5,0.0,CA_N_uranium,0.0,0.0,1,0.0,0,Conservative,Nuclear - Large,2038.0,12067289.256,930119,-1.0,1.205,6352.809,100000.0,923767.0,0.7,0.6,0.6,48,48,1,1
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,3,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_S,NaturalGas_2-on-1 Combined Cycle (F-Frame)_Moderate,500.0,31591,2.07,6.17,0.0,CA_S_naturalgas,79.0,0.0,0,0.0,0,Moderate,2-on-1 Combined Cycle (F-Frame),2038.0,1289110.827,132468,-1.0,1.165,8269.955,100000.0,124199.0,0.5,3.0,3.0,6,8,1,1
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,3,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_S,NaturalGas_2-on-1 Combined Cycle (F-Frame) 95% CCS_Conservative,500.0,65119,4.93,7.22,0.0,CA_S_naturalgas,79.0,0.95,0,0.95,5,Conservative,2-on-1 Combined Cycle (F-Frame) 95% CCS,2038.0,2686470.397,273762,-1.0,1.195,8269.955,100000.0,265493.0,0.5,3.0,3.0,6,8,1,1
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,3,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_S,NaturalGas_Combustion Turbine (F-Frame)_Moderate,100.0,25510,7.44,9.72,3.5,CA_S_naturalgas,69.0,0.0,0,0.0,0,Moderate,Combustion Turbine (F-Frame),2038.0,1158334.814,118431,-1.0,1.15,8269.955,100000.0,110162.0,0.6,4.8,4.8,0,0,1,1
CA_S_nuclear_nuclear__large_conservative_0,3,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA_S,Nuclear_Nuclear - Large_Conservative,1000.0,218662,3.64,10.5,0.0,CA_S_uranium,0.0,0.0,1,0.0,0,Conservative,Nuclear - Large,2038.0,12067289.256,914787,-1.0,1.185,6352.809,100000.0,908435.0,0.7,0.6,0.6,48,48,1,1
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,4,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT_WY_CO,NaturalGas_2-on-1 Combined Cycle (F-Frame)_Moderate,500.0,31591,2.07,6.17,0.0,MT_WY_CO_naturalgas,79.0,0.0,0,0.0,0,Moderate,2-on-1 Combined Cycle (F-Frame),2038.0,1289110.827,113172,-1.0,0.984,8269.955,100000.0,104903.0,0.5,3.0,3.0,6,8,1,1
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,4,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT_WY_CO,NaturalGas_2-on-1 Combined Cycle (F-Frame) 95% CCS_Conservative,500.0,65119,4.93,7.22,0.0,MT_WY_CO_naturalgas,79.0,0.95,0,0.95,5,Conservative,2-on-1 Combined Cycle (F-Frame) 95% CCS,2038.0,2686470.397,226662,-1.0,0.983,8269.955,100000.0,218393.0,0.5,3.0,3.0,6,8,1,1
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,4,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT_WY_CO,NaturalGas_Combustion Turbine (F-Frame)_Moderate,100.0,25510,7.44,9.72,3.5,MT_WY_CO_naturalgas,69.0,0.0,0,0.0,0,Moderate,Combustion Turbine (F-Frame),2038.0,1158334.814,102530,-1.0,0.984,8269.955,100000.0,94261.0,0.6,4.8,4.8,0,0,1,1
MT_WY_CO_nuclear_nuclear__large_conservative_0,4,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MT_WY_CO,Nuclear_Nuclear - Large_Conservative,1000.0,218662,3.64,10.5,0.0,MT_WY_CO_uranium,0.0,0.0,1,0.0,0,Conservative,Nuclear - Large,2038.0,12067289.256,762231,-1.0,0.986,6352.809,100000.0,755879.0,0.7,0.6,0.6,48,48,1,1
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,5,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NM,NaturalGas_2-on-1 Combined Cycle (F-Frame)_Moderate,500.0,31591,2.07,6.17,0.0,NM_naturalgas,79.0,0.0,0,0.0,0,Moderate,2-on-1 Combined Cycle (F-Frame),2038.0,1289110.827,115943,-1.0,1.01,8269.955,100000.0,107674.0,0.5,3.0,3.0,6,8,1,1
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,5,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NM,NaturalGas_2-on-1 Combined Cycle (F-Frame) 95% CCS_Conservative,500.0,65119,4.93,7.22,0.0,NM_naturalgas,79.0,0.95,0,0.95,5,Conservative,2-on-1 Combined Cycle (F-Frame) 95% CCS,2038.0,2686470.397,232660,-1.0,1.01,8269.955,100000.0,224391.0,0.5,3.0,3.0,6,8,1,1
NM_naturalgas_combustion_turbine_fframe_moderate_0,5,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NM,NaturalGas_Combustion Turbine (F-Frame)_Moderate,100.0,25510,7.44,9.72,3.5,NM_naturalgas,69.0,0.0,0,0.0,0,Moderate,Combustion Turbine (F-Frame),2038.0,1158334.814,105020,-1.0,1.01,8269.955,100000.0,96751.0,0.6,4.8,4.8,0,0,1,1
NM_nuclear_nuclear__large_conservative_0,5,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NM,Nuclear_Nuclear - Large_Conservative,1000.0,218662,3.64,10.5,0.0,NM_uranium,0.0,0.0,1,0.0,0,Conservative,Nuclear - Large,2038.0,12067289.256,826626,-1.0,1.07,6352.809,100000.0,820274.0,0.7,0.6,0.6,48,48,1,1
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,6,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PNW,NaturalGas_2-on-1 Combined Cycle (F-Frame)_Moderate,500.0,31591,2.07,6.17,0.0,PNW_naturalgas,79.0,0.0,0,0.0,0,Moderate,2-on-1 Combined Cycle (F-Frame),2038.0,1289110.827,121807,-1.0,1.065,8269.955,100000.0,113538.0,0.5,3.0,3.0,6,8,1,1
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,6,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PNW,NaturalGas_2-on-1 Combined Cycle (F-Frame) 95% CCS_Conservative,500.0,65119,4.93,7.22,0.0,PNW_naturalgas,79.0,0.95,0,0.95,5,Conservative,2-on-1 Combined Cycle (F-Frame) 95% CCS,2038.0,2686470.397,246879,-1.0,1.074,8269.955,100000.0,238610.0,0.5,3.0,3.0,6,8,1,1
PNW_naturalgas_combustion_turbine_fframe_moderate_0,6,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PNW,NaturalGas_Combustion Turbine (F-Frame)_Moderate,100.0,25510,7.44,9.72,3.5,PNW_naturalgas,69.0,0.0,0,0.0,0,Moderate,Combustion Turbine (F-Frame),2038.0,1158334.814,109810,-1.0,1.06,8269.955,100000.0,101541.0,0.6,4.8,4.8,0,0,1,1
PNW_nuclear_nuclear__large_conservative_0,6,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PNW,Nuclear_Nuclear - Large_Conservative,1000.0,218662,3.64,10.5,0.0,PNW_uranium,0.0,0.0,1,0.0,0,Conservative,Nuclear - Large,2038.0,12067289.256,841958,-1.0,1.09,6352.809,100000.0,835606.0,0.7,0.6,0.6,48,48,1,1
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,7,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UT_NV,NaturalGas_2-on-1 Combined Cycle (F-Frame)_Moderate,500.0,31591,2.07,6.17,0.0,UT_NV_naturalgas,79.0,0.0,0,0.0,0,Moderate,2-on-1 Combined Cycle (F-Frame),2038.0,1289110.827,122340,-1.0,1.07,8269.955,100000.0,114071.0,0.5,3.0,3.0,6,8,1,1
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,7,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UT_NV,NaturalGas_2-on-1 Combined Cycle (F-Frame) 95% CCS_Conservative,500.0,65119,4.93,7.22,0.0,UT_NV_naturalgas,79.0,0.95,0,0.95,5,Conservative,2-on-1 Combined Cycle (F-Frame) 95% CCS,2038.0,2686470.397,247657,-1.0,1.078,8269.955,100000.0,239388.0,0.5,3.0,3.0,6,8,1,1
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,7,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UT_NV,NaturalGas_Combustion Turbine (F-Frame)_Moderate,100.0,25510,7.44,9.72,3.5,UT_NV_naturalgas,69.0,0.0,0,0.0,0,Moderate,Combustion Turbine (F-Frame),2038.0,1158334.814,110049,-1.0,1.062,8269.955,100000.0,101780.0,0.6,4.8,4.8,0,0,1,1
UT_NV_nuclear_nuclear__large_conservative_0,7,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UT_NV,Nuclear_Nuclear - Large_Conservative,1000.0,218662,3.64,10.5,0.0,UT_NV_uranium,0.0,0.0,1,0.0,0,Conservative,Nuclear - Large,2038.0,12067289.256,863040,-1.0,1.118,6352.809,100000.0,856688.0,0.7,0.6,0.6,48,48,1,1
CA_S_nuclear_1,3,0,1,1079.1,1,10.456,60023.763,0.076,0.0,0.0,0.0,21.0,CA_S,Nuclear,187.48,60023,0.08,10.46,0.0,AZ_uranium,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.6,48,48,1,1
NM_nuclear_1,5,0,1,1023.6,1,10.456,60023.763,0.076,0.0,0.0,0.0,21.0,NM,Nuclear,187.48,60023,0.08,10.46,0.0,AZ_uranium,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.6,48,48,1,1
