Fuel,AnnualSum
No_fuel,0.0
AZ_coal,9.967651220956758e7
AZ_naturalgas,1.1079720229442576e8
AZ_uranium,3.333883043094821e8
CA_N_naturalgas,3.260188839583439e7
CA_N_uranium,2.3192874904598426e-8
CA_S_naturalgas,1.2240510506617995e7
MT_WY_CO_coal,4.08549912268897e8
MT_WY_CO_naturalgas,-8.343018306433662e-11
NM_coal,1.8833632971571203e7
NM_naturalgas,1.320618900816661e6
PNW_coal,0.0
PNW_naturalgas,3.071118009032698e8
PNW_uranium,9.892050316714278e7
UT_NV_coal,2.7896023944218206e8
UT_NV_naturalgas,5.133329616766581e8
CA_S_uranium,-5.205990706326273e-9
MT_WY_CO_uranium,-1.736570176546832e-11
NM_uranium,4.3825902906746705e-9
UT_NV_uranium,-2.2300652746665152e-8
None,0.0
