BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.4180869820584166e8,6.829388551463131e6,-8.044588821765491e6,0.0,0.0,1822.269811925039,0.0,2.4541985197049703e7,-3.678586830972299e6,-1.6145871857142845e8,1.7526282363342264e8,1.0592345864229083e7,-1.2896233254106427e7,0.0,0.0,5819.007428571429,0.0,1.7337303992274344e7,-2.5426862432481963e6,-1.877593729999999e8,2.136104251222489e8,9.233080149765996e6,-1.1174448842451913e7,0.0,0.0,7802.001285714287,0.0,9.068374121497843e7,-5.668260788684186e6,-2.966923388571429e8,2.1850569596695194e8,1.5842507915457133e6,-1.9358039257414918e6,0.0,0.0,5343.591242361929,0.0,-5.804419831607155e7,-3.630661536498322e6,-1.5648462657142854e8,8.348874292129828e7,490542.9888680927,-577109.3983294341,0.0,0.0,640.0181330900465,0.0,-3.451202694787673e7,-2.03142801066474e6,-4.685936157142856e7,3.009809247383789e8,465155.6579788642,-577462.8669756391,0.0,0.0,9897.003730608969,0.0,-1.6323719470267813e6,-5.259341728943065e6,-2.93986800857143e8,1.8239457418002522e8,1.2579985706130431e6,-1.4799983174991498e6,0.0,0.0,2538.6388405304065,0.0,-3.837443319332742e7,-4.931635878652277e6,-1.3886904400000006e8
t1,15335.066127707341,3185.3538156417003,-0.0,0.0,0.0,0.0,0.0,-712.2991041976284,-714.1208391514119,-17094.0,9368.873592567475,1465.17035876651,-0.0,0.0,0.0,0.0,0.0,8872.458589606267,-389.5025409402509,-19317.0,16982.903322604252,54.04705904604635,-0.0,0.0,0.0,0.0,0.0,17568.429014591362,-1074.3793962416628,-33531.0,29044.39146795113,0.0,-578.5,0.0,0.0,0.0,0.0,-10332.404057937456,-625.4874100136727,-17508.0,11660.110656661098,0.0,-81.61022273488106,0.0,0.0,0.0,0.0,-6042.2584420625435,-275.2419918636727,-5261.0,36411.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-32299.0,22342.419747074997,0.0,-0.0,0.0,0.0,0.0,0.0,-6280.0105,-997.4092470749999,-15065.0
t2,15040.604629750604,97.3,-0.0,0.0,0.0,0.0,0.0,2673.8096502002645,-559.714279950868,-17252.0,10121.50885083682,2712.0353811564,-0.0,0.0,0.0,0.0,0.0,7849.536997368221,-355.0812293614407,-20328.0,17086.945085582596,752.3645874481977,-0.0,0.0,0.0,0.0,0.0,15205.241852431514,-885.5515254623086,-32159.0,28789.662214381577,0.0,-578.5,0.0,0.0,0.0,0.0,-9554.08125175193,-640.0809626296514,-18017.0,12394.416792727723,0.0,-0.0,0.0,0.0,0.0,0.0,-6820.581248248071,-289.83554447965133,-5284.0,38957.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34845.0,22156.419747074993,0.0,-0.0,0.0,0.0,0.0,0.0,-6280.0105,-997.4092470749999,-14879.0
t3,14757.959028007774,2670.219068146306,-0.0,0.0,0.0,0.0,0.0,53.04313680749783,-679.2212329615782,-16802.0,10107.768146359522,0.0,-0.0,0.0,0.0,0.0,0.0,10982.745550825768,-460.5136971852871,-20630.0,17039.69113393013,0.0,-0.0,0.0,0.0,0.0,0.0,14692.799812366735,-1110.490946296865,-30622.0,29042.722691733456,0.0,-720.2157862632711,0.0,0.0,0.0,0.0,-9528.95482228809,-640.5520831820984,-18153.0,12518.055000609758,0.0,-99.04065786574617,0.0,0.0,0.0,0.0,-6845.707677711911,-290.3066650320983,-5283.0,39839.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35727.0,21627.419747075,0.0,-0.0,0.0,0.0,0.0,0.0,-6280.0105,-997.4092470749999,-14350.0
t4,15706.859561067395,1072.5912608779702,-0.0,0.0,0.0,0.0,0.0,529.0638657752852,-657.514687720647,-16651.0,10086.300429788787,2899.045857037781,-0.0,0.0,0.0,0.0,0.0,8557.559913668374,-378.90620049494083,-21164.0,16881.212183809246,0.0,-0.0,0.0,0.0,0.0,0.0,16641.96472055634,-1007.1769043655879,-32516.0,29524.422162116527,0.0,-946.2157862632712,0.0,0.0,0.0,0.0,-9732.470206117972,-636.7361697352881,-18209.0,12425.423326070413,0.0,-179.74028060309712,0.0,0.0,0.0,0.0,-6642.192293882028,-286.490751585288,-5317.0,39226.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,21570.419747075,0.0,-0.0,0.0,0.0,0.0,0.0,-6280.0105,-997.4092470749999,-14293.0
t5,14001.493629912879,4139.926313436161,-0.0,0.0,0.0,0.0,0.0,-712.2991041976284,-714.1208391514119,-16715.0,10084.420834808388,3442.8512417886336,-0.0,0.0,0.0,0.0,0.0,8983.983269832854,-393.25534642987554,-22118.0,16698.227867366517,0.0,-0.0,0.0,0.0,0.0,0.0,17456.904334364775,-1078.1322017312873,-33077.0,29387.983359150636,0.0,-946.2157862632712,0.0,0.0,0.0,0.0,-9561.831935579481,-639.9356373078848,-18240.0,12544.56144144415,0.0,-99.04065786574617,0.0,0.0,0.0,0.0,-6812.83056442052,-289.6902191578847,-5343.0,38885.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34773.0,21466.419747074997,0.0,-0.0,0.0,0.0,0.0,0.0,-6280.0105,-997.4092470749999,-14189.0
t6,14951.730262712126,1840.3442614001467,-0.0,0.0,0.0,0.0,0.0,708.2684352407505,-649.3429593530218,-16851.0,12559.252977253618,571.1,-0.0,0.0,0.0,0.0,0.0,10297.088355302303,-437.4413325559225,-22990.0,18517.308598601998,0.0,-0.0,0.0,0.0,0.0,0.0,14723.231709456948,-1057.5403080589442,-32183.0,28665.963067411474,0.0,-578.5,0.0,0.0,0.0,0.0,-9446.362375858833,-642.1006915526469,-17999.0,12808.496055409558,0.0,-295.34065786574615,0.0,0.0,0.0,0.0,-6928.300124141167,-291.85527340264684,-5293.0,38680.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34568.0,21271.419747074997,0.0,-0.0,0.0,0.0,0.0,0.0,-6280.0105,-997.4092470749999,-13994.0
t7,13165.936572776614,0.0,-0.0,0.0,0.0,0.0,0.0,4312.072902853275,-485.00947562989063,-16993.0,11735.926691105278,0.0,-0.0,0.0,0.0,0.0,0.0,12116.746125414935,-498.67281652021256,-23354.0,21662.668836568315,0.0,-0.0,0.0,0.0,0.0,0.0,9299.76947173179,-954.4383083001032,-30008.0,27227.92172150929,0.0,-578.5,0.0,0.0,0.0,0.0,-8557.657819525391,-658.7639019838989,-17433.0,13517.823164308507,0.0,-196.3,0.0,0.0,0.0,0.0,-7817.004680474608,-308.5184838338989,-5196.0,38205.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34093.0,21249.419747074993,0.0,-0.0,0.0,0.0,0.0,0.0,-6280.0105,-997.4092470749999,-13972.0
t8,10145.569035534458,0.0,-97.3,0.0,0.0,0.0,0.0,7376.331689507063,-379.6007250415221,-17045.0,19505.698837529024,0.0,-2246.9,0.0,0.0,0.0,0.0,6168.723000849563,-298.5218383785878,-23129.0,29120.298291800475,0.0,-1668.5351816447405,0.0,0.0,0.0,0.0,2935.1654455775156,-202.92855573324496,-30184.0,26375.69221490628,0.0,-804.5,0.0,0.0,0.0,0.0,-8003.138980191819,-475.0532347144617,-17093.0,11154.862676405975,0.0,-73.54257737696753,0.0,0.0,0.0,0.0,-5683.703727499769,-261.6163715292388,-5136.0,34237.14429771823,0.0,-378.6,0.0,0.0,0.0,0.0,117.04965183354216,-607.5939495517719,-33368.0,17315.160940281163,0.0,-0.0,0.0,0.0,0.0,0.0,-2910.4270800760933,-521.7338602050637,-13883.0
