Time_Index,BuyPrice_1,BuyPrice_2,SellPrice_1,SellPrice_2
1,0,34.2,0,33.2
2,0,35.2,0,34.2
3,0,34.2,0,33.2
4,0,33.6,0,32.6
5,0,32.8,0,31.8
6,0,33.4,0,32.4
7,0,34.2,0,33.2
8,0,34.8,0,33.8
9,0,17.8,0,16.8
10,0,-1.5,0,-2.5
11,0,-1.5,0,-2.5
12,0,-1.5,0,-2.5
13,0,-1.5,0,-2.5
14,0,-1.5,0,-2.5
15,0,-1.5,0,-2.5
16,0,-1.5,0,-2.5
17,0,2.4,0,1.4
18,0,34.2,0,33.2
19,0,34.2,0,33.2
20,0,34.2,0,33.2
21,0,34.2,0,33.2
22,0,34.2,0,33.2
23,0,34.2,0,33.2
24,0,34.2,0,33.2
25,0,34.8,0,33.8
26,0,34.8,0,33.8
27,0,34.8,0,33.8
28,0,34.8,0,33.8
29,0,34.8,0,33.8
30,0,34.8,0,33.8
31,0,34.8,0,33.8
32,0,34.8,0,33.8
33,0,29.0,0,28.0
34,0,10.5,0,9.5
35,0,10.1,0,9.1
36,0,10.1,0,9.1
37,0,9.9,0,8.9
38,0,9.1,0,8.1
39,0,10.1,0,9.1
40,0,10.1,0,9.1
41,0,16.4,0,15.4
42,0,39.4,0,38.4
43,0,39.4,0,38.4
44,0,39.4,0,38.4
45,0,39.4,0,38.4
46,0,39.4,0,38.4
47,0,39.4,0,38.4
48,0,39.4,0,38.4
49,0,39.0,0,38.0
50,0,38.4,0,37.4
51,0,37.2,0,36.2
52,0,34.0,0,33.0
53,0,34.0,0,33.0
54,0,34.0,0,33.0
55,0,36.4,0,35.4
56,0,37.0,0,36.0
57,0,22.0,0,21.0
58,0,15.0,0,14.0
59,0,15.0,0,14.0
60,0,15.0,0,14.0
61,0,13.0,0,12.0
62,0,14.4,0,13.4
63,0,15.0,0,14.0
64,0,15.3,0,14.3
65,0,26.8,0,25.8
66,0,38.0,0,37.0
67,0,38.0,0,37.0
68,0,38.0,0,37.0
69,0,38.0,0,37.0
70,0,38.0,0,37.0
71,0,38.0,0,37.0
72,0,38.0,0,37.0
73,0,37.4,0,36.4
74,0,37.4,0,36.4
75,0,37.4,0,36.4
76,0,37.4,0,36.4
77,0,36.2,0,35.2
78,0,36.2,0,35.2
79,0,37.4,0,36.4
80,0,37.4,0,36.4
81,0,24.4,0,23.4
82,0,-0.9,0,-1.9
83,0,-0.9,0,-1.9
84,0,-0.9,0,-1.9
85,0,-0.9,0,-1.9
86,0,-0.9,0,-1.9
87,0,-0.9,0,-1.9
88,0,-0.9,0,-1.9
89,0,17.7,0,16.7
90,0,38.6,0,37.6
91,0,38.6,0,37.6
92,0,38.6,0,37.6
93,0,38.6,0,37.6
94,0,38.6,0,37.6
95,0,38.6,0,37.6
96,0,38.6,0,37.6
97,0,38.6,0,37.6
98,0,37.4,0,36.4
99,0,37.4,0,36.4
100,0,36.8,0,35.8
101,0,36.8,0,35.8
102,0,36.8,0,35.8
103,0,37.4,0,36.4
104,0,37.4,0,36.4
105,0,21.8,0,20.8
106,0,11.4,0,10.4
107,0,11.4,0,10.4
108,0,11.4,0,10.4
109,0,10.2,0,9.2
110,0,11.4,0,10.4
111,0,11.4,0,10.4
112,0,11.4,0,10.4
113,0,18.1,0,17.1
114,0,32.4,0,31.4
115,0,32.4,0,31.4
116,0,32.4,0,31.4
117,0,32.4,0,31.4
118,0,32.4,0,31.4
119,0,32.4,0,31.4
120,0,32.4,0,31.4
121,0,31.2,0,30.2
122,0,31.2,0,30.2
123,0,31.2,0,30.2
124,0,31.2,0,30.2
125,0,31.2,0,30.2
126,0,31.2,0,30.2
127,0,31.2,0,30.2
128,0,31.2,0,30.2
129,0,13.6,0,12.6
130,0,7.3,0,6.3
131,0,7.3,0,6.3
132,0,7.3,0,6.3
133,0,-0.1,0,-1.1
134,0,6.7,0,5.7
135,0,7.3,0,6.3
136,0,7.3,0,6.3
137,0,15.1,0,14.1
138,0,38.0,0,37.0
139,0,38.0,0,37.0
140,0,38.0,0,37.0
141,0,38.0,0,37.0
142,0,38.0,0,37.0
143,0,38.0,0,37.0
144,0,38.0,0,37.0
145,0,36.4,0,35.4
146,0,36.4,0,35.4
147,0,35.8,0,34.8
148,0,35.8,0,34.8
149,0,35.8,0,34.8
150,0,36.4,0,35.4
151,0,36.4,0,35.4
152,0,36.4,0,35.4
153,0,27.8,0,26.8
154,0,10.5,0,9.5
155,0,9.9,0,8.9
156,0,9.9,0,8.9
157,0,9.1,0,8.1
158,0,9.9,0,8.9
159,0,9.9,0,8.9
160,0,9.9,0,8.9
161,0,19.2,0,18.2
162,0,37.4,0,36.4
163,0,37.4,0,36.4
164,0,37.4,0,36.4
165,0,37.4,0,36.4
166,0,37.4,0,36.4
167,0,37.4,0,36.4
168,0,37.4,0,36.4
169,0,37.6,0,36.6
170,0,36.4,0,35.4
171,0,36.4,0,35.4
172,0,35.8,0,34.8
173,0,35.0,0,34.0
174,0,35.8,0,34.8
175,0,37.6,0,36.6
176,0,37.6,0,36.6
177,0,25.6,0,24.6
178,0,-5.0,0,-6.0
179,0,-5.0,0,-6.0
180,0,-5.0,0,-6.0
181,0,-5.0,0,-6.0
182,0,-5.0,0,-6.0
183,0,-5.0,0,-6.0
184,0,-5.0,0,-6.0
185,0,-4.7,0,-5.7
186,0,37.6,0,36.6
187,0,37.6,0,36.6
188,0,37.6,0,36.6
189,0,37.6,0,36.6
190,0,37.6,0,36.6
191,0,37.6,0,36.6
192,0,37.6,0,36.6
193,0,38.4,0,37.4
194,0,38.4,0,37.4
195,0,38.4,0,37.4
196,0,37.2,0,36.2
197,0,37.2,0,36.2
198,0,37.2,0,36.2
199,0,37.2,0,36.2
200,0,37.8,0,36.8
201,0,15.7,0,14.7
202,0,-8.2,0,-9.2
203,0,-8.2,0,-9.2
204,0,-8.2,0,-9.2
205,0,-8.8,0,-9.8
206,0,-8.6,0,-9.6
207,0,-8.2,0,-9.2
208,0,-8.2,0,-9.2
209,0,0.8,0,-0.2
210,0,37.2,0,36.2
211,0,37.2,0,36.2
212,0,37.2,0,36.2
213,0,37.2,0,36.2
214,0,37.2,0,36.2
215,0,37.2,0,36.2
216,0,37.2,0,36.2
217,0,39.2,0,38.2
218,0,39.2,0,38.2
219,0,39.2,0,38.2
220,0,39.2,0,38.2
221,0,38.6,0,37.6
222,0,38.2,0,37.2
223,0,39.2,0,38.2
224,0,39.2,0,38.2
225,0,14.8,0,13.8
226,0,-11.4,0,-12.4
227,0,-11.4,0,-12.4
228,0,-11.4,0,-12.4
229,0,-13.2,0,-14.2
230,0,-12.4,0,-13.4
231,0,-11.4,0,-12.4
232,0,-11.4,0,-12.4
233,0,-5.2,0,-6.2
234,0,29.5,0,28.5
235,0,36.4,0,35.4
236,0,36.4,0,35.4
237,0,36.4,0,35.4
238,0,36.4,0,35.4
239,0,36.4,0,35.4
240,0,36.4,0,35.4
241,0,36.4,0,35.4
242,0,36.4,0,35.4
243,0,36.4,0,35.4
244,0,36.4,0,35.4
245,0,36.4,0,35.4
246,0,36.4,0,35.4
247,0,36.4,0,35.4
248,0,36.4,0,35.4
249,0,25.3,0,24.3
250,0,1.5,0,0.5
251,0,1.5,0,0.5
252,0,1.5,0,0.5
253,0,-6.0,0,-7.0
254,0,0.6,0,-0.4
255,0,1.5,0,0.5
256,0,1.5,0,0.5
257,0,7.6,0,6.6
258,0,36.0,0,35.0
259,0,36.4,0,35.4
260,0,36.4,0,35.4
261,0,36.4,0,35.4
262,0,36.4,0,35.4
263,0,36.4,0,35.4
264,0,36.4,0,35.4
265,0,37.0,0,36.0
266,0,36.4,0,35.4
267,0,35.8,0,34.8
268,0,35.2,0,34.2
269,0,35.8,0,34.8
270,0,35.8,0,34.8
271,0,37.0,0,36.0
272,0,37.0,0,36.0
273,0,26.6,0,25.6
274,0,10.7,0,9.7
275,0,10.7,0,9.7
276,0,10.7,0,9.7
277,0,10.7,0,9.7
278,0,10.7,0,9.7
279,0,10.7,0,9.7
280,0,10.7,0,9.7
281,0,18.4,0,17.4
282,0,36.4,0,35.4
283,0,36.4,0,35.4
284,0,36.4,0,35.4
285,0,36.4,0,35.4
286,0,36.4,0,35.4
287,0,36.4,0,35.4
288,0,36.4,0,35.4
289,0,37.0,0,36.0
290,0,36.4,0,35.4
291,0,35.8,0,34.8
292,0,34.6,0,33.6
293,0,34.6,0,33.6
294,0,35.8,0,34.8
295,0,37.0,0,36.0
296,0,37.0,0,36.0
297,0,28.8,0,27.8
298,0,8.8,0,7.8
299,0,8.8,0,7.8
300,0,8.8,0,7.8
301,0,8.8,0,7.8
302,0,6.6,0,5.6
303,0,8.8,0,7.8
304,0,8.8,0,7.8
305,0,12.9,0,11.9
306,0,35.8,0,34.8
307,0,35.8,0,34.8
308,0,35.8,0,34.8
309,0,35.8,0,34.8
310,0,35.8,0,34.8
311,0,35.8,0,34.8
312,0,35.8,0,34.8
313,0,35.8,0,34.8
314,0,35.8,0,34.8
315,0,35.8,0,34.8
316,0,35.8,0,34.8
317,0,35.8,0,34.8
318,0,35.8,0,34.8
319,0,35.8,0,34.8
320,0,35.8,0,34.8
321,0,34.6,0,33.6
322,0,17.4,0,16.4
323,0,17.2,0,16.2
324,0,17.2,0,16.2
325,0,16.6,0,15.6
326,0,17.2,0,16.2
327,0,17.2,0,16.2
328,0,17.2,0,16.2
329,0,17.4,0,16.4
330,0,35.8,0,34.8
331,0,35.8,0,34.8
332,0,35.8,0,34.8
333,0,35.8,0,34.8
334,0,35.8,0,34.8
335,0,35.8,0,34.8
336,0,35.8,0,34.8
337,0,0.0,0,-1.0
338,0,0.0,0,-1.0
339,0,0.0,0,-1.0
340,0,0.0,0,-1.0
341,0,0.0,0,-1.0
342,0,0.0,0,-1.0
343,0,0.0,0,-1.0
344,0,0.0,0,-1.0
345,0,0.0,0,-1.0
346,0,0.0,0,-1.0
347,0,0.0,0,-1.0
348,0,0.0,0,-1.0
349,0,0.0,0,-1.0
350,0,0.0,0,-1.0
351,0,0.0,0,-1.0
352,0,0.0,0,-1.0
353,0,0.0,0,-1.0
354,0,0.0,0,-1.0
355,0,0.0,0,-1.0
356,0,0.0,0,-1.0
357,0,0.0,0,-1.0
358,0,0.0,0,-1.0
359,0,0.0,0,-1.0
360,0,0.0,0,-1.0
361,0,35.4,0,34.4
