Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_moderate_0,CA_S_nuclear_1,NM_nuclear_1
t1,41424.7,51333.945151735694,0.0,0.0,19185.732000000004,0.0,66.01437364690798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.459999999995,0.0,34397.95100000001,11653.43789782452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.205968823749572e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.730882104311604e-11,0.0,0.0,0.0,0.0,62985.96955202708,0.0,0.0,0.0,68281.44980332606,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t2,41424.7,51333.945151735694,0.0,0.0,19185.732000000004,0.0,66.01437364690798,0.0,0.0,4.063593905812013e-12,0.0,0.0,0.0,0.0,2105.871035911205,0.0,0.0,0.0,-8.117240213323384e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336470738053322e-11,12039.460000000003,0.0,34397.95100000001,11653.43789782452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.355982572538778e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62985.96955202708,0.0,0.0,0.0,68281.44980332606,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t3,41424.7,51333.945151735694,0.0,0.0,19185.732000000004,0.0,66.01437364690798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,11653.43789782452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3429257705865894e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62985.96955202708,0.0,0.0,0.0,68281.4498033261,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t4,41424.7,51333.945151735694,0.0,0.0,19185.732000000004,0.0,66.01437364690798,0.0,0.0,0.0,0.0,3.057115691262883e-11,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,11653.43789782452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9842794901924208e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4921397450962104e-12,0.0,0.0,0.0,0.0,62985.96955202708,0.0,0.0,0.0,68281.44980332606,0.0,0.0,0.0,11287.386000000002,10706.856
t5,41424.7,51333.945151735694,0.0,0.0,19185.732000000004,0.0,66.01437364690798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,11653.43789782452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.879563337250147e-12,0.0,0.0,0.0,0.0,62985.96955202708,0.0,0.0,0.0,68281.44980332606,0.0,0.0,-4.297362465877086e-11,11287.386000000002,10706.856
t6,41424.7,51333.945151735694,0.0,0.0,19185.732000000004,0.0,66.01437364690798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.8710359112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.459999999814,0.0,34397.95100000001,11653.43789782452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.867597916316299e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62985.96955202708,0.0,0.0,0.0,68281.44980332606,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t7,41424.7,45292.63526573125,0.0,0.0,19185.732000000004,0.0,66.014373646908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,10516.311015717485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0807356665718543e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.879563337250147e-12,0.0,0.0,0.0,0.0,62985.96955202708,0.0,0.0,2.148681232938543e-11,68281.44980332606,-1.2823875294998288e-11,0.0,0.0,11287.386000000002,10706.856000000002
t8,41424.7,25666.972575867836,0.0,0.0,19185.732000000004,0.0,33.007186823454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.460000000001,0.0,34397.95100000001,5826.71894891226,0.0,0.0,0.0,0.0,0.0,0.0,1.5279510989785194e-10,0.0,0.0,0.0,1.1545431277681928e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0444978215673473e-11,0.0,0.0,0.0,0.0,62985.969552027105,0.0,0.0,0.0,68281.44980332606,-1.2823875294998288e-11,0.0,-2.2148949341271873e-11,11287.38600000001,10706.856000000002
t9,41424.7,25666.972575867832,0.0,0.0,19185.732000000004,0.0,33.00718682345399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,5826.71894891226,0.0,0.0,0.0,0.0,0.0,0.0,-5.6701310313655995e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56852.23371939382,0.0,0.0,0.0,57991.399855396245,0.0,0.0,0.0,11287.386000000004,10706.856000000002
t10,41424.7,25666.972575867832,0.0,0.0,19185.732000000004,0.0,33.00718682345399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.871035911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,5826.71894891226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.491074261954054e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31492.984776013553,0.0,0.0,0.0,39639.96142885454,0.0,0.0,0.0,11287.386000000002,7494.799200000001
