Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.628803720000003e8
AZ_naturalgas,3.7226085534484833e8
AZ_uranium,3.5742995216020405e8
CA_N_naturalgas,5.001552850891835e7
CA_N_uranium,1.8422357051928323e-8
CA_S_naturalgas,1.1557943741238367e7
MT_WY_CO_coal,3.46996328879154e8
MT_WY_CO_naturalgas,-2.618925652641477e-9
NM_coal,2.098361035670069e7
NM_naturalgas,208457.06157169273
PNW_coal,0.0
PNW_naturalgas,4.579419821375057e8
PNW_uranium,1.0546566959999849e8
UT_NV_coal,2.9651335145263547e8
UT_NV_naturalgas,6.509795974197062e8
CA_S_uranium,-6.707797353953931e-8
MT_WY_CO_uranium,-6.910689262856112e-9
NM_uranium,-3.306817639538643e-8
UT_NV_uranium,-3.862100436523343e-8
None,0.0
