Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_conservative_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_conservative_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_conservative_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_conservative_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_conservative_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_conservative_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_conservative_0,CA_S_nuclear_1,NM_nuclear_1
t1,0.0,30545.864532362124,0.0,0.0,19185.732000000004,0.0,6690.370563457293,0.0,0.0,0.0,1334.198631942814,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,40862.26704157736,0.0,0.0,0.0,9930.317832194158,50628.25193447499,0.0,0.0,43621.33394603848,0.0,0.0,0.0,33847.14726108434,0.0,0.0,99481.99823728518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107276.73163065378,0.0,0.0,0.0,56296.041475564474,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t2,0.0,30545.864532362124,0.0,0.0,19185.732000000004,0.0,5289.245838125923,0.0,0.0,0.0,1334.198631942814,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.460000000001,0.0,35341.698,39503.74322932771,0.0,0.0,0.0,9930.317832194158,50628.25193447499,0.0,0.0,43621.33394603848,0.0,0.0,9.549694368615746e-12,33847.14726108434,0.0,0.0,99481.99823728518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107276.73163065378,0.0,0.0,0.0,56296.041475564474,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t3,0.0,30545.864532362124,0.0,0.0,19185.732000000004,0.0,5289.245838125923,0.0,0.0,0.0,1334.198631942814,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,39920.02452307856,0.0,0.0,0.0,9930.317832194158,50628.25193447499,0.0,0.0,43621.33394603848,0.0,0.0,0.0,33847.14726108434,0.0,0.0,99481.99823728518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107276.73163065378,0.0,0.0,0.0,56296.041475564474,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t4,0.0,30545.864532362124,0.0,0.0,19185.732000000004,0.0,5289.245838125923,0.0,0.0,0.0,1334.198631942814,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,40720.223392103006,0.0,0.0,0.0,9930.317832194158,50628.25193447499,0.0,0.0,43621.33394603848,0.0,0.0,0.0,33847.14726108434,0.0,0.0,99481.99823728502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107276.73163065378,0.0,0.0,2.3874235921539366e-12,56296.04147556446,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t5,0.0,30545.864532362124,0.0,0.0,19185.732000000004,0.0,5289.245838125923,0.0,0.0,0.0,1334.198631942814,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,41255.597223745375,0.0,0.0,0.0,9930.317832194158,50628.25193447499,0.0,0.0,43621.33394603848,0.0,0.0,0.0,33847.14726108434,0.0,0.0,99481.99823728521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107276.73163065378,0.0,0.0,2.3874235921539366e-12,56296.04147556446,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t6,0.0,30545.864532362124,0.0,0.0,19185.732000000004,0.0,5289.245838125923,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,41255.597223745375,0.0,0.0,0.0,9930.317832194158,50628.25193447499,0.0,6.684786058031023e-10,43621.33394603848,0.0,0.0,9.549694368615746e-12,33847.14726108434,0.0,0.0,99481.9982372852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92495.51657722956,0.0,0.0,0.0,56296.04147556466,0.0,0.0,-3.730349362740526e-10,11287.386000000002,10706.856000000002
t7,0.0,30545.864532362124,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,37902.41270214953,0.0,0.0,0.0,9930.317832194158,50628.25193447499,0.0,0.0,43621.33394603848,0.0,0.0,0.0,20204.214875804755,0.0,0.0,99481.99823728521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82847.31034227503,0.0,0.0,0.0,56296.041475564394,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t8,0.0,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,20627.798611872688,0.0,0.0,0.0,0.0,38049.405453830834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99481.9982372852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74493.44669923183,0.0,0.0,0.0,56296.041475564394,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t9,0.0,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,20627.798611872688,0.0,0.0,0.0,0.0,25314.125967237494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99481.9982372852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72681.19061203147,0.0,0.0,0.0,56296.041475564394,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t10,0.0,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,20627.798611872688,0.0,0.0,0.0,0.0,25314.125967237494,0.0,-2.864908310584724e-11,0.0,0.0,0.0,2.2382096176443156e-12,0.0,0.0,0.0,99481.9982372852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53638.36581532677,0.0,0.0,0.0,56296.041475564394,0.0,0.0,0.0,11287.386000000002,10706.856000000002
