Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7
,,,,,,,,30,20084.0,22804.0,30538.0,17503.0,5227.0,34570.0,13740.0
,,,,,,,,31,20839.0,23215.0,29107.0,17130.0,5226.0,34530.0,13914.0
,,,,,,,,32,21402.0,23069.0,29512.0,17007.0,5238.0,34140.0,14042.0
,,,,,,,,33,21794.0,22932.0,30744.0,17043.0,5261.0,33770.0,14205.0
,,,,,,,,34,22013.0,22694.0,32415.0,17181.0,5330.0,33468.0,14445.0
,,,,,,,,35,22070.0,22767.0,32967.0,17429.0,5338.0,33583.0,14756.0
,,,,,,,,36,22173.0,23216.0,33370.0,18122.0,5289.0,34608.0,14945.0
,,,,,,,,37,22553.0,24328.0,34788.0,18442.0,5290.0,35908.0,15218.0
,,,,,,,,38,22170.0,24831.0,35711.0,18303.0,5299.0,36253.0,14994.0
,,,,,,,,39,21315.0,24634.0,35574.0,17876.0,5092.0,35747.0,14768.0
,,,,,,,,40,20431.0,23888.0,34871.0,17328.0,4864.0,34756.0,14313.0
,,,,,,,,41,19227.0,22741.0,34571.0,16694.0,4637.0,33409.0,13893.0
,,,,,,,,42,18036.0,21382.0,33910.0,16025.0,4496.0,31722.0,13571.0
,,,,,,,,43,17371.0,20134.0,33663.0,16347.0,4572.0,30212.0,13277.0
,,,,,,,,44,17303.0,20135.0,33892.0,16812.0,4693.0,29952.0,13219.0
,,,,,,,,45,17344.0,20529.0,34703.0,16716.0,4646.0,30236.0,13286.0
,,,,,,,,46,16862.0,19827.0,36524.0,15755.0,4511.0,29628.0,13241.0
,,,,,,,,47,16368.0,18133.0,36178.0,16025.0,4632.0,28646.0,12973.0
,,,,,,,,48,16923.0,18257.0,35315.0,16394.0,4709.0,29316.0,12895.0
,,,,,,,,49,20006.0,20522.0,35399.0,19529.0,5261.0,35239.0,15732.0
,,,,,,,,50,20032.0,21513.0,33912.0,19861.0,5319.0,37814.0,15575.0
,,,,,,,,51,19762.0,21965.0,32351.0,20251.0,5412.0,38676.0,14966.0
,,,,,,,,52,19718.0,22346.0,31750.0,20503.0,5562.0,38647.0,14976.0
,,,,,,,,53,19890.0,23243.0,32156.0,20680.0,5654.0,38491.0,14893.0
,,,,,,,,54,19823.0,23979.0,31506.0,20296.0,5736.0,38235.0,14675.0
,,,,,,,,55,19738.0,24243.0,29679.0,19778.0,5719.0,37614.0,14480.0
,,,,,,,,56,19508.0,23804.0,29861.0,19262.0,5656.0,36765.0,14357.0
,,,,,,,,57,19218.0,23582.0,30548.0,18865.0,5609.0,35757.0,14393.0
,,,,,,,,58,19066.0,23070.0,31097.0,18860.0,5625.0,35042.0,14531.0
,,,,,,,,59,19132.0,22938.0,31194.0,18947.0,5585.0,34757.0,14854.0
,,,,,,,,60,19560.0,23229.0,32228.0,19388.0,5635.0,35295.0,15438.0
,,,,,,,,61,20575.0,24152.0,33713.0,20151.0,5894.0,36716.0,16073.0
,,,,,,,,62,20939.0,25308.0,35180.0,20150.0,5830.0,37970.0,16581.0
,,,,,,,,63,20677.0,25331.0,35960.0,19999.0,5660.0,37684.0,16738.0
,,,,,,,,64,20159.0,24629.0,35837.0,19418.0,5464.0,36967.0,16675.0
,,,,,,,,65,19343.0,23538.0,35959.0,18697.0,5259.0,35631.0,16471.0
,,,,,,,,66,18490.0,22311.0,35751.0,18064.0,5099.0,33869.0,16220.0
,,,,,,,,67,18093.0,21133.0,35973.0,18328.0,5183.0,32278.0,16021.0
,,,,,,,,68,18036.0,21202.0,36105.0,18773.0,5330.0,32148.0,15982.0
,,,,,,,,69,18359.0,21528.0,36388.0,18787.0,5295.0,32527.0,15933.0
,,,,,,,,70,18214.0,20963.0,36722.0,18076.0,5161.0,32245.0,15590.0
,,,,,,,,71,17909.0,19447.0,36428.0,18274.0,5352.0,31368.0,15149.0
,,,,,,,,72,18797.0,19808.0,36458.0,18784.0,5476.0,32408.0,15078.0
,,,,,,,,73,15964.0,16789.0,37974.0,14763.0,4411.0,28040.0,13412.0
,,,,,,,,74,16216.0,17031.0,36676.0,15122.0,4481.0,29145.0,13372.0
,,,,,,,,75,16744.0,17528.0,35079.0,15545.0,4571.0,30224.0,13581.0
,,,,,,,,76,17283.0,18553.0,32161.0,15808.0,4652.0,31084.0,14021.0
,,,,,,,,77,17858.0,19636.0,32377.0,15806.0,4720.0,31486.0,14280.0
,,,,,,,,78,18417.0,20254.0,31575.0,15544.0,4757.0,31377.0,14173.0
,,,,,,,,79,18806.0,20426.0,30491.0,15291.0,4751.0,30815.0,14389.0
,,,,,,,,80,19288.0,20522.0,30892.0,15156.0,4753.0,30280.0,14721.0
,,,,,,,,81,19716.0,20644.0,31396.0,15129.0,4751.0,29778.0,15197.0
,,,,,,,,82,20095.0,20825.0,31845.0,15211.0,4782.0,29484.0,15838.0
,,,,,,,,83,20383.0,21008.0,32883.0,15420.0,4822.0,29629.0,16142.0
,,,,,,,,84,20490.0,21034.0,34166.0,15860.0,4863.0,30237.0,16285.0
,,,,,,,,85,20536.0,21612.0,35455.0,16210.0,4834.0,31290.0,16347.0
,,,,,,,,86,20110.0,21857.0,35823.0,16019.0,4715.0,31636.0,16420.0
,,,,,,,,87,19622.0,21393.0,34838.0,15680.0,4566.0,31153.0,16081.0
,,,,,,,,88,18923.0,20631.0,33627.0,15104.0,4408.0,30389.0,15751.0
,,,,,,,,89,18084.0,19660.0,32357.0,14631.0,4247.0,29296.0,15292.0
,,,,,,,,90,17278.0,18680.0,31383.0,14192.0,4138.0,28276.0,15008.0
,,,,,,,,91,16657.0,17876.0,30692.0,14031.0,4085.0,27587.0,14675.0
,,,,,,,,92,16328.0,17387.0,30809.0,14261.0,4140.0,27343.0,14432.0
,,,,,,,,93,16211.0,17588.0,32400.0,14200.0,4089.0,27560.0,14522.0
,,,,,,,,94,15965.0,17195.0,33891.0,13677.0,3959.0,27418.0,14470.0
,,,,,,,,95,15448.0,16193.0,33644.0,13780.0,4001.0,26955.0,14147.0
,,,,,,,,96,15491.0,16514.0,33095.0,13989.0,4078.0,27571.0,13821.0
,,,,,,,,97,19832.0,20109.0,35760.0,20726.0,4738.0,37305.0,14326.0
,,,,,,,,98,20347.0,20353.0,34264.0,21286.0,4838.0,38640.0,14289.0
,,,,,,,,99,20710.0,20810.0,32497.0,22208.0,5047.0,40112.0,14747.0
,,,,,,,,100,20831.0,22520.0,29469.0,22614.0,5169.0,41752.0,15092.0
,,,,,,,,101,20420.0,23341.0,29614.0,22814.0,5213.0,42720.0,15162.0
,,,,,,,,102,19771.0,23697.0,28780.0,22427.0,5134.0,43010.0,14881.0
,,,,,,,,103,19215.0,23023.0,27215.0,22131.0,5044.0,42700.0,14866.0
,,,,,,,,104,18613.0,22273.0,27142.0,21493.0,4987.0,42340.0,15010.0
,,,,,,,,105,18165.0,21515.0,27109.0,21276.0,4980.0,41795.0,15144.0
,,,,,,,,106,18042.0,20977.0,27211.0,21290.0,5047.0,41995.0,15129.0
,,,,,,,,107,18188.0,20787.0,27773.0,21753.0,5118.0,42567.0,15268.0
,,,,,,,,108,19299.0,21422.0,29087.0,22871.0,5326.0,44212.0,15624.0
,,,,,,,,109,20207.0,23176.0,30671.0,23310.0,5382.0,45260.0,16227.0
,,,,,,,,110,20281.0,23547.0,31495.0,23414.0,5375.0,45108.0,16243.0
,,,,,,,,111,20130.0,23388.0,31565.0,23226.0,5298.0,44494.0,16291.0
,,,,,,,,112,19966.0,22999.0,31385.0,22988.0,5225.0,43367.0,16175.0
,,,,,,,,113,19507.0,22362.0,31081.0,22389.0,5096.0,41893.0,15827.0
,,,,,,,,114,18928.0,21582.0,30825.0,22046.0,4971.0,40057.0,15525.0
,,,,,,,,115,18752.0,20772.0,30750.0,21985.0,4948.0,38347.0,15407.0
,,,,,,,,116,18688.0,20311.0,30724.0,22436.0,5028.0,37204.0,15319.0
,,,,,,,,117,18864.0,20322.0,31134.0,22559.0,4996.0,36948.0,15346.0
,,,,,,,,118,18862.0,19883.0,31729.0,22141.0,4899.0,36376.0,15256.0
,,,,,,,,119,18860.0,18868.0,32216.0,22304.0,5000.0,35641.0,15241.0
,,,,,,,,120,19437.0,19087.0,32413.0,22442.0,5109.0,35870.0,14984.0
,,,,,,,,121,19569.0,20169.0,32964.0,19509.0,5593.0,36315.0,15199.0
,,,,,,,,122,19791.0,21677.0,31515.0,20274.0,5542.0,39169.0,15131.0
,,,,,,,,123,19488.0,22048.0,30259.0,20411.0,5557.0,40295.0,14892.0
,,,,,,,,124,19377.0,22306.0,32131.0,20566.0,5593.0,40150.0,14914.0
,,,,,,,,125,19507.0,23301.0,32840.0,20506.0,5576.0,39952.0,14851.0
,,,,,,,,126,19488.0,23923.0,32009.0,20093.0,5499.0,39530.0,14582.0
,,,,,,,,127,19464.0,23869.0,29728.0,19439.0,5359.0,38607.0,14522.0
,,,,,,,,128,19351.0,23247.0,29925.0,19100.0,5254.0,37534.0,14447.0
,,,,,,,,129,19239.0,23075.0,30435.0,18809.0,5184.0,36438.0,14593.0
,,,,,,,,130,19239.0,22745.0,30918.0,18746.0,5194.0,35585.0,14710.0
,,,,,,,,131,19398.0,22575.0,31404.0,18868.0,5300.0,35211.0,14872.0
,,,,,,,,132,19884.0,22677.0,32612.0,19323.0,5404.0,35763.0,15256.0
,,,,,,,,133,20699.0,23498.0,34755.0,19871.0,5554.0,37842.0,16002.0
,,,,,,,,134,20880.0,24653.0,37052.0,19925.0,5521.0,38909.0,16394.0
,,,,,,,,135,20510.0,24527.0,38277.0,19828.0,5401.0,38712.0,16479.0
,,,,,,,,136,19959.0,23785.0,38577.0,19450.0,5250.0,38035.0,16467.0
,,,,,,,,137,18993.0,22747.0,39020.0,18786.0,5076.0,36730.0,16228.0
,,,,,,,,138,18107.0,21325.0,39294.0,17980.0,4953.0,34977.0,16052.0
,,,,,,,,139,17493.0,20244.0,39636.0,17831.0,4996.0,33399.0,15847.0
,,,,,,,,140,17285.0,19854.0,40072.0,18199.0,5121.0,32694.0,15746.0
,,,,,,,,141,17551.0,20225.0,40271.0,18343.0,5129.0,32977.0,15798.0
,,,,,,,,142,17278.0,19866.0,40296.0,17976.0,5084.0,32942.0,15515.0
,,,,,,,,143,17216.0,18781.0,39768.0,18235.0,5312.0,32294.0,15159.0
,,,,,,,,144,17749.0,19247.0,39413.0,18745.0,5454.0,33386.0,15037.0
,,,,,,,,145,17658.0,19093.0,36572.0,15797.0,4841.0,34096.0,13454.0
,,,,,,,,146,18049.0,19896.0,34932.0,16023.0,4913.0,35620.0,13208.0
,,,,,,,,147,18394.0,20079.0,33146.0,16144.0,5084.0,35317.0,12769.0
,,,,,,,,148,19268.0,20950.0,32451.0,16807.0,5328.0,34842.0,13041.0
,,,,,,,,149,20322.0,22217.0,32748.0,17389.0,5568.0,35029.0,13324.0
,,,,,,,,150,21312.0,23488.0,32263.0,17653.0,5710.0,34975.0,13415.0
,,,,,,,,151,22028.0,23918.0,30507.0,17627.0,5766.0,34606.0,13559.0
,,,,,,,,152,22314.0,23775.0,30643.0,17609.0,5780.0,34040.0,13719.0
,,,,,,,,153,22488.0,23768.0,31159.0,17502.0,5756.0,33440.0,13867.0
,,,,,,,,154,22471.0,23491.0,31495.0,17332.0,5712.0,32914.0,14093.0
,,,,,,,,155,22571.0,23398.0,31127.0,17306.0,5676.0,32637.0,14348.0
,,,,,,,,156,22500.0,23418.0,32208.0,17474.0,5660.0,32744.0,14496.0
,,,,,,,,157,22288.0,23413.0,34053.0,17533.0,5617.0,32843.0,14672.0
,,,,,,,,158,22441.0,23776.0,35663.0,17554.0,5563.0,33049.0,14649.0
,,,,,,,,159,22052.0,24281.0,36685.0,17588.0,5355.0,33662.0,14854.0
,,,,,,,,160,21446.0,24495.0,37035.0,17078.0,5089.0,33361.0,14992.0
,,,,,,,,161,20275.0,23548.0,37322.0,16420.0,4856.0,32107.0,14819.0
,,,,,,,,162,19169.0,22502.0,37476.0,15790.0,4610.0,30452.0,14605.0
,,,,,,,,163,17832.0,21092.0,37780.0,14505.0,4290.0,29052.0,14275.0
,,,,,,,,164,16849.0,18492.0,37575.0,14808.0,4329.0,27293.0,13762.0
,,,,,,,,165,16649.0,18480.0,37709.0,14679.0,4266.0,27440.0,13652.0
,,,,,,,,166,16177.0,17942.0,37734.0,14212.0,4120.0,27267.0,13476.0
,,,,,,,,167,15701.0,17063.0,37315.0,14362.0,4165.0,27024.0,13100.0
,,,,,,,,168,15696.0,17163.0,37298.0,14675.0,4237.0,27722.0,12758.0
,,,,,,,,169,22090.0,20741.0,30737.0,15881.0,5420.0,30924.0,17183.0
,,,,,,,,170,23125.0,21065.0,29714.0,15852.0,5549.0,32388.0,16782.0
,,,,,,,,171,24394.0,21402.0,28856.0,16384.0,5865.0,33404.0,16858.0
,,,,,,,,172,26311.0,22886.0,28431.0,17324.0,6263.0,34946.0,17523.0
,,,,,,,,173,28399.0,24960.0,28847.0,18311.0,6581.0,36994.0,18234.0
,,,,,,,,174,30271.0,26838.0,28738.0,18978.0,6778.0,38710.0,18721.0
,,,,,,,,175,31667.0,28026.0,27573.0,19337.0,6883.0,39826.0,19301.0
,,,,,,,,176,32670.0,28678.0,27824.0,19493.0,6933.0,40503.0,19870.0
,,,,,,,,177,33231.0,29450.0,28292.0,19715.0,6952.0,40983.0,20599.0
,,,,,,,,178,33764.0,29920.0,28626.0,19978.0,6920.0,41210.0,21265.0
,,,,,,,,179,33926.0,30429.0,29289.0,19955.0,6829.0,41473.0,21922.0
,,,,,,,,180,33762.0,30730.0,30800.0,19892.0,6769.0,41551.0,22079.0
,,,,,,,,181,33335.0,30544.0,31924.0,19716.0,6668.0,41500.0,22185.0
,,,,,,,,182,32520.0,30228.0,32311.0,19551.0,6539.0,41378.0,22022.0
,,,,,,,,183,31537.0,29486.0,32113.0,19241.0,6274.0,40796.0,21553.0
,,,,,,,,184,30121.0,28879.0,31674.0,18683.0,5901.0,40163.0,21040.0
,,,,,,,,185,28213.0,27655.0,31286.0,17697.0,5610.0,38402.0,20466.0
,,,,,,,,186,26351.0,25826.0,30978.0,16835.0,5385.0,36077.0,19750.0
,,,,,,,,187,24791.0,23899.0,30617.0,15957.0,5206.0,33585.0,19101.0
,,,,,,,,188,23709.0,22278.0,31078.0,16177.0,5286.0,32298.0,18867.0
,,,,,,,,189,23163.0,22108.0,32935.0,15777.0,5230.0,31889.0,18944.0
,,,,,,,,190,22400.0,21245.0,33103.0,14905.0,5042.0,31204.0,18685.0
,,,,,,,,191,21687.0,19637.0,32533.0,14981.0,5136.0,30105.0,18298.0
,,,,,,,,192,21689.0,19722.0,31690.0,15358.0,5250.0,30709.0,18007.0
,,,,,,,,193,17631.0,18887.0,30745.0,16585.0,4772.0,30913.0,13985.0
,,,,,,,,194,17605.0,20046.0,29804.0,17033.0,4794.0,33209.0,13917.0
,,,,,,,,195,17801.0,20316.0,29093.0,16898.0,4884.0,33976.0,13645.0
,,,,,,,,196,18362.0,20841.0,31301.0,17141.0,5035.0,33754.0,13917.0
,,,,,,,,197,19100.0,21959.0,32236.0,17372.0,5173.0,34100.0,14027.0
,,,,,,,,198,19936.0,22883.0,31623.0,17298.0,5243.0,34421.0,14146.0
,,,,,,,,199,20594.0,23289.0,29633.0,17088.0,5227.0,34380.0,14429.0
,,,,,,,,200,21050.0,23032.0,29903.0,16986.0,5227.0,34178.0,14595.0
,,,,,,,,201,21448.0,22908.0,30546.0,16944.0,5212.0,33933.0,14852.0
,,,,,,,,202,21575.0,22621.0,31380.0,17135.0,5253.0,33517.0,15162.0
,,,,,,,,203,21753.0,22621.0,31737.0,17376.0,5314.0,33619.0,15337.0
,,,,,,,,204,21887.0,22956.0,33113.0,18086.0,5379.0,34631.0,15574.0
,,,,,,,,205,22255.0,24240.0,35374.0,18390.0,5398.0,35798.0,15862.0
,,,,,,,,206,21919.0,24721.0,37033.0,18152.0,5316.0,35914.0,15739.0
,,,,,,,,207,21240.0,24560.0,37699.0,17702.0,5135.0,35368.0,15309.0
,,,,,,,,208,20361.0,23617.0,36877.0,17102.0,4926.0,34295.0,14841.0
,,,,,,,,209,19260.0,22482.0,36277.0,16432.0,4670.0,32737.0,14417.0
,,,,,,,,210,18194.0,21288.0,35453.0,15704.0,4536.0,31018.0,14022.0
,,,,,,,,211,17461.0,20306.0,35027.0,15649.0,4587.0,29630.0,13651.0
,,,,,,,,212,17365.0,20306.0,35330.0,16134.0,4692.0,29324.0,13858.0
,,,,,,,,213,17467.0,20719.0,36586.0,15964.0,4629.0,29687.0,13569.0
,,,,,,,,214,16859.0,20081.0,38462.0,15010.0,4457.0,29294.0,13578.0
,,,,,,,,215,16390.0,18551.0,38196.0,15120.0,4602.0,28058.0,13255.0
,,,,,,,,216,16869.0,18606.0,37174.0,15383.0,4701.0,28703.0,13188.0
,,,,,,,,217,18903.0,20469.0,36040.0,19300.0,5457.0,31319.0,14572.0
,,,,,,,,218,18906.0,21693.0,34882.0,19814.0,5434.0,33920.0,14573.0
,,,,,,,,219,18694.0,21982.0,33108.0,19858.0,5474.0,34892.0,14396.0
,,,,,,,,220,18691.0,22318.0,29921.0,20145.0,5619.0,34870.0,14786.0
,,,,,,,,221,18938.0,23346.0,30217.0,20018.0,5585.0,35400.0,14687.0
,,,,,,,,222,19186.0,23963.0,29911.0,19600.0,5564.0,35744.0,14482.0
,,,,,,,,223,19258.0,23952.0,28689.0,18973.0,5442.0,35665.0,14369.0
,,,,,,,,224,19270.0,23510.0,28843.0,18541.0,5354.0,35423.0,14339.0
,,,,,,,,225,19258.0,23308.0,29313.0,18264.0,5296.0,35230.0,14603.0
,,,,,,,,226,19319.0,23015.0,29437.0,18227.0,5358.0,35078.0,15006.0
,,,,,,,,227,19457.0,22869.0,30418.0,18606.0,5426.0,35491.0,15245.0
,,,,,,,,228,20126.0,23103.0,31665.0,19403.0,5596.0,36901.0,15546.0
,,,,,,,,229,20834.0,24202.0,32871.0,19785.0,5669.0,38287.0,16080.0
,,,,,,,,230,20816.0,24803.0,33197.0,19718.0,5628.0,38552.0,16102.0
,,,,,,,,231,20307.0,24715.0,32501.0,19433.0,5506.0,38231.0,15919.0
,,,,,,,,232,19662.0,23952.0,31835.0,18944.0,5351.0,37179.0,15651.0
,,,,,,,,233,18836.0,22831.0,31127.0,18278.0,5187.0,35665.0,15276.0
,,,,,,,,234,17841.0,21610.0,30519.0,17632.0,5039.0,33618.0,14876.0
,,,,,,,,235,17292.0,20618.0,30109.0,17346.0,5023.0,31957.0,14430.0
,,,,,,,,236,17219.0,20293.0,30317.0,17806.0,5125.0,31248.0,14266.0
,,,,,,,,237,17376.0,20603.0,31363.0,18114.0,5121.0,31434.0,14427.0
,,,,,,,,238,17152.0,20185.0,32969.0,17485.0,5028.0,31152.0,14242.0
,,,,,,,,239,16949.0,19045.0,32647.0,17514.0,5218.0,30305.0,14189.0
,,,,,,,,240,17704.0,19263.0,31992.0,18003.0,5330.0,31272.0,14230.0
,,,,,,,,241,19669.0,21323.0,33856.0,24888.0,5666.0,40742.0,15010.0
,,,,,,,,242,20050.0,22455.0,32263.0,25136.0,5706.0,43639.0,14937.0
,,,,,,,,243,19938.0,22981.0,31325.0,25742.0,5858.0,44891.0,14670.0
,,,,,,,,244,20222.0,23944.0,31687.0,26365.0,6072.0,45195.0,15101.0
,,,,,,,,245,20832.0,25375.0,32647.0,26780.0,6279.0,45435.0,15119.0
,,,,,,,,246,21190.0,26651.0,32264.0,26666.0,6309.0,45467.0,15109.0
,,,,,,,,247,21431.0,27089.0,30581.0,26468.0,6281.0,45046.0,15198.0
,,,,,,,,248,21335.0,27001.0,31181.0,26110.0,6253.0,44437.0,15374.0
,,,,,,,,249,21083.0,26747.0,32511.0,25848.0,6261.0,43725.0,15759.0
,,,,,,,,250,21148.0,26389.0,33799.0,26046.0,6340.0,43424.0,16170.0
,,,,,,,,251,21702.0,26464.0,33684.0,26590.0,6420.0,43846.0,16483.0
,,,,,,,,252,22557.0,27251.0,34717.0,27675.0,6540.0,45876.0,16696.0
,,,,,,,,253,23159.0,28493.0,36268.0,28076.0,6574.0,47754.0,17146.0
,,,,,,,,254,23125.0,29049.0,37583.0,27931.0,6460.0,48321.0,17152.0
,,,,,,,,255,22619.0,29065.0,37987.0,27403.0,6214.0,48163.0,16943.0
,,,,,,,,256,21800.0,28331.0,37706.0,26646.0,5961.0,47290.0,16656.0
,,,,,,,,257,20570.0,27102.0,37377.0,25584.0,5680.0,45535.0,16233.0
,,,,,,,,258,18996.0,25508.0,36753.0,24703.0,5410.0,43129.0,15963.0
,,,,,,,,259,18265.0,23949.0,36478.0,24011.0,5281.0,41183.0,15596.0
,,,,,,,,260,18014.0,22870.0,36101.0,24472.0,5319.0,39940.0,15310.0
,,,,,,,,261,18017.0,23225.0,36268.0,24641.0,5250.0,40383.0,15422.0
,,,,,,,,262,17818.0,22848.0,37677.0,23970.0,5177.0,40355.0,15520.0
,,,,,,,,263,17834.0,21766.0,37871.0,24092.0,5316.0,39863.0,15389.0
,,,,,,,,264,18789.0,22080.0,36763.0,24542.0,5433.0,41024.0,15620.0
,,,,,,,,265,19438.0,20394.0,34705.0,19109.0,5190.0,34791.0,14647.0
,,,,,,,,266,19549.0,21181.0,33195.0,19332.0,5239.0,36942.0,14436.0
,,,,,,,,267,19735.0,21452.0,31606.0,19991.0,5377.0,38180.0,14108.0
,,,,,,,,268,20078.0,22482.0,28658.0,20683.0,5580.0,38986.0,14508.0
,,,,,,,,269,20259.0,23761.0,29044.0,21080.0,5694.0,39761.0,14505.0
,,,,,,,,270,20332.0,24532.0,28444.0,21094.0,5704.0,40190.0,14336.0
,,,,,,,,271,20043.0,24664.0,27155.0,20793.0,5622.0,39935.0,14534.0
,,,,,,,,272,19876.0,24236.0,27140.0,20416.0,5553.0,39570.0,14643.0
,,,,,,,,273,19805.0,23537.0,27330.0,20111.0,5525.0,38939.0,14883.0
,,,,,,,,274,19869.0,23034.0,27738.0,20171.0,5581.0,38504.0,15113.0
,,,,,,,,275,20179.0,23024.0,28764.0,20667.0,5655.0,38653.0,15267.0
,,,,,,,,276,21164.0,23647.0,30188.0,21559.0,5830.0,40219.0,15754.0
,,,,,,,,277,22234.0,25489.0,31742.0,22020.0,5908.0,41595.0,16324.0
,,,,,,,,278,22301.0,26305.0,32594.0,21953.0,5844.0,41869.0,16455.0
,,,,,,,,279,21987.0,26430.0,32695.0,21461.0,5667.0,41509.0,16510.0
,,,,,,,,280,21655.0,25994.0,32446.0,20905.0,5469.0,40671.0,16392.0
,,,,,,,,281,20857.0,25009.0,32013.0,20073.0,5246.0,39375.0,16232.0
,,,,,,,,282,20154.0,24054.0,31615.0,19300.0,5075.0,37359.0,15965.0
,,,,,,,,283,19521.0,22580.0,31207.0,19196.0,5029.0,35490.0,15674.0
,,,,,,,,284,19384.0,22097.0,31270.0,19532.0,5102.0,34508.0,15505.0
,,,,,,,,285,19599.0,22285.0,31752.0,19755.0,5007.0,34579.0,15530.0
,,,,,,,,286,19496.0,21826.0,32864.0,18986.0,4862.0,34178.0,15444.0
,,,,,,,,287,19438.0,20639.0,32878.0,19134.0,4976.0,33479.0,15284.0
,,,,,,,,288,20246.0,21147.0,32282.0,19500.0,5100.0,34319.0,15323.0
,,,,,,,,289,21399.0,21910.0,31370.0,20099.0,5218.0,35917.0,15324.0
,,,,,,,,290,21711.0,22578.0,30034.0,20373.0,5295.0,37988.0,15050.0
,,,,,,,,291,21850.0,22942.0,28939.0,21139.0,5491.0,39272.0,14789.0
,,,,,,,,292,22052.0,23833.0,28521.0,21854.0,5708.0,39990.0,15188.0
,,,,,,,,293,21900.0,24846.0,28808.0,22391.0,5896.0,40967.0,15085.0
,,,,,,,,294,21603.0,25456.0,28274.0,22452.0,5907.0,41265.0,14730.0
,,,,,,,,295,21007.0,25175.0,26875.0,22334.0,5871.0,40928.0,14743.0
,,,,,,,,296,20423.0,24283.0,26733.0,21980.0,5791.0,40295.0,14667.0
,,,,,,,,297,19952.0,23449.0,26834.0,21868.0,5786.0,39507.0,14773.0
,,,,,,,,298,19778.0,22801.0,27014.0,21814.0,5837.0,39093.0,14926.0
