Sum Range ID,Operator
Baja_California_Wind_Max_Build,<=
Central_Valley_North_Los_Banos_Wind_Max_Build,<=
Greater_Imperial_Wind_Max_Build,<=
Northern_California_Wind_Max_Build,<=
Solano_Wind_Max_Build,<=
Southern_NV_Eldorado_Wind_Max_Build,<=
Tehachapi_Wind_Max_Build,<=
CAISO_Flow_Battery_8hr_Dispatch_Max_Build,<=
