Resource,Scarlet,Hybrid_Solar_Test,DaggettSolarPower3,Total
t642,8.299999999999997,0.0,0.0,8.299999999999997
t643,39.900000000000006,0.0,1.3999999999999986,41.300000000000004
t644,0.0,0.0,0.0,0.0
t645,0.0,0.0,0.0,0.0
t646,0.0,0.0,0.0,0.0
t647,0.0,0.0,0.0,0.0
t648,0.0,0.0,0.0,0.0
t649,0.0,0.0,0.0,0.0
t650,0.0,0.0,0.0,0.0
t651,0.0,0.0,0.0,0.0
t652,0.0,0.0,0.0,0.0
t653,0.0,0.0,0.0,0.0
t654,0.0,0.0,0.0,0.0
t655,0.0,0.0,0.0,0.0
t656,0.0,0.0,0.0,0.0
t657,0.0,0.0,0.0,0.0
t658,14.67647058823531,0.0,8.350000000000001,23.026470588235313
t659,22.200000000000003,0.0,8.151820227257858,30.35182022725786
t660,50.0,0.0,25.0,75.0
t661,19.19999999999999,0.0,4.549999999999997,23.749999999999986
t662,0.0,0.0,0.0,0.0
t663,18.5,0.0,0.0,18.5
t664,16.6,0.0,3.471709184506846,20.071709184506847
t665,0.0,0.0,0.0,0.0
t666,0.0,0.0,9.300000000000004,9.300000000000004
t667,0.0,0.0,0.0,0.0
t668,0.0,0.0,0.0,0.0
t669,0.0,0.0,0.0,0.0
t670,0.0,0.0,0.0,0.0
t671,0.0,0.0,0.0,0.0
t672,0.0,0.0,0.0,0.0
t673,0.0,0.0,0.0,0.0
t674,0.0,0.0,0.0,0.0
t675,0.0,0.0,0.0,0.0
t676,0.0,0.0,0.0,0.0
t677,0.0,0.0,0.0,0.0
t678,0.0,0.0,0.0,0.0
t679,0.0,0.0,0.0,0.0
t680,0.0,0.0,7.95,7.95
t681,0.0,0.0,7.5,7.5
t682,0.0,0.0,0.0,0.0
t683,38.9,0.0,0.0,38.9
t684,3.4000000000000057,0.0,17.373529411764704,20.77352941176471
t685,24.0,0.0,25.0,49.0
t686,22.0,0.0,0.0,22.0
t687,31.5,0.0,0.0,31.5
t688,21.37647058823528,0.0,0.0,21.37647058823528
t689,0.0,0.0,0.0,0.0
t690,0.0,0.0,0.0,0.0
t691,0.0,0.0,0.0,0.0
t692,0.0,0.0,0.0,0.0
t693,0.0,0.0,0.0,0.0
t694,0.0,0.0,0.0,0.0
t695,0.0,0.0,0.0,0.0
t696,0.0,0.0,0.0,0.0
t697,0.0,0.0,0.0,0.0
t698,0.0,0.0,0.0,0.0
t699,0.0,0.0,0.0,0.0
t700,0.0,0.0,0.0,0.0
t701,0.0,0.0,0.0,0.0
t702,0.0,0.0,0.0,0.0
t703,0.0,0.0,0.0,0.0
t704,0.0,0.0,0.0,0.0
t705,26.1,0.0,7.200000000000003,33.300000000000004
t706,12.799999999999997,0.0,0.0,12.799999999999997
t707,31.876470588235286,0.0,25.0,56.876470588235286
t708,3.4000000000000057,0.0,0.0,3.4000000000000057
t709,50.0,0.0,25.0,75.0
t710,3.4000000000000057,0.0,1.6235294117647006,5.023529411764706
t711,3.4000000000000057,0.0,0.0,3.4000000000000057
t712,3.4000000000000057,0.0,0.0,3.4000000000000057
t713,3.4000000000000057,0.0,0.0,3.4000000000000057
t714,3.4000000000000057,0.0,0.0,3.4000000000000057
t715,0.0,0.0,0.0,0.0
t716,0.0,0.0,0.0,0.0
t717,0.0,0.0,0.0,0.0
t718,0.0,0.0,0.0,0.0
t719,0.0,0.0,0.0,0.0
t720,0.0,0.0,0.0,0.0
t721,0.0,0.0,0.0,0.0
t722,0.0,0.0,0.0,0.0
t723,0.0,0.0,0.0,0.0
t724,0.0,0.0,0.0,0.0
t725,0.0,0.0,0.0,0.0
t726,0.0,0.0,0.0,0.0
t727,0.0,0.0,0.0,0.0
t728,8.0,0.0,9.55,17.55
t729,27.200000000000003,0.0,3.3499999999999943,30.549999999999997
t730,3.4000000000000057,0.0,0.0,3.4000000000000057
t731,3.4000000000000057,0.0,19.864705882352947,23.264705882352953
t732,49.482352941176444,0.0,25.0,74.48235294117644
t733,3.4000000000000057,0.0,0.0,3.4000000000000057
t734,3.4000000000000057,0.0,0.0,3.4000000000000057
t735,3.4000000000000057,0.0,0.0,3.4000000000000057
t736,3.4000000000000057,0.0,0.0,3.4000000000000057
t737,3.4000000000000057,0.0,0.0,3.4000000000000057
t738,3.4000000000000057,0.0,0.0,3.4000000000000057
t739,0.0,0.0,0.0,0.0
t740,0.0,0.0,0.0,0.0
t741,0.0,0.0,0.0,0.0
t742,0.0,0.0,0.0,0.0
t743,0.0,0.0,0.0,0.0
t744,0.0,0.0,0.0,0.0
t745,0.0,0.0,0.0,0.0
t746,0.0,0.0,0.0,0.0
t747,0.0,0.0,0.0,0.0
t748,0.0,0.0,0.0,0.0
t749,0.0,0.0,0.0,0.0
t750,0.0,0.0,0.0,0.0
t751,0.0,0.0,0.0,0.0
t752,9.2,0.0,8.05,17.25
t753,24.200000000000003,0.0,10.449999999999996,34.65
t754,3.4000000000000057,0.0,0.3500000000000014,3.750000000000007
t755,50.0,0.0,25.0,75.0
t756,33.97647058823529,0.0,14.973529411764705,48.94999999999999
t757,3.4000000000000057,0.0,0.0,3.4000000000000057
t758,3.4000000000000057,0.0,0.0,3.4000000000000057
t759,3.4000000000000057,0.0,0.0,3.4000000000000057
t760,3.4000000000000057,0.0,0.0,3.4000000000000057
t761,3.4000000000000057,0.0,0.0,3.4000000000000057
t762,3.4000000000000057,0.0,0.0,3.4000000000000057
t763,0.0,0.0,0.0,0.0
t764,0.0,0.0,0.0,0.0
t765,0.0,0.0,0.0,0.0
t766,0.0,0.0,0.0,0.0
t767,0.0,0.0,0.0,0.0
t768,0.0,0.0,0.0,0.0
t769,0.0,0.0,0.0,0.0
t770,0.0,0.0,0.0,0.0
t771,0.0,0.0,0.0,0.0
t772,0.0,0.0,0.0,0.0
t773,0.0,0.0,0.0,0.0
t774,0.0,0.0,0.0,0.0
t775,0.0,0.0,0.0,0.0
t776,0.0,0.0,8.05,8.05
t777,0.0,0.0,4.649999999999999,4.649999999999999
t778,8.1,0.0,21.123529411764707,29.22352941176471
t779,12.4,0.0,25.0,37.4
t780,16.7,0.0,0.0,16.7
t781,20.1,0.0,0.0,20.1
t782,22.2,0.0,0.0,22.2
t783,22.2,0.0,0.0,22.2
t784,32.800000000000004,0.0,0.0,32.800000000000004
t785,6.676470588235308,0.0,0.0,6.676470588235308
t786,0.0,0.0,0.0,0.0
t787,0.0,0.0,0.0,0.0
t788,0.0,0.0,0.0,0.0
t789,0.0,0.0,0.0,0.0
t790,0.0,0.0,0.0,0.0
t791,0.0,0.0,0.0,0.0
t792,0.0,0.0,0.0,0.0
t793,0.0,0.0,0.0,0.0
t794,0.0,0.0,0.0,0.0
t795,0.0,0.0,0.0,0.0
t796,0.0,0.0,0.0,0.0
t797,0.0,0.0,0.0,0.0
t798,0.0,0.0,0.0,0.0
t799,0.0,0.0,0.0,0.0
t800,0.0,0.0,0.0,0.0
t801,0.0,0.0,3.1499999999999986,3.1499999999999986
t802,10.200000000000003,0.0,0.0,10.200000000000003
t803,49.6,0.0,5.673529411764708,55.27352941176471
t804,21.599999999999994,0.0,25.0,46.599999999999994
t805,3.6000000000000085,0.0,25.0,28.60000000000001
t806,49.1,0.0,0.0,49.1
t807,7.076470588235295,0.0,0.0,7.076470588235295
t808,0.0,0.0,0.0,0.0
t809,0.0,0.0,0.0,0.0
t810,0.0,0.0,0.0,0.0
t811,0.0,0.0,0.0,0.0
t812,0.0,0.0,0.0,0.0
t813,0.0,0.0,0.0,0.0
t814,0.0,0.0,0.0,0.0
t815,0.0,0.0,0.0,0.0
t816,0.0,0.0,0.0,0.0
t817,0.0,0.0,0.0,0.0
t818,0.0,0.0,0.0,0.0
t819,0.0,0.0,0.0,0.0
t820,0.0,0.0,0.0,0.0
t821,0.0,0.0,0.0,0.0
t822,0.0,0.0,0.0,0.0
t823,0.0,0.0,0.0,0.0
t824,6.0,0.0,9.65,15.65
t825,37.4,0.0,5.899999999999999,43.3
t826,3.6000000000000085,0.0,0.0,3.6000000000000085
t827,3.4000000000000057,0.0,0.0,3.4000000000000057
t828,3.4000000000000057,0.0,0.0,3.4000000000000057
t829,3.4000000000000057,0.0,0.0,3.4000000000000057
t830,3.4000000000000057,0.0,15.450000000000001,18.85000000000001
t831,3.4000000000000057,0.0,0.0,3.4000000000000057
t832,3.4000000000000057,0.0,0.0,3.4000000000000057
t833,9.299999999999997,0.0,0.0,9.299999999999997
t834,10.5,0.0,0.0,10.5
t835,0.0,0.0,0.0,0.0
t836,0.0,0.0,0.0,0.0
t837,0.0,0.0,0.0,0.0
t838,0.0,0.0,0.0,0.0
t839,0.0,0.0,0.0,0.0
t840,0.0,0.0,0.0,0.0
t841,0.0,0.0,0.0,0.0
t842,0.0,0.0,0.0,0.0
t843,0.0,0.0,0.0,0.0
t844,0.0,0.0,0.0,0.0
t845,0.0,0.0,0.0,0.0
t846,0.0,0.0,0.0,0.0
t847,0.0,0.0,0.0,0.0
t848,19.6,0.0,14.649999999999999,34.25
t849,18.10000000000001,0.0,4.949999999999996,23.050000000000004
t850,3.4000000000000057,0.0,0.0,3.4000000000000057
t851,3.4000000000000057,0.0,0.0,3.4000000000000057
t852,3.4000000000000057,0.0,0.0,3.4000000000000057
t853,3.4000000000000057,0.0,0.0,3.4000000000000057
t854,3.4000000000000057,0.0,0.0,3.4000000000000057
t855,3.4000000000000057,0.0,0.0,3.4000000000000057
t856,3.4000000000000057,0.0,0.0,3.4000000000000057
t857,3.4000000000000057,0.0,0.0,3.4000000000000057
t858,46.800000000000004,0.0,0.0,46.800000000000004
t859,0.0,0.0,0.0,0.0
t860,0.0,0.0,0.0,0.0
t861,0.0,0.0,0.0,0.0
t862,0.0,0.0,0.0,0.0
t863,0.0,0.0,0.0,0.0
t864,0.0,0.0,0.0,0.0
t865,0.0,0.0,0.0,0.0
t866,0.0,0.0,0.0,0.0
t867,0.0,0.0,0.0,0.0
t868,0.0,0.0,0.0,0.0
t869,0.0,0.0,0.0,0.0
t870,0.0,0.0,0.0,0.0
t871,0.0,0.0,0.0,0.0
t872,7.7,0.0,15.1,22.8
t873,43.6,0.0,3.3999999999999986,47.0
t874,46.199999999999996,0.0,15.323529411764708,61.523529411764706
t875,19.87647058823529,0.0,25.0,44.87647058823529
t876,3.4000000000000057,0.0,0.0,3.4000000000000057
t877,3.4000000000000057,0.0,0.0,3.4000000000000057
t878,3.4000000000000057,0.0,0.0,3.4000000000000057
t879,3.4000000000000057,0.0,0.0,3.4000000000000057
t880,3.4000000000000057,0.0,0.0,3.4000000000000057
t881,3.4000000000000057,0.0,0.0,3.4000000000000057
t882,3.4000000000000057,0.0,0.0,3.4000000000000057
t883,0.0,0.0,0.0,0.0
t884,0.0,0.0,0.0,0.0
t885,0.0,0.0,0.0,0.0
t886,0.0,0.0,0.0,0.0
t887,0.0,0.0,0.0,0.0
t888,0.0,0.0,0.0,0.0
t889,0.0,0.0,0.0,0.0
t890,0.0,0.0,0.0,0.0
t891,0.0,0.0,0.0,0.0
t892,0.0,0.0,0.0,0.0
t893,0.0,0.0,0.0,0.0
t894,0.0,0.0,0.0,0.0
t895,0.0,0.0,0.0,0.0
t896,27.1,0.0,14.249999999999998,41.35
t897,7.199999999999989,0.0,5.600000000000001,12.79999999999999
t898,41.282352941176406,0.0,25.0,66.28235294117641
t899,3.4000000000000057,0.0,13.973529411764703,17.373529411764707
t900,3.4000000000000057,0.0,0.0,3.4000000000000057
t901,3.4000000000000057,0.0,0.0,3.4000000000000057
t902,3.4000000000000057,0.0,0.0,3.4000000000000057
t903,3.4000000000000057,0.0,0.0,3.4000000000000057
t904,3.4000000000000057,0.0,0.0,3.4000000000000057
t905,3.4000000000000057,0.0,0.0,3.4000000000000057
t906,3.4000000000000057,0.0,0.0,3.4000000000000057
t907,0.0,0.0,0.0,0.0
t908,0.0,0.0,0.0,0.0
t909,0.0,0.0,0.0,0.0
t910,0.0,0.0,0.0,0.0
t911,0.0,0.0,0.0,0.0
t912,0.0,0.0,0.0,0.0
t913,0.0,0.0,0.0,0.0
t914,0.0,0.0,0.0,0.0
t915,0.0,0.0,0.0,0.0
t916,0.0,0.0,0.0,0.0
t917,0.0,0.0,0.0,0.0
t918,0.0,0.0,0.0,0.0
t919,0.0,0.0,0.0,0.0
t920,19.0,0.0,13.450000000000001,32.45
t921,13.5,0.0,10.373529411764705,23.873529411764707
t922,3.4000000000000057,0.0,0.0,3.4000000000000057
t923,3.4000000000000057,0.0,0.0,3.4000000000000057
t924,3.4000000000000057,0.0,0.0,3.4000000000000057
t925,3.4000000000000057,0.0,0.0,3.4000000000000057
t926,3.4000000000000057,0.0,0.0,3.4000000000000057
t927,3.4000000000000057,0.0,0.0,3.4000000000000057
t928,3.4000000000000057,0.0,0.0,3.4000000000000057
t929,3.4000000000000057,0.0,0.0,3.4000000000000057
t930,3.4000000000000057,0.0,0.0,3.4000000000000057
t931,0.0,0.0,0.0,0.0
t932,0.0,0.0,0.0,0.0
t933,0.0,0.0,0.0,0.0
t934,0.0,0.0,0.0,0.0
t935,0.0,0.0,0.0,0.0
t936,0.0,0.0,0.0,0.0
t937,0.0,0.0,0.0,0.0
t938,0.0,0.0,0.0,0.0
t939,0.0,0.0,0.0,0.0
t940,0.0,0.0,0.0,0.0
t941,0.0,0.0,0.0,0.0
t942,0.0,0.0,0.0,0.0
t943,0.0,0.0,0.0,0.0
t944,26.400000000000002,0.0,16.45,42.85
t945,8.099999999999994,0.0,3.1000000000000014,11.199999999999996
t946,3.4000000000000057,0.0,0.0,3.4000000000000057
t947,3.4000000000000057,0.0,0.0,3.4000000000000057
t948,3.4000000000000057,0.0,0.0,3.4000000000000057
t949,3.4000000000000057,0.0,0.0,3.4000000000000057
t950,3.4000000000000057,0.0,0.0,3.4000000000000057
t951,3.4000000000000057,0.0,0.0,3.4000000000000057
t952,3.4000000000000057,0.0,0.0,3.4000000000000057
t953,3.4000000000000057,0.0,0.0,3.4000000000000057
t954,3.4000000000000057,0.0,0.0,3.4000000000000057
t955,3.4000000000000057,0.0,0.6000000000000014,4.000000000000007
t956,0.0,0.0,0.0,0.0
t957,0.0,0.0,0.0,0.0
t958,0.0,0.0,0.0,0.0
t959,0.0,0.0,0.0,0.0
t960,0.0,0.0,0.0,0.0
t961,0.0,0.0,0.0,0.0
t962,0.0,0.0,0.0,0.0
t963,0.0,0.0,0.0,0.0
t964,0.0,0.0,0.0,0.0
t965,0.0,0.0,0.0,0.0
t966,0.0,0.0,0.0,0.0
t967,0.0,0.0,0.0,0.0
t968,27.0,0.0,18.75,45.75
t969,8.899999999999991,0.0,1.3999999999999986,10.29999999999999
t970,3.4000000000000057,0.0,0.0,3.4000000000000057
t971,3.4000000000000057,0.0,0.0,3.4000000000000057
t972,3.4000000000000057,0.0,0.0,3.4000000000000057
t973,50.0,0.0,25.0,75.0
t974,3.4000000000000057,0.0,0.0,3.4000000000000057
t975,3.4000000000000057,0.0,0.0,3.4000000000000057
t976,3.4000000000000057,0.0,0.0,3.4000000000000057
t977,3.4000000000000057,0.0,0.0,3.4000000000000057
t978,3.4000000000000057,0.0,0.0,3.4000000000000057
t979,3.4000000000000057,0.0,1.25,4.650000000000006
t980,0.0,0.0,0.0,0.0
t981,0.0,0.0,0.0,0.0
t982,0.0,0.0,0.0,0.0
t983,0.0,0.0,0.0,0.0
t984,0.0,0.0,0.0,0.0
t985,0.0,0.0,0.0,0.0
t986,0.0,0.0,0.0,0.0
t987,0.0,0.0,0.0,0.0
t988,0.0,0.0,0.0,0.0
t989,0.0,0.0,0.0,0.0
t990,0.0,0.0,0.0,0.0
t991,0.0,0.0,0.0,0.0
t992,28.1,0.0,8.0,36.1
t993,9.0,0.0,9.300000000000004,18.300000000000004
t994,3.4000000000000057,0.0,0.0,3.4000000000000057
t995,3.4000000000000057,0.0,0.0,3.4000000000000057
t996,3.4000000000000057,0.0,0.0,3.4000000000000057
t997,3.4000000000000057,0.0,0.0,3.4000000000000057
t998,3.4000000000000057,0.0,0.0,3.4000000000000057
t999,3.4000000000000057,0.0,0.0,3.4000000000000057
t1000,3.4000000000000057,0.0,0.0,3.4000000000000057
t1001,3.4000000000000057,0.0,0.0,3.4000000000000057
t1002,3.4000000000000057,0.0,0.0,3.4000000000000057
t1003,3.4000000000000057,0.0,0.5499999999999972,3.950000000000003
t1004,0.0,0.0,0.0,0.0
t1005,0.0,0.0,0.0,0.0
t1006,0.0,0.0,0.0,0.0
t1007,0.0,0.0,0.0,0.0
t1008,0.0,0.0,0.0,0.0
t1009,0.0,0.0,0.0,0.0
t1010,0.0,0.0,0.0,0.0
t1011,0.0,0.0,0.0,0.0
t1012,0.0,0.0,0.0,0.0
t1013,0.0,0.0,0.0,0.0
t1014,0.0,0.0,0.0,0.0
t1015,0.0,0.0,0.0,0.0
t1016,19.1,0.0,10.35,29.450000000000003
t1017,24.200000000000003,0.0,16.799999999999997,41.0
t1018,3.4000000000000057,0.0,4.199999999999996,7.600000000000001
t1019,3.4000000000000057,0.0,0.75,4.150000000000006
t1020,3.4000000000000057,0.0,0.0,3.4000000000000057
t1021,3.4000000000000057,0.0,0.0,3.4000000000000057
t1022,3.4000000000000057,0.0,0.0,3.4000000000000057
t1023,3.4000000000000057,0.0,0.0,3.4000000000000057
t1024,3.4000000000000057,0.0,0.0,3.4000000000000057
t1025,3.4000000000000057,0.0,11.049999999999997,14.450000000000003
t1026,3.4000000000000057,0.0,10.45,13.850000000000005
t1027,0.0,0.0,0.0,0.0
t1028,0.0,0.0,0.0,0.0
t1029,0.0,0.0,0.0,0.0
t1030,0.0,0.0,0.0,0.0
t1031,0.0,0.0,0.0,0.0
t1032,0.0,0.0,0.0,0.0
t1033,0.0,0.0,0.0,0.0
t1034,0.0,0.0,0.0,0.0
t1035,0.0,0.0,0.0,0.0
t1036,0.0,0.0,0.0,0.0
t1037,0.0,0.0,0.0,0.0
t1038,0.0,0.0,0.0,0.0
t1039,0.0,0.0,0.0,0.0
t1040,20.200000000000003,0.0,10.95,31.150000000000002
t1041,20.599999999999994,0.0,8.200000000000003,28.799999999999997
t1042,3.4000000000000057,0.0,0.0,3.4000000000000057
t1043,3.4000000000000057,0.0,0.0,3.4000000000000057
t1044,3.4000000000000057,0.0,0.0,3.4000000000000057
t1045,3.4000000000000057,0.0,0.0,3.4000000000000057
t1046,3.4000000000000057,0.0,0.0,3.4000000000000057
t1047,3.4000000000000057,0.0,0.0,3.4000000000000057
t1048,3.4000000000000057,0.0,0.0,3.4000000000000057
t1049,3.4000000000000057,0.0,14.399999999999999,17.800000000000004
t1050,3.4000000000000057,0.0,15.8,19.200000000000006
t1051,0.0,0.0,0.0,0.0
t1052,0.0,0.0,0.0,0.0
t1053,0.0,0.0,0.0,0.0
t1054,0.0,0.0,0.0,0.0
t1055,0.0,0.0,0.0,0.0
t1056,0.0,0.0,0.0,0.0
t1057,0.0,0.0,0.0,0.0
t1058,0.0,0.0,0.0,0.0
t1059,0.0,0.0,0.0,0.0
t1060,0.0,0.0,0.0,0.0
t1061,0.0,0.0,0.0,0.0
t1062,0.0,0.0,0.0,0.0
t1063,0.0,0.0,0.0,0.0
t1064,17.5,0.0,9.25,26.75
t1065,26.700000000000003,0.0,14.25,40.95
t1066,3.4000000000000057,0.0,4.049999999999997,7.450000000000003
t1067,3.4000000000000057,0.0,0.0,3.4000000000000057
t1068,3.4000000000000057,0.0,0.0,3.4000000000000057
t1069,3.4000000000000057,0.0,0.0,3.4000000000000057
t1070,3.4000000000000057,0.0,0.0,3.4000000000000057
t1071,3.4000000000000057,0.0,23.849999999999998,27.250000000000004
t1072,3.4000000000000057,0.0,7.423529411764709,10.823529411764714
t1073,3.4000000000000057,0.0,0.0,3.4000000000000057
t1074,0.0,0.0,0.0,0.0
t1075,0.0,0.0,0.0,0.0
t1076,0.0,0.0,0.0,0.0
t1077,0.0,0.0,0.0,0.0
t1078,0.0,0.0,0.0,0.0
t1079,0.0,0.0,0.0,0.0
t1080,0.0,0.0,0.0,0.0
t1081,0.0,0.0,0.0,0.0
t1082,0.0,0.0,0.0,0.0
t1083,0.0,0.0,0.0,0.0
t1084,0.0,0.0,0.0,0.0
t1085,0.0,0.0,0.0,0.0
t1086,0.0,0.0,0.0,0.0
t1087,0.0,0.0,0.0,0.0
t1088,25.3,0.0,2.5,27.8
t1089,14.0,0.0,13.4,27.4
t1090,3.4000000000000057,0.0,10.0,13.400000000000006
t1091,3.4000000000000057,0.0,11.100000000000001,14.500000000000007
t1092,3.4000000000000057,0.0,0.0,3.4000000000000057
t1093,3.4000000000000057,0.0,0.0,3.4000000000000057
t1094,3.4000000000000057,0.0,5.600000000000001,9.000000000000007
t1095,3.4000000000000057,0.0,2.0235294117647045,5.42352941176471
t1096,3.4000000000000057,0.0,14.200000000000003,17.60000000000001
t1097,3.4000000000000057,0.0,0.0,3.4000000000000057
t1098,3.4000000000000057,0.0,0.0,3.4000000000000057
t1099,0.0,0.0,0.0,0.0
t1100,0.0,0.0,0.0,0.0
t1101,0.0,0.0,0.0,0.0
t1102,0.0,0.0,0.0,0.0
t1103,0.0,0.0,0.0,0.0
t1104,0.0,0.0,0.0,0.0
t1105,0.0,0.0,0.0,0.0
t1106,0.0,0.0,0.0,0.0
t1107,0.0,0.0,0.0,0.0
t1108,0.0,0.0,0.0,0.0
t1109,0.0,0.0,0.0,0.0
t1110,0.0,0.0,0.0,0.0
t1111,0.0,0.0,0.0,0.0
t1112,21.099999999999998,0.0,8.5,29.599999999999998
t1113,19.69999999999999,0.0,9.150000000000006,28.849999999999994
t1114,3.4000000000000057,0.0,0.0,3.4000000000000057
t1115,3.4000000000000057,0.0,0.0,3.4000000000000057
t1116,3.4000000000000057,0.0,0.0,3.4000000000000057
t1117,3.4000000000000057,0.0,23.799999999999997,27.200000000000003
t1118,3.4000000000000057,0.0,15.299999999999999,18.700000000000003
t1119,3.4000000000000057,0.0,2.073529411764709,5.473529411764715
t1120,3.4000000000000057,0.0,0.0,3.4000000000000057
t1121,3.4000000000000057,0.0,0.0,3.4000000000000057
t1122,3.4000000000000057,0.0,0.0,3.4000000000000057
t1123,0.0,0.0,0.0,0.0
t1124,0.0,0.0,0.0,0.0
t1125,0.0,0.0,0.0,0.0
t1126,0.0,0.0,0.0,0.0
t1127,0.0,0.0,0.0,0.0
t1128,0.0,0.0,0.0,0.0
t1129,0.0,0.0,0.0,0.0
t1130,0.0,0.0,0.0,0.0
t1131,0.0,0.0,0.0,0.0
t1132,0.0,0.0,0.0,0.0
t1133,0.0,0.0,0.0,0.0
t1134,0.0,0.0,0.0,0.0
t1135,0.0,0.0,0.0,0.0
t1136,20.599999999999998,0.0,2.0,22.599999999999998
t1137,18.799999999999997,0.0,10.65,29.449999999999996
t1138,3.4000000000000057,0.0,5.850000000000001,9.250000000000007
t1139,3.4000000000000057,0.0,10.049999999999997,13.450000000000003
t1140,3.4000000000000057,0.0,13.049999999999997,16.450000000000003
t1141,3.4000000000000057,0.0,12.9,16.300000000000004
t1142,3.4000000000000057,0.0,4.323529411764703,7.723529411764709
t1143,3.4000000000000057,0.0,0.0,3.4000000000000057
t1144,3.4000000000000057,0.0,0.0,3.4000000000000057
t1145,0.0,0.0,0.0,0.0
t1146,0.0,0.0,0.0,0.0
t1147,0.0,0.0,0.0,0.0
t1148,0.0,0.0,0.0,0.0
t1149,0.0,0.0,0.0,0.0
t1150,0.0,0.0,0.0,0.0
t1151,0.0,0.0,0.0,0.0
t1152,0.0,0.0,0.0,0.0
t1153,0.0,0.0,0.0,0.0
t1154,0.0,0.0,0.0,0.0
t1155,0.0,0.0,0.0,0.0
t1156,0.0,0.0,0.0,0.0
t1157,0.0,0.0,0.0,0.0
t1158,0.0,0.0,0.0,0.0
t1159,0.0,0.0,0.0,0.0
t1160,23.9,0.0,1.2,25.099999999999998
t1161,14.900000000000006,0.0,12.45,27.350000000000005
t1162,3.4000000000000057,0.0,11.449999999999996,14.850000000000001
t1163,3.4000000000000057,0.0,0.0,3.4000000000000057
t1164,3.4000000000000057,0.0,3.1499999999999986,6.550000000000004
t1165,3.4000000000000057,0.0,11.35,14.750000000000005
t1166,3.4000000000000057,0.0,11.200000000000001,14.600000000000007
t1167,3.4000000000000057,0.0,8.023529411764715,11.42352941176472
t1168,3.4000000000000057,0.0,0.0,3.4000000000000057
t1169,3.4000000000000057,0.0,0.0,3.4000000000000057
t1170,3.4000000000000057,0.0,0.0,3.4000000000000057
t1171,0.0,0.0,0.0,0.0
t1172,0.0,0.0,0.0,0.0
t1173,0.0,0.0,0.0,0.0
t1174,0.0,0.0,0.0,0.0
t1175,0.0,0.0,0.0,0.0
t1176,0.0,0.0,0.0,0.0
t1177,0.0,0.0,0.0,0.0
t1178,0.0,0.0,0.0,0.0
t1179,0.0,0.0,0.0,0.0
t1180,0.0,0.0,0.0,0.0
t1181,0.0,0.0,0.0,0.0
t1182,0.0,0.0,0.0,0.0
t1183,0.0,0.0,0.0,0.0
t1184,8.3,0.0,6.1,14.4
t1185,28.5,0.0,14.149999999999999,42.65
t1186,3.4000000000000057,0.0,2.0,5.400000000000006
t1187,3.4000000000000057,0.0,0.0,3.4000000000000057
t1188,3.4000000000000057,0.0,0.0,3.4000000000000057
t1189,3.4000000000000057,0.0,0.0,3.4000000000000057
t1190,3.4000000000000057,0.0,0.0,3.4000000000000057
t1191,3.4000000000000057,0.0,0.0,3.4000000000000057
t1192,3.4000000000000057,0.0,0.0,3.4000000000000057
t1193,3.4000000000000057,0.0,0.0,3.4000000000000057
t1194,0.0,0.0,0.0,0.0
t1195,0.0,0.0,0.0,0.0
t1196,0.0,0.0,0.0,0.0
t1197,4.48235294117639,0.0,0.0,4.48235294117639
t1198,0.0,0.0,0.0,0.0
t1199,0.0,0.0,0.0,0.0
t1200,0.0,0.0,0.0,0.0
t1201,0.0,0.0,0.0,0.0
t1202,0.0,0.0,0.0,0.0
t1203,0.0,0.0,0.0,0.0
t1204,0.0,0.0,0.0,0.0
t1205,0.0,0.0,0.0,0.0
t1206,0.0,0.0,0.0,0.0
t1207,0.0,0.0,0.0,0.0
t1208,5.5,0.0,8.200000000000001,13.700000000000001
t1209,35.5,0.0,10.549999999999997,46.05
t1210,5.300000000000011,0.0,3.6499999999999986,8.95000000000001
t1211,3.4000000000000057,0.0,11.549999999999997,14.950000000000003
t1212,3.4000000000000057,0.0,23.7,27.100000000000005
t1213,3.4000000000000057,0.0,1.1735294117647086,4.5735294117647145
t1214,3.4000000000000057,0.0,0.0,3.4000000000000057
t1215,3.4000000000000057,0.0,0.0,3.4000000000000057
t1216,3.4000000000000057,0.0,0.0,3.4000000000000057
t1217,4.700000000000003,0.0,0.0,4.700000000000003
t1218,0.0,0.0,0.0,0.0
t1219,0.0,0.0,0.0,0.0
t1220,0.0,0.0,0.0,0.0
t1221,0.0,0.0,0.0,0.0
t1222,0.0,0.0,0.0,0.0
t1223,0.0,0.0,0.0,0.0
t1224,0.0,0.0,0.0,0.0
t1225,0.0,0.0,0.0,0.0
t1226,0.0,0.0,0.0,0.0
t1227,0.0,0.0,0.0,0.0
t1228,0.0,0.0,0.0,0.0
t1229,0.0,0.0,0.0,0.0
t1230,0.0,0.0,0.0,0.0
t1231,0.0,0.0,0.0,0.0
t1232,9.2,0.0,6.4,15.6
t1233,22.200000000000003,0.0,11.100000000000001,33.300000000000004
t1234,3.4000000000000057,0.0,0.0,3.4000000000000057
t1235,3.4000000000000057,0.0,0.0,3.4000000000000057
t1236,3.4000000000000057,0.0,0.0,3.4000000000000057
t1237,3.4000000000000057,0.0,0.0,3.4000000000000057
t1238,3.4000000000000057,0.0,0.0,3.4000000000000057
t1239,3.4000000000000057,0.0,0.0,3.4000000000000057
t1240,3.4000000000000057,0.0,0.0,3.4000000000000057
t1241,0.0,0.0,0.0,0.0
