CO2_Cap,CO2_Price,TotalEmissions_z1,CO2_Mass_Slack,CO2_Penalty,MaxCO2_z1
CO2_Cap_1,5.0752407559207084e-5,2.6090000000000035,0.0,0.0,2.609
