Resource,Oberon,NEXT01RA2026,CAM_CAM_RA_i,CAM_CPE_RA_ii,CAM_CPE_RA_i,CAISO_Advanced_CCGT_candidate,HDP01RA2027,SUN01RA2031,CAISO_Shed_DR_Tranche1,Aramis,SENA01RA2027,CALP01RA2027,TPS01RA2024,CAM_DR_RA,EBMUD01RA2024,HDP01RA2030,MRL01RA2030,CAISO_Aero_CT_candidate,CHEV01RA2025,CAM_CAM_RA_ii,OhmConnect,SDGE01RA2024,CHEV01RA2024,HDP01RA2028,CAM_CAM_RA_iii,Generic_RA_Only,GEN01RA2026,CAISO_Reciprocating_Engine_candidate,EdwardsSolarII,BTM_Solar,Wyoming_Wind,NW_Ext_Tx_Wind,Humboldt_Bay_Offshore_Wind,Riverside_Solar,Arizona_Solar,RosamondCentral,TulareSolarCenter,Riverside_Palm_Springs_Wind,SummitWind,Northern_California_Solar,Tecolote,Northern_California_Wind,New_Mexico_Wind,Morro_Bay_Offshore_Wind,Generic_6hr_battery,Northern_California_Li_Battery,Riverside_West_Pumped_Storage,Tumbleweed,Tehachapi_Pumped_Storage,Sanborn,Arizona_Li_Battery,Generic_8hr_battery,Riverside_Li_Battery,CAISO_New_Flow_Battery,HenriettaStorage,InState_Biomass,Northern_California_Geothermal,Southern_Nevada_Geothermal,FervoFECNevada1,Greater_Imperial_Geothermal,Scarlet,Hybrid_Solar_Test,Hybrid_Wind_Test,DaggettSolarPower3
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.30130291439443,-46.37105932605112,-52.89245106075669,-52.89245106075669,-52.89245106075669,-52.89245106075669,-46.37105932605112,-52.49858340164319,-46.37105932605112,-48.34824844101997,-52.89245106075669,0.0,0.0,0.0,0.0,0.0,-55.98656870781552,-55.315980472521396,-48.34824844101997,-55.98656870781552
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.30130291439443,-46.37105932605112,-49.30130291439443,-52.89245106075669,-49.30130291439443,-52.89245106075669,-46.37105932605112,-52.49858340164319,-46.37105932605112,-48.34824844101997,-52.89245106075669,0.0,0.0,0.0,0.0,0.0,-55.98656870781552,-55.315980472521396,-48.34824844101997,-55.98656870781552
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.30130291439443,-46.37105932605112,-49.30130291439443,-52.89245106075669,-49.30130291439443,-52.89245106075669,-46.37105932605112,-52.49858340164319,-46.37105932605112,-48.34824844101997,-52.89245106075669,0.0,0.0,0.0,0.0,0.0,-55.98656870781552,-55.315980472521396,-46.136483735137624,-55.98656870781552
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.30130291439443,-49.30130291439443,-49.30130291439443,-52.89245106075669,-49.30130291439443,-52.89245106075669,-49.30130291439443,-52.49858340164319,-49.30130291439443,-49.30130291439443,-52.89245106075669,0.0,0.0,0.0,0.0,0.0,-55.98656870781552,-55.315980472521396,-60.93105932605112,-55.98656870781552
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.30130291439443,-49.30130291439443,-49.30130291439443,-52.89245106075669,-49.30130291439443,-52.89245106075669,-49.30130291439443,-52.49858340164319,-49.30130291439443,-49.30130291439443,-52.89245106075669,0.0,0.0,0.0,0.0,0.0,-55.98656870781552,-55.315980472521396,-60.93105932605112,-55.98656870781552
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.30130291439443,-49.30130291439443,-49.30130291439443,-55.315980472521396,-49.30130291439443,-55.315980472521396,-49.30130291439443,-52.49858340164319,-49.30130291439443,-49.30130291439443,-55.315980472521396,0.0,0.0,0.0,0.0,0.0,-55.98656870781552,-55.315980472521396,-60.93105932605112,-55.98656870781552
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-60.93105932605112,-60.93105932605112,-60.93105932605112,-60.93105932605112,-56.78656870781551,-52.49858340164319,-56.78656870781551,-49.30130291439443,-60.93105932605112,0.0,0.0,0.0,0.0,0.0,-62.19601117486698,-60.93105932605112,-60.93105932605112,-55.98656870781552
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-60.93105932605112,-60.93105932605112,-60.93105932605112,-60.93105932605112,-56.78656870781551,-52.49858340164319,-56.78656870781551,-49.30130291439443,-60.93105932605112,0.0,0.0,0.0,0.0,0.0,-62.19601117486698,-60.93105932605112,-60.93105932605112,-66.44353525045904
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-60.93105932605112,-60.93105932605112,-60.93105932605112,-60.93105932605112,-56.78656870781551,-52.49858340164319,-56.78656870781551,-57.43105932605112,-60.93105932605112,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-60.93105932605112,-60.93105932605112,-66.44353525045904
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-60.93105932605112,-60.93105932605112,-60.93105932605112,-60.93105932605112,-56.78656870781551,-52.49858340164319,-56.78656870781551,-57.43105932605112,-60.93105932605112,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-60.93105932605112,-60.93105932605112,-66.44353525045904
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-60.93105932605112,-60.93105932605112,-60.93105932605112,-60.93105932605112,-56.78656870781551,-52.49858340164319,-56.78656870781551,-57.43105932605112,-60.93105932605112,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-60.93105932605112,-60.93105932605112,-66.44353525045904
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-56.09536391300132,-60.93105932605112,-56.09536391300132,-60.93105932605112,-56.78656870781551,-52.49858340164319,-56.78656870781551,-52.49858340164319,-60.93105932605112,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-60.93105932605112,-57.49858340164319,-66.44353525045904
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.78656870781551,-52.49858340164319,-56.78656870781551,-52.49858340164319,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-60.93105932605112,-57.49858340164319,-66.44353525045904
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.78656870781551,-52.49858340164319,-56.78656870781551,-52.49858340164319,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-57.49858340164319,-66.44353525045904
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.78656870781551,-52.49858340164319,-56.78656870781551,-52.49858340164319,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-57.49858340164319,-66.44353525045904
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.78656870781551,-52.49858340164319,-56.78656870781551,-52.49858340164319,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-54.188583401643186,-66.44353525045904
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.78656870781551,-51.651217941716524,-56.78656870781551,-52.49858340164319,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-54.188583401643186,-66.44353525045904
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.09536391300132,-56.78656870781551,-56.78656870781551,-51.651217941716524,-56.78656870781551,-52.49858340164319,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-54.188583401643186,-66.44353525045904
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-59.33659703204149,-59.33659703204149,-56.78656870781551,-59.33659703204149,-56.78656870781551,-59.33659703204149,-51.651217941716524,-59.33659703204149,-52.49858340164319,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-54.188583401643186,-66.44353525045904
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-59.33659703204149,-59.33659703204149,-56.78656870781551,-59.33659703204149,-56.78656870781551,-59.33659703204149,-51.651217941716524,-59.33659703204149,-55.16353525045905,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-54.188583401643186,-66.44353525045904
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.16353525045905,-59.33659703204149,-59.33659703204149,-56.78656870781551,-59.33659703204149,-56.78656870781551,-59.33659703204149,-51.651217941716524,-59.33659703204149,-55.16353525045905,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-62.43105932605112,-56.710041471128285,-54.188583401643186,-66.44353525045904
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-59.33659703204149,-48.748248441019975,-56.78656870781551,-48.748248441019975,-56.78656870781551,-59.33659703204149,-51.651217941716524,-59.33659703204149,-46.88610747723526,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-61.042479384982656,-56.710041471128285,-54.188583401643186,-61.042479384982656
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-59.33659703204149,-48.748248441019975,-56.78656870781551,-48.748248441019975,-56.78656870781551,-59.33659703204149,-51.651217941716524,-59.33659703204149,-46.88610747723526,-56.78656870781551,0.0,0.0,0.0,0.0,0.0,-61.042479384982656,-56.710041471128285,-54.188583401643186,-61.042479384982656
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-51.651217941716524,-48.748248441019975,-46.88610747723526,-48.748248441019975,0.0,0.0,0.0,0.0,0.0,-46.57189114968854,-56.710041471128285,-48.748248441019975,-46.57189114968854
t227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-51.651217941716524,-48.748248441019975,-46.88610747723526,-48.748248441019975,0.0,0.0,0.0,0.0,0.0,-46.57189114968854,-56.710041471128285,-48.748248441019975,-46.57189114968854
t228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-48.748248441019975,-51.651217941716524,-48.748248441019975,-46.88610747723526,-48.748248441019975,0.0,0.0,0.0,0.0,0.0,-46.57189114968854,-56.710041471128285,-48.748248441019975,-46.57189114968854
t229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-48.748248441019975,-46.57189114968854,-48.748248441019975,-46.57189114968854,-48.748248441019975,-48.748248441019975,-46.57189114968854,-48.748248441019975,-42.97177785278468,-48.748248441019975,0.0,0.0,0.0,0.0,0.0,-46.57189114968854,-56.710041471128285,-48.748248441019975,-46.57189114968854
t230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-48.748248441019975,-46.57189114968854,-48.748248441019975,-46.57189114968854,-48.748248441019975,-48.748248441019975,-46.57189114968854,-48.748248441019975,-42.97177785278468,-48.748248441019975,0.0,0.0,0.0,0.0,0.0,-46.57189114968854,-56.710041471128285,-48.748248441019975,-46.57189114968854
t231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-48.748248441019975,-46.57189114968854,-48.748248441019975,-46.57189114968854,-48.748248441019975,-48.748248441019975,-46.57189114968854,-48.748248441019975,-54.20124626594249,-48.748248441019975,0.0,0.0,0.0,0.0,0.0,-46.57189114968854,-56.710041471128285,-48.748248441019975,-46.57189114968854
t232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.748248441019975,-48.748248441019975,-54.20124626594249,-48.748248441019975,-54.20124626594249,-48.748248441019975,-48.748248441019975,-46.57189114968854,-48.748248441019975,-54.20124626594249,-48.748248441019975,0.0,0.0,0.0,0.0,0.0,-46.57189114968854,-56.710041471128285,-48.748248441019975,-46.57189114968854
t233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-59.22601117486697,-62.67610747723526,-58.245392237227286,-62.67610747723526,-58.245392237227286,-59.22601117486697,-52.93105932605112,-59.22601117486697,-54.20124626594249,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-54.863535250459044,-62.67610747723526,-57.93105932605112,-54.863535250459044
t234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-59.22601117486697,-62.67610747723526,-58.245392237227286,-62.67610747723526,-58.245392237227286,-59.22601117486697,-52.93105932605112,-59.22601117486697,-54.20124626594249,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-62.67610747723526,-57.93105932605112,-66.96601117486698
t235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-61.96601117486698,-62.67610747723526,-58.245392237227286,-62.67610747723526,-58.245392237227286,-61.96601117486698,-52.93105932605112,-61.96601117486698,-57.67610747723526,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-62.67610747723526,-57.93105932605112,-66.96601117486698
t236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-61.96601117486698,-62.67610747723526,-58.245392237227286,-62.67610747723526,-58.245392237227286,-61.96601117486698,-52.93105932605112,-61.96601117486698,-57.67610747723526,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-62.67610747723526,-57.93105932605112,-66.96601117486698
t237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-61.96601117486698,-62.67610747723526,-58.245392237227286,-62.67610747723526,-58.245392237227286,-61.96601117486698,-52.93105932605112,-61.96601117486698,-57.67610747723526,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-62.67610747723526,-57.93105932605112,-66.96601117486698
t238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-61.96601117486698,-62.67610747723526,-58.245392237227286,-62.67610747723526,-58.245392237227286,-61.96601117486698,-52.93105932605112,-61.96601117486698,-57.67610747723526,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-62.67610747723526,-57.93105932605112,-66.96601117486698
t239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-61.96601117486698,-55.23610747723526,-58.245392237227286,-55.23610747723526,-58.245392237227286,-61.96601117486698,-52.93105932605112,-61.96601117486698,-53.45353525045905,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-62.67610747723526,-57.93105932605112,-66.96601117486698
t240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-50.85105932605112,-55.23610747723526,-58.245392237227286,-55.23610747723526,-58.245392237227286,-50.85105932605112,-52.93105932605112,-50.85105932605112,-53.45353525045905,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-57.85121794171653,-57.93105932605112,-66.96601117486698
t241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.45353525045905,-50.85105932605112,-55.23610747723526,-58.245392237227286,-55.23610747723526,-58.245392237227286,-50.85105932605112,-52.93105932605112,-50.85105932605112,-53.45353525045905,-58.245392237227286,0.0,0.0,0.0,0.0,0.0,-64.22601117486697,-57.85121794171653,-57.93105932605112,-66.96601117486698
