BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge
t695,322.20533475313016,68.7716861151739,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1211.0,0.0,-0.0
t696,316.49479796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1141.0,0.0,-0.0
t697,337.54046117847656,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1060.0,0.0,-0.0
t698,350.42992439114977,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,-0.0
t699,324.37558760382296,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-967.0,0.0,-0.0
t700,292.0650508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-971.0,0.0,-0.0
t701,289.8212508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1028.0,0.0,-0.0
t702,331.43178760382295,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1116.0,0.0,-0.0
t703,391.57625081649616,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1158.0,0.0,-0.0
t704,466.2433140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1190.0,8.249999999999998,-0.0
t705,607.4345772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1109.0,35.599999999999994,-0.0
t706,657.8306404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1075.0,124.4,-0.0
t707,663.0422404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1004.0,36.24705882352942,-0.0
t708,652.6578404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-910.0,143.2,-0.0
t709,648.5952404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-901.0,0.0,-0.0
t710,659.9178404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-941.0,139.95294117647057,-0.0
t711,670.3995772418425,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1015.0,143.2,-0.0
t712,639.4031140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1087.0,143.2,-0.0
t713,639.2126508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1171.0,143.2,-0.0
t714,609.301787603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1263.0,143.2,-0.0
t715,528.4135243911496,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1325.0,146.6,-0.0
t716,411.1492611784766,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1366.0,88.4,-0.0
t717,326.7831979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1359.0,150.0,-0.0
t718,310.0615347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1267.0,0.0,-0.0
t719,313.1615347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1208.0,0.0,-0.0
t720,313.70533475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1140.0,0.0,-0.0
t721,305.54913475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1059.0,0.0,-0.0
t722,290.08239796580335,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-0.0
t723,276.27186117847657,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-967.0,0.0,-0.0
t724,270.00512439114976,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-971.0,0.0,-0.0
t725,263.1489243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1028.0,0.0,-0.0
t726,295.63218760382296,74.89999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1113.0,0.0,-0.0
t727,303.42525081649615,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1141.0,0.0,-0.0
t728,365.50751402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1103.0,0.0,-0.0
t729,485.92177724184256,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1010.0,88.9,-0.0
t730,551.7148404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-962.0,143.2,-0.0
t731,563.5266404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-839.0,103.47058823529409,-0.0
t732,582.2662404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-799.0,1.035294117647112,-0.0
t733,618.8892404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-833.0,143.2,-0.0
t734,626.1747772418425,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-910.0,143.2,-0.0
t735,632.2601140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1028.0,143.2,-0.0
t736,678.2148508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1072.0,143.2,-0.0
t737,689.0991876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1159.0,143.2,-0.0
t738,578.4509243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1279.0,143.2,-0.0
t739,446.9376611784765,66.21346208878356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1373.0,146.6,-0.0
t740,349.9765979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1380.0,123.1,-0.0
t741,317.89973475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1355.0,150.0,-0.0
t742,314.7745347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278.0,0.0,-0.0
t743,289.6147347531301,40.78653791121644,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1221.0,0.0,-0.0
t744,257.3379347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1152.0,0.0,-0.0
t745,250.63213475313012,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1067.0,0.0,-0.0
t746,249.9777347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1007.0,0.0,-0.0
t747,237.5845979658033,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-974.0,0.0,-0.0
t748,218.2424611784765,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-979.0,0.0,-0.0
t749,213.08072439114972,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1034.0,0.0,-0.0
t750,284.6147876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1118.0,0.0,-0.0
t751,329.77705081649617,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1163.0,0.0,-0.0
t752,387.7917140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1130.0,0.0,-0.0
t753,557.7093772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1001.0,80.7,-0.0
t754,574.8208404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-900.0,142.5,-0.0
t755,603.3146404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-880.0,0.0,-0.0
t756,592.2402404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-897.0,52.10000000000002,-0.0
t757,551.0387772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-892.0,143.2,-0.0
t758,590.5881140291693,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-904.0,143.2,-0.0
t759,569.1684508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033.0,143.2,-0.0
t760,548.1591876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1091.0,143.2,-0.0
t761,544.8767243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1188.0,143.2,-0.0
t762,547.6310611784764,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1298.0,143.2,-0.0
t763,491.3775979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1351.0,146.6,-0.0
t764,407.22313475313,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1356.0,123.3,-0.0
t765,318.46013475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1354.0,150.0,-0.0
t766,300.0701347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1277.0,0.0,-0.0
t767,306.1047347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1226.0,0.0,-0.0
t768,296.5275347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1147.0,0.0,-0.0
t769,293.0579347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1078.0,0.0,-0.0
t770,294.78513475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.0,0.0,-0.0
t771,275.0535979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-977.0,0.0,-0.0
t772,282.7754611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-963.0,0.0,-0.0
t773,285.36792439114976,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-975.0,0.0,-0.0
t774,322.5745876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-988.0,0.0,-0.0
t775,359.83745081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-958.0,0.0,-0.0
t776,449.36711402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,0.0,-0.0
t777,602.9581772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-819.0,43.900000000000006,-0.0
t778,659.5236404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-685.0,7.752941176470586,-0.0
t779,689.4768404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-787.0,0.0,-0.0
t780,658.9470404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,50.0,-0.0
t781,650.2518404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-733.0,50.0,-0.0
t782,638.7748404545158,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-821.0,50.0,-0.0
t783,639.1475772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-838.0,50.0,-0.0
t784,654.7215140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-935.0,50.0,-0.0
t785,579.6170508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1101.0,132.7235294117647,-0.0
t786,534.961187603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1254.0,129.7,-0.0
t787,474.6627243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1312.0,73.9,-0.0
t788,370.2612611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1346.0,150.0,-0.0
t789,285.0109979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1320.0,61.1,-0.0
t790,292.61613475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1222.0,0.0,-0.0
t791,287.78233475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1141.0,0.0,-0.0
t792,330.21313475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1123.0,0.0,-0.0
t793,319.85513475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1058.0,0.0,-0.0
t794,303.42873475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-997.0,0.0,-0.0
t795,308.2781979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-958.0,0.0,-0.0
t796,311.8708611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-942.0,0.0,-0.0
t797,302.03272439114977,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-946.0,0.0,-0.0
t798,329.3845876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-943.0,0.0,-0.0
t799,359.6106508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-864.0,0.0,-0.0
t800,453.7917140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-752.0,12.799999999999999,-0.0
t801,593.6615772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-700.0,105.9,-0.0
t802,640.8074404545157,0.0,-95.40744045451572,0.0,0.0,0.0,0.0,0.0,0.0,-675.0,129.6,-0.0
t803,644.9198404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-611.0,38.65294117647059,-0.0
t804,622.5960404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-684.0,56.80000000000001,-0.0
t805,611.1766404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-735.0,92.79999999999998,-0.0
t806,609.6960404545157,0.0,-87.12197131019019,0.0,0.0,0.0,0.0,0.0,0.0,-752.0,50.0,-0.0
t807,609.6887772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-860.0,122.62352941176471,-0.0
t808,608.2819140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-988.0,142.8,-0.0
t809,602.9664508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1158.0,122.0,-0.0
t810,581.8985876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1324.0,122.3,-0.0
t811,500.65492439114973,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1382.0,128.10000000000002,-0.0
t812,410.67706117847655,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1405.0,150.0,-0.0
t813,314.77359796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1369.0,24.019999999999996,-0.0
t814,315.6781347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1265.0,0.0,-0.0
t815,327.51873475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1167.0,0.0,-0.0
t816,314.3683347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1145.0,0.0,-0.0
t817,317.67413475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1060.0,0.0,-0.0
t818,307.29839796580336,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-996.0,0.0,-0.0
t819,303.65146117847655,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-968.0,0.0,-0.0
t820,278.8325243911498,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-976.0,0.0,-0.0
t821,282.86326117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1035.0,0.0,-0.0
t822,321.07612439114973,74.89999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1113.0,0.0,-0.0
t823,354.5255876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1118.0,0.0,-0.0
t824,413.70785081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1061.0,0.0,-0.0
t825,573.8191140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,63.400000000000006,-0.0
t826,611.8533772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-915.0,142.79999999999998,-0.0
t827,617.7302404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-878.0,143.2,-0.0
t828,604.6568404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-884.0,143.2,-0.0
t829,598.6344404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-932.0,143.2,-0.0
t830,590.2081772418426,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-976.0,112.29999999999998,-0.0
t831,573.2657140291693,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1075.0,143.2,-0.0
t832,563.1278508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1230.0,143.2,-0.0
t833,550.387587603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1320.0,131.4,-0.0
t834,533.5939243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1467.0,129.0,-0.0
t835,461.3662611784766,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1532.0,133.89999999999998,-0.0
t836,370.08099796580336,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1530.0,112.2,-0.0
t837,282.6503347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1502.0,150.0,-0.0
t838,265.6455347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1387.0,0.0,-0.0
t839,271.9389347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1293.0,0.0,-0.0
t840,274.84373475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1210.0,0.0,-0.0
t841,293.7145347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1174.0,0.0,-0.0
t842,291.58913475313017,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1103.0,0.0,-0.0
t843,299.57093475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1066.0,0.0,-0.0
t844,325.89039796580334,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1066.0,0.0,-0.0
t845,323.3628611784765,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-1116.0,0.0,-0.0
t846,317.3537243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1182.0,0.0,-0.0
t847,325.9547876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1232.0,0.0,-0.0
t848,405.1144508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1229.0,0.0,-0.0
t849,537.7531140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1179.0,103.89999999999999,-0.0
t850,552.7415772418424,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1104.0,143.2,-0.0
t851,551.4760404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-980.0,143.2,-0.0
t852,546.4597772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-969.0,143.2,-0.0
t853,550.9261140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-972.0,143.2,-0.0
t854,581.3494508164962,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-970.0,143.2,-0.0
t855,607.121587603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051.0,143.2,-0.0
t856,631.4029243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1143.0,143.2,-0.0
t857,576.2200611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278.0,143.2,-0.0
t858,511.6705979658034,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1400.0,50.0,-0.0
t859,466.50693475313017,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1452.0,73.1,-0.0
t860,404.4525347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1478.0,150.0,-0.0
t861,332.2123347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1477.0,134.8,-0.0
t862,302.4713347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1396.0,0.0,-0.0
t863,305.3903347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1336.0,0.0,-0.0
t864,300.7093347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1249.0,0.0,-0.0
t865,302.2283347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1170.0,0.0,-0.0
t866,329.6473347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1099.0,0.0,-0.0
t867,315.05579796580327,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1053.0,0.0,-0.0
t868,317.1642611784765,0.0,-65.24965914543206,0.0,0.0,0.0,0.0,0.0,0.0,-1038.0,0.0,-0.0
t869,265.32272439114973,55.46221027361725,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1050.0,0.0,-0.0
t870,257.3811876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051.0,0.0,-0.0
t871,301.9138508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1022.0,0.0,-0.0
t872,362.15511402916934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-973.0,0.0,-0.0
t873,446.72237724184254,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-933.0,43.2,-0.0
t874,495.2208404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-849.0,26.95294117647059,-0.0
t875,525.0298404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-822.0,60.247058823529414,-0.0
t876,565.3009772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-740.0,143.2,-0.0
t877,585.6731140291694,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-734.0,143.2,-0.0
t878,572.1526508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-773.0,143.2,-0.0
t879,587.0693876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-881.0,143.2,-0.0
t880,620.8299243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.0,143.2,-0.0
t881,629.7466611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1146.0,143.2,-0.0
t882,602.2385979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1301.0,143.2,-0.0
t883,550.6821347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1361.0,145.5,-0.0
t884,456.13813475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1396.0,150.0,-0.0
t885,387.3925347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1383.0,137.0,-0.0
t886,343.10013475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1316.0,0.0,-0.0
t887,336.9249347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1236.0,0.0,-0.0
t888,322.18113475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1208.0,0.0,-0.0
t889,310.53733475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1136.0,0.0,-0.0
t890,298.5267979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1066.0,0.0,-0.0
t891,290.7724611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1023.0,0.0,-0.0
t892,271.21812439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1006.0,0.0,-0.0
t893,260.2637876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1009.0,0.0,-0.0
t894,271.35325081649614,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-990.0,0.0,-0.0
t895,311.83331402916934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-958.0,0.0,-0.0
t896,423.12497724184254,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-894.0,0.0,-0.0
t897,556.7590404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-912.0,124.40000000000002,-0.0
t898,588.5820404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-870.0,17.43529411764719,-0.0
t899,590.9372404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-879.0,115.25294117647059,-0.0
t900,605.6191772418426,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-896.0,143.2,-0.0
t901,593.8591140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,143.2,-0.0
t902,605.3182508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-878.0,143.2,-0.0
t903,609.2525876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,143.2,-0.0
t904,623.3903243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-995.0,143.2,-0.0
t905,629.3602611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1193.0,143.2,-0.0
t906,602.1903979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1281.0,143.2,-0.0
t907,541.9787347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1324.0,145.54999999999998,-0.0
t908,447.49393475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1367.0,150.0,-0.0
t909,340.19073475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1386.0,135.7,-0.0
t910,308.5159347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1297.0,0.0,-0.0
t911,311.39693475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1204.0,0.0,-0.0
t912,312.3341347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1188.0,0.0,-0.0
t913,326.3151347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1104.0,0.0,-0.0
t914,296.0793347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1042.0,0.0,-0.0
t915,288.9209347531301,0.0,-106.51934428795366,0.0,0.0,0.0,0.0,0.0,0.0,-1014.0,0.0,-0.0
t916,272.2819979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1020.0,0.0,-0.0
t917,266.8010611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1075.0,0.0,-0.0
t918,298.2385243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1151.0,0.0,-0.0
t919,323.869587603823,90.5414426447606,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1185.0,0.0,-0.0
t920,403.03325081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1190.0,0.0,-0.0
t921,548.3571140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1154.0,102.25294117647059,-0.0
t922,608.6329772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1082.0,143.2,-0.0
t923,611.9894404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-977.0,143.2,-0.0
t924,627.5871772418426,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-908.0,143.2,-0.0
t925,659.9039140291693,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-886.0,143.2,-0.0
t926,673.0264508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-902.0,143.2,-0.0
t927,686.574587603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1018.0,143.2,-0.0
