Resource,Market_Active_1,Market_Buy_1,Market_Sell_1,Total
t520,0.8894466797727422,0.0,221.1066404545157,221.99608713428844
t521,0.9884900797727421,0.0,23.019840454515844,24.008330534288586
t522,1.0,184.5752227581575,0.0,185.5752227581575
t523,1.0,415.6662859708308,0.0,416.6662859708308
t524,1.0,478.2653491835039,0.0,479.2653491835039
t525,1.0,623.2166123961772,0.0,624.2166123961772
t526,1.0,565.6001491835038,0.0,566.6001491835038
t527,1.0,577.2080859708307,0.0,578.2080859708307
t528,1.0,699.5414227581574,0.0,700.5414227581574
t529,1.0,661.9099595454842,0.0,662.9099595454842
t530,1.0,500.5340227581575,0.0,501.5340227581575
t531,1.0,477.8796859708307,0.0,478.8796859708307
t532,1.0,482.23134918350394,0.0,483.23134918350394
t533,1.0,548.5862123961771,0.0,549.5862123961771
t534,1.0,508.6228756088502,0.0,509.6228756088502
t535,1.0,457.45001239617704,0.0,458.45001239617704
t536,1.0,480.3761491835039,0.0,481.3761491835039
t537,1.0,387.1310859708308,0.0,388.1310859708308
t538,1.0,78.77062275815736,0.0,79.77062275815736
t539,1.0,102.41595954548436,0.0,103.41595954548436
t540,1.0,0.0,0.0,1.0
t541,1.0,202.96555954548444,0.0,203.96555954548444
t542,1.0,112.22355954548426,0.0,113.22355954548426
t543,1.0,245.66295954548434,0.0,246.66295954548434
t544,1.0,107.84219406834772,0.0,108.84219406834772
t545,1.0,192.54168597083068,0.0,193.54168597083068
t546,1.0,379.7755491835039,0.0,380.7755491835039
t547,1.0,420.88801239617726,0.0,421.88801239617726
t548,1.0,554.4486756088502,0.0,555.4486756088502
t549,1.0,620.4285388215235,0.0,621.4285388215235
t550,1.0,616.2380020341967,0.0,617.2380020341967
t551,1.0,675.3602652468699,0.0,676.3602652468699
t552,1.0,632.6000652468699,0.0,633.6000652468699
t553,1.0,540.6328652468699,0.0,541.6328652468699
t554,1.0,495.5980652468699,0.0,496.5980652468699
t555,1.0,584.1790652468699,0.0,585.1790652468699
t556,1.0,592.2640020341967,0.0,593.2640020341967
t557,1.0,589.5954447038764,0.0,590.5954447038764
t558,1.0,643.9474756088503,0.0,644.9474756088503
t559,1.0,513.951412396177,0.0,514.951412396177
t560,1.0,379.48754918350386,0.0,380.48754918350386
t561,1.0,232.46828597083066,0.0,233.46828597083066
t562,0.9768409113790788,0.0,46.31817724184252,47.2950181532216
t563,0.939663897034174,0.0,120.67220593165214,121.61186982868632
t564,1.0,0.0,0.0,1.0
t565,1.0,0.0,0.0,1.0
t566,1.0,0.0,0.0,1.0
t567,1.0,0.0,0.0,1.0
t568,1.0,0.0,0.0,1.0
t569,1.0,132.22508597083072,0.0,133.22508597083072
t570,1.0,358.6755491835038,0.0,359.6755491835038
t571,1.0,549.9214123961771,0.0,550.9214123961771
t572,1.0,557.4988756088502,0.0,558.4988756088502
t573,1.0,664.8547388215235,0.0,665.8547388215235
t574,1.0,637.2426020341967,0.0,638.2426020341967
t575,1.0,658.4444652468699,0.0,659.4444652468699
t576,1.0,618.7006652468699,0.0,619.7006652468699
t577,1.0,571.1398652468699,0.0,572.1398652468699
t578,1.0,552.4936652468699,0.0,553.4936652468699
t579,1.0,564.0406181880463,0.0,565.0406181880463
t580,1.0,668.3068020341966,0.0,669.3068020341966
t581,1.0,617.8479388215235,0.0,618.8479388215235
t582,1.0,718.4554756088503,0.0,719.4554756088503
t583,1.0,611.8702123961772,0.0,612.8702123961772
t584,1.0,501.62954918350385,0.0,502.62954918350385
t585,1.0,333.1278859708307,0.0,334.1278859708307
t586,1.0,0.0,0.0,1.0
t587,0.9500033856550951,0.0,99.99322868980971,100.9432320754648
t588,0.9866656734554625,0.0,26.66865308907485,27.655318762530314
t589,1.0,0.0,0.0,1.0
t590,1.0,0.0,0.0,1.0
t591,1.0,0.0,0.0,1.0
t592,1.0,2.3884859708307005,0.0,3.3884859708307005
t593,1.0,97.4451491835039,0.0,98.4451491835039
t594,1.0,285.2542123961772,0.0,286.2542123961772
t595,1.0,496.2324756088501,0.0,497.2324756088501
t596,1.0,599.1899388215237,0.0,600.1899388215237
t597,1.0,534.3936020341968,0.0,535.3936020341968
t598,1.0,604.7204652468698,0.0,605.7204652468698
t599,1.0,686.9676652468697,0.0,687.9676652468697
t600,1.0,628.17546524687,0.0,629.17546524687
t601,1.0,661.0444652468698,0.0,662.0444652468698
t602,1.0,482.91946524686983,0.0,483.91946524686983
t603,1.0,465.08966524686986,0.0,466.08966524686986
t604,1.0,521.2090181880463,0.0,522.2090181880463
t605,1.0,553.97446524687,0.0,554.97446524687
t606,1.0,634.0222020341967,0.0,635.0222020341967
t607,1.0,572.0223388215234,0.0,573.0223388215234
t608,1.0,467.61727560885015,0.0,468.61727560885015
t609,1.0,364.4771579124921,0.0,365.4771579124921
t610,1.0,0.0,0.0,1.0
t611,1.0,0.0,0.0,1.0
t612,1.0,0.0,0.0,1.0
t613,1.0,0.0,0.0,1.0
t614,1.0,0.0,0.0,1.0
t615,1.0,40.58504691904037,0.0,41.58504691904037
t616,1.0,94.94214918350386,0.0,95.94214918350386
t617,1.0,217.1672123961772,0.0,218.1672123961772
t618,1.0,368.62227560885003,0.0,369.62227560885003
t619,1.0,355.80833882152353,0.0,356.80833882152353
t620,1.0,553.0878020341966,0.0,554.0878020341966
t621,1.0,568.19286524687,0.0,569.19286524687
t622,1.0,618.0774652468699,0.0,619.0774652468699
t623,1.0,681.2428652468699,0.0,682.2428652468699
t624,1.0,627.7980652468698,0.0,628.7980652468698
t625,1.0,578.6376652468698,0.0,579.6376652468698
t626,1.0,536.8740652468698,0.0,537.8740652468698
t627,1.0,623.06006524687,0.0,624.06006524687
t628,1.0,626.2914652468698,0.0,627.2914652468698
t629,1.0,601.5157711292228,0.0,602.5157711292228
t630,1.0,660.8794528506928,0.0,661.8794528506928
t631,1.0,562.6971896380196,0.0,563.6971896380196
t632,1.0,447.86072642534634,0.0,448.86072642534634
t633,1.0,321.15786321267325,0.0,322.15786321267325
t634,1.0,0.0,0.0,1.0
t635,1.0,0.0,0.0,1.0
t636,1.0,26.58667357465349,0.0,27.58667357465349
t637,1.0,0.0,0.0,1.0
t638,1.0,4.380181672170409,0.0,5.380181672170409
t639,1.0,196.6320859708307,0.0,197.6320859708307
t640,1.0,199.98794918350382,0.0,200.98794918350382
t641,1.0,205.1158123961772,0.0,206.1158123961772
t642,1.0,361.77667560885016,0.0,362.77667560885016
t643,1.0,445.35293882152354,0.0,446.35293882152354
t644,1.0,589.6422020341965,0.0,590.6422020341965
t645,1.0,546.5808652468697,0.0,547.5808652468697
t646,1.0,632.1020652468699,0.0,633.1020652468699
t647,1.0,692.9078652468698,0.0,693.9078652468698
t648,1.0,642.5078652468699,0.0,643.5078652468699
t649,1.0,601.10786524687,0.0,602.10786524687
t650,1.0,527.5078652468699,0.0,528.5078652468699
t651,1.0,522.9902181880464,0.0,523.9902181880464
t652,1.0,613.4184020341967,0.0,614.4184020341967
t653,1.0,556.1107388215236,0.0,557.1107388215236
t654,1.0,591.3836756088502,0.0,592.3836756088502
t655,1.0,422.9000123961771,0.0,423.9000123961771
t656,1.0,419.3431491835039,0.0,420.3431491835039
t657,1.0,239.62228597083063,0.0,240.62228597083063
t658,1.0,0.0,0.0,1.0
t659,1.0,0.0,0.0,1.0
t660,0.9951022797727421,0.0,9.795440454515727,10.79054273428847
t661,1.0,22.99926465658297,0.0,23.99926465658297
t662,1.0,78.74895954548425,0.0,79.74895954548425
t663,1.0,247.3909595454843,0.0,248.3909595454843
t664,1.0,271.18124112717123,0.0,272.18124112717123
t665,1.0,232.92648597083073,0.0,233.92648597083073
t666,1.0,356.14634918350384,0.0,357.14634918350384
t667,1.0,378.92201239617725,0.0,379.92201239617725
t668,1.0,407.3956756088503,0.0,408.3956756088503
t669,1.0,585.5809388215235,0.0,586.5809388215235
t670,1.0,560.3184020341967,0.0,561.3184020341967
t671,1.0,628.4289388215235,0.0,629.4289388215235
t672,1.0,633.8640756088503,0.0,634.8640756088503
t673,1.0,720.8928020341966,0.0,721.8928020341966
t674,1.0,661.8033388215233,0.0,662.8033388215233
t675,1.0,724.3536315663315,0.0,725.3536315663315
t676,1.0,782.2806123961772,0.0,783.2806123961772
t677,1.0,721.1568756088503,0.0,722.1568756088503
t678,1.0,795.8490756088503,0.0,796.8490756088503
t679,1.0,710.2340123961771,0.0,711.2340123961771
t680,1.0,671.1529266196449,0.0,672.1529266196449
t681,1.0,527.7562859708308,0.0,528.7562859708308
t682,1.0,367.2590227581575,0.0,368.2590227581575
t683,1.0,427.44315954548426,0.0,428.44315954548426
t684,1.0,503.3264183690138,0.0,504.3264183690138
t685,1.0,560.4245595454844,0.0,561.4245595454844
t686,1.0,530.9643595454844,0.0,531.9643595454844
t687,1.0,530.5150345228633,0.0,531.5150345228633
t688,1.0,446.9353565590661,0.0,447.9353565590661
t689,1.0,483.5921491835039,0.0,484.5921491835039
t690,1.0,588.120212396177,0.0,589.120212396177
t691,1.0,661.0967617240242,0.0,662.0967617240242
t692,1.0,736.1595388215235,0.0,737.1595388215235
t693,1.0,779.9816020341966,0.0,780.9816020341966
t694,1.0,839.35086524687,0.0,840.35086524687
t695,1.0,820.022979131696,0.0,821.022979131696
t696,1.0,824.5052020341966,0.0,825.5052020341966
t697,1.0,722.4595388215234,0.0,723.4595388215234
t698,1.0,649.5700756088503,0.0,650.5700756088503
t699,1.0,661.5067653373535,0.0,662.5067653373535
t700,1.0,785.9349491835038,0.0,786.9349491835038
t701,1.0,738.1787491835038,0.0,739.1787491835038
t702,1.0,784.568212396177,0.0,785.568212396177
t703,1.0,659.4237491835036,0.0,660.4237491835036
t704,1.0,715.5066859708305,0.0,716.5066859708305
t705,1.0,465.9654227581574,0.0,466.9654227581574
t706,1.0,292.7693595454844,0.0,293.7693595454844
t707,1.0,411.7107007219548,0.0,412.7107007219548
t708,1.0,221.14215954548433,0.0,222.14215954548433
t709,1.0,359.40475954548435,0.0,360.40475954548435
t710,1.0,248.12921836901376,0.0,249.12921836901376
t711,1.0,276.92983452286325,0.0,277.92983452286325
t712,1.0,304.3968859708307,0.0,305.3968859708307
t713,1.0,388.58734918350376,0.0,389.58734918350376
t714,1.0,510.4982123961771,0.0,511.4982123961771
t715,1.0,542.9864756088501,0.0,543.9864756088501
t716,1.0,759.4507388215235,0.0,760.4507388215235
t717,1.0,775.2168020341967,0.0,776.2168020341967
t718,1.0,849.93846524687,0.0,850.93846524687
t719,1.0,894.8384652468699,0.0,895.8384652468699
t720,1.0,826.2946652468698,0.0,827.2946652468698
t721,1.0,753.4508652468699,0.0,754.4508652468699
t722,1.0,708.9176020341966,0.0,709.9176020341966
t723,1.0,797.7281388215233,0.0,798.7281388215233
t724,1.0,807.9948756088501,0.0,808.9948756088501
t725,1.0,764.8510756088502,0.0,765.8510756088502
t726,1.0,742.4678123961772,0.0,743.4678123961772
t727,1.0,730.574749183504,0.0,731.574749183504
t728,1.0,737.4924859708306,0.0,738.4924859708306
t729,1.0,435.17822275815746,0.0,436.17822275815746
t730,1.0,374.0851595454842,0.0,375.0851595454842
t731,1.0,279.00277131019016,0.0,280.00277131019016
t732,1.0,322.69846542783705,0.0,323.69846542783705
t733,1.0,177.9107595454841,0.0,178.9107595454841
t734,1.0,216.15463452286332,0.0,217.15463452286332
t735,1.0,252.5398859708308,0.0,253.5398859708308
t736,1.0,250.5851491835039,0.0,251.5851491835039
t737,1.0,326.70081239617696,0.0,327.70081239617696
t738,1.0,557.3490756088501,0.0,558.3490756088501
t739,1.0,713.2488767327396,0.0,714.2488767327396
t740,1.0,799.9234020341969,0.0,800.9234020341969
t741,1.0,780.1002652468698,0.0,781.1002652468698
t742,1.0,856.2254652468698,0.0,857.2254652468698
t743,1.0,890.5987273356535,0.0,891.5987273356535
t744,1.0,894.66206524687,0.0,895.66206524687
t745,1.0,816.36786524687,0.0,817.36786524687
t746,1.0,757.0222652468699,0.0,758.0222652468699
t747,1.0,755.2977549753732,0.0,756.2977549753732
t748,1.0,867.7575388215236,0.0,868.7575388215236
t749,1.0,820.9192756088503,0.0,821.9192756088503
t750,1.0,833.3852123961772,0.0,834.3852123961772
t751,1.0,726.2229491835038,0.0,727.2229491835038
t752,1.0,742.2082859708307,0.0,743.2082859708307
t753,1.0,362.59062275815745,0.0,363.59062275815745
t754,1.0,289.6791595454842,0.0,290.6791595454842
t755,1.0,383.6853595454844,0.0,384.6853595454844
t756,1.0,359.6597595454844,0.0,360.6597595454844
t757,1.0,304.76122275815766,0.0,305.76122275815766
t758,1.0,245.74129773553665,0.0,246.74129773553665
t759,1.0,320.63154918350403,0.0,321.63154918350403
t760,1.0,399.640812396177,0.0,400.640812396177
t761,1.0,499.9232756088502,0.0,500.9232756088502
t762,1.0,607.1689388215234,0.0,608.1689388215234
t763,1.0,606.0224020341967,0.0,607.0224020341967
t764,1.0,718.4768652468697,0.0,719.4768652468697
t765,1.0,778.5398652468698,0.0,779.5398652468698
t766,1.0,869.9298652468698,0.0,870.9298652468698
t767,1.0,919.8952652468697,0.0,920.8952652468697
t768,1.0,850.4724652468699,0.0,851.4724652468699
t769,1.0,784.9420652468698,0.0,785.9420652468698
t770,1.0,720.2148652468699,0.0,721.2148652468699
t771,1.0,701.9464020341967,0.0,702.9464020341967
t772,1.0,680.2245388215234,0.0,681.2245388215234
t773,1.0,689.6320756088503,0.0,690.6320756088503
t774,1.0,665.4254123961771,0.0,666.4254123961771
t775,1.0,598.1625491835039,0.0,599.1625491835039
t776,1.0,439.63288597083056,0.0,440.63288597083056
t777,1.0,172.1418227581574,0.0,173.1418227581574
t778,1.0,124.72341836901369,0.0,125.72341836901369
t779,1.0,204.5231595454843,0.0,205.5231595454843
t780,1.0,148.05295954548433,0.0,149.05295954548433
t781,1.0,139.7481595454842,0.0,140.7481595454842
t782,1.0,207.75457131019016,0.0,208.75457131019016
t783,1.0,148.8524227581575,0.0,149.8524227581575
t784,1.0,230.2784859708307,0.0,231.2784859708307
t785,1.0,388.6594197717392,0.0,389.6594197717392
t786,1.0,589.3388123961769,0.0,590.3388123961769
t787,1.0,656.4372756088501,0.0,657.4372756088501
t788,1.0,718.7387388215234,0.0,719.7387388215234
t789,1.0,866.8890020341967,0.0,867.8890020341967
t790,1.0,822.3838652468697,0.0,823.3838652468697
t791,1.0,853.21766524687,0.0,854.21766524687
t792,1.0,792.7868652468699,0.0,793.7868652468699
t793,1.0,738.1448652468699,0.0,739.1448652468699
t794,1.0,693.5712652468699,0.0,694.5712652468699
t795,1.0,649.7218020341967,0.0,650.7218020341967
t796,1.0,630.1291388215235,0.0,631.1291388215235
t797,1.0,643.9672756088504,0.0,644.9672756088504
t798,1.0,613.615412396177,0.0,614.615412396177
t799,1.0,504.3893491835039,0.0,505.3893491835039
t800,1.0,285.4082859708307,0.0,286.4082859708307
t801,1.0,0.43842275815740095,0.0,1.438422758157401
t802,1.0,0.0,0.0,1.0
t803,1.0,34.427218369013644,0.0,35.427218369013644
t804,1.0,111.60395954548436,0.0,112.60395954548436
t805,1.0,138.02335954548425,0.0,139.02335954548425
t806,1.0,179.42593085567438,0.0,180.42593085567438
t807,1.0,127.68769334639278,0.0,128.6876933463928
t808,1.0,236.9180859708308,0.0,237.9180859708308
t809,1.0,433.03354918350385,0.0,434.03354918350385
t810,1.0,619.8014123961769,0.0,620.8014123961769
t811,1.0,646.2450756088502,0.0,647.2450756088502
t812,1.0,737.3229388215237,0.0,738.3229388215237
t813,1.0,923.2064020341967,0.0,924.2064020341967
t814,1.0,842.3218652468702,0.0,843.3218652468702
t815,1.0,839.48126524687,0.0,840.48126524687
t816,1.0,830.6316652468699,0.0,831.6316652468699
t817,1.0,742.3258652468699,0.0,743.3258652468699
t818,1.0,688.7016020341966,0.0,689.7016020341966
t819,1.0,771.3485388215233,0.0,772.3485388215233
t820,1.0,804.1674756088503,0.0,805.1674756088503
t821,1.0,752.1367388215233,0.0,753.1367388215233
t822,1.0,717.0238756088504,0.0,718.0238756088504
t823,1.0,656.4744123961771,0.0,657.4744123961771
t824,1.0,647.2921491835039,0.0,648.2921491835039
t825,1.0,340.7808859708307,0.0,341.7808859708307
t826,1.0,160.34662275815754,0.0,161.34662275815754
t827,1.0,224.06975954548443,0.0,225.06975954548443
t828,1.0,243.1431595454843,0.0,244.1431595454843
t829,1.0,297.16555954548437,0.0,298.16555954548437
t830,1.0,380.49182275815735,0.0,381.49182275815735
t831,1.0,434.06369773553655,0.0,435.06369773553655
t832,1.0,523.6721491835038,0.0,524.6721491835038
t833,1.0,638.2124123961771,0.0,639.2124123961771
t834,1.0,804.40607560885,0.0,805.40607560885
t835,1.0,829.7337388215233,0.0,830.7337388215233
t836,1.0,940.7190020341967,0.0,941.7190020341967
t837,1.0,962.34966524687,0.0,963.34966524687
t838,1.0,1014.3544652468698,0.0,1015.3544652468698
t839,1.0,1021.0610652468699,0.0,1022.0610652468699
t840,1.0,935.1562652468697,0.0,936.1562652468697
t841,1.0,880.2854652468698,0.0,881.2854652468698
t842,1.0,811.4108652468697,0.0,812.4108652468697
t843,1.0,766.42906524687,0.0,767.42906524687
t844,1.0,847.1096020341968,0.0,848.1096020341968
t845,1.0,811.5194917626998,0.0,812.5194917626998
t846,1.0,864.6462756088503,0.0,865.6462756088503
t847,1.0,799.045212396177,0.0,800.045212396177
t848,1.0,823.8855491835038,0.0,824.8855491835038
t849,1.0,537.3468859708311,0.0,538.3468859708311
t850,1.0,515.0584227581575,0.0,516.0584227581575
t851,1.0,392.3239595454842,0.0,393.3239595454842
t852,1.0,386.34022275815755,0.0,387.34022275815755
t853,1.0,384.8738859708307,0.0,385.8738859708307
t854,1.0,320.9799609482096,0.0,321.9799609482096
t855,1.0,300.67841239617695,0.0,301.67841239617695
t856,1.0,368.3970756088502,0.0,369.3970756088502
t857,1.0,558.5799388215235,0.0,559.5799388215235
t858,1.0,838.3294020341966,0.0,839.3294020341966
t859,1.0,805.3930652468695,0.0,806.3930652468695
t860,1.0,816.5474652468699,0.0,817.5474652468699
t861,1.0,902.9876652468699,0.0,903.9876652468699
t862,1.0,986.52866524687,0.0,987.52866524687
t863,1.0,1030.6096652468698,0.0,1031.6096652468698
t864,1.0,948.2906652468698,0.0,949.2906652468698
t865,1.0,867.7716652468698,0.0,868.7716652468698
t866,1.0,769.35266524687,0.0,770.35266524687
t867,1.0,737.9442020341966,0.0,738.9442020341966
t868,1.0,786.0853979669556,0.0,787.0853979669556
t869,1.0,729.215065335233,0.0,730.215065335233
t870,1.0,793.618812396177,0.0,794.618812396177
t871,1.0,720.0861491835038,0.0,721.0861491835038
t872,1.0,610.8448859708307,0.0,611.8448859708307
t873,1.0,550.0776227581574,0.0,551.0776227581574
t874,1.0,433.82621836901365,0.0,434.82621836901365
t875,1.0,343.7231007219549,0.0,344.7231007219549
t876,1.0,138.4990227581573,0.0,139.4990227581573
t877,1.0,80.65629773553641,0.0,81.65629773553641
t878,1.0,57.64734918350389,0.0,58.64734918350389
t879,1.0,150.73061239617718,0.0,151.73061239617718
t880,1.0,240.97007560885027,0.0,241.97007560885027
t881,1.0,373.05333882152354,0.0,374.05333882152354
t882,1.0,555.5614020341966,0.0,556.5614020341966
t883,1.0,557.8178652468699,0.0,558.8178652468699
t884,1.0,682.8618652468698,0.0,683.8618652468698
t885,1.0,751.6074652468701,0.0,752.6074652468701
t886,1.0,865.8998652468697,0.0,866.8998652468697
t887,1.0,899.0750652468698,0.0,900.0750652468698
t888,1.0,885.8188652468699,0.0,886.8188652468699
t889,1.0,825.4626652468698,0.0,826.4626652468698
t890,1.0,767.4732020341967,0.0,768.4732020341967
t891,1.0,732.2275388215235,0.0,733.2275388215235
t892,1.0,734.7818756088502,0.0,735.7818756088502
t893,1.0,748.736212396177,0.0,749.736212396177
t894,1.0,718.6467491835039,0.0,719.6467491835039
t895,1.0,646.1666859708307,0.0,647.1666859708307
t896,1.0,546.4044345228633,0.0,547.4044345228633
t897,1.0,337.8409595454842,0.0,338.8409595454842
t898,1.0,370.98266542783705,0.0,371.98266542783705
t899,1.0,279.80981836901384,0.0,280.80981836901384
t900,1.0,254.1808227581575,0.0,255.1808227581575
t901,1.0,221.94088597083075,0.0,222.94088597083075
t902,1.0,129.48174918350392,0.0,130.48174918350392
t903,1.0,206.54741239617724,0.0,207.54741239617724
t904,1.0,228.40967560885042,0.0,229.40967560885042
t905,1.0,420.4397388215234,0.0,421.4397388215234
t906,1.0,535.6096020341964,0.0,536.6096020341964
t907,1.0,529.47126524687,0.0,530.47126524687
t908,1.0,662.5060652468698,0.0,663.5060652468698
t909,1.0,803.1092652468699,0.0,804.1092652468699
t910,1.0,881.4840652468699,0.0,882.4840652468699
t911,1.0,892.6030652468698,0.0,893.6030652468698
t912,1.0,875.6658652468699,0.0,876.6658652468699
t913,1.0,777.6848652468698,0.0,778.6848652468698
t914,1.0,745.9206652468699,0.0,746.9206652468699
t915,1.0,831.5984095348234,0.0,832.5984095348234
t916,1.0,747.7180020341966,0.0,748.7180020341966
t917,1.0,808.1989388215236,0.0,809.1989388215236
t918,1.0,852.7614756088502,0.0,853.7614756088502
t919,1.0,770.5889697514165,0.0,771.5889697514165
t920,1.0,786.9667491835041,0.0,787.9667491835041
t921,1.0,610.3899447943602,0.0,611.3899447943602
t922,1.0,437.1670227581573,0.0,438.1670227581573
t923,1.0,328.81055954548435,0.0,329.81055954548435
t924,1.0,244.21282275815773,0.0,245.21282275815773
t925,1.0,158.42549773553662,0.0,159.42549773553662
t926,1.0,85.77354918350386,0.0,86.77354918350386
t927,1.0,188.22541239617698,0.0,189.22541239617698
t928,1.0,238.4834756088503,0.0,239.4834756088503
t929,1.0,376.5853388215234,0.0,377.5853388215234
t930,1.0,539.9910020341965,0.0,540.9910020341965
t931,1.0,619.37506524687,0.0,620.37506524687
t932,1.0,802.2378652468698,0.0,803.2378652468698
t933,1.0,941.1356652468698,0.0,942.1356652468698
t934,1.0,959.5166652468699,0.0,960.5166652468699
t935,1.0,968.6668652468699,0.0,969.6668652468699
t936,1.0,913.1770652468699,0.0,914.1770652468699
t937,1.0,820.2250652468697,0.0,821.2250652468697
t938,1.0,735.7966652468699,0.0,736.7966652468699
t939,1.0,741.7204020341966,0.0,742.7204020341966
t940,1.0,781.4757388215235,0.0,782.4757388215235
t941,1.0,834.7614756088503,0.0,835.7614756088503
t942,1.0,851.1322123961769,0.0,852.1322123961769
t943,1.0,832.7573491835038,0.0,833.7573491835038
t944,1.0,736.8476859708308,0.0,737.8476859708308
t945,1.0,391.0462227581575,0.0,392.0462227581575
t946,1.0,410.6405595454844,0.0,411.6405595454844
t947,1.0,431.53655954548447,0.0,432.53655954548447
t948,1.0,481.04415954548426,0.0,482.04415954548426
t949,1.0,290.6824227581574,0.0,291.6824227581574
t950,1.0,321.3266977355365,0.0,322.3266977355365
t951,1.0,354.27174918350386,0.0,355.27174918350386
t952,1.0,438.0588123961771,0.0,439.0588123961771
t953,1.0,476.09107560885013,0.0,477.09107560885013
t954,1.0,601.9359388215235,0.0,602.9359388215235
t955,1.0,664.0128020341967,0.0,665.0128020341967
t956,1.0,824.6784652468702,0.0,825.6784652468702
t957,1.0,940.587471958254,0.0,941.587471958254
t958,1.0,965.3062652468698,0.0,966.3062652468698
t959,1.0,1029.69966524687,0.0,1030.69966524687
t960,1.0,939.42586524687,0.0,940.42586524687
t961,1.0,845.21666524687,0.0,846.21666524687
t962,1.0,775.9058652468698,0.0,776.9058652468698
t963,1.0,783.2698020341967,0.0,784.2698020341967
t964,1.0,897.6792989767899,0.0,898.6792989767899
t965,1.0,876.7498756088502,0.0,877.7498756088502
t966,1.0,845.5489862642003,0.0,846.5489862642003
t967,1.0,884.0385491835038,0.0,885.0385491835038
t968,1.0,759.7200859708307,0.0,760.7200859708307
t969,1.0,373.9394227581573,0.0,374.9394227581573
t970,1.0,323.19815954548426,0.0,324.19815954548426
t971,1.0,295.8437595454842,0.0,296.8437595454842
t972,1.0,183.38357131019018,0.0,184.38357131019018
t973,1.0,307.1387595454843,0.0,308.1387595454843
t974,1.0,302.5200227581575,0.0,303.5200227581575
t975,1.0,207.65668597083058,0.0,208.65668597083058
t976,1.0,317.6397491835038,0.0,318.6397491835038
t977,1.0,451.5884123961772,0.0,452.5884123961772
t978,1.0,608.6350756088501,0.0,609.6350756088501
t979,1.0,625.7973388215231,0.0,626.7973388215231
t980,1.0,826.2588953228116,0.0,827.2588953228116
t981,1.0,926.6807652468698,0.0,927.6807652468698
t982,1.0,974.8270652468698,0.0,975.8270652468698
t983,1.0,1019.5312652468699,0.0,1020.5312652468699
t984,1.0,949.5186020341968,0.0,950.5186020341968
t985,1.0,874.7613388215237,0.0,875.7613388215237
t986,1.0,822.5032756088501,0.0,823.5032756088501
t987,1.0,801.489012396177,0.0,802.489012396177
t988,1.0,812.230949183504,0.0,813.230949183504
t989,1.0,832.201812396177,0.0,833.201812396177
t990,1.0,864.0375491835036,0.0,865.0375491835036
t991,1.0,829.8928859708307,0.0,830.8928859708307
t992,1.0,735.4202227581573,0.0,736.4202227581573
t993,1.0,497.5667713101901,0.0,498.5667713101901
t994,1.0,384.3511595454843,0.0,385.3511595454843
t995,1.0,274.07775954548424,0.0,275.07775954548424
t996,1.0,267.47135954548435,0.0,268.47135954548435
t997,1.0,273.12475954548427,0.0,274.12475954548427
t998,1.0,209.71762275815763,0.0,210.71762275815763
t999,1.0,286.59748597083075,0.0,287.59748597083075
t1000,1.0,357.012149183504,0.0,358.012149183504
t1001,1.0,530.3978123961767,0.0,531.3978123961767
t1002,1.0,698.68827560885,0.0,699.68827560885
t1003,1.0,712.1405388215233,0.0,713.1405388215233
t1004,1.0,860.9876020341969,0.0,861.9876020341969
t1005,1.0,947.2660652468699,0.0,948.2660652468699
t1006,1.0,980.3848652468698,0.0,981.3848652468698
t1007,1.0,1022.2534652468697,0.0,1023.2534652468697
t1008,1.0,973.6782652468698,0.0,974.6782652468698
t1009,1.0,1022.8948652468698,0.0,1023.8948652468698
t1010,1.0,928.34526524687,0.0,929.34526524687
t1011,1.0,871.59566524687,0.0,872.59566524687
t1012,1.0,846.9898652468698,0.0,847.9898652468698
t1013,1.0,828.2902652468701,0.0,829.2902652468701
t1014,1.0,723.2406652468699,0.0,724.2406652468699
t1015,1.0,627.9580020341967,0.0,628.9580020341967
t1016,1.0,527.7873388215235,0.0,528.7873388215235
t1017,1.0,426.3064756088502,0.0,427.3064756088502
t1018,1.0,319.5264123961771,0.0,320.5264123961771
t1019,1.0,294.5591491835039,0.0,295.5591491835039
t1020,1.0,371.655212396177,0.0,372.655212396177
t1021,1.0,348.3744873735561,0.0,349.3744873735561
t1022,1.0,351.0849388215235,0.0,352.0849388215235
t1023,1.0,482.11820203419677,0.0,483.11820203419677
t1024,1.0,602.1014652468699,0.0,603.1014652468699
t1025,1.0,767.5452652468693,0.0,768.5452652468693
t1026,1.0,976.4614652468697,0.0,977.4614652468697
t1027,1.0,983.9896652468698,0.0,984.9896652468698
t1028,1.0,1054.2972652468698,0.0,1055.2972652468698
t1029,1.0,1168.57626524687,0.0,1169.57626524687
t1030,1.0,1108.9004652468698,0.0,1109.9004652468698
t1031,1.0,1093.64426524687,0.0,1094.64426524687
t1032,1.0,1024.1880652468699,0.0,1025.1880652468699
t1033,1.0,941.4318652468698,0.0,942.4318652468698
t1034,1.0,897.0756652468698,0.0,898.0756652468698
t1035,1.0,872.17566524687,0.0,873.17566524687
t1036,1.0,993.8616652468697,0.0,994.8616652468697
t1037,1.0,951.4318652468698,0.0,952.4318652468698
t1038,1.0,886.55706524687,0.0,887.55706524687
t1039,1.0,946.8156652468696,0.0,947.8156652468696
t1040,1.0,950.9480652468699,0.0,951.9480652468699
t1041,1.0,710.8240652468701,0.0,711.8240652468701
t1042,1.0,586.9364020341967,0.0,587.9364020341967
