Resource,Market_Active_1,Market_Buy_1,Market_Sell_1,Total
t42,1.0,490.9454652468698,0.0,491.9454652468698
t43,1.0,702.79106524687,0.0,703.79106524687
t44,1.0,696.2712652468698,0.0,697.2712652468698
t45,1.0,787.3546652468699,0.0,788.3546652468699
t46,1.0,729.2784652468699,0.0,730.2784652468699
t47,1.0,664.21406524687,0.0,665.21406524687
t48,1.0,596.39926524687,0.0,597.39926524687
t49,1.0,405.9894652468699,0.0,406.9894652468699
t50,1.0,432.87866524686984,0.0,433.87866524686984
t51,1.0,496.17706524686986,0.0,497.17706524686986
t52,1.0,467.46306524686986,0.0,468.46306524686986
t53,1.0,384.67806524686983,0.0,385.67806524686983
t54,1.0,436.4078652468699,0.0,437.4078652468699
t55,1.0,450.6152652468699,0.0,451.6152652468699
t56,1.0,399.5618652468699,0.0,400.5618652468699
t57,1.0,322.77046524686983,0.0,323.77046524686983
t58,1.0,195.8646652468699,0.0,196.8646652468699
t59,1.0,259.7960652468699,0.0,260.7960652468699
t60,1.0,164.39126524686975,0.0,165.39126524686975
t61,1.0,175.8532652468698,0.0,176.8532652468698
t62,1.0,230.38686524686983,0.0,231.38686524686983
t63,1.0,172.7258064233405,0.0,173.7258064233405
t64,1.0,170.7879358351052,0.0,171.7879358351052
t65,1.0,474.2908652468697,0.0,475.2908652468697
t66,1.0,429.53586524686983,0.0,430.53586524686983
t67,1.0,603.4052652468699,0.0,604.4052652468699
t68,1.0,605.85486524687,0.0,606.85486524687
t69,1.0,548.7730652468697,0.0,549.7730652468697
t70,1.0,631.66146524687,0.0,632.66146524687
t71,1.0,553.5300652468699,0.0,554.5300652468699
t72,1.0,503.64326524686993,0.0,504.64326524686993
t73,1.0,455.32086524686986,0.0,456.32086524686986
t74,1.0,409.00766524686986,0.0,410.00766524686986
t75,1.0,488.0944652468699,0.0,489.0944652468699
t76,1.0,477.1786652468699,0.0,478.1786652468699
t77,1.0,441.1161711292228,0.0,442.1161711292228
t78,1.0,477.2506652468698,0.0,478.2506652468698
t79,1.0,485.51306524686987,0.0,486.51306524686987
t80,1.0,448.6920652468699,0.0,449.6920652468699
t81,1.0,361.76406524686985,0.0,362.76406524686985
t82,1.0,197.49466524686994,0.0,198.49466524686994
t83,1.0,211.95700642334066,0.0,212.95700642334066
t84,1.0,146.9214652468699,0.0,147.9214652468699
t85,1.0,100.47426524686972,0.0,101.47426524686972
t86,1.0,133.30906524686986,0.0,134.30906524686986
t87,1.0,137.28266524687,0.0,138.28266524687
t88,1.0,176.25126524686976,0.0,177.25126524686976
t89,1.0,505.4948652468698,0.0,506.4948652468698
t90,1.0,467.7568652468697,0.0,468.7568652468697
t91,1.0,638.7796652468699,0.0,639.7796652468699
t92,1.0,647.5656652468698,0.0,648.5656652468698
t93,1.0,737.1912652468698,0.0,738.1912652468698
t94,1.0,711.0334652468698,0.0,712.0334652468698
t95,1.0,617.5614652468698,0.0,618.5614652468698
t96,1.0,562.7420652468699,0.0,563.7420652468699
t97,1.0,416.3264652468699,0.0,417.3264652468699
t98,1.0,479.34146524686986,0.0,480.34146524686986
t99,1.0,423.12106524686976,0.0,424.12106524686976
t100,1.0,380.69021818804634,0.0,381.69021818804634
t101,1.0,479.2044652468699,0.0,480.2044652468699
t102,1.0,427.62346524686984,0.0,428.62346524686984
t103,1.0,545.1676652468698,0.0,546.1676652468698
t104,1.0,390.17606524687,0.0,391.17606524687
t105,1.0,301.80846524687007,0.0,302.80846524687007
t106,1.0,182.86346524687002,0.0,183.86346524687002
t107,1.0,320.0020652468699,0.0,321.0020652468699
t108,1.0,284.3958652468698,0.0,285.3958652468698
t109,1.0,302.4606652468697,0.0,303.4606652468697
t110,1.0,309.3380652468699,0.0,310.3380652468699
t111,1.0,236.85647701157575,0.0,237.85647701157575
t112,1.0,315.5966652468697,0.0,316.5966652468697
t113,1.0,546.53826524687,0.0,547.53826524687
t114,1.0,393.47726524686976,0.0,394.47726524686976
t115,1.0,565.64686524687,0.0,566.64686524687
t116,1.0,591.0488652468699,0.0,592.0488652468699
t117,1.0,594.2726652468698,0.0,595.2726652468698
t118,1.0,713.8114652468698,0.0,714.8114652468698
t119,1.0,634.95026524687,0.0,635.95026524687
t120,1.0,526.7556652468699,0.0,527.7556652468699
t121,1.0,466.51186524686983,0.0,467.51186524686983
t122,1.0,433.2954652468698,0.0,434.2954652468698
t123,1.0,545.6228652468699,0.0,546.6228652468699
t124,1.0,440.21021818804627,0.0,441.21021818804627
t125,1.0,392.2122652468699,0.0,393.2122652468699
t126,1.0,395.82206524686984,0.0,396.82206524686984
t127,1.0,449.6542652468699,0.0,450.6542652468699
t128,1.0,315.6316652468698,0.0,316.6316652468698
t129,1.0,197.81206524686996,0.0,198.81206524686996
t130,1.0,123.59266524686979,0.0,124.59266524686979
t131,1.0,134.53227701157584,0.0,135.53227701157584
t132,1.0,183.29486524686985,0.0,184.29486524686985
t133,1.0,143.99560203419674,0.0,144.99560203419674
t134,1.0,172.09326524686986,0.0,173.09326524686986
t135,1.0,188.31226524686997,0.0,189.31226524686997
t136,1.0,209.04386524686987,0.0,210.04386524686987
t137,1.0,483.39986524686987,0.0,484.39986524686987
t138,1.0,402.2466652468699,0.0,403.2466652468699
t139,1.0,540.11526524687,0.0,541.11526524687
t140,1.0,564.1078652468699,0.0,565.1078652468699
t141,1.0,537.3086652468699,0.0,538.3086652468699
t142,1.0,633.0730652468699,0.0,634.0730652468699
t143,1.0,574.8598652468697,0.0,575.8598652468697
t144,1.0,529.6176652468699,0.0,530.6176652468699
t145,1.0,515.4846652468698,0.0,516.4846652468698
t146,1.0,485.38306524687,0.0,486.38306524687
t147,1.0,549.4276652468698,0.0,550.4276652468698
t148,1.0,419.1328181880464,0.0,420.1328181880464
t149,1.0,370.5880652468699,0.0,371.5880652468699
t150,1.0,360.48506524686985,0.0,361.48506524686985
t151,1.0,397.3158652468698,0.0,398.3158652468698
t152,1.0,221.38826524686976,0.0,222.38826524686976
t153,1.0,110.85786524686984,0.0,111.85786524686984
t154,1.0,47.27719465863464,0.0,48.27719465863464
t155,1.0,108.64714759981109,0.0,109.64714759981109
t156,1.0,130.03306524686997,0.0,131.03306524686997
t157,1.0,113.51506524686982,0.0,114.51506524686982
t158,1.0,81.01466524686981,0.0,82.01466524686981
t159,1.0,22.480665246869876,0.0,23.480665246869876
t160,1.0,54.21686524686994,0.0,55.21686524686994
t161,1.0,364.5254652468697,0.0,365.5254652468697
t162,1.0,318.78266524686984,0.0,319.78266524686984
t163,1.0,468.88726524686984,0.0,469.88726524686984
t164,1.0,501.11206524686975,0.0,502.11206524686975
t165,1.0,476.7806652468699,0.0,477.7806652468699
t166,1.0,564.3054652468699,0.0,565.3054652468699
t167,1.0,511.0740652468698,0.0,512.0740652468698
t168,1.0,448.71546524686977,0.0,449.71546524686977
t169,1.0,588.5220123961772,0.0,589.5220123961772
t170,1.0,546.9951491835038,0.0,547.9951491835038
t171,1.0,628.9398859708307,0.0,629.9398859708307
t172,1.0,542.3917058823529,0.0,543.3917058823529
t173,1.0,617.5328632126732,0.0,618.5328632126732
t174,1.0,500.0557264253464,0.0,501.0557264253464
t175,1.0,484.3847896380196,0.0,485.3847896380196
t176,1.0,388.3771264253463,0.0,389.3771264253463
t177,1.0,239.1408632126733,0.0,240.1408632126733
t178,1.0,94.13099999999993,0.0,95.13099999999993
t179,1.0,71.2334117647058,0.0,72.2334117647058
t180,1.0,44.634073574653726,0.0,45.634073574653726
t181,1.0,15.095336787326836,0.0,16.095336787326836
t182,1.0,0.0,0.0,1.0
t183,1.0,0.0,0.0,1.0
t184,1.0,63.31692642534624,0.0,64.31692642534624
t185,1.0,388.6651896380195,0.0,389.6651896380195
t186,1.0,508.88845285069294,0.0,509.88845285069294
t187,1.0,426.18831606336596,0.0,427.18831606336596
t188,1.0,558.2588652468698,0.0,559.2588652468698
t189,1.0,543.1744020341966,0.0,544.1744020341966
t190,1.0,632.7717388215235,0.0,633.7717388215235
t191,1.0,614.6954756088502,0.0,615.6954756088502
t192,1.0,602.154012396177,0.0,603.154012396177
t193,1.0,580.5959491835039,0.0,581.5959491835039
t194,1.0,668.4088859708306,0.0,669.4088859708306
t195,1.0,550.5039286405103,0.0,551.5039286405103
t196,1.0,597.4513595454844,0.0,598.4513595454844
t197,1.0,502.7572227581575,0.0,503.7572227581575
t198,1.0,558.1892859708306,0.0,559.1892859708306
t199,1.0,530.831549183504,0.0,531.831549183504
t200,1.0,437.51028597083075,0.0,438.51028597083075
t201,1.0,270.2566227581574,0.0,271.2566227581574
t202,1.0,151.97215954548432,0.0,152.97215954548432
t203,1.0,165.52197131019034,0.0,166.52197131019034
t204,1.0,152.6083595454843,0.0,153.6083595454843
t205,1.0,103.60735954548439,0.0,104.60735954548439
t206,1.0,105.66102275815746,0.0,106.66102275815746
t207,1.0,146.51768597083066,0.0,147.51768597083066
t208,1.0,122.37414918350387,0.0,123.37414918350387
t209,1.0,441.65921239617705,0.0,442.65921239617705
t210,1.0,585.4342756088502,0.0,586.4342756088502
t211,1.0,507.7197388215234,0.0,508.7197388215234
t212,1.0,616.5184020341966,0.0,617.5184020341966
t213,1.0,601.6403388215235,0.0,602.6403388215235
t214,1.0,690.2126756088502,0.0,691.2126756088502
t215,1.0,651.280212396177,0.0,652.280212396177
t216,1.0,611.3155491835039,0.0,612.3155491835039
t217,1.0,549.4260859708307,0.0,550.4260859708307
t218,1.0,620.5978227581573,0.0,621.5978227581573
t219,1.0,608.9921595454842,0.0,609.9921595454842
t220,1.0,575.9568654278372,0.0,576.9568654278372
t221,1.0,511.48162275815747,0.0,512.4816227581575
t222,1.0,522.0404859708307,0.0,523.0404859708307
t223,1.0,457.46054918350376,0.0,458.46054918350376
t224,1.0,342.31888597083076,0.0,343.31888597083076
t225,1.0,203.39242275815735,0.0,204.39242275815735
t226,1.0,16.435159545484286,0.0,17.435159545484286
t227,1.0,17.950771310190195,0.0,18.950771310190195
t228,1.0,32.15515954548428,0.0,33.15515954548428
t229,1.0,61.455359545484214,0.0,62.455359545484214
t230,1.0,114.40995954548434,0.0,115.40995954548434
t231,1.0,192.45742275815752,0.0,193.45742275815752
t232,1.0,174.3018859708306,0.0,175.3018859708306
t233,1.0,443.237349183504,0.0,444.237349183504
t234,1.0,520.3548123961772,0.0,521.3548123961772
t235,1.0,464.42707560885026,0.0,465.42707560885026
t236,1.0,590.5289388215235,0.0,591.5289388215235
t237,1.0,559.7184020341966,0.0,560.7184020341966
t238,1.0,641.2545388215235,0.0,642.2545388215235
t239,1.0,590.5030756088503,0.0,591.5030756088503
t240,1.0,566.7252123961771,0.0,567.7252123961771
t241,1.0,581.2671491835038,0.0,582.2671491835038
t242,1.0,667.8528859708307,0.0,668.8528859708307
t243,1.0,641.6890227581574,0.0,642.6890227581574
t244,1.0,558.4022654278372,0.0,559.4022654278372
t245,1.0,477.7130227581575,0.0,478.7130227581575
t246,1.0,494.0710859708306,0.0,495.0710859708306
t247,1.0,397.9489491835037,0.0,398.9489491835037
t248,1.0,251.63708597083055,0.0,252.63708597083055
t249,1.0,33.73882275815748,0.0,34.73882275815748
t250,1.0,0.0,0.0,1.0
t251,1.0,0.0,0.0,1.0
t252,1.0,0.0,0.0,1.0
t253,1.0,48.35555954548431,0.0,49.35555954548431
t254,1.0,42.56422275815748,0.0,43.56422275815748
t255,1.0,1.7239763719894583,0.0,2.7239763719894583
t256,1.0,79.56034918350375,0.0,80.56034918350375
t257,1.0,363.22641239617707,0.0,364.22641239617707
t258,1.0,471.2510756088502,0.0,472.2510756088502
t259,1.0,409.8289388215234,0.0,410.8289388215234
t260,1.0,520.2184020341967,0.0,521.2184020341967
t261,1.0,493.70786524686986,0.0,494.70786524686986
t262,1.0,558.6078652468698,0.0,559.6078652468698
t263,1.0,497.6184020341966,0.0,498.6184020341966
t264,1.0,449.8289388215234,0.0,450.8289388215234
t265,1.0,481.21467560885026,0.0,482.21467560885026
t266,1.0,433.90041239617705,0.0,434.90041239617705
t267,1.0,523.8051491835038,0.0,524.8051491835038
t268,1.0,529.3346859708307,0.0,530.3346859708307
t269,1.0,477.2144550658568,0.0,478.2144550658568
t270,1.0,522.8656123961771,0.0,523.8656123961771
t271,1.0,476.05087560885033,0.0,477.05087560885033
t272,1.0,365.5154123961771,0.0,366.5154123961771
t273,1.0,233.62554918350386,0.0,234.62554918350386
t274,1.0,164.74488597083067,0.0,165.74488597083067
t275,1.0,281.0603051110987,0.0,282.0603051110987
t276,1.0,311.34095954548434,0.0,312.34095954548434
t277,1.0,226.70095954548418,0.0,227.70095954548418
t278,1.0,246.49842275815763,0.0,247.49842275815763
t279,1.0,89.2234859708307,0.0,90.2234859708307
t280,1.0,256.66534918350396,0.0,257.66534918350396
t281,1.0,482.25514180794164,0.0,483.25514180794164
t282,1.0,628.9326756088501,0.0,629.9326756088501
t283,1.0,528.3080388215234,0.0,529.3080388215234
t284,1.0,612.3258020341966,0.0,613.3258020341966
t285,1.0,551.7830652468699,0.0,552.7830652468699
t286,1.0,635.9316020341967,0.0,636.9316020341967
t287,1.0,581.9801388215235,0.0,582.9801388215235
t288,1.0,571.3022756088502,0.0,572.3022756088502
t289,1.0,521.0500123961771,0.0,522.0500123961771
t290,1.0,595.4233491835038,0.0,596.4233491835038
t291,1.0,557.4726859708306,0.0,558.4726859708306
t292,1.0,558.0534227581575,0.0,559.0534227581575
t293,1.0,461.4180859708307,0.0,462.4180859708307
t294,1.0,501.6013491835038,0.0,502.6013491835038
t295,1.0,558.7970123961771,0.0,559.7970123961771
t296,1.0,560.1509491835038,0.0,561.1509491835038
t297,1.0,494.54108597083064,0.0,495.54108597083064
t298,1.0,373.4978227581575,0.0,374.4978227581575
t299,1.0,418.93415954548414,0.0,419.93415954548414
t300,1.0,417.7493713101902,0.0,418.7493713101902
t301,1.0,411.89375954548416,0.0,412.89375954548416
t302,1.0,438.3980227581573,0.0,439.3980227581573
t303,1.0,439.0458859708307,0.0,440.0458859708307
t304,1.0,258.08454918350367,0.0,259.08454918350367
t305,1.0,492.6066123961772,0.0,493.6066123961772
t306,1.0,606.8386756088502,0.0,607.8386756088502
t307,1.0,532.3751388215235,0.0,533.3751388215235
t308,1.0,638.4762020341966,0.0,639.4762020341966
t309,1.0,584.43746524687,0.0,585.43746524687
t310,1.0,612.9542020341966,0.0,613.9542020341966
t311,1.0,588.6145388215234,0.0,589.6145388215234
t312,1.0,565.8374756088502,0.0,566.8374756088502
t313,1.0,501.9270123961771,0.0,502.9270123961771
t314,1.0,574.5673491835038,0.0,575.5673491835038
t315,1.0,558.7546859708306,0.0,559.7546859708306
t316,1.0,478.8977286405103,0.0,479.8977286405103
t317,1.0,475.4014859708308,0.0,476.4014859708308
t318,1.0,525.8639491835038,0.0,526.8639491835038
t319,1.0,531.504812396177,0.0,532.504812396177
t320,1.0,464.9553491835037,0.0,465.9553491835037
t321,1.0,399.37561538259536,0.0,400.37561538259536
t322,1.0,259.81322275815756,0.0,260.81322275815756
t323,1.0,273.34497131019,0.0,274.34497131019
t324,1.0,263.23895954548414,0.0,264.23895954548414
t325,1.0,242.10435954548433,0.0,243.10435954548433
t326,1.0,270.0234227581574,0.0,271.0234227581574
t327,1.0,273.50175655906605,0.0,274.50175655906605
t328,1.0,284.95914918350377,0.0,285.95914918350377
t329,1.0,424.0634123961771,0.0,425.0634123961771
t330,1.0,495.36147560885024,0.0,496.36147560885024
t331,1.0,422.8289388215235,0.0,423.8289388215235
t332,1.0,548.6184020341967,0.0,549.6184020341967
t333,1.0,539.90786524687,0.0,540.90786524687
t334,1.0,618.8184020341967,0.0,619.8184020341967
t335,1.0,552.4289388215235,0.0,553.4289388215235
t336,1.0,523.6988756088502,0.0,524.6988756088502
t337,1.0,520.4328756088503,0.0,521.4328756088503
t338,1.0,594.7718123961771,0.0,595.7718123961771
t339,1.0,555.0213491835038,0.0,556.0213491835038
t340,1.0,494.734412396177,0.0,495.734412396177
t341,1.0,414.66387560885016,0.0,415.66387560885016
t342,1.0,368.6043388215234,0.0,369.6043388215234
t343,1.0,419.8074756088504,0.0,420.8074756088504
t344,1.0,364.23854180794183,0.0,365.23854180794183
t345,1.0,180.88294918350368,0.0,181.88294918350368
t346,1.0,117.21708597083071,0.0,118.21708597083071
t347,1.0,132.4014345228635,0.0,133.4014345228635
t348,1.0,177.1345595454843,0.0,178.1345595454843
t349,1.0,134.98062275815755,0.0,135.98062275815755
t350,1.0,154.86688597083074,0.0,155.86688597083074
t351,1.0,118.58134918350393,0.0,119.58134918350393
t352,1.0,82.27261239617704,0.0,83.27261239617704
t353,1.0,231.60707560885032,0.0,232.60707560885032
t354,1.0,457.2809388215235,0.0,458.2809388215235
t355,1.0,420.4192020341967,0.0,421.4192020341967
t356,1.0,558.13606524687,0.0,559.13606524687
t357,1.0,442.65666524686975,0.0,443.65666524686975
t358,1.0,516.8456652468699,0.0,517.8456652468699
t359,1.0,496.5264020341966,0.0,497.5264020341966
t360,1.0,544.5609388215233,0.0,545.5609388215233
t361,1.0,507.3384756088502,0.0,508.3384756088502
t362,1.0,466.45241239617707,0.0,467.45241239617707
t363,1.0,511.1217491835039,0.0,512.1217491835039
t364,1.0,528.3884859708307,0.0,529.3884859708307
t365,1.0,466.4903491835039,0.0,467.4903491835039
t366,1.0,540.647612396177,0.0,541.647612396177
t367,1.0,528.812612396177,0.0,529.812612396177
t368,1.0,453.3295491835039,0.0,454.3295491835039
t369,1.0,104.03388597083072,0.0,105.03388597083072
t370,1.0,145.5048227581575,0.0,146.5048227581575
t371,1.0,262.70017131019034,0.0,263.70017131019034
t372,1.0,218.4181595454844,0.0,219.4181595454844
t373,1.0,220.62095954548425,0.0,221.62095954548425
t374,1.0,226.93702275815753,0.0,227.93702275815753
t375,1.0,205.1418859708305,0.0,206.1418859708305
t376,1.0,78.98814918350374,0.0,79.98814918350374
t377,1.0,304.86081239617704,0.0,305.86081239617704
t378,1.0,485.47907560885005,0.0,486.47907560885005
t379,1.0,449.9701388215235,0.0,450.9701388215235
t380,1.0,601.3952020341966,0.0,602.3952020341966
t381,1.0,566.7078652468699,0.0,567.7078652468699
t382,1.0,646.6184020341967,0.0,647.6184020341967
t383,1.0,585.0289388215235,0.0,586.0289388215235
t384,1.0,531.6394756088503,0.0,532.6394756088503
t385,1.0,514.7500123961771,0.0,515.7500123961771
t386,1.0,506.96054918350376,0.0,507.96054918350376
t387,1.0,597.9710859708307,0.0,598.9710859708307
t388,1.0,592.5816227581574,0.0,593.5816227581574
t389,1.0,458.5710859708307,0.0,459.5710859708307
t390,1.0,427.36054918350385,0.0,428.36054918350385
t391,1.0,371.32054918350383,0.0,372.32054918350383
t392,1.0,242.62428597083067,0.0,243.62428597083067
t393,1.0,0.0,0.0,1.0
t394,1.0,0.0,0.0,1.0
t395,1.0,0.0,0.0,1.0
t396,1.0,29.050480039178357,0.0,30.050480039178357
t397,1.0,44.86062275815749,0.0,45.86062275815749
t398,1.0,42.47628597083064,0.0,43.47628597083064
t399,1.0,0.0,0.0,1.0
t400,1.0,30.731114927076796,0.0,31.731114927076796
t401,1.0,242.36427560885022,0.0,243.36427560885022
t402,1.0,442.4417388215235,0.0,443.4417388215235
t403,1.0,382.81840203419665,0.0,383.81840203419665
t404,1.0,512.9078652468698,0.0,513.9078652468698
t405,1.0,510.8078652468699,0.0,511.8078652468699
t406,1.0,590.1184020341966,0.0,591.1184020341966
t407,1.0,542.1289388215234,0.0,543.1289388215234
t408,1.0,524.2394756088503,0.0,525.2394756088503
t409,1.0,544.750012396177,0.0,545.750012396177
t410,1.0,519.4605491835039,0.0,520.4605491835039
t411,1.0,600.3710859708307,0.0,601.3710859708307
t412,1.0,576.1154227581574,0.0,577.1154227581574
t413,1.0,440.53708597083073,0.0,441.53708597083073
t414,1.0,372.86454918350387,0.0,373.86454918350387
t415,1.0,335.3516859708308,0.0,336.3516859708308
t416,1.0,185.0942227581574,0.0,186.0942227581574
t417,0.9651928797727422,0.0,69.6142404545157,70.57943333428844
t418,0.9061664452005793,0.0,187.6671095988413,188.57327604404188
t419,0.9552460415127983,0.0,89.50791697440337,90.46316301591617
t420,1.0,0.0,0.0,1.0
t421,1.0,0.0,0.0,1.0
t422,1.0,0.0,0.0,1.0
t423,1.0,0.0,0.0,1.0
t424,0.9386483076912977,0.0,122.70338461740468,123.64203292509598
t425,1.0,101.32414918350393,0.0,102.32414918350393
t426,1.0,380.01921239617707,0.0,381.01921239617707
t427,1.0,362.63947560885015,0.0,363.63947560885015
t428,1.0,492.62893882152355,0.0,493.62893882152355
t429,1.0,472.49180203419667,0.0,473.49180203419667
t430,1.0,532.7018652468698,0.0,533.7018652468698
t431,1.0,490.0066020341967,0.0,491.0066020341967
t432,1.0,452.7269388215235,0.0,453.7269388215235
t433,1.0,462.7820756088503,0.0,463.7820756088503
t434,1.0,472.6237653373536,0.0,473.6237653373536
t435,1.0,587.8801491835037,0.0,588.8801491835037
t436,1.0,494.09228597083063,0.0,495.09228597083063
t437,1.0,515.1717491835038,0.0,516.1717491835038
t438,1.0,563.0604123961771,0.0,564.0604123961771
t439,1.0,510.72621239617706,0.0,511.72621239617706
t440,1.0,364.990949183504,0.0,365.990949183504
t441,1.0,143.80368597083066,0.0,144.80368597083066
t442,1.0,13.731422758157407,0.0,14.731422758157407
t443,1.0,99.27357131019028,0.0,100.27357131019028
t444,1.0,101.03955954548421,0.0,102.03955954548421
t445,1.0,17.540622758157483,0.0,18.540622758157483
t446,1.0,61.34888597083062,0.0,62.34888597083062
t447,1.0,140.41727859526839,0.0,141.41727859526839
t448,1.0,105.71821239617704,0.0,106.71821239617704
t449,1.0,298.2807461970854,0.0,299.2807461970854
t450,1.0,542.2983388215234,0.0,543.2983388215234
t451,1.0,514.7864020341966,0.0,515.7864020341966
t452,1.0,622.4764652468699,0.0,623.4764652468699
t453,1.0,599.8936652468699,0.0,600.8936652468699
t454,1.0,675.0858020341966,0.0,676.0858020341966
t455,1.0,609.6385388215235,0.0,610.6385388215235
t456,1.0,578.4912756088502,0.0,579.4912756088502
t457,1.0,527.6440123961772,0.0,528.6440123961772
t458,1.0,528.5986550658569,0.0,529.5986550658569
t459,1.0,616.2594859708307,0.0,617.2594859708307
t460,1.0,630.8338227581573,0.0,631.8338227581573
t461,1.0,541.8396859708306,0.0,542.8396859708306
t462,1.0,613.4093491835038,0.0,614.4093491835038
t463,1.0,546.9708123961772,0.0,547.9708123961772
t464,1.0,339.7733491835039,0.0,340.7733491835039
t465,1.0,182.81048597083063,0.0,183.81048597083063
t466,1.0,93.62862275815749,0.0,94.62862275815749
t467,1.0,22.087959545484185,0.0,23.087959545484185
t468,1.0,83.30375954548431,0.0,84.30375954548431
t469,1.0,20.816222758157437,0.0,21.816222758157437
t470,1.0,29.13728597083064,0.0,30.13728597083064
t471,1.0,140.7857491835039,0.0,141.7857491835039
t472,1.0,192.557024160883,0.0,193.557024160883
t473,1.0,319.40947560885047,0.0,320.40947560885047
t474,1.0,532.1055388215235,0.0,533.1055388215235
t475,1.0,487.30700203419656,0.0,488.30700203419656
t476,1.0,617.6598683395792,0.0,618.6598683395792
t477,1.0,574.8550652468698,0.0,575.8550652468698
t478,1.0,595.94846524687,0.0,596.94846524687
t479,1.0,544.1458020341967,0.0,545.1458020341967
t480,1.0,520.4759388215234,0.0,521.4759388215234
t481,1.0,503.08647560885026,0.0,504.08647560885026
t482,1.0,472.97596533735344,0.0,473.97596533735344
t483,1.0,571.0883491835037,0.0,572.0883491835037
t484,1.0,481.8194859708306,0.0,482.8194859708306
t485,1.0,500.26774918350384,0.0,501.26774918350384
t486,1.0,548.4670123961771,0.0,549.4670123961771
t487,1.0,470.58914918350376,0.0,471.58914918350376
t488,1.0,292.56268597083056,0.0,293.56268597083056
t489,1.0,72.71402275815737,0.0,73.71402275815737
t490,1.0,0.0,0.0,1.0
t491,1.0,0.0,0.0,1.0
t492,1.0,0.0,0.0,1.0
t493,1.0,0.0,0.0,1.0
t494,1.0,0.0,0.0,1.0
t495,1.0,35.03078669278555,0.0,36.03078669278555
t496,1.0,71.73214918350378,0.0,72.73214918350378
t497,1.0,236.2522123961772,0.0,237.2522123961772
t498,1.0,409.3196756088503,0.0,410.3196756088503
t499,1.0,390.99613882152346,0.0,391.99613882152346
t500,1.0,529.9018020341966,0.0,530.9018020341966
t501,1.0,501.0036652468699,0.0,502.0036652468699
t502,1.0,578.0474652468699,0.0,579.0474652468699
t503,1.0,544.9184020341967,0.0,545.9184020341967
t504,1.0,532.2289388215235,0.0,533.2289388215235
t505,1.0,589.1028123961771,0.0,590.1028123961771
t506,1.0,565.3373491835039,0.0,566.3373491835039
t507,1.0,634.8290859708306,0.0,635.8290859708306
t508,1.0,564.3745756993338,0.0,565.3745756993338
t509,1.0,550.6851595454842,0.0,551.6851595454842
t510,1.0,556.0981595454842,0.0,557.0981595454842
t511,1.0,390.86522275815736,0.0,391.86522275815736
t512,1.0,382.2839595454843,0.0,383.2839595454843
t513,1.0,84.76035954548425,0.0,85.76035954548425
t514,0.8907783797727421,0.0,218.44324045451572,219.33401883428846
t515,0.9001460797727422,0.0,199.70784045451572,200.60798653428847
t516,0.9170725091845068,0.0,165.85498163098634,166.77205414017084
t517,0.9283066797727421,0.0,143.38664045451574,144.31494713428847
t518,0.8625804503609774,0.0,274.8390992780452,275.70167972840613
t519,0.8658535856550951,0.0,268.2928286898098,269.1586822754649
